describe-string,id-int,module-string,value-string
,10090010,回复%血量,{0}%のHPを回復
,10090011,重复使用配方提醒,このレシピはすでに習得しています。
,10090012,鸟笼洗牌提示,鶏はどこにいますか？
,10090013,,不要なブロックを壊してください！
,10090014,逆向记忆提示,逆さまに繰り返してください！
,10090015,获得BUFF提示,BUFFを取得：{0}
,10090016,卡牌记忆提示,カードを覚えてください！
,10090017,点击技能熟练度问号弹窗,クラフトの熟練度を向上させてください
,10090018,奖励预览,報酬プレビュー
,10090019,恭喜获得,おめでとうございます、以下を入手しました：
,10090020,放弃任务确认提示,このタスクを放棄しますか？
,10090021,放弃每日任务提示, {0} 分以内に諦めることはできません。
,20010001,断网标题,切断されました
,20010002,断网提示,ネットワークが切断されました
,20010003,被T提示,あなたのアカウントは他の場所でログインされています
,20010004,被T提示,システムによる不正行為の検出
,20010005,被T提示,サポートされていない操作です
,20010006,被T提示,ホームアイテムの控除が異常です
,20010007,被T提示,活動停止による自動オフライン
,20010008,,権限がありません。
道具不足,20020001,家园相关,保存に成功しました
,20020002,家园相关,収納ボックスには何もありませんでした！
,20020003,家园相关,ネットワークの変動、異常データが復元されました
,20020004,,今日の評判のための農業時間が使い果たされました。
,20020005,, 毎日の変換枠が使い切られました。
,20020006,,メンテナンス中です。お待ちください。
,20030001,保存技能配置,アイテムが不足しています
超过上限提示,20040001,畜牧,{0}体のスプライト[/color]を持つことができますスペースが不足しているため、このスプライトを放棄するか、別のスプライトと置き換えてください
超过上限提示标题,20040002,畜牧,捕獲がタイムアウトしました
放弃按钮,20040003,畜牧,アイテムが不足しています
替换按钮,20040004,畜牧,スキルがクールダウン中です
,20040005,畜牧,ホームデータの取得エラー
,20040006,畜牧,ホームデータの取得が不完全です
,20040007,畜牧,フードボウルのうちの1つが空になりました
,20040008,畜牧,ホームデータの取得タイムアウト
,20040009,畜牧,しばらくは撫でることができません
,20040010,畜牧,フードボウルのうちの1つが食べ物で満たされました
,20040011,畜牧,ペットとの絆が深まります
,20040012,畜牧,リソースが存在しません
,20040013,畜牧,サーバーがオフラインです
,20040014,畜牧,システムエラー
,20040015,畜牧,熟練度不足[/color]
,20050001,捕获取消操作,捕獲キャンセル
,20050002,捕获距离太远,遠すぎます
,20050003,捕获绳子断开,ロープが切れました
,20050004,捕获超时,土壌の肥沃度が不足しています
,20050005,捕获过程道具不足,動物の幸福度が不足しています
,20050006,, ペットの数が上限に達しました {0}
释放技能正在CD中,20060001,技能,現在の土壌の肥沃度が不足しています
,20070001,登录,システム
,20070002,登录,ログイン中
,20070003,登录,ログインに失敗しました
,20070004,登录,ログインに失敗しました。もう一度お試しください。
,20070005,登录,リトライ
,20070006,登录,シーンを読み込んでいます
,20070007,登录,名前には不正な文字を含めることはできません
,20070008,登录,名前は空にできません
,20070009,登录,名前は{0}文字を超えることはできません
,20070010,登录,リソース {0} を読み込み中
,20070011,登录,ウォレットを接続する
,20070012,登录,ゲームを接続する
,20070013,登录,ゲームに接続できませんでした
,20070014,登录,ゲームに接続できませんでした。もう一度お試しください。
,20070015,登录,キューイング中: {0}
,20070016,登录,有効なコードを入力してください。
,20070017,登录,ターゲットシーンへのログインに失敗しました
,20070018,登录,アクティベーションコード（オプション）
,20070019,登录,LINE #{0}
,20070020,登录,まずサーバーを選択してください
,20070021,登录,名前が無効です。
,20070022,,サービスの読み込み中
,20070023,,名前には敏感な言葉が含まれています。
,20070024,,{0}文字でなければなりません。
,20070025,, 名前が長すぎます。
,20070026,, 名前が繰り返されています。
,"20070027
",, アジア
,20070028,, ヨーロッパ
,20070029,, 北アメリカ
,20070030,, 南アメリカ
,20070031,, アフリカ
,20070032,, 南極大陸
,20070033,, グランドオープン
,20080001,设置,言語設定を適用するには、アプリを再起動してください。
,20080002,设置,今すぐやめてください
,20080003,设置,後で退出する
,20080004,设置,警告！安全でないエリアでログアウトすると、一定時間放置された後にプレイヤーは通常通りゲームを終了することができます。
,20080005,设置,安全でないエリアでログアウトすると、再接続してゲームに入ることができます。
,20090001,任务,クエストの宝箱報酬を受け取る
,20090002,任务,{0}のクエストを完了する
,20090003,任务,クラフトページで任意のアイテムを作成する
,20090004,任务,クラフトページで{0}を作成する
,20090005,任务,{0}を使用する
,20090006,任务,{0}を提出する
,20090007,任务,{0}を倒す
,20090008,任务,"マップ座標({0}, {1})の周りを見る"
,20090009,任务,キャラクターをアップグレードする
,20090010,任务,{0}を入手する
,20090011,任务,{0}スロットをアップグレードする
,20090012,任务,{0}ノードを{1}レベルにアップグレードする
,20090013,任务,{0}個のアイテムが選択されました
,20090014,任务,{0}個のアイテムが選択されました
,20090015,任务,不明
,20090016,任务,デイリー
,20090017,任务,バウンティ
,20090018,任务,{0}を収穫する
,20090019,任务,タスクが完了していません
,20090020,任务,集める {0}
,20090021,任务,進行中のタスクがあります
,20090022,任务,手動リフレッシュの回数が上限に達しました
,20090023,,{0}に話しかける
,20090024,,{0}を捕獲する
,20090025,,{1}の{0}章を完了する
,20090026,,トークンのタスクを受け取ります
,20090027,,能力レベルが足りません
,20090028,,タスクの期限が切れました
,20090029,, 農場の毎日の営業時間が終了しました。
,20090030,, 受け取りました
,20090031,, 受け入れる
,20090032,, 放棄する
,20090033,, 完了
,20090034,, 評判のタスクを完了する。
,20090035,,{0}が達成されました。
,20090036,, タスクが完了しました
,"20100000
",专精,一般
,20100001,专精,農業
,20100002,专精,戦闘
,20100003,专精,採集
,20100004,专精,ペット
,20100005,专精,レベルが最大です
,20100006,专精,{0}の経験値が不足しています
,20100007,专精,トークンが不足しています
,20100008,专精,リセットが成功しました！
,20100009,,ダンジョンの戦闘中には才能をアップグレードすることはできません。
,20110000,nft 关键字,HPを回復する
,20110001,nft 关键字,バフを追加する
,20110002,nft 关键字,レシピを学ぶ
,20110003,nft 关键字,頭の防具
,20110004,nft 关键字,胸の防具
,20110005,nft 关键字,脚の防具
,20110006,nft 关键字,足の防具
,20110007,nft 关键字,手の防具
,20110008,nft 关键字,剣
,20110009,nft 关键字,弓
,20110010,nft 关键字,ダガー
,20110011,nft 关键字,槍
,20110012,nft 关键字,消耗品
,20110013,nft 关键字,素材
,20110014,nft 关键字,設置可能
,20110015,nft 关键字,装備可能
,20110016,nft 关键字,ミステリーボックス
,20110017,nft 关键字 在配置中的类型,装備
,20110018,nft 关键字 在配置中的类型,消耗品
,20110019,nft 关键字 在配置中的类型,素材
,20110020,nft 关键字 在配置中的类型,建物
,20110021,nft 关键字 在配置中的类型,ペットの卵
,20110022,,トーテム
,20120005,登录,ウォレットの接続が開始されました
,20120006,登录,ウォレットの接続が更新されました
,20120007,登录,ウォレットの接続が完了しました
,20120008,登录,ウォレットの接続に失敗しました
,20120009,登录,ウォレットの接続が準備完了しました
,20120010,登录,ウォレットのログインを開始します
,20120011,登录,ログインウォレットのページを開く
,20120012,登录,ウォレットのログインに成功しました
,20120013,登录,ウォレットのログインに失敗しました
,20120014,登录,ウォレットの初期化
,20120015,登录,ウォレットの初期化タイムアウト
,20120016,登录,ウォレットが切断されました
,20130000,组队,{0}のチーム
,20130001,组队,リクエストが送信されました
,20130002,组队,チームに参加しました。まずチームを脱退してください
,20130003,组队,リクエストの有効期限が切れました
,20130004,组队,無効な名前形式です
,20130005,组队,説明の形式が無効です
,20130006,组队,既にここにいます
,20130007,组队,{0}があなたをチームに招待しています
,20140001,网络,ネットワークのエラーが発生しました。再試行してください。
弱网提示标题,20140002,网络,ネットワーク
,20150001,副本,逃げると失敗のペナルティが発生します。本当にやめますか？
,20150002,副本,失敗した場合、着用している装備の{0}個が損傷する可能性があります。チャレンジを続けますか？
场景服务启动失败,20150003,副本,インスタンスの起動に失敗しました。後でもう一度お試しください。
切换场景超时,20150004,副本,インスタンスへの入場がタイムアウトしました。後でもう一度お試しください。
门票不足,20150005,副本,チケットが不足しています
门票扣除失败,20150006,副本,チケットの差し引きに失敗しました
副本未解锁,20150007,副本,インスタンスがまだ解除されていません
已在当前场景,20150008,副本,既にここにいます。
重复申请,20150009,副本,重複した申請です。
没有权限进入场景,20150010,副本,入場する権限がありません。
无效地图类型 参数错误(地图id or subtype信息错误),20150011,副本,マップへの入場に失敗しました。管理者に連絡してください。
地图不支持当前的挑战类型(单人多人挑战类型),20150012,副本,ソロでの入場はできません。
玩家在队伍中(单人挑战不能有队伍),20150013,副本,現在のチームを退出してください。
玩家队伍不存在(非单人挑战类型必须有队伍),20150014,副本,チームに参加してください。
成员不在附近  （成员不在npc附近） （成员不在队长附近）已经离线(member entity 离开当前服务器),20150015,副本,距離が遠すぎます
地图需要XX级才能进入,20150016,副本,キャラクターレベルが不足しています。レベルが必要です
角色数据错误,20150017,副本,キャラクターデータのエラーです。管理者に連絡してください。
NPC 不存在,20150018,副本,NPCが見つかりません。管理者に連絡してください。
,20150019,副本,ダンジョンに入ることを拒否しました
,20160000,副本,チケットが不足しています
,20160001,副本,現在のチームから退出してください
,20160002,副本,チャレンジするためにはチームが必要です
,20160003,副本,チームのリーダーのみがチームチャレンジを開始できます。
,20160004,副本,まだロックされていません。
,20160005,副本,システムエラー
,20160006,副本,オープンワールド
,20160007,副本,のホーム
,20160008,副本,ダンジョン
,20160009,副本,未知のエリア
,20160010,副本,チームリーダーのみが操作できます
,20160011,副本,レベルの不一致。
,20160012,副本,まだ開放されていません。
,20160013,副本,マッチに失敗しました。
,20160014,副本,後で再試行するか、他のダンジョンに挑戦してください。
,20160015,副本,レベルの不一致。
,20160016,副本,エクストラドロップ
,20160017,副本,ダンジョンに入ると、「エクストラドロップ」イベントが発生する可能性があります：指定されたモンスターを倒したり、アイテムを集めたり、作物を収穫することで、追加のドロップ報酬が得られます。このイベントが発生する回数には、固定のグローバルな最大制限があります。
,20160018,, 難易度
,20160019,副本, レベル {0}
,20160020,副本, チャレンジの残り時間 {0} 秒
,20160021,副本, リーダーは次のレベルに進むために {0} 秒以内に選択してください
,20170000,合成,キューに入る
,20170001,合成,クラフトキューがいっぱいです。
,20170002,合成,クラフトレシピがロックされていません。
,20170003,合成,素材が足りません。
,20170004,合成,トークンが足りません。
,20170005,合成,十分な材料を選択してください。
,20170006,合成,今日はデイリーシンセシスの制限に達しました。
,20170007,合成,LUAGのデイリーサプライ制限に達しました。
,20180001,设置,25フレーム
,20180002,设置,30フレーム
,20180003,设置,45フレーム
,20180004,设置,60フレーム
,20180005,设置,制限なし
,20180006,设置,非常に低い
,20180007,设置,低い
,20180008,设置,中程度
,20180009,设置,高い
,20180010,设置,戦闘中は解除できません。
,20190000,天赋树,必须先解锁前置节点。
,20190001,天赋树,天赋树的总等级需要达到{0}。
,20190002,天赋树,同一层的主干节点必须先解锁。
,20190003,天赋树,十分な才能ツリーレベルがありません
,20190004,,{0}[/color] <img src='ui://sulwtp4jo1ifwcm' width='36' height='36'> を消費しますか？ • 有効なスキルがリセットされます。 • レシピがリセットされます。 • 経験値が失われます。
,20190005,,{0}[/color] のダンジョン報酬を解除し、[color=#ffab23]{1}[/color] のダンジョン報酬を無効にします。
,20190006,,{0}[/color] のダンジョン報酬を無効にします。
,20190007,,{0}[/color] のダンジョン報酬を解除します。
,20190008,,Lv{0}[/color] に切り替わります。
,20190009,,{0}[/color] <img src='ui://sulwtp4jo1ifwcm' width='36' height='36'> をこのレベルアップに使いますか？
,20200000,活动,賞品の受け取りに成功しました
,20200001,活动,賞品の受け取りに失敗しました
,20200002,活动,チケットの作成に成功しました
,20200003,活动,チケットの作成に失敗しました
,20200004,活动,チケットの販売に成功しました
,20200005,活动,チケットの販売に失敗しました
,20210000,钱包相关, トークン残高のリクエストに失敗しました！
地形杀,20220001,战报名称,[color=#FF9F2F]地形[/color]
单一目标,20220002,战报名称,[color=#F7CE3D]{0}[/color]
xx的yy,20220003,战报名称,[color=#F7CE3D]{0}[/color]の[color=#F7CE3D]{1}[/color]
家园饥饿杀,20220004,战报名称,[color=#FF9F2F]空腹[/color]
离开副本,20220005,战报名称,[color=#FF9F2F]ダンジョンを退出[/color]
,20220006,战报概要,{att=unknown}によって倒されました
,20220007,战报概要,あなたの{def=unknown}は{att=unknown}によって倒されました
,20220008,战报概要,あなたのユニットは{def=unknown}の討伐に参加しました
,20220009,战报概要,{def=unknown}を倒しました
,20220010,战报概要,あなたの{att=unknown}は{def=unknown}を倒しました
,20220011,战报详情,[color=#F24F4F]失われた[/color]アイテム
,20220012,战报详情,{att=unknown}が討伐に参加しました
,20220013,战报详情,[color=#35F883]獲得[/color]アイテム
,20220014,战报详情,{att=unknown}が[color=#35F883]獲得[/color]アイテム
,20220015,战报详情,{att=unknown}が{def=unknown}を倒しました
,20220016,战报概要,[color=#FF9F2F]{name=Abyss canyon}[/color]に挑戦に成功しました
,20220017,战报概要,[color=#FF9F2F]{name=Abyss canyon}[/color]に挑戦に失敗しました
,20220018,战报详情,[color=#F7CE3D]クリア報酬を受け取りました。 
,20220019,战报详情,"{num=8,000}[/color] のトーテムボーナスを獲得しました。"
,20220020,战报详情,[color=#35F883]取得[/color]アイテム
,20230000,宠物,ペットがフォローしました。 
,20230001,宠物,ペットがアンフォローしました。 
,20230002,宠物,ペットの骨髄洗浄が成功しました。 
,20230003,宠物,{0}をペットの卵に変換しますか？変換後は再び孵化させることができます。 
,20230004,宠物,ペットの卵を作成します。 
,20230005,宠物,{0}を解放しますか？解放後はペットが失われます。 
,20230006,宠物,ペットを解放しました。 
,20230007,宠物,ペットの名前変更が完了しました。 
,20230008,宠物,{0}のペット
,20230009,宠物,ペットを呼び戻しました。
,20230010,宠物,ペットが死亡しました！
,20230011,,ペットのレベルが不足しています
,20240001,图腾,達成成功 
,"20240002
",,投資成功
,20240003,,引き出し成功
,20240004,,計算中、お待ちください
,20240005,图腾, {0}/{1} 分
,20250000,仓库,保管庫のリースを更新してから保管してください。 
,20250001,仓库,保管庫のリースを更新してから取り出してください。 
,20250002,,保管庫がいっぱいです。 
,20250003,,データを取得中です。お待ちください。
,20260001,精力,エネルギーが足りません。 
,20260002,精力,[color=#F7CE3D]{0}[/color]のエネルギーが足りません。
,20270001,排行榜,ランク付けされていません
,20280001,装备拆解,アイテムは分解後に復元できません。確認してください。
,20290001,背包,アイテムが削除されました。
,20290002,背包,アイテムは変換できません。
,20290003,背包,すべて変換されました。
,20290004,背包,このアイテムは変換できません。
,20290005,背包,アイテムが整理されました。
,20290006,背包,生のアイテム名がコピーされました！
,20290007,背包, このアイテムを削除してもよろしいですか？
,20290008,背包, [color=#ff0000]{0}[/color]を削除してもよろしいですか？
,20290009,背包, 毎日の変換枠が不足しています。
,20290010,背包, 初期化
,20290011,背包, 倉庫のリースが成功しました。
,20290012,背包, 倉庫のリースに失敗しました。
,20290013,,{0}[/color]が削除されました。
,20290014,, リースに失敗しました。為替レートを更新するためにビューを再オープンしてください。
,20300000,声望, リーダーボードに一度載りました。
,20300001,声望, 農場願いの木
,20300002,声望, 指定されたスコアでダンジョンをクリアする。
,20300003,声望, ゲーム内でLUAG(100)を保持する。
,20300004,声望, アカウントの期間。
,20300005,声望, 追加ポイント。
,20300006,声望, {0}ポイントの毎日の減衰。
,20300007,声望, {0} ポイントのデイリーディケイ。
,20310000,技能, 現在の武器ではこのスキルを解除できません。
,20320000,世界图腾, 他のトーテムに近すぎます
,20320001,世界图腾, 現在の地形にはトーテムを配置できません
,20320002,世界图腾, {0} のトーテム
,20320003,世界图腾, トーテムが配置されました、充電を進めてください
,20320004,世界图腾, まず採掘収入を請求してください
,20320005,世界图腾, このエリアにはトーテムを配置できません
,20320006,世界图腾, このシーンにはトーテムを配置できません
,20320007,世界图腾, トーテムのエネルギーが不足しています
,20320008,世界图腾, トーテムがアクティブ化されていません
,20320009,世界图腾, {0} 分以内に強化価格を設定できません
,20320010,世界图腾, エネルギー再充電アイテムが足りません
,20320011,,テレポートが中断されました、この試みには料金はかかりません。
,20320012,, テレポートに失敗しました、この試みには料金はかかりません、後で再試行してください。
,20330000,装备强化, 防御石が不足しています
,20330001,装备强化, 装備が強化されています、お待ちください
,20330002,装备强化, まず継承対象を選択してください
,20330003,装备强化, 継承可能な装備がありません
,20330004,装备强化, 継承する装備が選択されていません
,20330005,装备强化, この装備は継承できません
,20330006,装备强化, {0} が {1} を {2} に強化したことをお祝いします
,20330007,装备强化, 宝くじの結果は後日通知されます
,20330008,装备强化, {0} が {1} を {2} に強化したことをお祝いします
,20330009,, {0}が装備の強化抽選で{1}{2}を獲得しました。
,20330010,, {0} はタワーチャレンジの抽選で{1}{2} を獲得しました
,20340001,百层试炼, 残りの抽選回数が不足しています
,20340002,百层试炼, 今日はポイントがないため、抽選できません
,20340003,百层试炼, 抽選に失敗しました
,20340004,百层试炼, チャレンジ記録がないため、最初のレベルから始めてください
,20350001,护送任务错误, 護衛回数が足りません
,20350002,护送任务错误, スライムの護衛ミッションのシステムエラー：
,20350003,护送任务错误, 複数のミッションリクエスト
,20350004,护送任务错误, ミッションを開始できるのはチームリーダーのみです
,20350005,护送任务,{0}[/color] がミッションを拒否しました
,20350006,护送任务, ミッションは {0} 分以内に完了する必要があります
,20350007,护送任务, スライムの護衛ミッションを成功させました
,20350008,护送任务, スライムの護衛ミッションに失敗しました
,20350009,护送任务, スライムの強奪に成功しました
,20350010,护送任务, 強奪報酬回数が足りません
,20350011,护送任务, 護衛ミッションを放棄してもよろしいですか？
,20350012,护送任务, 現在の世界にはエスコートするスライムが残っていません
,20360001,系统聊天,[color=#ooccff]{0}[/color]がドロップアイテムを入手しました
,20370002,日志, ログのアップロードを開始しています...
,20370003,日志, {0}のアップロードに成功しました。
,20370004,日志, {0}のアップロードに失敗しました。
,20370005,日志, この起動
,20370006,日志, 最後の起動
,20370007,, リーダーボードの切り替えが成功しました。
