col-int,desc-string,gainsArgs-string,gainsType-int[],icon-string,id-int,isTrunk-bool,layer-int,lvLimit-int,name-string,resetCost-int,type-int,upgradeEXP-int[],upgradeRequireTreeLv-int,upgradeToken-int[],preNode-int[]
0,"草刈り攻撃力 + 5
木の攻撃力 + 5
鉱石の攻撃力 + 5
草むしりの熟練度 + 5
木の伐採の熟練度 + 5
鉱石の採掘の熟練度 + 5
最大エネルギー + 10
エネルギーレシピの解除","82,268#606,10000","1,2,3",talentTree-25,25,1,2,1,コレクションバックボーン 2,0,3,900,1,0,24
0,"草刈り攻撃力 + 5
木の攻撃力 + 5
鉱石の攻撃力 + 5
草むしりの熟練度 + 5
木の伐採の熟練度 + 5
鉱石の採掘の熟練度 + 5
最大エネルギー + 10
エネルギーレシピの解除","83,269#607,10000","1,2,3",talentTree-26,26,1,3,1,コレクションバックボーン 3,0,3,1800,2,0,25
0,"[草刈り攻撃力 +5]
木の攻撃力 +5
鉱石への攻撃力 +5
草むしりの熟練度 +5
木の伐採の熟練度 +5
採掘の熟練度 +5
最大エネルギー +10
エネルギーレシピの解除","84,382#608,10000","1,2,3",talentTree-27,27,1,4,1,収集マスタリー4,0,3,3600,3,3,26
0,"草刈り攻撃力 +5
木の攻撃力 +5
鉱石の攻撃力 +5
草むしりの熟練度 +5
木の伐採の熟練度 +5
鉱石の採掘の熟練度 +5
最大エネルギー +10
エネルギーレシピの解除","85,383#609,10000","1,2,3",talentTree-28,28,1,5,1,収集マスタリー5,0,3,7200,4,4,27
0,"草の攻撃力 +5
木の攻撃力 +5
鉱石の攻撃力 +5
草むしりの熟練度 +5
木の伐採の熟練度 +5
鉱石の採掘の熟練度 +5
最大エネルギー +10
エネルギーレシピの解除","86,384#610,10000","1,2,3",talentTree-29,29,1,6,1,収集マスタリー 6,0,3,14400,5,5,28
0,"草刈り攻撃力 +5
木の伐採攻撃力 +5
鉱石採取攻撃力 +5
草むしり熟練度 +5
木の伐採熟練度 +5
鉱石採取熟練度 +5
最大エネルギー +10
エネルギーレシピを解除する","87,623#611,10000","1,2,3",talentTree-30,30,1,7,1,コレクション バックボーン 7,0,3,28800,6,6,29
0,"草刈り攻撃力 + 5
木の攻撃力 + 5
鉱石の攻撃力 + 5
草むしりの熟練度 + 5
木の伐採の熟練度 + 5
鉱石の採掘の熟練度 + 5
最大エネルギー + 10
エネルギーレシピの解除","88,618#612,10000","1,2,3",talentTree-31,31,1,8,1,コレクション バックボーン 8,0,3,57600,7,7,30
0,"草刈り攻撃力 + 5
木の攻撃力 + 5
鉱石の攻撃力 + 5
草むしりの熟練度 + 5
木の伐採の熟練度 + 5
鉱石の採掘の熟練度 + 5
最大エネルギー + 10
エネルギーレシピの解除","89,622#613,10000","1,2,3",talentTree-32,32,1,9,1,コレクション バックボーン 9,0,3,115200,8,8,31
-3,"LV 1の装備セットのレシピを解除し;
最大レベルに達した時に再鋳造のレシピとフラグメントのクラフトのレシピを解除します。",70#74#201;111#178;177#179#180,2,talentTree-33,33,0,1,3,レシピの設定をロック解除しました,0,3,"131,131,131",0,"0,0,0",
-3,"LV 2の装備セットのレシピを解除し;
最大レベルに達した時に再鋳造のレシピとフラグメントのクラフトのレシピを解除します。",71#75#203;112#182;181#183#184#480#468#477#461#478#465#476#474#956#960#963#969#971#972#973#975,2,talentTree-34,34,0,2,3,レシピの設定をロック解除しました,0,3,"262,262,262",0,"0,0,0",33
-1,ラブリーなタッチ,415,0,talentTree-45,45,0,3,1,ラブリータッチ,0,1,420,0,0,23
-1,効率スキル - グループホー,103,0,talentTree-46,46,0,4,1,大地の割れ目,0,1,840,0,3,45
2,"植栽の熟練度 + 4
",246,1,talentTree-48,48,0,3,1,農業 - 収穫の熟練度,0,1,420,0,0,81
-2,ペットエッセンスのレシピLv2を解除する,156,2,talentTree-49,49,0,2,1,エッセンスレシピのロックが解除されました,0,1,210,0,0,72
2,"植栽の熟練度 + 4
",249,1,talentTree-50,50,0,4,1,農業 - 収穫の熟練度,0,1,840,0,3,48
-3,敵のスタンの持続時間を増やす。,333,1,talentTree-52,52,0,3,1,踏みつけ - 強化,0,2,323,0,0,10
-2,"突撃し;
敵を後退させ;
ダメージを50%与えます。",122,0,talentTree-54,54,0,2,1,ブルラッシュ,0,2,175,0,0,
-2,敵の移動速度を減少させる。,336,1,talentTree-55,55,0,3,1,ブルラッシュ - 強化,0,2,323,0,0,54
-2,敵の移動速度を減少させる。,337,1,talentTree-56,56,0,4,1,ブルラッシュ - 強化,0,2,646,0,3,55
-2,"自分の前方の小さな範囲で敵を弾き飛ばし;
後方に跳ね返ります。
",123,0,talentTree-57,57,0,5,1,脱出,0,2,1292,0,4,56
-1,小範囲内でランダムに5回攻撃します。,137,0,talentTree-60,60,0,3,1,わずかな吹雪,0,2,323,0,0,
-3,"一定範囲内の敵をめまいさせ;
スキル発動中は攻撃ができません。
",485,0,talentTree-61,61,0,4,1,戦争の踏みつけ,0,2,646,0,3,52
-3,"LV 3の装備セットのレシピを解除し;
最大レベルに達した時に再鋳造のレシピとフラグメントのクラフトのレシピを解除します。",72#76#204;113#186;185#187#188#483#485#491#486#503#484#504#978#979#980#981#986#997#998#982,2,talentTree-62,62,0,3,3,収集セットのレシピ,0,3,"525,525,525",0,"3,3,3",34
-1,ポーションレシピの解除,95#902,2,talentTree-65,65,0,1,1,スキルの切り替え - 全体的な効率が向上,0,3,131,0,0,
-1,ポーションレシピの解除,96#903,2,talentTree-66,66,0,2,1,スキルの切り替え - 全体的な効率が向上,0,3,262,0,0,65
-1,ポーションレシピの解除,132#904,2,talentTree-67,67,0,3,1,魔法の道具のレシピ,0,3,525,0,3,66
-1,[ポーションレシピの解除],346#905,2,talentTree-68,68,0,4,1,魔法の道具のレシピ,0,3,1050,0,3,67
-1,ポーションレシピの解除,347#906,2,talentTree-69,69,0,5,1,魔法の道具のレシピ,0,3,2100,0,4,68
-1,敵の移動速度を減少させる。,340,1,talentTree-70,70,0,4,1,わずかな吹雪 - 強化,0,2,646,0,3,60
-3,敵のスタンの持続時間を増やす。,334,1,talentTree-71,71,0,5,1,戦争踏みつけ - 強化,0,2,1292,0,4,61
-2,ペットエッセンスのレシピLv1を解除する,155,2,talentTree-72,72,0,1,1,エッセンスレシピのロックが解除されました,0,1,95,0,0,
2,"植栽の熟練度 + 4
",230,1,talentTree-73,73,0,1,1,耕作の価値 - 収穫の熟練度,0,1,95,0,0,
3,ペットの幸福度 +1,231,1,talentTree-74,74,0,1,1,農業と畜産業の価値 - ペット生産単位の幸福度指数,0,1,95,0,0,
4,繁殖熟練度 + 4,233,1,talentTree-76,76,0,1,1,農業の価値観 - 収穫の熟練度,0,1,95,0,0,
-1,効率スキル - グループホー,102,0,talentTree-77,77,0,1,1,効率スキル - 大量掘り,0,1,95,0,0,
-4,"LV 1の装備セットのレシピを解除し;
最大レベルに達した時に再鋳造のレシピとフラグメントのクラフトのレシピを解除します。",62#376#66#123#125#124#205;108#165;166#167#168,2,talentTree-78,78,0,1,3,レシピの設定をロック解除しました,0,1,"95,95,95",0,"0,0,0",
-4,"LV 2の装備セットのレシピを解除し;
最大レベルに達した時に再鋳造のレシピとフラグメントのクラフトのレシピを解除します。",63#377#67#127#128#126#206;109#169;170#171#172#462#460#463#472#466#481#475#473#955#957#958#961#967#968#970#976,2,talentTree-79,79,0,2,3,レシピの設定をロック解除しました,0,1,"210,210,210",0,"0,0,0",78
1,"FertilityCapacity + 1
",229,1,talentTree-80,80,0,2,1,栽培圃場の値 - 単位当たりの生産力プロット,0,1,210,0,0,22
2,植栽の熟練度 + 4,245,1,talentTree-81,81,0,2,1,耕作の価値 - 収穫の熟練度,0,1,210,0,0,73
3,ペットの幸福度 +1,232,1,talentTree-82,82,0,2,1,農業と畜産業の価値 - ペット生産単位の幸福度指数,0,1,210,0,0,74
4,繁殖熟練度 + 4,247,1,talentTree-83,83,0,2,1,農業の価値観 - 収穫の熟練度,0,1,210,0,0,76
1,"FertilityCapacity + 1
",236,1,talentTree-84,84,0,4,1,農業価値 - 単位面積あたりの肥沃度,0,1,840,0,3,93
4,繁殖熟練度 + 4,289,1,talentTree-85,85,0,5,1,農場 - 収穫熟練度,0,1,1680,0,4,90
-4,"LV 3の装備セットのレシピを解除し;
最大レベルに達した時に再鋳造のレシピとフラグメントのクラフトのレシピを解除します。",64#378#68#131#130#129#920;110#173;174#175#176#487#506#505#501#490#499#500#580#488#983#985#994#995#996#999#1000#1071,2,talentTree-88,88,0,3,3,レシピの設定をロック解除しました,0,1,"420,420,420",0,"3,3,3",79
3,ペットの幸福度 +1,282,1,talentTree-89,89,0,4,1,農業 - ペットの戦闘幸福指数,0,1,840,0,3,92
4,繁殖熟練度 + 4,288,1,talentTree-90,90,0,4,1,農業 - 収穫の熟練度,0,1,840,0,3,91
4,繁殖熟練度 + 4,248,1,talentTree-91,91,0,3,1,農業 - 収穫の熟練度,0,1,420,0,0,83
3,ペットの幸福度 +1,244,1,talentTree-92,92,0,3,1,農業 - ペットの戦闘幸福指数,0,1,420,0,0,82
1,"FertilityCapacity + 1
",235,1,talentTree-93,93,0,3,1,農業 - 単位面積あたりの肥沃度,0,1,420,0,0,80
-2,ペットエッセンスのレシピLv 3を解除する,157,2,talentTree-94,94,0,3,1,ペットエッセンスのレシピ,0,1,420,0,3,49
-5,"LV 1の装備セットのレシピを解除し;
最大レベルに達した時に再鋳造のレシピとフラグメントのクラフトのレシピを解除します。",44#364#370;133#136;139#142#145,2,talentTree-95,95,0,1,3,レシピの設定をロック解除しました,0,2,"95,95,95",0,"0,0,0",
4," 戦闘MaxHP +20
",264,1,talentTree-96,96,0,1,1,戦闘値 - HP,0,2,95,0,0,
3, 戦闘DEF +5,258,1,talentTree-97,97,0,1,1,戦闘値 - 防御値,0,2,95,0,0,
2," 戦闘ATK +5
",252,1,talentTree-98,98,0,1,1,戦闘ステータス - 攻撃力,0,2,95,0,0,
1,速度を10％/20％/30％増加させる。,116;117;118,1,talentTree-99,99,0,1,3,スキル,0,2,"95,95,95",0,"0,0,0",
4," 戦闘MaxHP +20
",265,1,talentTree-100,100,0,2,1,戦闘値 - HP,0,2,175,0,0,96
-5,"LV 2の装備セットのレシピを解除し;
最大レベルに達した時に再鋳造のレシピとフラグメントのクラフトのレシピを解除します。",45#365#371;134#137;140#143#146#479#469#470#464#471#482#467#579#959#962#964#965#966#974#977#1070,2,talentTree-101,101,0,2,3,レシピの設定をロック解除しました,0,2,"175,175,175",0,"0,0,0",95
3, 戦闘DEF +5,259,1,talentTree-102,102,0,2,1,戦闘値 - 防御値,0,2,175,0,0,97
2," 戦闘ATK +5
",253,1,talentTree-103,103,0,2,1,戦闘ステータス - 攻撃力,0,2,175,0,0,98
1,戦闘命中率+2/4/6％,134;135;136,1,talentTree-104,104,0,2,3,スキル,0,2,"175,175,175",0,"0,0,0",99
-5,"LV 3の装備セットのレシピを解除し;
最大レベルに達した時に再鋳造のレシピとフラグメントのクラフトのレシピを解除します。",46#366#372;135#138;141#144#147#497#495#494#498#489#496#492#493#984#987#988#989#990#991#992#993,2,talentTree-105,105,0,3,3,レシピの設定をロック解除しました,0,2,"323,323,323",0,"3,3,3",101
3, 戦闘DEF +5,260,1,talentTree-106,106,0,3,1,戦闘 - 防御力,0,2,323,0,0,102
2," 戦闘ATK +5
",254,1,talentTree-107,107,0,3,1,戦闘 - 攻撃力,0,2,323,0,0,103
1,回避率を2/4/6%増加させる,125;126;127,1,talentTree-108,108,0,3,3,エキスパート,0,2,"323,323,323",0,"0,0,0",104
4," 戦闘MaxHP +20
",266,1,talentTree-109,109,0,3,1,戦闘 - HP,0,2,323,0,0,100
3, 戦闘DEF +5,261,1,talentTree-111,111,0,4,1,戦闘 - 防御力,0,2,646,0,3,106
1,"20/10/5秒ごとに;
ダメージを受けていない場合;
ダメージが10%増加します。",119;120;121,1,talentTree-112,112,0,4,3,エキスパート,0,2,"646,646,646",0,"3,3,3",108
2," 戦闘ATK +5
",255,1,talentTree-113,113,0,4,1,戦闘 - 攻撃力,0,2,646,0,3,107
4," 戦闘MaxHP +20
",267,1,talentTree-114,114,0,4,1,戦闘 - HP,0,2,646,0,3,109
3, 戦闘DEF +5,262,1,talentTree-116,116,0,5,1,戦闘 - 防御力,0,2,1292,0,4,111
2," 戦闘ATK +5
",256,1,talentTree-117,117,0,5,1,戦闘 - 攻撃力,0,2,1292,0,4,113
1,クリティカルヒットの確率を5/10/15%増加させる,60;61;62,1,talentTree-118,118,0,5,3,エキスパート,0,2,"1292,1292,1292",0,"4,4,4",112
-1,敵の移動速度を減少させる。,341,1,talentTree-119,119,0,5,1,微風 - 強化,0,2,1292,0,4,70
4," 戦闘MaxHP +20
",268,1,talentTree-120,120,0,5,1,戦闘 - HP,0,2,1292,0,4,114
-3,敵の移動速度を減少させる。,335,1,talentTree-122,122,0,6,1,戦闘トランプリング - 強化,0,2,2584,0,5,71
-2,敵の移動速度を減少させる。,338,1,talentTree-123,123,0,6,1,エスケープ - 強化,0,2,2584,0,5,57
1,モンスターへのクリティカルダメージを10/20/30%増加させます。,113;114;115,1,talentTree-124,124,0,6,3,スキル,0,2,"2584,2584,2584",0,"5,5,5",118
-1,"爆弾を投下し;
爆発範囲内の敵に高いダメージを与えます。
",487,0,talentTree-125,125,0,6,1,爆発アート,0,2,2584,0,5,119
-3,"自分の前方の広範囲の敵を倒し;
一時的なめまいを引き起こします。
",459,0,talentTree-127,127,0,7,1,掃除,0,2,5169,0,6,122
-2,敵の移動速度を減少させる。,339,1,talentTree-128,128,0,7,1,エスケープ - 強化,0,2,5169,0,6,123
-1,敵の移動速度を減少させる。,342,1,talentTree-129,129,0,7,1,爆発アート - 強化,0,2,5169,0,6,125
1,攻撃速度が10/20/30%増加しました。,131;132;133,1,talentTree-130,130,0,7,3,スキル,0,2,"5169,5169,5169",0,"6,6,6",124
2," 戦闘ATK +5
",257,1,talentTree-131,131,0,6,1,戦闘ステータス - 攻撃力,0,2,2584,0,5,117
3, 戦闘DEF +5,263,1,talentTree-132,132,0,6,1,戦闘値 - 防御値,0,2,2584,0,5,116
4," 戦闘MaxHP +20
",269,1,talentTree-133,133,0,6,1,戦闘値 - HP,0,2,2584,0,5,120
2," 戦闘ATK +5
",270,1,talentTree-134,134,0,7,1,戦闘ステータス - 攻撃力,0,2,5169,0,6,131
3, 戦闘DEF +5,273,1,talentTree-135,135,0,7,1,戦闘値 - 防御値,0,2,5169,0,6,132
4," 戦闘MaxHP +20
",276,1,talentTree-136,136,0,7,1,戦闘値 - HP,0,2,5169,0,6,133
-2,"近くの敵にジャンプし;
着地点で範囲めまいとダメージを与えます。
",484,0,talentTree-139,139,0,8,1,追求,0,2,11200,0,7,128
-1,敵の移動速度を減少させる。,343,1,talentTree-140,140,0,8,1,爆発アート - 強化,0,2,11200,0,7,129
1,"1%の体力喪失ごとに;
0.1/0.2/0.3%のダメージボーナスがあります。",128;129;130,1,talentTree-141,141,0,8,3,スキル,0,2,"11200,11200,11200",0,"7,7,7",130
2," 戦闘ATK +5
",271,1,talentTree-142,142,0,8,1,戦闘ステータス - 攻撃力,0,2,11200,0,7,134
3, 戦闘DEF +5,274,1,talentTree-143,143,0,8,1,戦闘値 - 防御値,0,2,11200,0,7,135
4," 戦闘MaxHP +20
",277,1,talentTree-144,144,0,8,1,戦闘値 - HP,0,2,11200,0,7,136
-1,"短いエネルギー蓄積の後;
体内のエネルギーを解放し;
一定範囲内の敵に持続的な高ダメージを与えます。スキル発動中は攻撃ができない状態になります。
",432,0,talentTree-149,149,0,9,1,,0,2,24436,0,8,140
2," 戦闘ATK +5
",272,1,talentTree-150,150,0,9,1,戦闘ステータス - 攻撃力,0,2,24436,0,8,142
1,"武器の攻撃は傷を負わせ;
5秒間0.5秒ごとに1%/2%/3%の攻撃ダメージを与え;
最大5層までスタックすることができます。",172;173;174,1,talentTree-151,151,0,9,3,スキル,0,2,"24436,24436,24436",0,"8,8,8",141
3, 戦闘DEF +5,275,1,talentTree-152,152,0,9,1,戦闘値 - 防御値,0,2,24436,0,8,143
4," 戦闘MaxHP +20
",278,1,talentTree-153,153,0,9,1,戦闘値 - HP,0,2,24436,0,8,144
-1,あなたの周りの小さな畑に水をやります。,100,0,talentTree-157,157,0,5,1,水やり缶のマスタリー,0,1,1680,0,4,46
1,"FertilityCapacity + 1
",237,1,talentTree-158,158,0,5,1,農場 - 土地の肥沃度出力,0,1,1680,0,4,84
2,"植栽の熟練度 + 4
",250,1,talentTree-159,159,0,5,1,農場 - 収集熟練度,0,1,1680,0,4,50
3,ペットの幸福度 +1,283,1,talentTree-160,160,0,5,1,農場 - ペットの幸福指数,0,1,1680,0,4,89
1,"FertilityCapacity + 1
",238,1,talentTree-163,163,0,6,1,栽培圃場の値 - 単位当たりの生産力プロット,0,1,3360,0,5,158
3,ペットの幸福度 +1,284,1,talentTree-164,164,0,6,1,農業と畜産業の価値 - ペット生産単位の幸福度指数,0,1,3360,0,5,160
2,"植栽の熟練度 + 4
",251,1,talentTree-165,165,0,6,1,耕作の価値 - 収穫の熟練度,0,1,3360,0,5,159
4,繁殖熟練度 + 4,290,1,talentTree-166,166,0,6,1,農業の価値観 - 収穫の熟練度,0,1,3360,0,5,85
-1,効率スキル - グループホー,104,0,talentTree-169,169,0,6,1,アーススプリッター,0,1,3360,0,5,157
1,"FertilityCapacity + 1
",239,1,talentTree-170,170,0,7,1,栽培圃場の値 - 単位当たりの生産力プロット,0,1,6720,0,6,163
2,植栽熟練度 +4,279,1,talentTree-171,171,0,7,1,耕作の価値 - 収穫の熟練度,0,1,6720,0,6,165
3,ペットの幸福度 +1,285,1,talentTree-172,172,0,7,1,農業と畜産業の価値 - ペット生産単位の幸福度指数,0,1,6720,0,6,164
4,繁殖熟練度 + 4,291,1,talentTree-173,173,0,7,1,農業の価値観 - 収穫の熟練度,0,1,6720,0,6,166
-1,あなたの周りの小さな畑に水をやります。,101,0,talentTree-176,176,0,8,1,じょうろマスタリー,0,1,13440,0,7,298
2,植栽熟練度 +4,280,1,talentTree-177,177,0,8,1,耕作の価値 - 収穫の熟練度,0,1,13440,0,7,171
1,"FertilityCapacity + 1
",240,1,talentTree-178,178,0,8,1,栽培圃場の値 - 単位当たりの生産力プロット,0,1,13440,0,7,170
3,ペットの幸福度 +1,286,1,talentTree-179,179,0,8,1,農業と畜産業の価値 - ペット生産単位の幸福度指数,0,1,13440,0,7,172
4,繁殖熟練度 + 4,292,1,talentTree-180,180,0,8,1,農業の価値観 - 収穫の熟練度,0,1,13440,0,7,173
1,"FertilityCapacity + 1
",241,1,talentTree-184,184,0,9,1,栽培圃場の値 - 単位当たりの生産力プロット,0,1,26880,0,8,178
2,植栽熟練度 +4,281,1,talentTree-185,185,0,9,1,耕作の価値 - 収穫の熟練度,0,1,26880,0,8,177
3,ペットの幸福度 +1,287,1,talentTree-186,186,0,9,1,農業と畜産業の価値 - ペット生産単位の幸福度指数,0,1,26880,0,8,179
4,繁殖熟練度 + 4,293,1,talentTree-187,187,0,9,1,農業の価値観 - 収穫の熟練度,0,1,26880,0,8,180
1,"草の収集攻撃力増加;
熟練度増加",294,1,talentTree-188,188,0,1,1,価値観の収集 - 草,0,3,131,0,0,
2,木の収集攻撃力 ++ 熟練度 ++,303,1,talentTree-189,189,0,1,1,価値の収集 - ペアツリー,0,3,131,0,0,
3,"鉱石の収集攻撃力増加;
熟練度増加",312,1,talentTree-190,190,0,1,1,価値観の収集 - ペアリング,0,3,131,0,0,
1,"草の収集攻撃力増加;
熟練度増加",295,1,talentTree-191,191,0,2,1,価値観の収集 - 草,0,3,262,0,0,188
2,木の収集攻撃力 ++ 熟練度 ++,304,1,talentTree-192,192,0,2,1,価値の収集 - ペアツリー,0,3,262,0,0,189
3,"鉱石の収集攻撃力増加;
熟練度増加",313,1,talentTree-193,193,0,2,1,価値観の収集 - ペアリング,0,3,262,0,0,190
1,"草の収集攻撃力増加;
熟練度増加",296,1,talentTree-194,194,0,3,1,収集 - 草,0,3,525,0,0,191
2,木の収集攻撃力 ++ 熟練度 ++,305,1,talentTree-195,195,0,3,1,収集 - 木,0,3,525,0,0,192
3,"鉱石の収集攻撃力増加;
熟練度増加",314,1,talentTree-196,196,0,3,1,収集 - 採掘,0,3,525,0,0,193
1,"草の収集攻撃力増加;
熟練度増加",297,1,talentTree-197,197,0,4,1,収集 - 草,0,3,1050,0,3,194
2,木の収集攻撃力 ++ 熟練度 ++,306,1,talentTree-198,198,0,4,1,収集 - 木,0,3,1050,0,3,195
3,"鉱石の収集攻撃力増加;
熟練度増加",315,1,talentTree-199,199,0,4,1,収集価値 - 採掘,0,3,1050,0,3,196
1,"草の収集攻撃力増加;
熟練度増加",298,1,talentTree-200,200,0,5,1,収集 - 草,0,3,2100,0,4,197
2,木の収集攻撃力 ++ 熟練度 ++,307,1,talentTree-201,201,0,5,1,収集 - 木,0,3,2100,0,4,198
3,"鉱石の収集攻撃力増加;
熟練度増加",316,1,talentTree-202,202,0,5,1,収集 - 採掘,0,3,2100,0,4,199
-1,ポーションレシピの解除,348#907,2,talentTree-204,204,0,6,1,小道具レシピのロックが解除されました,0,3,4200,0,5,69
1,"草の収集攻撃力増加;
熟練度増加",299,1,talentTree-205,205,0,6,1,価値観の収集 - 草,0,3,4200,0,5,200
2,木の収集攻撃力 ++ 熟練度 ++,308,1,talentTree-206,206,0,6,1,価値の収集 - ペアツリー,0,3,4200,0,5,201
3,"鉱石の収集攻撃力増加;
熟練度増加",317,1,talentTree-207,207,0,6,1,価値観の収集 - ペアリング,0,3,4200,0,5,202
-1,ポーションレシピを解除する,895#908,2,talentTree-209,209,0,7,1,スキルの切り替え - 全体的な効率が向上,0,3,8400,0,6,204
1,"草の収集攻撃力増加;
熟練度増加",300,1,talentTree-210,210,0,7,1,価値観の収集 - 草,0,3,8400,0,6,205
2,木の収集攻撃力 ++ 熟練度 ++,309,1,talentTree-211,211,0,7,1,価値の収集 - ペアツリー,0,3,8400,0,6,206
