describe-string,id-int,module-string,value-string
,20090002,任务,完成{0}任务
,20090003,任务,在制作页面制作任何物品
,20090004,任务,在制作页面制作{0}
,20090005,任务,使用{0}
,20090006,任务,上交{0}
,20090007,任务,击杀{0}
,20090008,任务,"查看地图坐标({0}, {1})"
,20090009,任务,升级你的角色
,20090010,任务,获得{0}
,20090011,任务,升级{0}槽位
,20090012,任务,将{0}节点升级到{1}级
,20090013,任务,已选择{0}个物品
,20090014,任务,已选择{0}个物品
,20090015,任务,未知
,20090016,任务,每日
,20090017,任务,赏金
,20090018,任务,收获{0}
,20090019,任务,任务未完成
,20090020,任务,采集 {0}
,20090021,任务,有一个正在进行的任务
,20090022,任务,手动刷新次数已达上限
,20090023,,与{0}交谈
,20090024,,捕获{0}
,20090025,,完成 {1} 中的章节 {0}
,20090026,,你接到了一个令牌任务
,20090027,,能力等级不足
,20090028,,任务已过期
,20090029,, 令牌任务
,20090030,, 初始化
,20090031,, 已接收
,20090032,, 接受
,20090033,, 放弃
,20090034,, 已完成
,"20100000
",专精,通用
,20100001,专精,农牧
,20100002,专精,战斗
,20100003,专精,采集
,20100004,专精,宠物
,20100005,专精,等级已满
,20100006,专精,缺少{0}经验
,20100007,专精,缺少代币
,20100008,专精,重置成功！
,20100009,,副本战斗期间无法升级天赋。
,20110000,nft 关键字,恢复生命值
,20110001,nft 关键字,添加增益效果
,20110002,nft 关键字,学习配方
,20110003,nft 关键字,头部护甲
,20110004,nft 关键字,胸部护甲
,20110005,nft 关键字,腿部护甲
,20110006,nft 关键字,脚部护甲
,20110007,nft 关键字,手部护甲
,20110008,nft 关键字,剑
,20110009,nft 关键字,弓
,20110010,nft 关键字,匕首
,20110011,nft 关键字,长矛
,20110012,nft 关键字,消耗品
,20110013,nft 关键字,材料
,20110014,nft 关键字,可放置物品
,20110015,nft 关键字,可穿戴物品
,20110016,nft 关键字,神秘盒子
,20110017,nft 关键字 在配置中的类型,装备
,20110018,nft 关键字 在配置中的类型,消耗品
,20110019,nft 关键字 在配置中的类型,材料
,20110020,nft 关键字 在配置中的类型,建筑物
,20110021,nft 关键字 在配置中的类型,宠物蛋
,20110022,,图腾
,20120005,登录,连接钱包已开始
,20120006,登录,连接钱包已更新
,20120007,登录,连接钱包已完成
,20120008,登录,连接钱包失败
,20120009,登录,连接钱包已准备就绪
,20120010,登录,开始登录钱包
,20120011,登录,打开登录钱包页面
,20120012,登录,钱包登录成功
,20120013,登录,钱包登录失败
,20120014,登录,初始化钱包
,20120015,登录,初始化钱包超时
,20120016,登录,钱包断开连接
,20130000,组队,{0}的队伍
,20130001,组队,请求已发送
,20130002,组队,您已加入队伍，请先离开队伍
,20130003,组队,请求已过期
,20130004,组队,无效的名称格式
,20130005,组队,描述格式无效
,20130006,组队,您已经在这里了
,20130007,组队,{0}邀请您加入团队
,20140001,网络,网络异常，请重试
弱网提示标题,20140002,网络,网络
,20150001,副本,逃跑将接受失败惩罚，确定退出吗？
,20150002,副本,如果失败将有几率损坏你身上穿戴中的{0}件装备，确定继续挑战吗？
场景服务启动失败,20150003,副本,启动副本失败，请稍后重试
切换场景超时,20150004,副本,进入副本超时，请稍后重试
门票不足,20150005,副本,票数不足
门票扣除失败,20150006,副本,扣除票数失败
副本未解锁,20150007,副本,副本尚未解锁
已在当前场景,20150008,副本,你已经在这里了
重复申请,20150009,副本,重复的申请
没有权限进入场景,20150010,副本,你没有权限进入
无效地图类型 参数错误(地图id or subtype信息错误),20150011,副本,进入地图失败，请联系管理员
地图不支持当前的挑战类型(单人多人挑战类型),20150012,副本,无法单人进入
玩家在队伍中(单人挑战不能有队伍),20150013,副本,请退出当前队伍
玩家队伍不存在(非单人挑战类型必须有队伍),20150014,副本,请加入一个队伍
成员不在附近  （成员不在npc附近） （成员不在队长附近）已经离线(member entity 离开当前服务器),20150015,副本,距离太远
地图需要XX级才能进入,20150016,副本,角色等级不足，需要等级
角色数据错误,20150017,副本,角色数据错误，请联系管理员
NPC 不存在,20150018,副本,无法找到NPC，请联系管理员
,20150019,副本,拒绝进入地下城
,20160000,副本,门票不足
,20160001,副本,请退出当前队伍
,20160002,副本,需要一个队伍来挑战
,20160003,副本,只有队长可以开始团队挑战
,20160004,副本,尚未解锁
,20160005,副本,系统错误
,20160006,副本,开放世界
,20160007,副本,的家园
,20160008,副本,副本
,20160009,副本,未知区域
,20160010,副本,只有队长可以操作。
,20160011,副本,等级不匹配。
,20160012,副本,尚未开放。
,20160013,副本,匹配失败。
,20160014,副本,请稍后再试或挑战其他副本。
,20160015,副本,等级不匹配。
,20160016,副本,额外掉落
,20160017,副本,"当进入副本时有几率触发“额外掉落”事件
- 击杀指定怪物/采集物/收获作物将会获得额外掉落奖励
- 固定的全世界总触发次数上限"
,20160018,,
,20170000,合成,进入队列
,20170001,合成,制作队列已满。
,20170002,合成,制作配方未解锁。
,20170003,合成,材料不足。
,20170004,合成,代币不足。
,20170005,合成,请选择足够的材料
,20170006,合成,此配方今日合成次数已达上限
,20170007,合成,今日LUAG总额已达上限
,20180001,设置,25帧
,20180002,设置,30帧
,20180003,设置,45帧
,20180004,设置,60帧
,20180005,设置,无限制
,20180006,设置,非常低
,20180007,设置,低
,20180008,设置,中等
,20180009,设置,高
,20180010,设置,战斗中无法解除。
,20190000,天赋树,必须先解锁前置节点。
,20190001,天赋树,天赋树的总等级需要达到{0}。
,20190002,天赋树,同一层的主干节点必须先解锁。
,20190003,天赋树,天赋树等级不足。
,20190004,,"{0}[/color]<img src='ui://sulwtp4jo1ifwcm' width='36' height='36'>来停用这个等级吗？
- 启用的技能将被重置。
- 配方将被重置。
- 经验将会消失。"
,20200000,活动,领取奖励成功。
,20200001,活动,领取奖励失败。
,20200002,活动,铸币券兑换成功。
,20200003,活动,铸币券兑换失败。
,20200004,活动,出售门票成功。
,20200005,活动,出售门票失败。
,20210000,钱包相关,代币余额请求失败！
地形杀,20220001,战报名称,[color=#FF9F2F]地形[/color]
单一目标,20220002,战报名称,[color=#F7CE3D]{0}[/color]
xx的yy,20220003,战报名称,[color=#F7CE3D]{0}[/color]的[color=#F7CE3D]{1}[/color]
家园饥饿杀,20220004,战报名称,[color=#FF9F2F]饥饿[/color]
离开副本,20220005,战报名称,[color=#FF9F2F]退出副本[/color]
,20220006,战报概要,你被{att=unknown}杀死
,20220007,战报概要,你的{def=unknown}被{att=unknown}杀死
,20220008,战报概要,你的单位参与了对{def=unknown}的击杀
,20220009,战报概要,你杀死了{def=unknown}
,20220010,战报概要,你的{att=unknown}杀死了{def=unknown}
,20220011,战报详情,[color=#F24F4F]失去[/color]物品
,20220012,战报详情,{att=unknown}参与了击杀
,20220013,战报详情,[color=#35F883]获得[/color]物品
,20220014,战报详情,{att=unknown}[color=#35F883]获得[/color]物品
,20220015,战报详情,{att=unknown}杀死了{def=unknown}
,20220016,战报概要,成功挑战[color=#FF9F2F]{name=深渊峡谷}[/color]
,20220017,战报概要,挑战[color=#FF9F2F]{name=深渊峡谷}[/color]失败
,20220018,战报详情,[color=#F7CE3D]您[/color]因通关关卡而获得奖励
,20220019,战报详情,"{num=8,000}[/color] 图腾奖励"
,20220020,战报详情,[color=#35F883]获得[/color]物品
,20230000,宠物,宠物跟随
,20230001,宠物,宠物取消跟随
,20230002,宠物,宠物骨髓洗礼成功
,20230003,宠物,确定要将{0}转化为宠物蛋吗？转化为宠物蛋后可以重新孵化
,20230004,宠物,制作宠物蛋
,20230005,宠物,确定要释放{0}吗？释放后将失去该宠物
,20230006,宠物,您已释放宠物
,20230007,宠物,宠物改名完成
,20230008,宠物,{0}的宠物
,20230009,宠物,宠物召回
,20230010,宠物,宠物已死亡
,20230011,,宠物等级不足 
,20240001,图腾,达成成功
,"20240002
",,投资成功
,20240003,,提现成功
,20240004,,计算中，请稍候
,20240005,图腾,
,20250000,仓库,请在存储之前续租存储空间
,20250001,仓库,请在取出之前续租存储空间
,20250002,,存储空间已满
,20250003,,[color=red]正在获取数据，请稍候。
,20260001,精力,精力不足
,20260002,精力,[color=#F7CE3D]{0}[/color]的精力不足
,20270001,排行榜,未排名
,20280001,装备拆解,装备拆解后无法恢复，请确认。
,20290001,背包,物品已移除。
,20290002,背包,物品无法转换。
,20290003,背包,全部转换完成。
,20290004,背包,该物品无法转换。
,20290005,背包,物品已排序。
,20290006,背包,原始物品名称已复制！
,20290007,背包,移除物品？
,20290008,背包,确定要移除物品[color=#ff0000]{0}吗？
,20290009,背包, 每日转换配额已用完。
,20290010,背包, 每日转换配额不足。
,20290011,背包, 仓库租赁成功。
,20290012,背包, 仓库租赁失败。
,20290013,,{0}[/color]已移除。
,20300000,声望, 完成声望任务。
,20300001,声望, 曾一次登上排行榜。
,20300002,声望, 租用仓库。
,20300003,声望, 以指定分数通过地下城。
,20300004,声望, 在游戏中持有LUAG(100)。
,20300005,声望, 账户持续时间。
,20300006,声望, 额外积分。
,20300007,声望, 每日减少{0}点。
,20310000,技能, 当前武器无法释放此技能。
,20320000,世界图腾,和其他图腾距离过近
,20320001,世界图腾,当前地形不能放置图腾
,20320002,世界图腾,{0}的图腾
,20320003,世界图腾,图腾放置成功，请尽快充能
,20320004,世界图腾,
,20320005,世界图腾,当前区域不能放置图腾
,20320006,世界图腾,当前场景不能放置图腾
,20320007,世界图腾,
,20320008,世界图腾,
,20330000,装备强化,
,20330001,装备强化,
,20330002,装备强化,
,20330003,装备强化,
,20330004,装备强化,
,20330005,装备强化,
,20330006,装备强化,
,20330007,装备强化,
,20330008,装备强化,
