desc-string,duration-int,effectType-int,id-int,isRepeat-bool,maxLayer-int,parameters-int[],showBuffIcon-bool,buffIcon-string,parameters2-int[][],effectInterval-int,effectFlag-int[],effectImmuneFlag-int[],entityEffect-string
澆水保濕概率增加15%,-1,7,77,0,1,,0,,"39,1,150",,,,
採集資源翻倍概率增加1%,-1,7,78,0,20,,0,,"27,1,10;34,1,10",,,,
採集資源翻倍概率增加1%,-1,7,79,0,20,,0,,"27,1,10;34,1,10",,,,
採集資源翻倍概率增加1%,-1,7,80,0,20,,0,,"27,1,10;34,1,10",,,,
採集資源翻倍概率增加1%,-1,7,81,0,20,,0,,"27,1,10;34,1,10",,,,
採集資源翻倍概率增加1%,-1,7,82,0,20,,0,,"27,1,10;34,1,10",,,,
採集資源翻倍概率增加1%,-1,7,83,0,20,,0,,"27,1,10;34,1,10",,,,
採集資源翻倍概率增加1%,-1,7,84,0,20,,0,,"27,1,10;34,1,10",,,,
採集資源翻倍概率增加1%,-1,7,85,0,20,,0,,"27,1,10;34,1,10",,,,
採集資源翻倍概率增加1%,-1,7,86,0,20,,0,,"27,1,10;34,1,10",,,,
提高1級可採集資源等級,-1,7,87,0,1,,0,,"28,1,1;35,1,1",,,,
提高1級可採集資源等級,-1,7,88,0,1,,0,,"28,1,1;35,1,1",,,,
提高1級可採集資源等級,-1,7,89,0,1,,0,,"28,1,1;35,1,1",,,,
加快斧子揮動速度10%,-1,7,90,0,1,,0,,"23,1,100",,,,
加快斧子揮動速度20%,-1,7,91,0,1,,0,,"23,1,200",,,,
加快斧子揮動速度30%,-1,7,92,0,1,,0,,"23,1,300",,,,
砍樹暴擊概率增加5%,-1,7,93,0,1,,0,,"24,1,50",,,,
砍樹暴擊概率增加10%,-1,7,94,0,1,,0,,"24,1,100",,,,
砍樹暴擊概率增加15%,-1,7,95,0,1,,0,,"24,1,150",,,,
獲得種子的概率增加5%,-1,7,96,0,1,,0,,"41,1,50",,,,
獲得種子的概率增加10%,-1,7,97,0,1,,0,,"41,1,100",,,,
獲得種子的概率增加15%,-1,7,98,0,1,,0,,"41,1,150",,,,
額外家園移動速度10%,-1,7,99,0,1,,0,,"8,1,100",,,,
額外家園移動速度20%,-1,7,100,0,1,,0,,"8,1,200",,,,
額外家園移動速度30%,-1,7,101,0,1,,0,,"8,1,300",,,,
提升對怪物暴擊傷害10%,-1,7,102,0,1,,0,,"20,1,100",,,,
提升對怪物暴擊傷害20%,-1,7,103,0,1,,0,,"20,1,200",,,,
提升對怪物暴擊傷害30%,-1,7,104,0,1,,0,,"20,1,300",,,,
附加1%戰鬥易傷,5000,7,105,0,5,,1,buff-icon-105,"18,1,10",,,,
附加2%戰鬥易傷,5000,7,106,0,5,,1,buff-icon-106,"18,1,20",,,,
附加3%戰鬥易傷,5000,7,107,0,5,,1,buff-icon-107,"18,1,30",,,,
衝刺技能前搖位移,200,2,108,0,,"500,0,1",0,,,,,,
衝刺技能擊退距離,200,3,109,0,1,250,0,,,,,,
衝刺技能 1 傷害,0,1,110,0,,"500,1,2",0,,,,,,
衝刺技能 2 傷害,0,1,111,0,,"1000,1,2",0,,,,,,
衝刺技能 3 傷害,0,1,112,0,,"1500,1,2",0,,,,,,
衝刺技能 1,300,10,113,0,,"110,109,445",0,,,100,,,
衝刺技能 2,300,10,114,0,,"109,111,445",0,,,100,,,
衝刺技能 3,300,10,115,0,,"109,112,445",0,,,100,,,
無傷增傷 Lv 1,-1,14,116,0,1,20000,1,buff-icon-116,"21,1,100",,,,
無傷增傷 Lv 2,-1,14,117,0,1,10000,1,buff-icon-117,"21,1,100",,,,
無傷增傷 Lv 3,-1,14,118,0,1,5000,1,buff-icon-118,"21,1,100",,,,
移動速度增加 10%,-1,7,119,0,1,,0,,"7,2,100",,,,
移動速度增加 20%,-1,7,120,0,1,,0,,"7,2,200",,,,
移動速度增加 30%,-1,7,121,0,1,,0,,"7,2,300",,,,
閃避最終增加2%,-1,7,122,0,1,,0,,"17,4,20",,,,
閃避最終增加4%,-1,7,123,0,1,,0,,"17,4,40",,,,
閃避最終增加6%,-1,7,124,0,1,,0,,"17,4,60",,,,
血怒 Lv 1,-1,13,125,0,1,,1,buff-icon-125,"21,1,1",,,,
血怒 Lv 2,-1,13,126,0,1,,1,buff-icon-126,"21,1,3",,,,
血怒 Lv 3,-1,13,127,0,1,,1,buff-icon-127,"21,1,5",,,,
流血 Lv 1,5500,9,128,0,5,"10,1",1,buff-icon-128,,500,,,
流血 Lv 2,5500,9,129,0,5,"10,1",1,buff-icon-129,,500,,,
流血 Lv 3,5500,9,130,0,5,"10,1",1,buff-icon-130,,500,,,
攻速 1,-1,7,131,0,1,,0,,"14,1,50",,,,
攻速 2,-1,7,132,0,1,,0,,"14,1,100",,,,
攻速 3,-1,7,133,0,1,,0,,"14,1,150",,,,
攻擊觸發額外攻擊 1,-1,11,134,0,1,,0,,"14,15,16,17,18,19,202,203,204;1,50,65",,,,
攻擊觸發額外攻擊 2,-1,11,135,0,1,,0,,"14,15,16,17,18,19,202,203,204;1,100,65",,,,
攻擊觸發額外攻擊 3,-1,11,136,0,1,,0,,"14,15,16,17,18,19,202,203,204;1,150,65",,,,
劍舞 1,1000,12,137,0,1,,0,,"1,10;227,385",200,,,
劍舞傷害,0,1,138,0,,"750,1,2",0,,,,,,
劍舞 2,1000,12,139,0,1,,0,,"1,10;227,385",150,,,
劍舞 3,2000,12,140,0,1,,0,,"1,10;227,385",250,,,Skill_Saiyan
斧子加速 1,-1,7,141,0,1,,0,,"23,1,100",,,,
斧子加速 2,-1,7,142,0,1,,0,,"23,1,200",,,,
斧子加速 3,-1,7,143,0,1,,0,,"23,1,300",,,,
樹木暴擊 1,-1,7,144,0,1,,0,,"24,1,50",,,,
樹木暴擊 2,-1,7,145,0,1,,0,,"24,1,100",,,,
樹木暴擊 3,-1,7,146,0,1,,0,,"24,1,150",,,,
木材翻倍 1,-1,7,147,0,1,,0,,"27,1,30",,,,
木材翻倍 2,-1,7,148,0,1,,0,,"27,1,60",,,,
木材翻倍 3,-1,7,149,0,1,,0,,"27,1,90",,,,
砍樹傷害 1,-1,7,150,0,1,,0,,"26,1,100",,,,
砍樹傷害 2,-1,7,151,0,1,,0,,"26,1,200",,,,
砍樹傷害 3,-1,7,152,0,1,,0,,"26,1,300",,,,
石頭傷害 1,-1,7,153,0,1,,0,,"33,1,100",,,,
石頭傷害 2,-1,7,154,0,1,,0,,"33,1,200",,,,
石頭傷害 3,-1,7,155,0,1,,0,,"33,1,300",,,,
鎬子速度 1,-1,7,156,0,1,,0,,"30,1,100",,,,
鎬子速度 2,-1,7,157,0,1,,0,,"30,1,200",,,,
鎬子速度 3,-1,7,158,0,1,,0,,"30,1,300",,,,
石頭翻倍 1,-1,7,159,0,1,,0,,"34,1,30",,,,
石頭翻倍 2,-1,7,160,0,1,,0,,"34,1,60",,,,
石頭翻倍 3,-1,7,161,0,1,,0,,"34,1,90",,,,
石頭暴擊 1,-1,7,162,0,1,,0,,"31,1,50",,,,
石頭暴擊 2,-1,7,163,0,1,,0,,"31,1,100",,,,
石頭暴擊 3,-1,7,164,0,1,,0,,"31,1,150",,,,
捕獲鉤怪,0,16,176,0,1,,0,,,,,,
捕獲擊打,0,17,177,0,1,,0,,,,,,
傷害加深 1,-1,15,181,0,1,,1,buff-icon-181,"17,1,3,105;18,1,3,105;19,1,3,105",,,,
傷害加深 2,-1,15,182,0,1,,1,buff-icon-182,"17,1,3,106;18,1,3,106;19,1,3,106",,,,
傷害加深 3,-1,15,183,0,1,,1,buff-icon-183,"17,1,3,107;18,1,3,107;19,1,3,107",,,,
撕裂傷口 1,-1,15,184,0,1,,0,buff-icon-184,"17,1,3,128;18,1,3,128;19,1,3,128;205,1,3,128;344,1,3,128;345,1,3,128;202,1,3,128;203,1,3,128;204,1,3,128",,,,
撕裂傷口 2,-1,15,185,0,1,,1,buff-icon-185,"17,1,3,129;18,1,3,129;19,1,3,129;205,1,3,129;344,1,3,129;345,1,3,129;202,1,3,129;203,1,3,129;204,1,3,129",,,,
撕裂傷口 3,-1,15,186,0,1,,1,buff-icon-186,"17,1,3,130;18,1,3,130;19,1,3,130;205,1,3,130;344,1,3,130;345,1,3,130;202,1,3,130;203,1,3,130;204,1,3,130",,,,
次級攻擊藥水,60000,7,187,0,1,,1,buff-icon-187,"13,1,20",,,,
罐頭狗前搖霸體,730,5,188,0,10,,0,buff-icon-188,,,,,
南瓜先生前搖霸體,1300,5,189,0,10,,0,buff-icon-189,,,,,
火龍果士兵前搖霸體,1100,5,190,0,10,,0,buff-icon-190,,,,,
Crystal lion 霸體,416,5,191,0,10,,0,buff-icon-191,,,,,
Crystal Lizard 霸體,400,5,192,0,10,,0,buff-icon-192,,,,,
Crystalback Beast 霸體,300,5,193,0,10,,0,buff-icon-193,,,,,
次級移速藥水,60000,7,194,0,1,,1,buff-icon-194,"7,1,80",,,,
次級暴擊藥水,60000,7,195,0,1,,1,buff-icon-195,"19,1,30",,,,
次級生命藥水,60000,7,196,0,1,,1,buff-icon-196,"11,1,80",,,,
次級防禦藥水,60000,7,197,0,1,,1,buff-icon-197,"15,1,5",,,,
攻擊藥水,60000,7,198,0,1,,1,buff-icon-198,"13,1,30",,,,
移速藥水,60000,7,199,0,1,,1,buff-icon-199,"7,1,120",,,,
暴擊藥水,60000,7,200,0,1,,1,buff-icon-200,"19,1,60",,,,
生命藥水,60000,7,201,0,1,,1,buff-icon-201,"11,1,120",,,,
防禦藥水,60000,7,202,0,1,,1,buff-icon-202,"15,1,10",,,,
晶化攻擊藥水,60000,7,203,0,1,,1,buff-icon-203,"13,1,40",,,,
晶化移速藥水,60000,7,204,0,1,,1,buff-icon-204,"7,1,160",,,,
晶化暴擊藥水,60000,7,205,0,1,,1,buff-icon-205,"19,1,90",,,,
晶化生命藥水,60000,7,206,0,1,,1,buff-icon-206,"11,1,160",,,,
晶化防禦藥水,60000,7,207,0,1,,1,buff-icon-207,"15,1,15",,,,
次級治療藥水,0,7,208,0,1,,0,,"10,1,80",,,,
治療藥水,0,7,209,0,1,,0,,"10,1,160",,,,
晶化治療藥水,0,7,210,0,1,,0,,"10,1,240",,,,
次級生命藥水-回血,0,7,211,0,1,,0,,"10,1,80",,,,
生命藥水-回血,0,7,212,0,1,,0,,"10,1,120",,,,
晶化生命藥水-回血,0,7,213,0,1,,0,,"10,1,160",,,,
索敵位移效果（小）,150,6,214,0,1,"80,200,0,1,1",0,,,,,,
仙人掌索敵位移,1100,6,215,0,1,"100,250,900,1,1",0,,,,,,
南瓜怪索敵位移,600,6,216,0,1,"100,150,450,1,1",0,,,,,,
蜜蜂索敵位移,416,6,217,0,1,"150,250,300,1,1",0,,,,,,
黑色怪索敵位移,500,6,218,0,1,"100,200,400,1,1",0,,,,,,
紅色怪索敵位移,950,6,219,0,1,"150,400,750,1,1",0,,,,,,
雪山怪索敵位移,650,6,220,0,1,"100,150,300,1,1",0,,,,,,
黑色怪近戰霸體,500,5,221,0,10,,0,buff-icon-221,,,,,
紅色怪近戰霸體,1000,5,222,0,10,,0,buff-icon-222,,,,,
雪山怪近戰霸體,800,5,223,0,10,,0,buff-icon-223,,,,,
罐頭狗索敵位移,550,6,226,0,1,"100,150,300,1,1",0,,,,,,
重擊效果球,5000,7,227,0,10,,0,buff-icon-227,"15,2,0",,,,
戰士型怪物通用強勢Buff,10000,7,228,0,1,,0,buff-icon-228,"13,2,75",,,,Skill_phaseStrengthen_Atk
罐頭狗修改技能效果,-1,15,229,0,1,,0,,"31,1,3,11;179,1,3,11",,,,
罐頭狗額外攻擊,-1,11,230,0,1,,0,,"31,179;1,500,179",,,,
戰士型怪物通用破綻Buff,10000,7,231,0,1,,0,buff-icon-231,"13,2,-200;14,2,-500",,,,Skill_phaseWeaken_Atk
重坦型怪物通用強勢Buff,10000,7,232,0,1,,0,buff-icon-232,"15,2,100",,,,Skill_phaseStrengthen_Def
重坦型怪物通用破綻Buff,10000,7,233,0,1,,0,buff-icon-233,"15,2,-200",,,,Skill_phaseWeaken_Def
遠程型怪物通用強勢Buff,10000,7,234,0,1,,0,buff-icon-234,"14,2,500",,,,Skill_phaseStrengthen_Ranged
遠程型怪物通用破綻Buff,10000,7,235,0,1,,0,buff-icon-235,"7,2,-500;14,2,-500",,,,Skill_phaseWeaken_Flex
重錘位移索敵,400,6,236,0,1,"150,200,200,1,1",0,,,,,,
通用眩暈1s,1000,8,238,0,1,,1,buff-icon-238,,,,,
靈活型怪物通用強勢檢測,6000,14,237,0,3,3000,0,buff-icon-237,"7,2,500",,,,
向後擊退-輕微,100,3,239,0,1,30,0,,,,,,
單土肥屬性提升 - 4,-1,7,240,0,10,,0,,"43,1,1",,,,
最大肥屬性提升 - 400,-1,7,241,0,10,,0,,"44,1,100",,,,
種熟練屬性提升 - 18,-1,7,242,0,20,,0,,"49,1,4",,,,
單土肥屬性提升 - 3,-1,7,243,0,10,,0,,"43,1,1",,,,
單土肥屬性提升 - 3,-1,7,244,0,10,,0,,"43,1,1",,,,
單寵倖屬性提升 - 4,-1,7,245,0,10,,0,,"46,1,1",,,,
單寵倖屬性提升 - 3,-1,7,246,0,10,,0,,"46,1,1",,,,
單寵倖屬性提升 - 3,-1,7,247,0,10,,0,,"46,1,1",,,,
最大幸屬性提升 - 100,-1,7,248,0,10,,0,,"47,1,25",,,,
養熟練屬性提升 - 18,-1,7,249,0,20,,0,,"50,1,4",,,,
單土肥屬性提升 - 3,-1,7,250,0,20,,0,,"43,1,1",,,,
單土肥屬性提升 - 2,-1,7,251,0,20,,0,,"43,1,1",,,,
單土肥屬性提升 - 2,-1,7,252,0,20,,0,,"43,1,1",,,,
單寵倖屬性提升 - 3,-1,7,253,0,20,,0,,"46,1,1",,,,
單寵倖屬性提升 - 2,-1,7,254,0,20,,0,,"46,1,1",,,,
單寵倖屬性提升 - 2,-1,7,255,0,20,,0,,"46,1,1",,,,
最大肥屬性提升 - 200,-1,7,256,0,20,,0,,"44,1,100",,,,
種熟練屬性提升 - 9,-1,7,257,0,20,,0,,"49,1,4",,,,
攻擊力屬性提升 - 20,-1,7,262,0,20,,0,,"13,1,5",,,,
防禦力屬性提升 - 15,-1,7,263,0,20,,0,,"15,1,5",,,,
血量屬性提升 - 50,-1,7,264,0,20,,0,,"11,1,20",,,,
屬性修改(136採集主幹-1砍草攻擊力20),-1,7,265,0,20,,0,,"51,1,5",,,,
屬性修改(137採集主幹-1采草熟練度27),-1,7,266,0,20,,0,,"54,1,5",,,,
屬性修改(138採集主幹-1對樹木攻擊力20),-1,7,267,0,20,,0,,"22,1,5",,,,
屬性修改(139採集主幹-1砍樹熟練度27),-1,7,268,0,20,,0,,"55,1,5",,,,
屬性修改(140採集主幹-1對礦石攻擊力20),-1,7,269,0,20,,0,,"29,1,5",,,,
屬性修改(141採集主幹-1挖礦熟練度27),-1,7,270,0,20,,0,,"56,1,5",,,,
單土肥屬性提升 - 2,-1,7,271,0,20,,0,,"43,1,1",,,,
單土肥屬性提升 - 2,-1,7,272,0,20,,0,,"43,1,1",,,,
單土肥屬性提升 - 2,-1,7,273,0,20,,0,,"43,1,1",,,,
單寵倖屬性提升 - 2,-1,7,274,0,20,,0,,"46,1,1",,,,
單寵倖屬性提升 - 2,-1,7,275,0,20,,0,,"46,1,1",,,,
單寵倖屬性提升 - 2,-1,7,276,0,20,,0,,"46,1,1",,,,
採集主幹,-1,7,277,0,20,,0,,"51,1,5",,,,
採集主幹,-1,7,278,0,20,,0,,"51,1,5",,,,
採集主幹,-1,7,279,0,20,,0,,"51,1,5",,,,
採集主幹,-1,7,280,0,20,,0,,"51,1,5",,,,
採集主幹,-1,7,281,0,20,,0,,"51,1,5",,,,
採集主幹,-1,7,282,0,20,,0,,"51,1,5",,,,
採集主幹,-1,7,283,0,20,,0,,"51,1,5",,,,
採集主幹,-1,7,284,0,20,,0,,"51,1,5",,,,
採集主幹,-1,7,285,0,20,,0,,"51,1,5",,,,
採集主幹,-1,7,286,0,20,,0,,"54,1,5",,,,
採集主幹,-1,7,287,0,20,,0,,"54,1,5",,,,
採集主幹,-1,7,288,0,20,,0,,"54,1,5",,,,
採集主幹,-1,7,289,0,20,,0,,"54,1,5",,,,
採集主幹,-1,7,290,0,20,,0,,"54,1,5",,,,
採集主幹,-1,7,291,0,20,,0,,"54,1,5",,,,
採集主幹,-1,7,292,0,20,,0,,"54,1,5",,,,
採集主幹,-1,7,293,0,20,,0,,"54,1,5",,,,
採集主幹,-1,7,294,0,20,,0,,"54,1,5",,,,
採集主幹,-1,7,295,0,20,,0,,"22,1,5",,,,
採集主幹,-1,7,296,0,20,,0,,"22,1,5",,,,
採集主幹,-1,7,297,0,20,,0,,"22,1,5",,,,
採集主幹,-1,7,298,0,20,,0,,"22,1,5",,,,
採集主幹,-1,7,299,0,20,,0,,"22,1,5",,,,
採集主幹,-1,7,300,0,20,,0,,"22,1,5",,,,
採集主幹,-1,7,301,0,20,,0,,"22,1,5",,,,
採集主幹,-1,7,302,0,20,,0,,"22,1,5",,,,
採集主幹,-1,7,303,0,20,,0,,"22,1,5",,,,
採集主幹,-1,7,304,0,20,,0,,"55,1,5",,,,
採集主幹,-1,7,305,0,20,,0,,"55,1,5",,,,
採集主幹,-1,7,306,0,20,,0,,"55,1,5",,,,
採集主幹,-1,7,307,0,20,,0,,"55,1,5",,,,
採集主幹,-1,7,308,0,20,,0,,"55,1,5",,,,
採集主幹,-1,7,309,0,20,,0,,"55,1,5",,,,
採集主幹,-1,7,310,0,20,,0,,"55,1,5",,,,
採集主幹,-1,7,311,0,20,,0,,"55,1,5",,,,
採集主幹,-1,7,312,0,20,,0,,"55,1,5",,,,
採集主幹,-1,7,313,0,20,,0,,"29,1,5",,,,
採集主幹,-1,7,314,0,20,,0,,"29,1,5",,,,
採集主幹,-1,7,315,0,20,,0,,"29,1,5",,,,
採集主幹,-1,7,316,0,20,,0,,"29,1,5",,,,
採集主幹,-1,7,317,0,20,,0,,"29,1,5",,,,
採集主幹,-1,7,318,0,20,,0,,"29,1,5",,,,
採集主幹,-1,7,319,0,20,,0,,"29,1,5",,,,
採集主幹,-1,7,320,0,20,,0,,"29,1,5",,,,
採集主幹,-1,7,321,0,20,,0,,"29,1,5",,,,
採集主幹,-1,7,322,0,20,,0,,"56,1,5",,,,
採集主幹,-1,7,323,0,20,,0,,"56,1,5",,,,
採集主幹,-1,7,324,0,20,,0,,"56,1,5",,,,
採集主幹,-1,7,325,0,20,,0,,"56,1,5",,,,
採集主幹,-1,7,326,0,20,,0,,"56,1,5",,,,
採集主幹,-1,7,327,0,20,,0,,"56,1,5",,,,
採集主幹,-1,7,328,0,20,,0,,"56,1,5",,,,
採集主幹,-1,7,329,0,20,,0,,"56,1,5",,,,
採集主幹,-1,7,330,0,20,,0,,"56,1,5",,,,
采草攻擊力提升 5%,5000,7,331,0,,,1,buff-icon-331,"51,2,50",,,,
采樹攻擊力提升 5%,5000,7,332,0,,,1,buff-icon-332,"22,2,50",,,,
採礦攻擊力提升 5%,5000,7,333,0,,,1,buff-icon-333,"29,2,50",,,,
采草攻擊力提升 10%,5000,7,334,0,,,1,buff-icon-334,"51,2,100",,,,
采樹攻擊力提升 10%,5000,7,335,0,,,1,buff-icon-335,"22,2,100",,,,
採礦攻擊力提升 10%,5000,7,336,0,,,1,buff-icon-336,"29,2,100",,,,
采草攻擊力提升 20%,5000,7,337,0,,,1,buff-icon-337,"51,2,200",,,,
采樹攻擊力提升 20%,5000,7,338,0,,,1,buff-icon-338,"22,2,200",,,,
採礦攻擊力提升 20%,5000,7,339,0,,,1,buff-icon-339,"29,2,200",,,,
采草熟練度提升 5%,5000,7,340,0,,,1,buff-icon-340,"54,2,50",,,,
采樹熟練度提升 5%,5000,7,341,0,,,1,buff-icon-341,"55,2,50",,,,
採礦熟練度提升 5%,5000,7,342,0,,,1,buff-icon-342,"56,2,50",,,,
采草熟練度提升 10%,5000,7,343,0,,,1,buff-icon-343,"54,2,100",,,,
采樹熟練度提升 10%,5000,7,344,0,,,1,buff-icon-344,"55,2,100",,,,
採礦熟練度提升 10%,5000,7,345,0,,,1,buff-icon-345,"56,2,100",,,,
采草熟練度提升 20%,5000,7,346,0,,,1,buff-icon-346,"54,2,200",,,,
采樹熟練度提升 20%,5000,7,347,0,,,1,buff-icon-347,"55,2,200",,,,
採礦熟練度提升 20%,5000,7,348,0,,,1,buff-icon-348,"56,2,200",,,,
WarTrampling 升級 1 ,-1,15,349,0,,,0,,"63,1,3,350",,,,
WarTrampling 升級 1 效果球,3000,7,350,0,,,0,,"7,2,-200",,,,
WarTrampling 升級 2,-1,15,351,0,,,0,,"63,1,3,350",,,,
WarTrampling 升級 2 效果球,3000,8,352,0,1,,1,buff-icon-352,,,,,
WarTrampling 2 升級 1,-1,15,353,0,,,0,,"64,1,3,358",,,,
WarTrampling 2 升級 1 效果球,10000,7,354,0,,,0,,"7,2,300,,2",,,,
WarTrampling 2 升級 2,-1,15,355,0,,,0,,"64,1,3,360",,,,
WarTrampling 2 升級 2 效果球,3000,8,356,0,1,,1,buff-icon-356,,,,,
WarTrampling 3 升級 1,-1,15,357,0,,,0,,"65,1,3,358",,,,
WarTrampling 3 升級 1 效果球,3000,7,358,0,,,0,,"7,2,-200",,,,
WarTrampling 3 升級 2 ,-1,15,359,0,,,0,,"65,1,3,360",,,,
