gearAttribute-int[][],gearAvatar-int,gearDurabilityMax-int,gearQuality-int,gearType-int,gender-string,givenSkillId-int[],id-int,itemId-int
-,25,999,1,8,unisex,28,87,96
-,26,999,1,8,unisex,29,88,97
"39,1,110,140;49,1,33,42;50,1,33,42;44,1,734,918;47,1,734,918",83,999,2,1,unisex,,99,99
"39,1,160,180;49,1,47,53;50,1,47,53;44,1,1040,1162;47,1,1040,1162",84,999,2,1,unisex,,100,100
"39,1,180,200;49,1,53,59;50,1,53,59;44,1,1162,1285;47,1,1162,1285",84,999,3,1,unisex,,101,100
"40,1,80,110;49,1,25,32;50,1,25,32;44,1,878,1098;47,1,878,1098",85,999,2,2,unisex,,102,102
"40,1,140,170;49,1,36,40;50,1,36,40;44,1,1244,1390;47,1,1244,1390",94,999,2,2,unisex,,103,103
"40,1,170,200;49,1,40,45;50,1,40,45;44,1,1390,1537;47,1,1390,1537",94,999,3,2,unisex,,104,103
"37,1,110,140;49,1,35,44;50,1,35,44;44,1,698,873;47,1,698,873",87,999,2,3,unisex,,105,105
"37,1,160,180;49,1,50,56;50,1,50,56;44,1,989,1105;47,1,989,1105",96,999,2,3,unisex,,106,106
"37,1,180,200;49,1,56,62;50,1,56,62;44,1,1105,1222;47,1,1105,1222",96,999,3,3,unisex,,107,106
"41,1,50,80;38,1,30,40;49,1,25,32;50,1,25,32;44,1,554,693;47,1,554,693",36,999,2,5,unisex,,108,108
"41,1,120,150;38,1,41,50;49,1,36,40;50,1,36,40;44,1,785,877;47,1,785,877",95,999,2,5,unisex,,109,109
"41,1,120,150;38,1,51,55;49,1,40,45;50,1,40,45;44,1,877,970;47,1,877,970",95,999,3,5,unisex,,110,109
"8,1,11,15;36,1,1,8;49,1,35,44;50,1,35,44;44,1,734,918;47,1,734,918",88,999,2,4,unisex,,111,111
"8,1,21,25;36,1,13,17;49,1,50,56;50,1,50,56;44,1,1040,1162;47,1,1040,1162",97,999,2,4,unisex,,112,112
"8,1,21,25;36,1,18,21;49,1,56,62;50,1,56,62;47,1,1162,1285;44,1,1162,1285",97,999,3,4,unisex,,113,112
"34,2,110,130;54,1,33,41;55,1,33,41;56,1,33,41",93,999,2,4,unisex,,114,114
"34,2,50,100;54,1,46,52;55,1,46,52;56,1,46,52",102,999,2,4,unisex,,115,115
"34,2,100,150;54,1,52,58;55,1,52,58;56,1,52,58",102,999,3,4,unisex,,116,115
"23,1,110,130;54,1,33,41;55,1,33,41;56,1,33,41",89,999,2,1,unisex,,117,117
"24,1,50,100;23,1,130,150;54,1,46,52;55,1,46,52;56,1,46,52",98,999,2,1,unisex,,118,118
"24,1,100,150;23,1,130,150;54,1,52,58;55,1,52,58;56,1,52,58",98,999,3,1,unisex,,119,118
"26,1,110,130",90,999,2,2,unisex,,120,120
"27,1,50,100;26,1,130,150;54,1,55,62;55,1,55,62;56,1,55,62",99,999,2,2,unisex,,121,121
"27,1,100,150;26,1,130,150;54,1,62,69;55,1,62,69;56,1,62,69",99,999,3,2,unisex,,122,121
"32,1,110,130;54,1,31,39;55,1,31,39;56,1,31,39",92,999,2,3,unisex,,123,123
"33,1,50,100;32,1,130,150;54,1,44,49;55,1,44,49;56,1,44,49",101,999,2,3,unisex,,124,124
"33,1,100,150;32,1,130,150;54,1,49,55;55,1,49,55;56,1,49,55",101,999,3,3,unisex,,125,124
"30,1,110,130;51,1,18,23;22,1,18,23;29,1,18,23;54,1,25,31;55,1,25,31;56,1,25,31",91,999,2,5,unisex,,126,126
"31,1,50,100;30,1,130,150;51,1,26,29;22,1,26,29;29,1,26,29;54,1,35,39;55,1,35,39;56,1,35,39",100,999,2,5,unisex,,127,127
"31,1,100,150;30,1,130,150;51,1,29,32;22,1,29,32;29,1,29,32;54,1,39,44;55,1,39,44;56,1,39,44",100,999,3,5,unisex,,128,127
"13,1,162,203;19,1,32,62;51,1,20,25;16,1,2,5",30,999,2,8,unisex,"17,18,19",129,41
"13,1,229,256;19,1,39,67;51,1,20,25;16,1,6,8",31,999,2,8,unisex,"17,18,19",130,42
"13,1,256,284;19,1,39,67;51,1,20,25;16,1,8,10",31,999,3,8,unisex,"17,18,19",131,42
"15,1,37,46;11,1,136,171",34,999,2,1,unisex,,132,44
"15,1,52,58;11,1,190,213",39,999,2,1,unisex,,133,45
"15,1,58,64;11,1,213,237",39,999,3,1,unisex,,134,45
"15,1,44,55;11,1,105,132",35,999,2,2,unisex,,135,47
"15,1,62,69;11,1,146,164",40,999,2,2,unisex,,136,48
"15,1,69,77;11,1,164,182",40,999,3,2,unisex,,137,48
"11,1,142,179;15,1,35,44",37,999,2,3,unisex,,138,50
"11,1,199,224;15,1,49,55",42,999,2,3,unisex,,139,51
"11,1,224,249;15,1,55,61",42,999,3,3,unisex,,140,51
"13,1,18,23;15,1,28,35;10,1,60,75",86,999,2,5,unisex,,141,53
"13,1,25,28;15,1,39,44",41,999,2,5,unisex,,142,54
"13,1,28,32;15,1,44,49",41,999,3,5,unisex,,143,54
"7,1,21,25;15,1,37,46;11,1,142,179",38,999,2,4,unisex,,144,56
"7,1,36,40;17,2,10,10;15,1,52,58;11,1,199,224",43,999,2,4,unisex,,145,57
"7,1,41,45;17,2,20,20;15,1,58,64;11,1,224,249",43,999,3,4,unisex,,146,57
"13,1,20,25;36,1,21,23;43,1,30,37",28,999,2,8,unisex,21,147,81
"13,1,20,25;36,1,27,30;43,1,40,44",29,999,2,8,unisex,21,148,82
"13,1,20,25;36,1,31,35;43,1,44,48",29,999,3,8,unisex,21,149,82
"38,1,56,60",72,999,2,8,unisex,22,150,85
"38,1,66,70",73,999,2,8,unisex,22,151,86
"38,1,71,75",73,999,3,8,unisex,22,152,86
"13,1,20,25;29,1,162,203",69,999,2,8,unisex,25,153,89
"13,1,20,25;29,1,230,257",70,999,2,8,unisex,25,154,90
"13,1,20,25;29,1,257,284",70,999,3,8,unisex,25,155,90
"13,1,20,25;22,1,162,203",75,999,2,8,unisex,26,156,93
"13,1,20,25;22,1,230,257",76,999,2,8,unisex,26,157,94
"13,1,20,25;22,1,257,284",76,999,3,8,unisex,26,158,94
"13,1,20,25;19,1,20,45",103,999,1,8,unisex,"202,203,204",188,222
"13,1,20,25;19,1,20,45",104,999,1,8,unisex,"205,344,345",189,223
"51,1,20,25",166,999,1,8,unisex,323,192,225
"13,1,20,25;51,1,203,284",174,999,1,8,unisex,323,193,228
"13,1,20,25;51,1,41,122",167,999,1,8,unisex,323,194,226
"13,1,20,25;51,1,122,203",173,999,1,8,unisex,323,195,227
"13,1,20,25",175,999,1,8,unisex,323,196,229
"13,1,20,25",176,999,1,8,unisex,323,197,230
"13,1,20,25",177,999,1,8,unisex,323,198,231
"10,1,0,0",216,999,5,1,unisex,,199,267
"10,1,0,0",217,999,5,2,unisex,,200,268
"10,1,0,0",218,999,5,5,unisex,,201,269
"10,1,0,0",219,999,5,3,unisex,,202,270
"10,1,0,0",220,999,5,4,unisex,,203,271
"10,1,0,0",221,999,5,1,unisex,,204,272
"10,1,0,0",222,999,5,2,unisex,,205,273
"10,1,0,0",223,999,5,5,unisex,,206,274
"10,1,0,0",224,999,5,3,unisex,,207,275
"10,1,0,0",225,999,5,4,unisex,,208,276
"10,1,0,0",231,999,5,1,unisex,,209,282
"10,1,0,0",232,999,5,2,unisex,,210,283
"10,1,0,0",233,999,5,5,unisex,,211,284
"10,1,0,0",234,999,5,3,unisex,,212,285
"10,1,0,0",235,999,5,4,unisex,,213,286
"10,1,0,0",188,999,5,1,unisex,,214,241
"10,1,0,0",192,999,5,2,unisex,,215,242
"10,1,0,0",193,999,5,5,unisex,,216,243
"10,1,0,0",194,999,5,3,unisex,,217,244
"10,1,0,0",195,999,5,4,unisex,,218,245
"10,1,0,0",196,999,5,1,unisex,,219,246
"10,1,0,0",197,999,5,2,unisex,,220,247
"10,1,0,0",198,999,5,5,unisex,,221,248
"10,1,0,0",199,999,5,3,unisex,,222,249
"10,1,0,0",200,999,5,4,unisex,,223,250
"10,1,0,0",201,999,5,1,unisex,,224,251
"10,1,0,0",202,999,5,2,unisex,,225,252
"10,1,0,0",203,999,5,5,unisex,,226,253
"10,1,0,0",204,999,5,3,unisex,,227,254
"10,1,0,0",205,999,5,4,unisex,,228,255
"10,1,0,0",206,999,5,1,unisex,,229,257
"10,1,0,0",207,999,5,2,unisex,,230,258
"10,1,0,0",208,999,5,5,unisex,,231,259
"10,1,0,0",209,999,5,3,unisex,,232,260
"10,1,0,0",210,999,5,4,unisex,,233,261
"10,1,0,0",211,999,5,1,unisex,,234,262
"10,1,0,0",212,999,5,2,unisex,,235,263
"10,1,0,0",213,999,5,5,unisex,,236,264
"10,1,0,0",214,999,5,3,unisex,,237,265
"10,1,0,0",215,999,5,4,unisex,,238,266
"10,1,0,0",226,999,5,1,unisex,,239,277
"10,1,0,0",227,999,5,2,unisex,,240,278
"10,1,0,0",228,999,5,5,unisex,,241,279
"10,1,0,0",229,999,5,3,unisex,,242,280
"10,1,0,0",230,999,5,4,unisex,,243,281
"13,1,40,122;16,1,0,0",236,999,1,8,unisex,"205,344,345",244,287
"13,1,121,162;16,1,0,2",237,999,1,8,unisex,"205,344,345",245,288
"13,1,162,203;16,1,2,5",237,999,2,8,unisex,"205,344,345",246,288
"13,1,202,229;16,1,5,6",238,999,1,8,unisex,"205,344,345",247,289
"13,1,229,256;16,1,6,8",238,999,2,8,unisex,"205,344,345",248,289
"13,1,256,284;16,1,8,10",238,999,3,8,unisex,"205,344,345",249,289
"13,1,283,303;16,1,10,11;51,1,20,25;19,1,45,75",49,999,1,8,unisex,"17,18,19",250,317
"13,1,303,324;16,1,11,12;51,1,20,25;19,1,45,75",49,999,2,8,unisex,"17,18,19",251,317
"13,1,324,344;16,1,12,13;51,1,20,25;19,1,45,75",49,999,3,8,unisex,"17,18,19",252,317
"13,1,344,365;16,1,13,15;51,1,20,25;19,1,45,75",49,999,4,8,unisex,"17,18,19",253,317
"13,1,364,380;16,1,15,16;51,1,20,25;19,1,50,80",241,999,1,8,unisex,"17,18,19",254,318
"13,1,380,396;16,1,16,17;51,1,20,25;19,1,50,80",241,999,2,8,unisex,"17,18,19",255,318
"13,1,396,413;16,1,17,18;51,1,20,25;19,1,50,80",241,999,3,8,unisex,"17,18,19",256,318
"13,1,413,429;16,1,18,19;51,1,20,25;19,1,50,80",241,999,4,8,unisex,"17,18,19",257,318
"13,1,429,446;16,1,19,20;51,1,20,25;19,1,50,80",241,999,5,8,unisex,"17,18,19",258,318
"13,1,445,461;16,1,20,21;51,1,20,25;19,1,54,84",242,999,1,8,unisex,"17,18,19",259,319
"13,1,461,477;16,1,21,22;51,1,20,25;19,1,54,84",242,999,2,8,unisex,"17,18,19",260,319
"13,1,477,494;16,1,22,23;51,1,20,25;19,1,54,84",242,999,3,8,unisex,"17,18,19",261,319
"13,1,494,510;16,1,23,24;51,1,20,25;19,1,54,84",242,999,4,8,unisex,"17,18,19",262,319
"13,1,510,527;16,1,24,25;51,1,20,25;19,1,54,84",242,999,5,8,unisex,"17,18,19",263,319
"43,1,48,50;44,1,,",243,999,1,8,unisex,21,264,299
"43,1,50,53;44,1,,",243,999,2,8,unisex,21,265,299
"43,1,53,56;44,1,,",243,999,3,8,unisex,21,266,299
"43,1,56,59;44,1,,",243,999,4,8,unisex,21,267,299
"43,1,58,60;44,1,,",249,999,1,8,unisex,21,268,305
"43,1,60,62;44,1,,",249,999,2,8,unisex,21,269,305
"43,1,62,64;44,1,,",249,999,3,8,unisex,21,270,305
"43,1,64,66;44,1,,",249,999,4,8,unisex,21,271,305
"43,1,66,68;44,1,,",249,999,5,8,unisex,21,272,305
"43,1,68,69;44,1,,",255,999,1,8,unisex,21,273,311
"43,1,69,71;44,1,,",255,999,2,8,unisex,21,274,311
"43,1,71,73;44,1,,",255,999,3,8,unisex,21,275,311
"43,1,73,75;44,1,,",255,999,4,8,unisex,21,276,311
"43,1,75,77;44,1,,",255,999,5,8,unisex,21,277,311
"22,1,284,304",244,999,1,8,unisex,26,278,300
"22,1,304,324",244,999,2,8,unisex,26,279,300
"22,1,324,344",244,999,3,8,unisex,26,280,300
"22,1,344,365",244,999,4,8,unisex,26,281,300
"22,1,365,381",250,999,1,8,unisex,26,282,306
"22,1,381,397",250,999,2,8,unisex,26,283,306
"22,1,397,413",250,999,3,8,unisex,26,284,306
"22,1,413,429",250,999,4,8,unisex,26,285,306
"22,1,429,446",250,999,5,8,unisex,26,286,306
"22,1,446,462",256,999,1,8,unisex,26,287,312
"22,1,462,478",256,999,2,8,unisex,26,288,312
"22,1,478,494",256,999,3,8,unisex,26,289,312
"22,1,494,510",256,999,4,8,unisex,26,290,312
"22,1,510,527",256,999,5,8,unisex,26,291,312
"29,1,284,304",245,999,1,8,unisex,25,292,301
"29,1,304,324",245,999,2,8,unisex,25,293,301
"29,1,324,344",245,999,3,8,unisex,25,294,301
"29,1,344,365",245,999,4,8,unisex,25,295,301
"29,1,365,381",251,999,1,8,unisex,25,296,307
"29,1,381,397",251,999,2,8,unisex,25,297,307
"29,1,397,413",251,999,3,8,unisex,25,298,307
"29,1,413,429",251,999,4,8,unisex,25,299,307
"29,1,429,446",251,999,5,8,unisex,25,300,307
"29,1,446,462",257,999,1,8,unisex,25,301,313
"29,1,462,478",257,999,2,8,unisex,25,302,313
"29,1,478,494",257,999,3,8,unisex,25,303,313
"29,1,494,510",257,999,4,8,unisex,25,304,313
"29,1,510,527",257,999,5,8,unisex,25,305,313
-,246,999,1,8,unisex,28,306,302
-,246,999,2,8,unisex,28,307,302
-,246,999,3,8,unisex,28,308,302
-,246,999,4,8,unisex,28,309,302
-,252,999,1,8,unisex,28,310,308
-,252,999,2,8,unisex,28,311,308
-,252,999,3,8,unisex,28,312,308
-,252,999,4,8,unisex,28,313,308
-,252,999,5,8,unisex,28,314,308
-,258,999,1,8,unisex,28,315,314
-,258,999,2,8,unisex,28,316,314
-,258,999,3,8,unisex,28,317,314
-,258,999,4,8,unisex,28,318,314
-,258,999,5,8,unisex,28,319,314
"51,1,284,304",175,999,1,8,unisex,323,320,303
"51,1,304,324",175,999,2,8,unisex,323,321,303
"51,1,324,344",175,999,3,8,unisex,323,322,303
"51,1,344,365",175,999,4,8,unisex,323,323,303
"51,1,365,381",176,999,1,8,unisex,323,324,309
"51,1,381,397",176,999,2,8,unisex,323,325,309
"51,1,397,413",176,999,3,8,unisex,323,326,309
"51,1,413,429",176,999,4,8,unisex,323,327,309
"51,1,429,446",176,999,5,8,unisex,323,328,309
"51,1,446,462",177,999,1,8,unisex,323,329,315
"51,1,462,478",177,999,2,8,unisex,323,330,315
"51,1,478,494",177,999,3,8,unisex,323,331,315
"51,1,494,510",177,999,4,8,unisex,323,332,315
"51,1,510,527",177,999,5,8,unisex,323,333,315
"15,1,64,68;11,1,233,250",276,999,1,1,unisex,,334,335
"15,1,68,73;11,1,250,268",276,999,2,1,unisex,,335,335
"15,1,73,77;11,1,268,285",276,999,3,1,unisex,,336,335
"15,1,77,82;11,1,285,303",276,999,4,1,unisex,,337,335
"15,1,83,86;11,1,297,311",281,999,1,1,unisex,,338,340
"15,1,86,90;11,1,311,325",281,999,2,1,unisex,,339,340
"15,1,90,93;11,1,325,339",281,999,3,1,unisex,,340,340
"15,1,93,97;11,1,339,353",281,999,4,1,unisex,,341,340
"15,1,97,101;11,1,353,367",281,999,5,1,unisex,,342,340
"15,1,101,104;11,1,364,378",286,999,1,1,unisex,,343,345
"15,1,104,108;11,1,378,392",286,999,2,1,unisex,,344,345
"15,1,108,111;11,1,392,406",286,999,3,1,unisex,,345,345
"15,1,111,115;11,1,406,420",286,999,4,1,unisex,,346,345
"15,1,115,119;11,1,420,434",286,999,5,1,unisex,,347,345
"15,1,77,82;11,1,179,192",277,999,1,2,unisex,,348,336
"15,1,82,88;11,1,192,206",277,999,2,2,unisex,,349,336
"15,1,88,93;11,1,206,219",277,999,3,2,unisex,,350,336
"15,1,93,99;11,1,219,233",277,999,4,2,unisex,,351,336
"15,1,99,103;11,1,228,238",282,999,1,2,unisex,,352,341
"15,1,103,107;11,1,238,249",282,999,2,2,unisex,,353,341
"15,1,107,112;11,1,249,260",282,999,3,2,unisex,,354,341
"15,1,112,116;11,1,260,271",282,999,4,2,unisex,,355,341
"15,1,116,121;11,1,271,282",282,999,5,2,unisex,,356,341
"15,1,121,125;11,1,279,289",287,999,1,2,unisex,,357,346
"15,1,125,129;11,1,289,300",287,999,2,2,unisex,,358,346
"15,1,129,134;11,1,300,311",287,999,3,2,unisex,,359,346
"15,1,134,138;11,1,311,322",287,999,4,2,unisex,,360,346
"15,1,138,143;11,1,322,333",287,999,5,2,unisex,,361,346
"15,1,61,65;11,1,244,262",279,999,1,3,unisex,,362,338
"15,1,65,70;11,1,262,281",279,999,2,3,unisex,,363,338
"15,1,70,74;11,1,281,299",279,999,3,3,unisex,,364,338
"15,1,74,79;11,1,299,318",279,999,4,3,unisex,,365,338
"15,1,78,81;11,1,311,325",284,999,1,3,unisex,,366,343
"15,1,81,85;11,1,325,340",284,999,2,3,unisex,,367,343
"15,1,85,88;11,1,340,355",284,999,3,3,unisex,,368,343
"15,1,88,92;11,1,355,370",284,999,4,3,unisex,,369,343
"15,1,92,96;11,1,370,385",284,999,5,3,unisex,,370,343
"15,1,96,99;11,1,380,394",289,999,1,3,unisex,,371,348
"15,1,99,103;11,1,394,409",289,999,2,3,unisex,,372,348
"15,1,103,106;11,1,409,424",289,999,3,3,unisex,,373,348
"15,1,106,110;11,1,424,439",289,999,4,3,unisex,,374,348
"15,1,110,114;11,1,439,454",289,999,5,3,unisex,,375,348
"15,1,48,51;11,1,179,192",278,999,1,5,unisex,,376,337
"15,1,51,55;11,1,192,206",278,999,2,5,unisex,,377,337
"15,1,55,58;11,1,206,219",278,999,3,5,unisex,,378,337
"15,1,58,62;11,1,219,233",278,999,4,5,unisex,,379,337
"15,1,62,64;11,1,228,238",283,999,1,5,unisex,,380,342
"15,1,64,67;11,1,238,249",283,999,2,5,unisex,,381,342
"15,1,67,70;11,1,249,260",283,999,3,5,unisex,,382,342
"15,1,70,73;11,1,260,271",283,999,4,5,unisex,,383,342
"15,1,73,76;11,1,271,282",283,999,5,5,unisex,,384,342
"15,1,76,78;11,1,279,289",288,999,1,5,unisex,,385,347
"15,1,78,81;11,1,289,300",288,999,2,5,unisex,,386,347
"15,1,81,84;11,1,300,311",288,999,3,5,unisex,,387,347
"15,1,84,87;11,1,311,322",288,999,4,5,unisex,,388,347
"15,1,87,90;11,1,322,333",288,999,5,5,unisex,,389,347
"15,1,64,68;11,1,244,262",280,999,1,4,unisex,,390,339
"15,1,68,73;11,1,262,281",280,999,2,4,unisex,,391,339
"15,1,73,77;11,1,281,299",280,999,3,4,unisex,,392,339
"15,1,77,82;11,1,299,318",280,999,4,4,unisex,,393,339
"15,1,83,86;11,1,311,325",285,999,1,4,unisex,,394,344
"15,1,86,90;11,1,325,340",285,999,2,4,unisex,,395,344
"15,1,90,93;11,1,340,355",285,999,3,4,unisex,,396,344
"15,1,93,97;11,1,355,370",285,999,4,4,unisex,,397,344
"15,1,97,101;11,1,370,385",285,999,5,4,unisex,,398,344
"15,1,101,104;11,1,380,394",290,999,1,4,unisex,,399,349
"15,1,104,108;11,1,394,409",290,999,2,4,unisex,,400,349
"15,1,108,111;11,1,409,424",290,999,3,4,unisex,,401,349
"15,1,111,115;11,1,424,439",290,999,4,4,unisex,,402,349
"15,1,115,119;11,1,439,454",290,999,5,4,unisex,,403,349
"49,1,59,63;50,1,59,63;44,1,1285,1376;47,1,1285,1376",291,999,1,1,unisex,,404,350
"49,1,63,67;50,1,63,67;44,1,1376,1468;47,1,1376,1468",291,999,2,1,unisex,,405,350
"49,1,67,71;50,1,67,71;44,1,1468,1560;47,1,1468,1560",291,999,3,1,unisex,,406,350
"49,1,71,76;50,1,71,76;44,1,1560,1652;47,1,1560,1652",291,999,4,1,unisex,,407,350
"49,1,76,79;50,1,76,79;44,1,1652,1725;47,1,1652,1725",296,999,1,1,unisex,,408,355
"49,1,79,82;50,1,79,82;44,1,1725,1799;47,1,1725,1799",296,999,2,1,unisex,,409,355
"49,1,82,86;50,1,82,86;44,1,1799,1872;47,1,1799,1872",296,999,3,1,unisex,,410,355
"49,1,86,89;50,1,86,89;44,1,1872,1946;47,1,1872,1946",296,999,4,1,unisex,,411,355
"49,1,89,93;50,1,89,93;44,1,1946,2020;47,1,1946,2020",296,999,5,1,unisex,,412,355
"49,1,93,96;50,1,93,96;44,1,2020,2093;47,1,2020,2093",301,999,1,1,unisex,,413,360
"49,1,96,99;50,1,96,99;44,1,2093,2166;47,1,2093,2166",301,999,2,1,unisex,,414,360
"49,1,99,103;50,1,99,103;44,1,2166,2240;47,1,2166,2240",301,999,3,1,unisex,,415,360
"49,1,103,106;50,1,103,106;44,1,2240,2313;47,1,2240,2313",301,999,4,1,unisex,,416,360
"49,1,106,110;50,1,106,110;44,1,2313,2387;47,1,2313,2387",301,999,5,1,unisex,,417,360
"49,1,45,48;50,1,45,48;44,1,1537,1646;47,1,1537,1646",292,999,1,2,unisex,,418,351
"49,1,48,51;50,1,48,51;44,1,1646,1756;47,1,1646,1756",292,999,2,2,unisex,,419,351
"49,1,51,54;50,1,51,54;44,1,1756,1866;47,1,1756,1866",292,999,3,2,unisex,,420,351
"49,1,54,58;50,1,54,58;44,1,1866,1976;47,1,1866,1976",292,999,4,2,unisex,,421,351
"49,1,58,60;50,1,58,60;44,1,1976,2064;47,1,1976,2064",297,999,1,2,unisex,,422,356
