classifyLevel-int,desc-string,displayType-int,icon-string,id-int,level-int,matItemId-int[][],name-string,productId-int[][],productTypes-int[],proficiency-int,recipesSort-int,sourceText-int,timeCost-int,timesLimit-int,type-int,unlockCondition-int,unlockType-int,useDitamin-int,useToken-int
2,Lv 2-Cursed Pickaxe Recipe,2,recipe-icon-71,71,2,"210,1;213,1;217,2",Lv 2-Cursed Pickaxe Recipe,"89,1,1,10000",1,0,10800071,1,10,-,3,0,4,0,0
3,Lv 3-Blessing Pickaxe Recipe,2,recipe-icon-72,72,3,"211,1;214,1;218,2",Lv 3-Blessing Pickaxe Recipe,"90,1,1,6000;90,2,1,4000",1,0,50700072,1,10,-,3,0,4,0,0
1,Lv 1-Iron Axe Recipe,2,recipe-icon-74,74,1,"216,2",Lv 1-Iron Axe Recipe,"92,1,1,10000",1,0,10900074,1,10,-,3,0,4,0,0
2,Lv 2-Curse Axe Recipe,2,recipe-icon-75,75,2,"210,1;213,1;217,2",Lv 2-Curse Axe Recipe,"93,1,1,10000",1,0,10800075,1,10,-,3,0,4,0,0
3,Lv 3-Blessed Axe Recipe,2,recipe-icon-76,76,3,"211,1;214,1;218,2",Lv 3-Blessed Axe Recipe,"94,1,1,6000;94,2,1,4000",1,0,50700076,1,10,-,3,0,4,0,0
1,Crafting Lv 0 Accelerated Fertilizer,2,recipe-icon-92,92,1,"65,1",Lv 0 Accelerated Fertilizer Recipe,"128,1,1,10000",3,0,40900092,1,10,-,1,0,4,0,0
1,Crafting Lv 0 Yield-Boosting Fertilizer ,2,recipe-icon-93,93,1,"61,1",Lv 0 Yield-Boosting Fertilizer Recipe,"129,1,1,10000",3,0,40900093,1,10,-,1,0,4,0,0
1,Crafting Lv 0 Moisturizing Fertilizer,2,recipe-icon-94,94,1,"69,1",Lv 0 Moisturizing Fertilizer Recipe,"130,1,1,10000",3,0,40900094,1,10,-,1,0,4,0,0
1,Crafting Lv 0 Secondary Healing Potion,2,recipe-icon-95,95,1,"66,5;32,5",Lv 1  Potion Recipe,"134,1,1,5031;135,1,1,993;136,1,1,993;137,1,1,993;139,1,1,993;138,1,1,993",3,0,50900095,1,10,-,3,0,4,0,0
2,Crafting Lv 1 Healing Potion,2,recipe-icon-96,96,2,"67,2;75,2;35,2",Lv 2 Potion Recipe,"140,1,1,5031;142,1,1,993;141,1,1,993;143,1,1,993;145,1,1,993;144,1,1,993",3,0,50800096,1,10,-,3,0,4,0,0
2,Crafting Lv 0 Advanced Moisturizing Fertilizer,2,recipe-icon-101,101,2,"69,2;35,2",Lv 0 Advanced Moisturizing Fertilizer Recipe,"133,1,1,10000",3,0,40800101,1,10,-,1,0,4,0,0
2,Crafting Lv 0 Advanced Yield-Boosting Fertilizer,2,recipe-icon-102,102,2,"61,2;35,2",Lv 0 Advanced Yield-Boosting Fertilizer Recipe,"132,1,1,10000",3,0,40800102,1,10,-,1,0,4,0,0
2,Crafting Lv 0 Advanced Accelerated Fertilizer,2,recipe-icon-103,103,2,"65,2;35,2",Lv 0 Advanced Accelerated Fertilizer Recipe,"131,1,1,10000",3,0,40800103,1,10,-,1,0,4,0,0
1,Crafting Lv 0 Talisman,2,recipe-icon-104,104,1,"32,20;71,40;58,40;62,40;66,40",Lv 0 Talisman Recipe,",1,1,4736;,2,1,3157;,3,1,2105",,0,50900104,1,10,-,0,0,4,0,20000
1,Crafting Lv 0 Talisman,2,recipe-icon-106,106,1,"38,20;77,40;60,40;64,40;68,40",Lv 0 Talisman Recipe,",2,1,4426;,3,1,2950;,4,1,1967;,5,1,655",,0,50900106,1,10,-,0,0,4,0,40000
1,Lv 1-Lucky Clover Hat Recipe,2,recipe-icon-108,108,1,"207,2",Lv 1-Lucky Clover Hat Recipe,"98,1,1,9310;241,5,1,344;262,5,1,344",1,0,50900108,1,10,-,1,0,4,0,0
2,Lv 2-Lucky Cotton Hat Recipe,2,recipe-icon-109,109,2,"216,2;208,2",Lv 2-Lucky Cotton Hat Recipe,"99,1,1,9310;267,5,1,344;272,5,1,344",1,0,50800109,1,10,-,1,0,4,0,0
3,Lv 3-Lucky Hard Hat  Recipe,2,recipe-icon-110,110,3,"217,2;209,2",Lv 3-Lucky Hard Hat  Recipe,"100,1,1,5744;100,2,1,3829;246,5,1,212;251,5,1,212",1,0,50700110,1,10,-,1,0,4,0,0
1,Lv 1-Gathering Hat  Recipe,2,recipe-icon-111,111,1,"216,2",Lv 1-Gathering Hat  Recipe,"116,1,1,9310;241,5,1,344;262,5,1,344",1,0,50900111,1,10,-,3,0,4,0,0
2,Lv 2-Gathering Hat  Recipe,2,recipe-icon-112,112,2,"210,1;213,1;217,2",Lv 2-Gathering Hat  Recipe,"117,1,1,9310;267,5,1,344;272,5,1,344",1,0,50800112,1,10,-,3,0,4,0,0
3,Lv 3-Gathering Hat  Recipe,2,recipe-icon-113,113,3,"211,1;214,1;218,2",Lv 3-Gathering Hat  Recipe,"118,1,1,5744;118,2,1,3829;246,5,1,212;251,5,1,212",1,0,50700113,1,10,-,3,0,4,0,0
1,Crafting Lv 1 Bamboo Seed,2,recipe-icon-123,123,1,"70,1",Lv 1 Bamboo Seed Recipe,"146,1,1,8350;150,1,1,1649",3,0,50900123,1,10,-,1,0,4,0,0
1,Crafting Lv 1 Clover Seed,2,recipe-icon-124,124,1,"71,1",Lv 1 Trifolium Seed Recipe,"147,1,1,8350;149,1,1,1649",3,0,50900124,1,10,-,1,0,4,0,0
1,Crafting Lv 1 Carrot Seed,2,recipe-icon-125,125,1,"72,1",Lv 1 Carrot Seed Recipe,"148,1,1,8350;151,1,1,1649",3,0,50900125,1,10,-,1,0,4,0,0
2,Crafting Lv 2 Pitcher Plant Seed,2,recipe-icon-126,126,2,"73,1",Lv 2 Pitcher plant Seed Recipe,"149,1,1,8350;154,1,1,1649",3,0,50800126,1,10,-,1,0,4,0,0
2,Crafting Lv 2 Cotton Seed,2,recipe-icon-127,127,2,"74,1",Lv 2 Cotton Seed Recipe,"150,1,1,8350;152,1,1,1649",3,0,50800127,1,10,-,1,0,4,0,0
2,Crafting Lv 2 Cactus Seed,2,recipe-icon-128,128,2,"75,1",Lv 2 Cactus Seed Recipe,"151,1,1,8350;153,1,1,1649",3,0,50800128,1,10,-,1,0,4,0,0
3,Make Lv 3 Hot Peppers Seed,2,recipe-icon-129,129,3,"76,1",Lv 3 Hot Peppers Recipe,"152,1,1,8350;413,1,1,1649",3,0,50700129,1,10,-,1,0,4,0,0
3,Crafting Lv 3 Hard Fruit Seed,2,recipe-icon-130,130,3,"77,1",Lv 3 Hard Fruit Recipe,"153,1,1,8350;414,1,1,1649",3,0,50700130,1,10,-,1,0,4,0,0
3,Crafting Lv 3 Blue Phantom Mushroom Seed,2,recipe-icon-131,131,3,"78,1",Lv 3 Blue Phantom Mushroom Seed Recipe,"154,1,1,8350;415,1,1,1649",3,0,50700131,1,10,-,1,0,4,0,0
3,Crafting Lv 2 Crystallized Healing Potion,2,recipe-icon-132,132,3,"68,2;78,2;38,2",Lv 3 Potion Recipe,"191,1,1,5031;192,1,1,993;194,1,1,993;195,1,1,993;196,1,1,993;197,1,1,993",3,0,50700132,1,10,-,3,0,4,0,0
1,Lv 1-Chip Head Ring Recipe,2,recipe-icon-133,133,1,"210,1;213,1",Lv 1-Chip Head Ring Recipe,"43,1,1,9310;241,5,1,344;262,5,1,344",1,0,50900133,1,10,-,2,0,4,0,0
2,Lv 2-Crystal Skin Soft Hat Recipe,2,recipe-icon-134,134,2,"207,2;211,1;214,1",Lv 2-Crystal Skin Soft Hat Recipe,"44,1,1,9310;267,5,1,344;272,5,1,344",1,0,50800134,1,10,-,2,0,4,0,0
3,Lv 3-Crystal Stone Helmet Recipe,2,recipe-icon-135,135,3,"208,2;212,1;215,1",Lv 3-Crystal Stone Helmet Recipe,"45,1,1,5744;45,2,1,3829;246,5,1,212;251,5,1,212",1,0,50700135,1,10,-,2,0,4,0,0
1,Lv 1-Cracked Crystal Armor Recipe,2,recipe-icon-136,136,1,"210,1;213,1",Lv 1-Cracked Crystal Armor Recipe,"46,1,1,9310;242,5,1,344;263,5,1,344",1,0,50900136,1,10,-,2,0,4,0,0
2,Lv 2-Crystal Skin Armor Recipe,2,recipe-icon-137,137,2,"207,2;211,1;214,1",Lv 2-Crystal Skin Armor Recipe,"47,1,1,9310;268,5,1,344;273,5,1,344",1,0,50800137,1,10,-,2,0,4,0,0
3,Lv 3-Crystal Stone Armor Recipe,2,recipe-icon-138,138,3,"208,2;212,1;215,1",Lv 3-Crystal Stone Armor Recipe,"48,1,1,5744;48,2,1,3829;247,5,1,212;252,5,1,212",1,0,50700138,1,10,-,2,0,4,0,0
1,Lv 1-Cracked Crystal Grass Skirt Recipe,2,recipe-icon-139,139,1,"210,1;213,1",Lv 1-Cracked Crystal Grass Skirt Recipe,"49,1,1,9310;265,5,1,344;244,5,1,344",1,0,50900139,1,10,-,2,0,4,0,0
2,Lv 2-Crystal Skin Pant Recipe,2,recipe-icon-140,140,2,"207,2;211,1;214,1",Lv 2-Crystal Skin Pant Recipe,"50,1,1,9310;270,5,1,344;275,5,1,344",1,0,50800140,1,10,-,2,0,4,0,0
3,Lv 3-Crystal Leg Armor Recipe,2,recipe-icon-141,141,3,"208,2;212,1;215,1",Lv 3-Crystal Leg Armor Recipe,"51,1,1,5744;51,2,1,3829;249,5,1,212;254,5,1,212",1,0,50700141,1,10,-,2,0,4,0,0
1,Lv 1-Cracked Crystal Grass Shoes Recipe,2,recipe-icon-142,142,1,"210,1;213,1",Lv 1-Cracked Crystal Grass Shoes Recipe,"55,1,1,9310;245,5,1,344;266,5,1,344",1,0,50900142,1,10,-,2,0,4,0,0
2,Lv 2-Crystal Skin Boots Recipe,2,recipe-icon-143,143,2,"207,2;211,1;214,1",Lv 2-Crystal Skin Boots Recipe,"56,1,1,9310;271,5,1,344;276,5,1,344",1,0,50800143,1,10,-,2,0,4,0,0
3,Lv 3-Crystal Stone Shoes Recipe,2,recipe-icon-144,144,3,"208,2;212,1;215,1",Lv 3-Crystal Stone Shoes Recipe,"57,1,1,5744;57,2,1,3829;250,5,1,212;255,5,1,212",1,0,50700144,1,10,-,2,0,4,0,0
1,Lv 1-Cracked Crystal Bracelet Recipe,2,recipe-icon-145,145,1,"210,1;213,1",Lv 1-Cracked Crystal Bracelet Recipe,"52,1,1,9310;243,5,1,344;264,5,1,344",1,0,50900145,1,10,-,2,0,4,0,0
2,Lv 2-Crystal Skin Glove Recipe,2,recipe-icon-146,146,2,"207,2;211,1;214,1",Lv 2-Crystal Skin Glove Recipe,"53,1,1,9310;274,5,1,344;269,5,1,344",1,0,50800146,1,10,-,2,0,4,0,0
3,Lv 3-Crystal Stone Gauntlet Recipe,2,recipe-icon-147,147,3,"208,2;212,1;215,1",Lv 3-Crystal Stone Gauntlet Recipe,"54,1,1,5869;54,2,1,3913;253,5,1,217",1,0,50700147,1,10,-,2,0,4,0,0
1,Crafting Lv 1 Combat Essence,2,recipe-icon-149,149,1,"30,5;31,5;32,5",Lv 1 Combat Essence Recipe,"216,1,1,10000",4,0,20900149,1,10,-,2,0,4,0,0
2,Crafting Lv 2 Combat Essence,2,recipe-icon-150,150,2,"33,5;35,5;34,5;216,2",Lv 2 Combat Essence Recipe,"217,1,1,10000",4,0,20800150,1,10,-,2,0,4,0,0
3,Crafting Lv 3 Combat Essence,2,recipe-icon-151,151,3,"36,5;37,5;38,5;217,2",Lv 3 Combat Essence Recipe,"218,1,1,10000",4,0,20700151,1,10,-,2,0,4,0,40
1,Crafting Lv 1 Farming Essence,2,recipe-icon-152,152,1,"70,5;71,5;72,5",Lv 1 Agricultural Planting Essence Recipe,"210,1,1,10000",4,0,20900152,1,10,-,1,0,4,0,0
2,Crafting Lv 2 Farming Essence,2,recipe-icon-153,153,2,"74,5;73,5;75,5;210,2",Lv 2 Agricultural Planting Essence Recipe,"211,1,1,10000",4,0,20800153,1,10,-,1,0,4,0,0
3,Crafting Lv 3 Farming Essence,2,recipe-icon-154,154,3,"76,5;77,5;78,5;211,2",Lv 3 Agricultural Planting Essence Recipe,"212,1,1,10000",4,0,20700154,1,10,-,1,0,4,0,40
1,Crafting Lv 1 Agricultural Livestock Essence,2,recipe-icon-155,155,1,"178,5;179,5;177,5",Lv 1 Agricultural Livestock Essence Recipe,"213,1,1,10000",4,0,20900155,1,10,-,1,0,4,0,0
2,Crafting Lv 2 Agricultural Livestock Essence,2,recipe-icon-156,156,2,"182,5;180,5;181,5;213,2",Lv 2 Agricultural Livestock Essence Recipe,"214,1,1,10000",4,0,20800156,1,10,-,1,0,4,0,0
3,Crafting Lv 3 Agricultural Livestock Essence,2,recipe-icon-157,157,3,"184,5;185,5;183,5;214,2",Lv 3 Agricultural Livestock Essence Recipe,"215,1,1,10000",4,0,20700157,1,10,-,1,0,4,0,40
1,Crafting Lv 1 Gather Essence,2,recipe-icon-158,158,1,"62,5;58,5;66,5",Lv 1 Gathering Essence Recipe,"207,1,1,10000",4,0,20900158,1,10,-,3,0,4,0,0
2,Crafting Lv 2 Gather Essence,2,recipe-icon-159,159,2,"63,5;67,5;59,5;207,2",Lv 2 Gathering Essence Recipe,"208,1,1,10000",4,0,20800159,1,10,-,3,0,4,0,0
3,Crafting Lv 3 Gather Essence,2,recipe-icon-160,160,3,"64,5;60,5;68,5;208,2",Lv 3 Gathering Essence Recipe,"209,1,1,10000",4,0,20700160,1,10,-,3,0,4,0,40
1,Lv 1-Farming Jacket  Recipe,2,recipe-icon-165,165,1,"207,2",Lv 1-Farming Jacket  Recipe,"101,1,1,9310;242,5,1,344;263,5,1,344",1,0,50900165,1,10,-,1,0,4,0,0
1,Lv 1-Farming Pants  Recipe,2,recipe-icon-166,166,1,"207,2",Lv 1-Farming Pants  Recipe,"104,1,1,9310;265,5,1,344;244,5,1,344",1,0,50900166,1,10,-,1,0,4,0,0
1,Lv 1-Farming Gloves  Recipe,2,recipe-icon-167,167,1,"207,2",Lv 1-Farming Gloves  Recipe,"107,1,1,9310;243,5,1,344;264,5,1,344",1,0,50900167,1,10,-,1,0,4,0,0
1,Lv 1-Farming Shoes  Recipe,2,recipe-icon-168,168,1,"207,2",Lv 1-Farming Shoes  Recipe,"110,1,1,9310;245,5,1,344;266,5,1,344",1,0,50900168,1,10,-,1,0,4,0,0
2,Lv 2-Farming Jacket  Recipe,2,recipe-icon-169,169,2,"216,2;208,2",Lv 2-Farming Jacket  Recipe,"102,1,1,9310;268,5,1,344;273,5,1,344",1,0,50800169,1,10,-,1,0,4,0,0
2,Lv 2-Farming Pants  Recipe,2,recipe-icon-170,170,2,"216,2;208,2",Lv 2-Farming Pants  Recipe,"105,1,1,9310;270,5,1,344;275,5,1,344",1,0,50800170,1,10,-,1,0,4,0,0
2,Lv 2-Farming Gloves  Recipe,2,recipe-icon-171,171,2,"216,2;208,2",Lv 2-Farming Gloves  Recipe,"108,1,1,9310;274,5,1,344;269,5,1,344",1,0,50800171,1,10,-,1,0,4,0,0
2,Lv 2-Farming Shoes  Recipe,2,recipe-icon-172,172,2,"216,2;208,2",Lv 2-Farming Shoes  Recipe,"111,1,1,9310;271,5,1,344;276,5,1,344",1,0,50800172,1,10,-,1,0,4,0,0
3,Lv 3-Farming Jacket  Recipe,2,recipe-icon-173,173,3,"217,2;209,2",Lv 3-Farming Jacket  Recipe,"103,1,1,5744;103,2,1,3829;247,5,1,212;252,5,1,212",1,0,50700173,1,10,-,1,0,4,0,0
3,Lv 3-Farming Pants  Recipe,2,recipe-icon-174,174,3,"217,2;209,2",Lv 3-Farming Pants  Recipe,"106,1,1,5744;106,2,1,3829;249,5,1,212;254,5,1,212",1,0,50700174,1,10,-,1,0,4,0,0
3,Lv 3-Farming Gloves  Recipe,2,recipe-icon-175,175,3,"217,2;209,2",Lv 3-Farming Gloves  Recipe,"109,2,1,3913;109,1,1,5869;253,5,1,217",1,0,50700175,1,10,-,1,0,4,0,0
3,Lv 3-Farming Shoes  Recipe,2,recipe-icon-176,176,3,"217,2;209,2",Lv 3-Farming Shoes  Recipe,"112,1,1,5744;112,2,1,3829;250,5,1,212;255,5,1,212",1,0,50700176,1,10,-,1,0,4,0,0
1,Lv 1-Gathering Shoes  Recipe,2,recipe-icon-177,177,1,"216,2",Lv 1-Gathering Shoes  Recipe,"113,1,1,9310;245,5,1,344;266,5,1,344",1,0,50900177,1,10,-,3,0,4,0,0
1,Lv 1-Gathering Jacket  Recipe,2,recipe-icon-178,178,1,"216,2",Lv 1-Gathering Jacket  Recipe,"119,1,1,9310;242,5,1,344;263,5,1,344",1,0,50900178,1,10,-,3,0,4,0,0
1,Lv 1-Gathering Pants  Recipe,2,recipe-icon-179,179,1,"216,2",Lv 1-Gathering Pants  Recipe,"122,1,1,9310;265,5,1,344;244,5,1,344",1,0,50900179,1,10,-,3,0,4,0,0
1,Lv 1-Gathering Gloves  Recipe,2,recipe-icon-180,180,1,"216,2",Lv 1-Gathering Gloves  Recipe,"125,1,1,9310;243,5,1,344;264,5,1,344",1,0,50900180,1,10,-,3,0,4,0,0
2,Lv 2-Gathering Shoes  Recipe,2,recipe-icon-181,181,2,"210,1;213,1;217,2",Lv 2-Gathering Shoes  Recipe,"114,1,1,9310;271,5,1,344;276,5,1,344",1,0,50800181,1,10,-,3,0,4,0,0
2,Lv 2-Gathering Jacket  Recipe,2,recipe-icon-182,182,2,"210,1;213,1;217,2",Lv 2-Gathering Jacket  Recipe,"120,1,1,9310;268,5,1,344;273,5,1,344",1,0,50800182,1,10,-,3,0,4,0,0
2,Lv 2-Gathering Pants  Recipe,2,recipe-icon-183,183,2,"210,1;213,1;217,2",Lv 2-Gathering Pants  Recipe,"123,1,1,9310;270,5,1,344;275,5,1,344",1,0,50800183,1,10,-,3,0,4,0,0
2,Lv 2-Gathering Gloves  Recipe,2,recipe-icon-184,184,2,"210,1;213,1;217,2",Lv 2-Gathering Gloves  Recipe,"126,1,1,9310;274,5,1,344;269,5,1,344",1,0,50800184,1,10,-,3,0,4,0,0
3,Lv 3-Gathering Shoes  Recipe,2,recipe-icon-185,185,3,"211,1;214,1;218,2",Lv 3-Gathering Shoes  Recipe,"115,1,1,5744;115,2,1,3829;250,5,1,212;255,5,1,212",1,0,50700185,1,10,-,3,0,4,0,0
3,Lv 3-Gathering Jacket  Recipe,2,recipe-icon-186,186,3,"211,1;214,1;218,2",Lv 3-Gathering Jacket  Recipe,"121,1,1,5744;121,2,1,3829;247,5,1,212;252,5,1,212",1,0,50700186,1,10,-,3,0,4,0,0
3,Lv 3-Gathering Pants  Recipe,2,recipe-icon-187,187,3,"211,1;214,1;218,2",Lv 3-Gathering Pants  Recipe,"124,1,1,5744;124,2,1,3829;249,5,1,212;254,5,1,212",1,0,50700187,1,10,-,3,0,4,0,0
3,Lv 3-Gathering Gloves  Recipe,2,recipe-icon-188,188,3,"211,1;214,1;218,2",Lv 3-Gathering Gloves  Recipe,"127,1,1,5869;127,2,1,3913;253,5,1,217",1,0,50700188,1,10,-,3,0,4,0,0
0,Lv 0-Wooden Sword Recipe,2,recipe-icon-189,189,0,"842,2",Lv 0-Wooden Sword Recipe,"39,1,1,10000",1,0,11000189,1,6,-,2,1,1,0,0
0,Lv 0-Wooden Hoe Recipe,2,recipe-icon-190,190,0,"844,1;845,1",Lv 0-Wooden Hoe Recipe,"79,1,1,10000",1,0,11000190,1,6,-,1,1,1,0,0
0,Lv 0-Brush Recipe,2,recipe-icon-191,191,0,"844,1;845,1",Lv 0-Brush Recipe,"95,1,1,10000",1,0,11000191,1,6,-,1,1,1,0,0
0,Lv 0-Hair Clipper Recipe,2,recipe-icon-192,192,0,"844,1;845,1",Lv 0-Hair Clipper Recipe,"96,1,1,10000",1,0,11000192,1,6,-,1,1,1,0,0
0,Lv 0-Milker Recipe,2,recipe-icon-193,193,0,"844,1;845,1",Lv 0-Milker Recipe,"97,1,1,10000",1,0,11000193,1,6,-,1,1,1,0,0
0,Lv 0-Wooden Kettle Recipe,2,recipe-icon-194,194,0,"844,1;845,1",Lv 0-Wooden Kettle Recipe,"83,1,1,10000",1,0,11000194,1,6,-,1,1,1,0,0
0,Lv 0-Wooden Axe Recipe,2,recipe-icon-195,195,0,"843,2",Lv 0-Wooden Axe Recipe,"91,1,1,10000",1,0,11000195,1,6,-,3,1,1,0,0
0,Lv 0-Wooden pickaxe Recipe,2,recipe-icon-196,196,0,"843,2",Lv 0-Wooden pickaxe Recipe,"87,1,1,10000",1,0,11000196,1,6,-,3,1,1,0,0
2,Crafting Lv 0 Better Accelerated Fertilizer,2,recipe-icon-197,197,2,"69,2;35,2",Lv 0 Better Accelerated Fertilizer Recipe,"219,1,1,10000",3,0,40800197,1,10,-,1,0,4,0,0
2,Crafting Lv 0 Better Yield-Boosting Fertilizer,2,recipe-icon-198,198,2,"61,2;35,2",Lv 0 Better Yield-Boosting Fertilizer Recipe,"220,1,1,10000",3,0,40800198,1,10,-,1,0,4,0,0
2,Crafting Lv 0 Better Moist Fertilizer,2,recipe-icon-199,199,2,"65,2;35,2",Lv 0 Better Moisturizing Fertilizer Recipe,"221,1,1,10000",3,0,40800199,1,10,-,1,0,4,0,0
1,Lv 1-Copper Sickle  Recipe,2,recipe-icon-201,201,1,"216,2",Lv 1-Copper Sickle  Recipe,"226,1,1,10000",1,0,10900201,1,10,-,3,0,4,0,0
2,Lv 2-Iron Sickle  Recipe,2,recipe-icon-203,203,2,"217,2;210,1;213,1",Lv 2-Iron Sickle  Recipe,"227,1,1,10000",1,0,10800203,1,10,-,3,0,4,0,0
3,Lv 3-Crystal Sickle  Recipe,2,recipe-icon-204,204,3,"211,1;214,1;218,2",Lv 3-Crystal Sickle  Recipe,"228,1,1,6000;228,2,1,4000",1,0,50700204,1,10,-,3,0,4,0,0
1,Crafting Lv 0 Small Feed,2,recipe-icon-205,205,1,"482,1",Lv 0 Small Feed Recipe,"28,1,1,10000",3,0,40900205,1,10,-,1,0,4,0,0
2,Making Lv 0 Large Feed,2,recipe-icon-206,206,2,"483,1",Lv 0 Big Feed Recipe,"29,1,1,10000",3,0,40800206,1,10,-,1,0,4,0,0
0,Lv 0-Wood Bow  Recipe,2,recipe-icon-207,207,0,"842,2",Lv 0-Wood Bow  Recipe,"223,1,1,10000",1,0,11000207,1,6,-,2,1,1,0,0
0,Lv 0-Stone Hammer  Recipe,2,recipe-icon-208,208,0,"842,2",Lv 0-Stone Hammer  Recipe,"222,1,1,10000",1,0,11000208,1,6,-,2,1,1,0,0
0,Bomb Recipe,2,recipe-icon-212,212,0,"62,3",Bomb Recipe,"232,1,1,10000",3,0,41000212,1,10,-,3,0,4,0,0
0,Stun Potion Recipe,2,recipe-icon-213,213,0,"58,3",Stun Potion Recipe,"233,1,1,10000",3,0,41000213,1,10,-,3,0,4,0,0
0,Moderate Potion Recipe,2,recipe-icon-214,214,0,"66,3",Moderate Potion Recipe,"234,1,1,10000",3,0,41000214,1,10,-,3,0,4,0,0
0,Burning Potion Recipe,2,recipe-icon-215,215,0,"65,1;61,1;69,1",Burning Potion Recipe,"235,1,3,10000",3,0,41000215,1,10,-,3,1,1,0,0
0,Yellow Flash Recipe,2,recipe-icon-216,216,0,"32,3;70,3",Yellow Flash Recipe,"236,1,1,10000",3,0,41000216,1,10,-,3,1,1,0,0
0, Combo Miss Potion Recipe,2,recipe-icon-217,217,0,"31,3;71,3", Combo Miss Potion Recipe,"237,1,1,10000",3,0,41000217,1,10,-,3,1,1,0,0
0,Buff Clear Potion Recipe,2,recipe-icon-218,218,0,"30,3;72,3",Buff Clear Potion Recipe,"238,1,1,10000",3,0,41000218,1,10,-,3,1,1,0,0
1,Lv 1 Farming Energy Slime Recipe,2,recipe-icon-267,267,1,"58,4;62,4;66,4",Lv 1 Gather Energy Slime Recipe,"482,1,1,10000",4,0,20900267,1,6,-,3,0,4,0,0
2,Lv 2 Farming Energy Slime Recipe,2,recipe-icon-268,268,2,"482,1;63,4;59,4;67,4",Lv 2 Gather Energy Slime Recipe,"483,1,1,10000",4,0,20800268,1,6,-,3,0,4,0,0
3,Lv 3 Farming Energy Slime Recipe,2,recipe-icon-269,269,3,"483,1;60,4;68,4;64,4",Lv 3 Gather Energy Slime Recipe,"484,1,1,10000",4,0,20700269,1,6,-,3,0,4,0,0
4,Lv 4-Golden Sword  Recipe,2,recipe-icon-270,270,4,"209,2;407,1;410,1",Lv 4-Golden Sword  Recipe,"317,1,1,4736;317,2,1,3157;317,3,1,2105",1,0,50600270,1,60,-,2,0,4,0,2000
4,Lv 4-Golden Fighter Hat  Recipe,2,recipe-icon-271,271,4,"209,2;407,1;410,1",Lv 4-Golden Fighter Hat  Recipe,"335,1,1,4655;335,2,1,3103;335,3,1,2068;471,5,1,172",1,0,50600271,1,60,-,2,0,4,0,2000
4,Lv 4-Golden Fighter Coat  Recipe,2,recipe-icon-272,272,4,"209,2;407,1;410,1",Lv 4-Golden Fighter Coat  Recipe,"336,1,1,4655;336,2,1,3103;336,3,1,2068;472,5,1,172",1,0,50600272,1,60,-,2,0,4,0,2000
4,Lv 4-Golden Fighter Glove  Recipe,2,recipe-icon-273,273,4,"209,2;407,1;410,1",Lv 4-Golden Fighter Glove  Recipe,"337,1,1,4655;337,2,1,3103;337,3,1,2068;248,5,1,172",1,0,50600273,1,60,-,2,0,4,0,2000
4,Lv 4-Golden Fighter Pants  Recipe,2,recipe-icon-274,274,4,"209,2;407,1;410,1",Lv 4-Golden Fighter Pants  Recipe,"338,1,1,4655;338,2,1,3103;338,3,1,2068;474,5,1,172",1,0,50600274,1,60,-,2,0,4,0,2000
