bossEntityList-int[],entityList-int[][],entityMaximum-int,entityType-int,id-int,name-string,sceneAreaId-int,trapEntityList-int[][],desc-string,punishDesc-string
,"1000,101,2,5100,5200;1000,99,2,5100,5200;1000,100,2,5100,5200",6,1,48,[15]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,5200,5300;1000,99,2,5200,5300;1000,100,2,5200,5300",6,1,49,[16]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,5300,5400;1000,99,2,5300,5400;1000,100,2,5300,5400",6,1,50,[17]Tahap Cabaran Bos Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,38,1,5000,5000",,6,1,51,[18]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,5500,5600;1000,99,2,5500,5600;1000,100,2,5500,5600",6,1,52,[19]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,5600,5700;1000,99,2,5600,5700;1000,100,2,5600,5700",6,1,53,[20]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,5700,5800;1000,99,2,5700,5800;1000,100,2,5700,5800",6,1,54,[21]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,5800,5900;1000,99,2,5800,5900;1000,100,2,5800,5900",6,1,144,[22]Tahap Cabaran Bos Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,38,1,5500,5500",,6,1,145,[23]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,103,2,6000,6100;1000,104,2,6000,6100;1000,102,2,6000,6100",6,1,146,[24]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,103,2,6100,6200;1000,104,2,6100,6200;1000,102,2,6100,6200",6,1,147,[25]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,103,2,6200,6300;1000,104,2,6200,6300;1000,102,2,6200,6300",6,1,148,[26]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,103,2,6300,6400;1000,104,2,6300,6400;1000,102,2,6300,6400",6,1,149,[27]Tahap Cabaran Bos Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,39,1,6000,6000",,6,1,150,[28]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,103,2,6500,6600;1000,104,2,6500,6600;1000,102,2,6500,6600",6,1,151,[29]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,103,2,6600,6700;1000,104,2,6600,6700;1000,102,2,6600,6700",6,1,152,[30]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,103,2,6700,6800;1000,104,2,6700,6800;1000,102,2,6700,6800",6,1,153,[31]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,103,2,6800,6900;1000,104,2,6800,6900;1000,102,2,6800,6900",6,1,154,[32]Tahap Cabaran Bos Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,39,1,6500,6500",,6,1,155,[33]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,112,2,7000,7100;1000,113,2,7000,7100;1000,114,2,7000,7100",6,1,156,[34]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,112,2,7100,7200;1000,113,2,7100,7200;1000,114,2,7100,7200",6,1,157,[35]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,112,2,7200,7300;1000,113,2,7200,7300;1000,114,2,7200,7300",6,1,158,[36]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,112,2,7300,7400;1000,113,2,7300,7400;1000,114,2,7300,7400",6,1,159,[37]Tahap Cabaran Bos Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,61,1,7000,7000",,6,1,160,[38]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,112,2,7500,7600;1000,113,2,7500,7600;1000,114,2,7500,7600",6,1,161,[39]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,112,2,7600,7700;1000,113,2,7600,7700;1000,114,2,7600,7700",6,1,162,[40]Tahap Cabaran Pertempuran,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,112,2,7700,7800;1000,113,2,7700,7800;1000,114,2,7700,7800",6,1,163,@@[1]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,112,2,7800,7900;1000,113,2,7800,7900;1000,114,2,7800,7900",6,1,164,[2]Tahap Cabaran Bos Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,61,1,7500,7500",,6,1,165,[3]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,115,2,8000,8100;1000,116,2,8000,8100;1000,117,2,8000,8100",6,1,166,[4]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,115,2,8100,8200;1000,116,2,8100,8200;1000,117,2,8100,8200",6,1,167,[5]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,115,2,8200,8300;1000,116,2,8200,8300;1000,117,2,8200,8300",6,1,168,[6]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,115,2,8300,8400;1000,116,2,8300,8400;1000,117,2,8300,8400",6,1,169,[7]Tahap Cabaran Bos Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,66,1,8000,8000",,6,1,170,[8]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,115,2,8500,8600;1000,116,2,8500,8600;1000,117,2,8500,8600",6,1,171,[9]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,115,2,8600,8700;1000,116,2,8600,8700;1000,117,2,8600,8700",6,1,172,[10]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,115,2,8700,8800;1000,116,2,8700,8800;1000,117,2,8700,8800",6,1,173,[11]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,115,2,8800,8900;1000,116,2,8800,8900;1000,117,2,8800,8900",6,1,174,[12]Tahap Cabaran Bos Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,66,1,8500,8500",,6,1,175,[13]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,118,2,9000,9100;1000,119,2,9000,9100;1000,120,2,9000,9100",6,1,176,[14]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,118,2,9100,9200;1000,119,2,9100,9200;1000,120,2,9100,9200",6,1,177,[15]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,118,2,9200,9300;1000,119,2,9200,9300;1000,120,2,9200,9300",6,1,178,[16]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,118,2,9300,9400;1000,119,2,9300,9400;1000,120,2,9300,9400",6,1,179,[17]Tahap Cabaran Bos Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,71,1,9000,9000",,6,1,180,[18]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,118,2,9500,9600;1000,119,2,9500,9600;1000,120,2,9500,9600",6,1,181,[19]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,118,2,9600,9700;1000,119,2,9600,9700;1000,120,2,9600,9700",6,1,182,[20]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,118,2,9700,9800;1000,119,2,9700,9800;1000,120,2,9700,9800",6,1,183,[21]Tahap Cabaran Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,118,2,9800,9900;1000,119,2,9800,9900;1000,120,2,9800,9900",6,1,184,[22]Tahap Cabaran Bos Tempur,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,71,1,9500,9500",,6,1,185,[23]Tahap Cabaran Pengumpulan,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,4,2,1000,1100;1000,4,2,1000,1100;1000,8,2,1000,1100;1000,14,2,1000,1100;1000,20,2,1000,1100;1000,42,2,1000,1100",6,2,186,[24]Tahap Cabaran Pengumpulan,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,4,2,1100,1200;1000,4,2,1100,1200;1000,8,2,1100,1200;1000,14,2,1100,1200;1000,20,2,1100,1200;1000,42,2,1100,1200",6,2,187,[25]Tahap Cabaran Pengumpulan,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,4,2,1200,1300;1000,4,2,1200,1300;1000,8,2,1200,1300;1000,14,2,1200,1300;1000,20,2,1200,1300;1000,42,2,1200,1300",6,2,188,[26]Tahap Cabaran Pengumpulan,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,4,2,1300,1400;1000,4,2,1300,1400;1000,8,2,1300,1400;1000,14,2,1300,1400;1000,20,2,1300,1400;1000,42,2,1300,1400",6,2,189,[27]Tahap Cabaran Bos Pengumpulan,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,104,1,1000,1000",,6,2,190,[28]Tahap Cabaran Pengumpulan,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,4,2,1500,1600;1000,4,2,1500,1600;1000,8,2,1500,1600;1000,14,2,1500,1600;1000,20,2,1500,1600;1000,42,2,1500,1600",6,2,191,[29]Tahap Cabaran Pengumpulan,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,4,2,1600,1700;1000,4,2,1600,1700;1000,8,2,1600,1700;1000,14,2,1600,1700;1000,20,2,1600,1700;1000,42,2,1600,1700",6,2,192,[30]Tahap Cabaran Pengumpulan,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,4,2,1700,1800;1000,4,2,1700,1800;1000,8,2,1700,1800;1000,14,2,1700,1800;1000,20,2,1700,1800;1000,42,2,1700,1800",6,2,193,[31]Tahap Cabaran Pengumpulan,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,4,2,1800,1900;1000,4,2,1800,1900;1000,8,2,1800,1900;1000,14,2,1800,1900;1000,20,2,1800,1900;1000,42,2,1800,1900",6,2,194,[32]Tahap Cabaran Bos Pengumpulan,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,104,1,1500,1500",,6,2,195,[33]Tahap Cabaran Pengumpulan,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,6,2,2000,2100;1000,9,2,1900,2000;1000,15,2,2900,3000;1000,36,2,2000,2100;1000,41,2,2000,2100;1000,43,2,2000,2100",6,2,196,[34]Tahap Cabaran Pengumpulan,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,6,2,2100,2200;1000,9,2,2000,2100;1000,15,2,2100,2200;1000,36,2,2100,2200;1000,41,2,2100,2200;1000,43,2,2100,2200",6,2,197,[35]Tahap Cabaran Pengumpulan,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,6,2,2200,2300;1000,9,2,2100,2200;1000,15,2,2200,2300;1000,36,2,2200,2300;1000,41,2,2200,2300;1000,43,2,2200,2300",6,2,198,[36]Tahap Cabaran Pengumpulan,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
