bossEntityList-int[],entityList-int[][],entityMaximum-int,entityType-int,id-int,name-string,sceneAreaId-int,trapEntityList-int[][],desc-string,punishDesc-string
,"1000,9,2,2200,2300;1000,11,2,2200,2300;1000,10,2,2200,2300",6,1,19, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,9,2,2300,2400;1000,11,2,2300,2400;1000,10,2,2300,2400",6,1,20, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,54,1,2000,2000",,6,1,21, Savaş Patronu Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,9,2,2500,2600;1000,11,2,2500,2600;1000,10,2,2500,2600",6,1,22, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,9,2,2600,2700;1000,11,2,2600,2700;1000,10,2,2600,2700",6,1,23, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,9,2,2700,2800;1000,11,2,2700,2800;1000,10,2,2700,2800",6,1,24, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,9,2,2800,2900;1000,11,2,2800,2900;1000,10,2,2800,2900",6,1,25, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,54,1,2500,2500",,6,1,26, Savaş Patronu Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,12,2,3000,3100;1000,13,2,3000,3100;1000,14,2,3000,3100",6,1,27, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,12,2,3100,3200;1000,13,2,3100,3200;1000,14,2,3100,3200",6,1,28, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,12,2,3200,3300;1000,13,2,3200,3300;1000,14,2,3200,3300",6,1,29, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,12,2,3300,3400;1000,13,2,3300,3400;1000,14,2,3300,3400",6,1,30, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,55,1,3000,3000",,6,1,31, Savaş Patronu Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,12,2,3500,3600;1000,13,2,3500,3600;1000,14,2,3500,3600",6,1,32, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,12,2,3600,3700;1000,13,2,3600,3700;1000,14,2,3600,3700",6,1,33, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,12,2,3700,3800;1000,13,2,3700,3800;1000,14,2,3700,3800",6,1,34, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,12,2,3800,3900;1000,13,2,3800,3900;1000,14,2,3800,3900",6,1,35, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,55,1,3500,3500",,6,1,36, Savaş Patronu Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,96,2,4000,4100;1000,97,2,4000,4100;1000,98,2,4000,4100",6,1,37, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,96,2,4100,4200;1000,97,2,4100,4200;1000,98,2,4100,4200",6,1,38, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,96,2,4200,4300;1000,97,2,4200,4300;1000,98,2,4200,4300",6,1,39, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,96,2,4300,4400;1000,97,2,4300,4400;1000,98,2,4300,4400",6,1,40, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,37,1,4000,4000",,6,1,41, Savaş Patronu Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,96,2,4500,4600;1000,97,2,4500,4600;1000,98,2,4500,4600",6,1,42, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,96,2,4600,4700;1000,97,2,4600,4700;1000,98,2,4600,4700",6,1,43, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,96,2,4700,4800;1000,97,2,4700,4800;1000,98,2,4700,4800",6,1,44, Savaş Meydan Okuma Seviyesi ,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,96,2,4800,4900;1000,97,2,4800,4900;1000,98,2,4800,4900",6,1,45, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,37,1,4500,4500",,6,1,46,Savaş Patronu Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,5000,5100;1000,99,2,5000,5100;1000,100,2,5000,5100",6,1,47, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,5100,5200;1000,99,2,5100,5200;1000,100,2,5100,5200",6,1,48, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,5200,5300;1000,99,2,5200,5300;1000,100,2,5200,5300",6,1,49, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,5300,5400;1000,99,2,5300,5400;1000,100,2,5300,5400",6,1,50, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,38,1,5000,5000",,6,1,51, Savaş Patronu Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,5500,5600;1000,99,2,5500,5600;1000,100,2,5500,5600",6,1,52, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,5600,5700;1000,99,2,5600,5700;1000,100,2,5600,5700",6,1,53, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,5700,5800;1000,99,2,5700,5800;1000,100,2,5700,5800",6,1,54, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,5800,5900;1000,99,2,5800,5900;1000,100,2,5800,5900",6,1,144, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,38,1,5500,5500",,6,1,145, Savaş Patronu Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,103,2,6000,6100;1000,104,2,6000,6100;1000,102,2,6000,6100",6,1,146, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,103,2,6100,6200;1000,104,2,6100,6200;1000,102,2,6100,6200",6,1,147, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,103,2,6200,6300;1000,104,2,6200,6300;1000,102,2,6200,6300",6,1,148, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,103,2,6300,6400;1000,104,2,6300,6400;1000,102,2,6300,6400",6,1,149, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,39,1,6000,6000",,6,1,150, Savaş Patronu Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,103,2,6500,6600;1000,104,2,6500,6600;1000,102,2,6500,6600",6,1,151, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,103,2,6600,6700;1000,104,2,6600,6700;1000,102,2,6600,6700",6,1,152, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,103,2,6700,6800;1000,104,2,6700,6800;1000,102,2,6700,6800",6,1,153, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,103,2,6800,6900;1000,104,2,6800,6900;1000,102,2,6800,6900",6,1,154, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,39,1,6500,6500",,6,1,155, Savaş Patronu Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,112,2,7000,7100;1000,113,2,7000,7100;1000,114,2,7000,7100",6,1,156, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,112,2,7100,7200;1000,113,2,7100,7200;1000,114,2,7100,7200",6,1,157, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,112,2,7200,7300;1000,113,2,7200,7300;1000,114,2,7200,7300",6,1,158, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,112,2,7300,7400;1000,113,2,7300,7400;1000,114,2,7300,7400",6,1,159, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,61,1,7000,7000",,6,1,160, Savaş Patronu Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,112,2,7500,7600;1000,113,2,7500,7600;1000,114,2,7500,7600",6,1,161, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,112,2,7600,7700;1000,113,2,7600,7700;1000,114,2,7600,7700",6,1,162, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,112,2,7700,7800;1000,113,2,7700,7800;1000,114,2,7700,7800",6,1,163, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,112,2,7800,7900;1000,113,2,7800,7900;1000,114,2,7800,7900",6,1,164, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,61,1,7500,7500",,6,1,165, Savaş Patronu Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,115,2,8000,8100;1000,116,2,8000,8100;1000,117,2,8000,8100",6,1,166, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,115,2,8100,8200;1000,116,2,8100,8200;1000,117,2,8100,8200",6,1,167, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,115,2,8200,8300;1000,116,2,8200,8300;1000,117,2,8200,8300",6,1,168, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,115,2,8300,8400;1000,116,2,8300,8400;1000,117,2,8300,8400",6,1,169, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,66,1,8000,8000",,6,1,170, Savaş Patronu Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,115,2,8500,8600;1000,116,2,8500,8600;1000,117,2,8500,8600",6,1,171, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,115,2,8600,8700;1000,116,2,8600,8700;1000,117,2,8600,8700",6,1,172, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,115,2,8700,8800;1000,116,2,8700,8800;1000,117,2,8700,8800",6,1,173, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,115,2,8800,8900;1000,116,2,8800,8900;1000,117,2,8800,8900",6,1,174, Savaş Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,66,1,8500,8500",,6,1,175,,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,118,2,9000,9100;1000,119,2,9000,9100;1000,120,2,9000,9100",6,1,176,,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,118,2,9100,9200;1000,119,2,9100,9200;1000,120,2,9100,9200",6,1,177,,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,118,2,9200,9300;1000,119,2,9200,9300;1000,120,2,9200,9300",6,1,178,,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,118,2,9300,9400;1000,119,2,9300,9400;1000,120,2,9300,9400",6,1,179,,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,71,1,9000,9000",,6,1,180,,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,118,2,9500,9600;1000,119,2,9500,9600;1000,120,2,9500,9600",6,1,181,,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,118,2,9600,9700;1000,119,2,9600,9700;1000,120,2,9600,9700",6,1,182,,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,118,2,9700,9800;1000,119,2,9700,9800;1000,120,2,9700,9800",6,1,183,,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,118,2,9800,9900;1000,119,2,9800,9900;1000,120,2,9800,9900",6,1,184,,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,71,1,9500,9500",,6,1,185,Savaş Patronu Meydan Okuma Seviyesi,24001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,4,2,1000,1100;1000,4,2,1000,1100;1000,8,2,1000,1100;1000,14,2,1000,1100;1000,20,2,1000,1100;1000,42,2,1000,1100",6,2,186, Toplama Meydan Okuma Seviyesi,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,4,2,1100,1200;1000,4,2,1100,1200;1000,8,2,1100,1200;1000,14,2,1100,1200;1000,20,2,1100,1200;1000,42,2,1100,1200",6,2,187, Toplama Meydan Okuma Seviyesi,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,4,2,1200,1300;1000,4,2,1200,1300;1000,8,2,1200,1300;1000,14,2,1200,1300;1000,20,2,1200,1300;1000,42,2,1200,1300",6,2,188, Toplama Meydan Okuma Seviyesi,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,4,2,1300,1400;1000,4,2,1300,1400;1000,8,2,1300,1400;1000,14,2,1300,1400;1000,20,2,1300,1400;1000,42,2,1300,1400",6,2,189, Toplama Meydan Okuma Seviyesi,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,104,1,1000,1000",,6,2,190, Toplama Patronu Meydan Okuma Seviyesi,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,4,2,1500,1600;1000,4,2,1500,1600;1000,8,2,1500,1600;1000,14,2,1500,1600;1000,20,2,1500,1600;1000,42,2,1500,1600",6,2,191, Toplama Meydan Okuma Seviyesi,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,4,2,1600,1700;1000,4,2,1600,1700;1000,8,2,1600,1700;1000,14,2,1600,1700;1000,20,2,1600,1700;1000,42,2,1600,1700",6,2,192, Toplama Meydan Okuma Seviyesi,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,4,2,1700,1800;1000,4,2,1700,1800;1000,8,2,1700,1800;1000,14,2,1700,1800;1000,20,2,1700,1800;1000,42,2,1700,1800",6,2,193, Toplama Meydan Okuma Seviyesi,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,4,2,1800,1900;1000,4,2,1800,1900;1000,8,2,1800,1900;1000,14,2,1800,1900;1000,20,2,1800,1900;1000,42,2,1800,1900",6,2,194, Toplama Meydan Okuma Seviyesi,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,104,1,1500,1500",,6,2,195, Toplama Patronu Meydan Okuma Seviyesi,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,6,2,2000,2100;1000,9,2,1900,2000;1000,15,2,2900,3000;1000,36,2,2000,2100;1000,41,2,2000,2100;1000,43,2,2000,2100",6,2,196, Toplama Meydan Okuma Seviyesi,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,6,2,2100,2200;1000,9,2,2000,2100;1000,15,2,2100,2200;1000,36,2,2100,2200;1000,41,2,2100,2200;1000,43,2,2100,2200",6,2,197, Toplama Meydan Okuma Seviyesi,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,6,2,2200,2300;1000,9,2,2100,2200;1000,15,2,2200,2300;1000,36,2,2200,2300;1000,41,2,2200,2300;1000,43,2,2200,2300",6,2,198, Toplama Meydan Okuma Seviyesi,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
