boothFees-int[][],canDropScene-int[],canMint-int,desc-string,destructible-bool,givenSkillId-int,icon-string,id-int,name-string,onChainDelay-int,quality-int[],resourceInstructions-int[],sellable-bool,subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int
"794,1","1,3,4",1," Birisi bu malzemeyi Kar Dağı'nda görmüştü.
Ekipman veya eşyaları üretmek için kullanılabilir.
-------
Bu, savaşlarda elde edilebilen nadir bir ham maddedir. Buz ve kar gibi görünüşe sahiptir, tüylü dokusu insanları dokunmak istemeye yönlendirir.",0,0,item-icon-38,38, Buz Kar Tüyü,0,1,12,1,0,2,3,1,4,3,1
"792,1",0,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipman takıldığında özellikleri artırabilir. Savaşlarda hayatta kalma olasılığını artırır
-------
Hızlı ve kesin darbeler için tasarlanmış sağlam bir ahşap silah, başlangıç seviyesindeki oyuncular için mükemmel. Hafif tasarımı çevik hareketlere izin verir, çok yönlü ve güvenilir bir silah arayanlar için ideal bir seçimdir.",1,0,item-icon-39,39, Ahşap Kılıç,1440,1,256,0,0,2,999,0,1,0,1
"792,1",0,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipman takıldığında özellikleri artırabilir. Savaşlarda hayatta kalma olasılığını artırır
-------
Katı taştan yapılmış keskin ve sağlam bir silah, yakın dövüş için mükemmel. Ağırlığı ve denge noktası onu kullanmayı kolaylaştırır, hassas ve güçlü darbeler sağlar.",0,0,item-icon-40,40, Taş Kılıç,1,1,264,1,0,2,999,0,1,1,1
"793,1",0,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipman takıldığında özellikleri artırabilir. Savaşlarda hayatta kalma olasılığını artırır
-------
Demirden yapılmış keskin ve sağlam bir silah, düşmanları kolayca dilimleyebilir. Ağırlığı tatmin edici bir ağırlık sağlar, rakipleri sersemleten güçlü darbeler yapabilir.",0,0,item-icon-41,41, Demir Kılıç,1440,"1,2",271,1,0,2,999,0,1,2,1
"794,1",0,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipman takıldığında özellikleri artırabilir. Savaşlarda hayatta kalma olasılığını artırır
-------
Saf kristalden yapılmış güçlü bir silah, düşmanları kolayca dilimleyebilir. Parıldayan kılıç ışığı yansıtır, rakipleri büyüler ve kalplerine korku salar. Her sallantıda, Kristal Kılıç hız ve hassasiyetin ölümcül bir kombinasyonunu serbest bırakır.",0,0,item-icon-42,42, Kristal Kılıç,1440,"1,2,3",280,1,0,2,999,0,1,3,1
"792,1",4,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipman takıldığında özellikleri artırabilir. Savaşlarda hayatta kalma olasılığını artırır
-------
Herhangi bir kıyafete zarafet katan şık bir aksesuar. İnce detaylarla tasarlanmış bu yüzük, sofistike ve çekici bir hava yayar. Benzersiz tasarımı, moda tutkunlarının dikkatini çekecektir.",0,0,item-icon-43,43, Çip Başlı Yüzük,1440,1,257,1,0,2,999,0,1,1,1
"793,1",4,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipman takıldığında özellikleri artırabilir. Savaşlarda hayatta kalma olasılığını artırır
-------
Bu şapka, cildinizde inanılmaz derecede yumuşak hissettiren benzersiz bir malzemeden yapılmıştır. Lüks ve rahat bir uyum sağlar, uzun oyun oturumları için mükemmeldir.",0,0,item-icon-44,44, Kristal Deri Yumuşak Şapka,1440,"1,2",269,1,0,2,999,0,1,2,1
"794,1",4,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipman takıldığında özellikleri artırabilir. Savaşlarda hayatta kalma olasılığını artırır
-------
Parıldayan kristallerden yapılmış sağlam bir kask, olağanüstü koruma sağlar ve çevikliği zayıflatmaz. Büyüleyici ışıltısı, giyen kişiye karanlık zindanlarda gelişmiş görüş sağlar.",0,0,item-icon-45,45, Kristal Taş Kask,1440,"1,2,3",278,1,0,2,999,0,1,3,1
"792,1",4,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipman takıldığında özellikleri artırabilir. Savaşlarda hayatta kalma olasılığını artırır
-------
Bu çatlamış kristal tasarımıyla zırh, dayanıklılık ve güçlü bir aura yayar. Parıldayan yüzeyi ışığı yansıtır, gözlerini dikene kadar tüm dikkatleri üzerine çeker. Güç ve dayanıklılığın sembolüdür, deneyimli bir savaşçı için vazgeçilmezdir.",0,0,item-icon-46,46, Çatlamış Kristal Zırh,1440,1,259,1,0,2,999,0,1,1,1
"793,1",4,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipman takıldığında özellikleri artırabilir. Savaşlarda hayatta kalma olasılığını artırır
-------
Bu zırh, benzersiz kristal benzeri bir malzeme ile yapılmıştır ve hareket kabiliyetini feda etmeden olağanüstü koruma sağlar. Pürüzsüz tasarımı ve parıldayan yüzeyi, zanaatkarlığın gerçek bir başyapıtıdır. Kristal Deri Zırh ile savaş alanında yenilmez hissedeceksiniz.",0,0,item-icon-47,47, Kristal Deri Zırhı,1440,"1,2",265,1,0,2,999,0,1,2,1
"794,1",4,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipman takıldığında özellikleri artırabilir. Savaşlarda hayatta kalma olasılığını artırır
-------
Büyülü kristallerden dökülen güçlü bir zırh, hem fiziksel hem de sihirli saldırılara karşı eşsiz koruma sağlar. Parıldayan yüzeyi ışığı yansıtır, düşmanları büyüler ve kalplerine korku salar. Bu zırhı giymek, giyen kişiye yenilmezlik hissi verir, savaş alanında durdurulamaz bir güç haline gelir.",0,0,item-icon-48,48, Kristal Taş Zırhı,1440,"1,2,3",276,1,0,2,999,0,1,3,1
"792,1",4,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipman takıldığında özellikleri artırabilir. Savaşlarda hayatta kalma olasılığını artırır
-------
Kırık kristal dokulu bir kıyafet, gizem ve dayanıklılık havası yayar. Çatlamış yüzeyi, giyenin gücünü ve kararlılığını yansıtır, dayanıklılığın ve azmin sembolüdür.",0,0,item-icon-49,49, Çatlamış Kristal Çimen Etek,1440,1,262,1,0,2,999,0,1,1,1
"793,1",4,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipman takıldığında özellikleri artırabilir. Savaşlarda hayatta kalma olasılığını artırır
-------
Bu eldiven, benzersiz kristal benzeri bir malzeme ile yapılmıştır, kavrama ve çeviklik sağlayan pürüzsüz ve yumuşak bir dokuya sahiptir. Hafif tasarımı, zahmetsiz hareketlere izin verir, hassasiyet ve konfor arayan oyuncular arasında favoridir.",0,0,item-icon-50,50, Kristal Deri Pantolon,1440,"1,2",268,1,0,2,999,0,1,2,1
"794,1",4,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipman takıldığında özellikleri artırabilir. Savaşlarda hayatta kalma olasılığını artırır
-------
Kristal enerji ile dolu güçlü bir zırh, giyen kişiye artırılmış güç ve elementel güçleri manipüle etme yeteneği verir. Doğanın saf gücünü kullanın ve düşmanlarınıza karşı yıkıcı saldırılar yapın. Kristal Taş Eldiveni ile savaş alanında hakimiyet kurun!",0,0,item-icon-51,51, Kristal Bacak Zırhı,1440,"1,2,3",275,1,0,2,999,0,1,3,1
"792,1",4,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipman takıldığında özellikleri artırabilir. Savaşlarda hayatta kalma olasılığını artırır
-------
Bu ayakkabılar mükemmel kavrama ve çekiş sağlayan benzersiz bir malzemeden yapılmıştır, kaygan yüzeylerde gezinmek için mükemmeldir. Çatlamış kristal tasarımı, kıyafetinize zarafet ve gizem katar. Onları giyin ve her tür arazide güvenle adım atın.",0,0,item-icon-52,52, Çatlamış Kristal Bilezik,1440,1,260,1,0,2,999,0,1,1,1
"793,1",4,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipman takıldığında özellikleri artırabilir. Savaşlarda hayatta kalma olasılığını artırır
-------
Bu botlar, çevikliği artıran ve mükemmel koruma sağlayan benzersiz bir malzemeden yapılmıştır. Pürüzsüz tasarımı hızlı hareketlere izin verir, maceracılar arasında favoridir. Kristal Deri Botlar, hem tarz hem de işlevsellik arayan her oyuncu için vazgeçilmezdir.",0,0,item-icon-53,53, Kristal Deri Eldiven,1440,"1,2",267,1,0,2,999,0,1,2,1
"794,1",4,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipman takıldığında özellikleri artırabilir. Savaşlarda hayatta kalma olasılığını artırır
-------
Bu ayakkabılar, zarafet katmak için benzersiz bir kristal taş tasarımıyla yapılmıştır. Ayakkabıya yerleştirilen parıldayan taşlar büyüleyici bir etki yaratır, nereye giderseniz dikkatleri üzerinize çeker. Bu zarif ayakkabıları giyin ve kıyafetinize getirdikleri büyüyü hissedin.",0,0,item-icon-54,54, Kristal Taş Eldiven,1440,"1,2,3",277,1,0,2,999,0,1,3,1
"792,1",4,1," Birisi bu malzemeyi sahil kenarında görmüştü.
Ekipman veya eşyaları üretmek için kullanılabilir.
-------
Bu taş birinci sınıf bir taştır ve ağaçlar gibi ham maddeleri toplamak için kullanılabilir.",0,0,item-icon-55,55, Çatlamış Kristal Çimen Ayakkabı,1440,1,261,1,0,2,999,0,1,1,1
"793,1",4,1," Birisi bu malzemeyi kanyonda görmüştü.
Ekipman veya eşyaları üretmek için kullanılabilir.
-------
Kara demir cevheri, madencilik yoluyla elde edilebilen ikincil bir ham madded",0,0,item-icon-56,56, Kristal Deri Botlar,1440,"1,2",266,1,0,2,999,0,1,2,1
"794,1",4,1," Bu eşyayı sentez yoluyla elde edebilirsiniz.
Ekiplendiğinde özellikleri artırabilir. Savaşlarda hayatta kalma olasılığınızı artırın
-------
Bu ayakkabılar, zarafet katmak için benzersiz bir kristal taş tasarımıyla yapılmıştır. Ayakkabıya yerleştirilen parıldayan taşlar büyüleyici bir etki yaratır, nereye giderseniz dikkatleri üzerinize çeker. Bu muhteşem ayakkabıları giyin ve kıyafetinize getirdikleri büyüyü hissedin.",0,0,item-icon-57,57, Kristal Taş Ayakkabılar,1440,"1,2,3",279,1,0,2,999,0,1,3,1
"792,1","1,3,4",1," Birisi bu malzemeyi bir zamanlar sahil kenarında görmüştü.
Ekipman veya eşya yapımında kullanılabilir.
-------
Bu taş birinci sınıf bir taştır ve ağaçlar gibi ham maddeleri toplamak için kullanılabilir.",0,0,item-icon-58,58, Mineral,0,1,69,1,0,3,"1,0",1,4,1,1
"793,1","1,3,4",1," Birisi bu malzemeyi kanyonda bir zamanlar görmüştü.
Ekipman veya eşya yapımında kullanılabilir.
-------
Kara demir cevheri, madencilik yoluyla elde edilebilen ikincil bir ham maddedir. Siyah renkte, sert bir dokuya sahiptir ve bol miktarda demir elementi içerir.",0,0,item-icon-59,59, Koyu Demir,0,1,71,1,0,3,2,1,4,2,1
"794,1","1,3,4",1," Birisi bu malzemeyi Kar Dağı'nda bir zamanlar görmüştü.
Ekipman veya e",0,0,item-icon-60,60, Kırmızı Kristal Cevheri,0,1,73,1,0,3,3,1,4,3,1
"792,1","1,3,4",1," Birisi bu malzemeyi sahil kenarında görmüş.
Ekipman veya eşyalar yapmak için kullanılabilir.
-------
Kil, genellikle seramik, tuğla ve diğer inşaat malzemeleri yapmak için kullanılan çok şekillendirilebilir bir topraktır. Tipik olarak gri-kahverengi veya kırmızı-kahverengi tonlarda gelir ve yüksek organik madde ve minerallerin yoğunluğuna sahip ince bir dokuya sahiptir. Kil toplarken, toprağın şekillendirme ve işleme için daha iyi olması için nemli tutulması önemlidir.",0,0,item-icon-61,61, Kil,0,1,,1,0,3,999,0,4,1,1
"792,1","1,3,4",1,"Birisi bir zamanlar bu malzemeyi deniz kenarında gördü.
Ekipman veya eşyaları yapmak için kullanılabilir.
-------
Bu tür ahşap genellikle basit mobilya veya inşaat malzemeleri yapmak için kullanılır. Dokusu oldukça yumuşaktır, bu da işlemeyi ve oymayı kolaylaştırır.",0,0,item-icon-62,62, Sıradan Ahşap,0,1,"49,51",1,0,3,"1,0",1,4,1,1
"793,1","1,3,4",1,"Birisi bir zamanlar bu materyali çölde görmüştü.
Ekipman veya eşyaları üretmek için kullanılabilir.
-------
Çöl ağaçları, çölde yetişen bir ağaç türüdür. Genellikle düşük boylu, kalın gövdeli ve açık yeşil yapraklardan oluşurlar. Ham malzemeleri toplamak ve bazı özel eşyalar yapmak için uygundurlar.",0,0,item-icon-63,63, Çöl Ağacı Ahşap,0,1,53,1,0,3,2,1,4,2,1
"794,1","1,3,4",1," Birisi bir zamanlar bu materyali Kızıl Ormanda gördü.
Ekipman veya eşyaları üretmek için kullanılabilir.
-------
Koyu ahşap, siyah dokulara sahip ve sert bir dokuya sahip birinci sınıf bir ahşap türüdür. Yüksek kaliteli mobilya ve el sanatları yapımı için uygundur. Belirli toplama noktalarında sadece hasat edilebilir, bu zorlu ancak çok karlı bir işlemdir.",0,0,item-icon-64,64, Koyu Ahşap,0,1,55,1,0,3,3,1,4,3,1
"792,1","1,3,4",1," Birisi bu malzemeyi sahil kenarında görmüş.
Ekipman veya eşyalar yapmak için kullanılabilir.
-------
Bu reçine, yapıştırıcılar, kaplamalar, sızdırmazlık maddeleri ve diğer şeyler yapmak için kullanılabilen oldukça viskoz bir sıvıdır. Genellikle ağaçlardan toplanır ve toplama için özel araçlara ihtiyaç duyar.",0,0,item-icon-65,65, Reçine,0,1,,1,0,3,999,1,4,1,1
"792,1","1,3,4",1," Birisi bu malzemeyi sahil kenarında görmüş.
Ekipman veya eşyalar yapmak için kullanılabilir.
-------
Bu bitki lifi, genellikle ağaçlardan elde edilen toplanmış bir hammadde olup, halatlar, kumaşlar ve kağıt gibi çeşitli ürünler yapmak için kullanılabilir.",0,0,item-icon-66,66, Bitki Lifleri,0,1,31,1,0,3,"1,0",1,4,1,1
"793,1","1,3,4",1," Birisi bu malzemeyi Kar Dağı'nda görmüş.
Ekipman veya eşyalar yapmak için kullanılabilir.
-------
Bu mantarlar soğuk kutup bölgelerinde büyür ve açık mavi renge sahiptir. Lezzetli bir tada sahiptir ve pişirmek için uygundur.",0,0,item-icon-67,67, Donmuş Mantar,0,1,33,1,0,3,2,1,4,2,1
"794,1","1,3,4",1," Birisi bu malzemeyi kanyonda görmüş.
Ekipman veya eşyalar yapmak için kullanılabilir.
-------
Vahşi doğada büyüyen, güçlü kuraklık direncine sahip çok yıllık otsu bir bitkidir. Kalın yaprakları bol su ve besin maddeleri içerir, bu da onu alkollü içecekler ve ilaç yapımında önemli bir hammadde yapar.",0,0,item-icon-68,68, Maguey,0,1,35,1,0,3,3,1,4,3,1
"792,1","1,3,4",1," Birisi bu malzemeyi sahil kenarında görmüş.
Ekipman veya eşyalar yapmak için kullanılabilir.
-------
Bu örümcek ağı seviye 1'dir ve ormanda toplanabilir. Çeşitli eşyalar yapmak için kullanılabilen bir hammadde.",0,0,item-icon-69,69, Örümcek Ağı,0,1,,1,0,3,999,0,4,1,1
"792,1","1,3,4",1," Bu tür materyali ekim yoluyla elde edebilirsiniz.
Ekipman veya eşyaları üretmek için kullanılabilir.
-------
Bu bambu türü, çeşitli tarımsal ham maddeler yapmak için kullanılan bir bitki ve tarımsal bir üründür. Tarımda çok yaygındır ve çok hızlı büyüyebilir.",0,0,item-icon-70,70, Bambu,0,1,87,1,0,1,"1,0",1,4,1,1
"792,1","1,3,4",1," Bu tür materyali ekim yoluyla elde edebilirsiniz.
Ekipman veya eşyaları üretmek için kullanılabilir.
-------
Bu öğe, genellikle Lv 1'de hasat edilebilen tarımda üretilen bir ham maddedir. Şekli üç yaprağı andırdığı için yonca olarak adlandırılır. Birçok farklı eşya yapmak için kullanılabilir ve çok kullanışlı bir kaynaktır.",0,0,item-icon-71,71, Trifolium,0,1,88,1,0,1,"1,0",1,4,1,1
"792,1","1,3,4",1," Bu tür materyali ekim yoluyla elde edebilirsiniz.
Ekipman veya eşyaları üretmek için kullanılabilir.
-------
Bu havuç, tarım alanında elde edilebilen birinci seviye bir tarımsal üründür. Önemli bir ham madde olan havuç.",0,0,item-icon-72,72, Havuç,0,1,89,1,0,1,"1,0",1,4,1,1
"793,1","1,3,4",1," Bu tür materyali ekim yoluyla elde edebilirsiniz.
Ekipman veya eşyaları üretmek için kullanılabilir.
-------
Sürahi bitkileri, böcekleri çekip yakalayabilen ve besin kaynağı olarak kullanabilen benzersiz bir bitki türüdür. Tarımsal ürünlerden biri olarak kabul edilir ve tarım alanında ham madde olarak kullanılabilir.",0,0,item-icon-73,73, Sürahi Bitkisi,0,1,90,1,0,1,2,1,4,2,1
"793,1","1,3,4",1," Bu tür materyali ekim yoluyla elde edebilirsiniz.
Ekipman veya eşyaları üretmek için kullanılabilir.
-------
Bu pamuk, ikinci sınıf kalitede olup tekstil üretimi için uygundur.",0,0,item-icon-74,74, Pamuk,0,1,91,1,0,1,2,1,4,2,1
"793,1","1,3,4",1," Bu tür materyali ekim yoluyla elde edebilirsiniz.
Ekipman veya eşyaları üretmek için kullanılabilir.
-------
Bu sabır meyvesi, tarımda üretilen bir ham madde olup her seferinde 2-3 meyve veren Lv 2 çiftlikte ekilebilir. Dayanıklı ve uzun süre dayanıklılık özelliğine sahiptir ve çeşitli yiyecek ve ilaçların yapımında önemli bir malzemedir.",0,0,item-icon-75,75, Dayanıklılık Meyvesi,0,1,92,1,0,1,2,1,4,2,1
"794,1","1,3,4",1," Bu tür materyali ekim yoluyla elde edebilirsiniz.
Ekipman veya eşyaları üretmek için kullanılabilir.
-------
Bu ateşli biber, seviye 3 ve son derece acıdır, acı yemek sevenler için uygundur. Tarım yoluyla üretilir ve tarlalarda yetiştirilebilir. Tarımsal bir ham madde olarak çeşitli biber ürünleri yapmak için kullanılabilir, örneğin biber sosu ve biber yağı.",0,0,item-icon-76,76, Acı Biber,0,1,93,1,0,1,3,1,4,3,1
"794,1","1,3,4",1," Bu tür materyali ekim yoluyla elde edebilirsiniz.
Ekipman veya eşyaları üretmek için kullanılabilir.
-------
Bu sert meyve, çeşitli yiyecek ve ilaçlar yapmak için kullanılabilen yüksek verimli bir tarımsal ham maddedir. Sert bir dokuya ve zengin besin bileşenlerine sahiptir, bu da onu tarımsal üretimin vazgeçilmez bir parçası haline getirir.",0,0,item-icon-77,77, Sert Meyve,0,1,94,1,0,1,3,1,4,3,1
"794,1","1,3,4",1," Bu tür materyali ekim yoluyla elde edebilirsiniz.
Ekipman veya eşyaları üretmek için kullanılabilir.
-------
Bu mavi mantar, genellikle tarım sektöründe üretilen birinci sınıf bir mantar türüdür. İlaçlar ve özel yemekler yapmak için kullanılabilen çok değerli bir ham maddedir.",0,0,item-icon-78,78,Mavi Mantar,0,1,95,1,0,1,3,1,4,3,1
"792,1",0,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipmanınızda kullanıldığında özellikleri artırabilir. Mahsullerin solma olasılığını azaltır
-------
Bu, toprağı kolayca sürmenize ve yabancı otları temizlemenize yardımcı olan bir tarım aracıdır. Başlangıç ​​seviyesindeki kullanıcılar için uygundur.",1,0,item-icon-79,79, Ahşap Çapa,1440,1,180,0,0,1,999,0,1,0,1
"792,1",0,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipmanınızda kullanıldığında özellikleri artırabilir. Mahsullerin solma olasılığını azaltır
-------
Demir Çapa, sağlam demirden yapılmış dayanıklı bir tarım aracıdır. Oyun içinde toprağı sürmek ve mahsulleri verimli bir şekilde yetiştirmek için gereklidir.",0,0,item-icon-80,80, Demir Çapa,1440,1,187,1,0,1,999,0,1,1,1
"793,1",0,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipmanınızda kullanıldığında özellikleri artırabilir. Mahsullerin solma olasılığını azaltır
-------
Bu çapa, çiftçilerin toprağı daha kolay bir şekilde işlemelerine yardımcı olabilir, ancak aynı zamanda bazı gizemli lanetler de getirebilir.",0,0,item-icon-81,81, Lanetli Çapa,1440,"1,2",190,1,0,1,999,0,1,2,1
"794,1",0,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipmanınızda kullanıldığında özellikleri artırabilir. Mahsullerin solma olasılığını azaltır
-------
Kutsal Çapa, tarım verimliliğini artıran ve mahsul verimini artıran güçlü bir araçtır. Her vuruşa kutsal bir hava yayan bu çapa, sağlıklı büyümeyi teşvik eden ve bollukla hasat yapmayı sağlayan bereketlerle doludur. Bu büyülü çapa elinizdeyken, toprağınızı kolayca işleyebilir ve emeğinizin karşılığını almanın keyfini yaşayabilirsiniz.",0,0,item-icon-82,82, Kutsal Çapa,1440,"1,2,3",198,1,0,1,999,0,1,3,1
"792,1",0,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipmanınızda kullanıldığında özellikleri artırabilir. Mahsullerin solma olasılığını azaltır
-------
Bu ahşap su kazanı, temiz su veya sulama suyu tutmak için uygun bir ekipmandır.",0,0,item-icon-83,83, Ahşap Su Kazanı,1440,1,181,0,0,1,999,0,1,0,1
"792,1",0,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipmanınızda kullanıldığında özellikleri artırabilir. Mahsullerin solma olasılığını azaltır
-------
Dayanıklı ve güvenilir dayanıklı demirden yapılmış bir pişirme aracıdır. Hızlı ve eşit şekilde ısınır, böylece verimli pişirme sağlar. Ergonomik sapı, dökme sırasında rahat bir kavrama sağlar.",0,0,item-icon-84,84, Demir Su Kazanı,1440,1,188,1,0,1,999,0,1,1,1
"793,1",0,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipmanınızda kullanıldığında özellikleri artırabilir. Mahsullerin solma olasılığını azaltır
-------
Kötü şans getiren gizemli bir kazan, sahiplerine felaket ve umutsuzluk getirir. Karanlık bir aura, her demlikte kaderi deneyen ürkütücü bir varlık yayar. Dikkatli olun, çünkü lanetli gücü, en şanslıları bile kendi sonlarının kurbanı yapabilir.",0,0,item-icon-85,85, Lanetli Su Kazanı,1440,"1,2",191,1,0,1,999,0,1,2,1
"794,1",0,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipmanınızda kullanıldığında özellikleri artırabilir. Mahsullerin solma olasılığını azaltır
-------
Sahibine bereket ve iyi şans getiren kutsal bir eserdir, şanslarını artırır ve beklenmedik fırsatlar sunar. Bu mistik kazanın pozitif enerji yaydığı söylenir, nereye giderse orada refah ve mutluluk çeker. Hayatlarında ilahi müdahaleye ihtiyaç duyanlar için değerli bir eşyadır.",0,0,item-icon-86,86, Kutsal Su Kazanı,1440,"1,2,3",199,1,0,1,999,0,1,3,1
"792,1",0,1," Bu öğeyi sentez yoluyla elde edebilirsiniz.
Ekipmanınızda kullanıldığında özellikleri artırabilir. Daha yüksek seviye kaynakları toplama olasılığını artırır
-------
Odun veya maden toplamak için verimli bir şekilde kullanılan dayanıklı bir araçtır. Dayanıklılığı sayesinde kolayca kırılmaz, bu da her maceracı için güvenilir bir seçim yapar.",1,0,item-icon-87,87, Ahşap Kazma,1440,1,331,0,0,3,999,0,1,0,1
