IsBeHitBreakable-bool,IsIndependentLogic-bool,accuBreakable-bool,accuTime-int,attackCanMove-bool,effectEnemy-int[],effectForward-int[],forwardReleaseTime-int,id-int,isAutoUse-bool,isCheckHit-bool,isHoldSkill-bool,isReleaseEffFollow-bool,isReleastActLoop-bool,isRemote-bool,playProgress-bool,rangeTips-bool,releaseAct-string,releaseEff-string,releaseSound-string[],releaseSpd-int,releaseTime-int,searchTarget-int[][],skillCD-int,skillDesc-string,skillDistance-int,skillFlag-int[],skillFlyerId-int,skillName-string,skillRange-int[],skillShake-string[],targetFlag-int[],targetLock-bool,targetType-int[],homeAction-int[],homeAttRate-int,relyWeaponSubtype-int[],effectSelf-int[],skillIcon-string,hitEff-string,animRotate-int,skillAlertEffect-string,skillFlyerNum-int,accuEff-int,effectInit-int[],composeSkill-int[],costPropType-int[],maxAccuTime-int,itemCost-int[][],accuTab-string
0,0,0,0,0,,,280,24,0,1,0,1,0,0,0,0,ranged_RPG_reload,Skill_fertilize,playerroll,,400,1,-1, Bitki büyümesini artırmak için tek bir doz gübre uygulayın.,,2,0, Single Fertilization: Tek Gübreleme,,,1,0,,4,,,,,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,"15,17,416",,350,25,0,1,0,1,0,0,0,0,normal_gaozi,Skill_mine,ranged_RPG_attack4_audio,30,500,1,-1, Normal bir saldırıda düşmana karşı tek bir glaive kazma kullanın.,,2,0, Single Glaive Dig: Tek Glaive Kazma,"4,300,150,27000,0",CameraShakeGrade_1,1,0,1,"7,8",1000,6,,,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,"15,17,417",,350,26,0,1,0,1,0,0,0,0,normal_futou,Skill_chop,ranged_RPG_attack3_audio,23,500,1,-1, Normal bir saldırı olarak tek bir balta darbesiyle kesin.,,2,0, Single Axe Chop: Tek Balta Kesme,"4,300,150,27000,0",CameraShakeGrade_1,1,0,1,6,1000,5,,,skill_tree_hurt,,,,,,,,,,
1,0,1,0,0,"227,1,730","188,226",730,31,1,1,0,1,0,0,0,1,attack,,Dog_Attack,,1430,1,0, Bölgenizi korumak için korkusuz bir köpek dövüşü yapın.,300,2,0, Metal Mutt Melee: Metal Mutt Yakın Dövüşü,"4,300,200,12000,0",,1,0,1,,,,,,,,,,,,,,,,
1,0,1,0,0,"15,730","216,189",700,32,1,1,0,1,0,0,0,1,attack,,SKill_Pumpkin_attkar_rush,,1333,1,2000, Kabak Canavarı ile yakın dövüşte savaşın.,400,2,0, Pumpkin Fiend Melee: Kabak Canavarı Yakın Dövüşü,"4,300,200,12000,0",,1,0,1,,,,,,,,,,,,,,,,
1,0,1,0,0,"15,730","190,215",1100,33,1,1,0,1,0,0,0,1,attack,,Catus_Attack,,1660,1,0, Kaktüs Savaşçısı ile şiddetli bir yakın dövüşe girin.,450,2,0, Cactus Warrior Melee: Kaktüs Savaşçısı Yakın Dövüşü,"4,300,300,9000,0",,1,0,1,,,,,,,,,,,,,,,,
1,0,1,0,0,"15,730",,1000,34,1,1,0,1,0,0,0,1,attack,,Dryad_Attack,,1860,1,1000, Güçlü yakın dövüş saldırılarıyla Güçlü Dryad'a karşı savaşın.,,2,0, Big Dryad Melee: Büyük Dryad Yakın Dövüşü,"2,300,0",,1,0,1,,,,,,,,,,,,,,,,
1,0,0,0,0,"15,29,730",28,1000,35,1,1,0,1,0,0,0,1,attack,,Dryad_Attack,,1860,1,5000, Tehlikeli Wolf Kralı ile yakın mesafeden yüzleşirken korkusuz olun.,,2,0, Wolf King Melee: Kurt Kralı Yakın Dövüşü,"4,800,700,36000,0",CameraShakeGrade_2,1,0,1,,,,,,,,,,,,,,,,
1,0,0,0,0,"15,29,730",28,300,36,1,1,0,1,0,0,0,1,attack,,Dryad_Attack,,1860,1,10000, Wolf Kralı olarak güçlü bir şarj saldırısı gerçekleştirin.,,2,0, Wolf King Charges: Kurt Kralı Şarjı,"1,500,100,1,0",CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,,
1,0,0,0,0,"15,29,730",28,1000,37,1,1,0,1,0,0,0,1,attack,,Dryad_Attack,,1860,1,20000, Yakındaki düşmanları etkileyerek şok edici bir şekilde yere vurun.,,2,0, Wolf King Pounds Ground: Kurt Kralı Yere Vurur,"4,800,700,36000,0",CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,,
1,0,0,0,0,"15,29,730",28,0,38,1,1,0,1,0,0,0,1,attack,,Dryad_Attack,,1860,1,30000, Düşmanlarınıza korku salmak için korkunç bir uluma yapın.,,2,0, Wolf King Howls: Kurt Kralı Ulur,"2,750,0",CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,,
1,0,0,0,0,29,28,1860,39,1,1,0,1,0,0,0,1,attack,,Dryad_Attack,,1860,1,60000, Rakiplerinizi manevra kabiliyetiyle alt etmek için Wolf Kralı'nın Gölge Dansını sergileyin.,1000,2,0, Wolf King Yin Yue: Kurt Kralı Yin Yue,,CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,,
1,0,1,0,0,"15,730",,400,40,0,1,0,1,0,1,0,1,attack_far,,Skill_Pumpkin_atkar_Basic,,767,1,4000, Düşmanları uzakta tutmak için Kabak Adam'ın menzilli saldırısını kullanın.,2000,2,2, Pumpkin Man Remote: Kabak Adam Uzaktan,"2,200,0",,1,1,1,,,,,skill-icon-40,,0,top_down_bomb_1,1,,,,,,,
0,0,0,0,0,21,,1500,41,1,1,1,1,0,0,0,0,attack,,monsterattack,,2000,1,5000, Karakterinizin mevcut beceri yelpazesini test edin ve analiz edin.,500,,0, Skill Pool Test Skills: Beceri Havuzu Test Becerileri,"2,750,0",,1,0,1,,,,,,,,,,,,,,,,
0,0,0,0,0,,,0,42,0,1,0,1,0,0,0,0,,,,,100,1,-1, Pasif becerilerin etkinliğini değerlendirerek üstün strateji kullanın.,,1,0, Passive Skill Test: Pasif Beceri Testi,,,1,0,,,,,,,,,,,0,32,,,,,
0,0,0,0,0,,,0,43,0,1,0,1,0,0,0,0,,,,,100,1,-1, Çeşitli karakter güçlendirmelerinin biriktirme potansiyelini değerlendirin.,,1,0, Passive Skill Test: Pasif Beceri Testi,,,1,0,,,,,,,,,,,0,33,,,,,
0,0,0,0,0,,,0,44,0,1,0,1,0,0,0,0,,,,,100,1,-1, Baş dönmesine karşı direnç geliştirin ve olası savaş tuzaklarından kaçının.,,2,0, Buff Stack Test: Buff Yığınlama Testi,,,1,0,,,,,34,,,,,,0,,,,,,
0,0,0,0,0,23,,0,45,0,1,0,1,0,0,0,0,attack,,,,0,1,1000, Repertuarınızdaki kanla ilgili becerileri inceleyin ve optimize edin.,1,2,0, Dizziness Test: Baş Dönmesi Testi,,,1,0,1,,,,,,,,,,,,,,,,
0,0,0,0,0,36,,150,46,0,1,0,1,0,0,0,0,skill_sword_attack1,skill_sword_attack1,knife01,14,670,1,-1, Oyun sırasında koşma yeteneklerinizi geliştirin ve mükemmelleştirin.,45,2,0, Blood Skill Test: Kan Beceri Testi,"4,300,300,27000,0",,1,0,1,,,,,,,,,,,,,,,,
0,0,0,0,0,,"41,42",0,47,0,1,0,1,0,0,0,0,A-skill-chongci,,playerroll,,400,1,-1, Oyun sırasında koşma yeteneklerinizi pratik yaparak geliştirin.,,2,0, Sprint Skill Test: Hızlı Koşu Beceri Testi,"1,200,500,100,0",,1,0,1,,,,,,,,,,,,,,,,
0,0,0,0,0,,,0,48,0,1,0,1,0,0,0,0,,,,,0,1,-1," Elle yapılan bir saldırı, aynı zamanda kılıçla ilgili pasif becerileri etkinleştirebilir.",,1,0, Empty-Handed Attacks Trigger Sword Attack Passive: Boş Elle Yapılan Saldırılar Kılıç Saldırısı Pasifini Tetikler,,,1,0,,,,,,,,,,,,43,,,,,
0,0,0,0,0,,,180,49,0,1,0,1,0,0,0,0,skill_attack1,,Punch,,670,1,-1, Karakterinizin beceri setindeki bireysel yeteneklerin bir serisini geliştirin ve mükemmelleştirin.,,2,0, Continuous Individual Skill Test: Sürekli Bireysel Beceri Testi,"4,800,700,36000,0",,1,0,,,,,44,,,,,,,,,,,,
0,0,0,0,0,,,180,50,0,1,0,1,0,0,0,0,skill_attack1,,Punch,,670,1,-1, Grupla ilgili becerilerin bir dizisini test ederek takım çalışması ve işbirliği yeteneklerinizi geliştirin.,,2,0, Continuous Group Skill Test: Sürekli Grup Beceri Testi,"4,800,700,36000,0",,1,0,,,,,45,,,,,,,,,,,,
0,0,0,,0,,,,51,0,1,0,1,0,0,0,0,,,,,,1,-1, Savaşta ustalık kazanın ve savaş yeteneklerinizi çeşitli uzmanlık seviyelerinde genişletin.,,1,0, Lv 1 Combat Mastery: Savaş Ustalığı Seviye 1,,,1,0,,,,,,skill-icon-51,,,,,,46,,,,,
0,0,0,,0,,,,52,0,1,0,1,0,0,0,0,,,,,,1,-1, Savaşta ustalık kazanın ve savaş yeteneklerinizi çeşitli uzmanlık seviyelerinde genişletin.,,1,0, Lv 2 Combat Mastery: Savaş Ustalığı Seviye 2,,,1,0,,,,,,skill-icon-52,,,,,,47,,,,,
0,0,0,,0,,,,53,0,1,0,1,0,0,0,0,,,,,,1,-1, Savaşta ustalık kazanın ve savaş yeteneklerinizi çeşitli uzmanlık seviyelerinde genişletin.,,1,0, Lv 3 Combat Mastery: Savaş Ustalığı Seviye 3,,,1,0,,,,,,skill-icon-53,,,,,,48,,,,,
0,0,0,,0,,,,54,0,1,0,1,0,0,0,0,,,,,,1,-1, Savaşta ustalık kazanın ve savaş yeteneklerinizi çeşitli uzmanlık seviyelerinde genişletin.,,1,0, Lv 4 Combat Mastery: Savaş Ustalığı Seviye 4,,,1,0,,,,,,skill-icon-54,,,,,,49,,,,,
0,0,0,,0,,,,55,0,1,0,1,0,0,0,0,,,,,,1,-1, Savaşta ustalık kazanın ve savaş yeteneklerinizi çeşitli uzmanlık seviyelerinde genişletin.,,1,0, Lv 5 Combat Mastery: Savaş Ustalığı Seviye 5,,,1,0,,,,,,skill-icon-55,,,,,,50,,,,,
0,0,0,,0,,,,56,0,1,0,1,0,0,0,0,,,,,,1,-1, Savaşta ustalık kazanın ve savaş yeteneklerinizi çeşitli uzmanlık seviyelerinde genişletin.,,1,0, Lv 6 Combat Mastery: Savaş Ustalığı Seviye 6,,,1,0,,,,,,skill-icon-56,,,,,,51,,,,,
0,0,0,,0,,,,57,0,1,0,1,0,0,0,0,,,,,,1,-1, Savaşta ustalık kazanın ve savaş yeteneklerinizi çeşitli uzmanlık seviyelerinde genişletin.,,1,0, Lv 7 Combat Mastery: Savaş Ustalığı Seviye 7,,,1,0,,,,,,skill-icon-57,,,,,,52,,,,,
0,0,0,,0,,,,58,0,1,0,1,0,0,0,0,,,,,,1,-1, Savaşta ustalık kazanın ve savaş yeteneklerinizi çeşitli uzmanlık seviyelerinde genişletin.,,1,0, Lv 8 Combat Mastery: Savaş Ustalığı Seviye 8,,,1,0,,,,,,skill-icon-58,,,,,,53,,,,,
0,0,0,,0,,,,59,0,1,0,1,0,0,0,0,,,,,,1,-1, Savaşta ustalık kazanın ve savaş yeteneklerinizi çeşitli uzmanlık seviyelerinde genişletin.,,1,0, Lv 9 Combat Mastery: Savaş Ustalığı Seviye 9,,,1,0,,,,,,skill-icon-59,,,,,,54,,,,,
0,0,0,,0,,,,60,0,1,0,1,0,0,0,0,,,,,,1,-1, Savaşta yapılan bir kritik vuruşla hasar çıktınızı artırın.,,1,0, Lv 1 Combat Crit: Savaş Eleştiri Seviye 1,,,1,0,,,,,,skill-icon-60,,,,,,55,,,,,
0,0,0,,0,,,,61,0,1,0,1,0,0,0,0,,,,,,1,-1, Daha güçlü bir seviye 2 kritik vuruş kullanın.,,1,0, Lv 2 Combat Crit: Savaş Eleştiri Seviye 2,,,1,0,,,,,,skill-icon-61,,,,,,56,,,,,
0,0,0,,0,,,,62,0,1,0,1,0,0,0,0,,,,,,1,-1, Ölümcül bir seviye 3 kritik vuruş yapmayı ustalaşın.,,1,0, Lv 3 Combat Crit: Savaş Eleştiri Seviye 3,,,1,0,,,,,,skill-icon-62,,,,,,57,,,,,
0,0,0,0,0,"58,238",22,350,63,0,1,0,1,0,0,0,0,A-skill-zhanzhengjianta,Skill_warTrampling,Skill_trampling,,665,1,5000, Belirli bir mesafedeki düşmanları baş döndürün.,0,2,0, Trampling: Ezme,"2,200,0",WarTrampling,1,0,1,,,"1,2,3",,skill-icon-63,,,,,,,,,,,
0,0,0,0,0,"495,238,386,227","483,22",350,64,0,1,0,1,0,0,0,0,A-skill-zhanzhengjianta,Skill_warTrampling_3,Skill_trampling,,665,1,8000," Yetenek serbest bırakma sırasında belirli bir mesafedeki düşmanları baş döndürün, vuramazlar.",0,2,0, War Trampling: Savaş Ezmesi,"2,300,0",WarTrampling,1,0,1,,,"1,2,3",,skill-icon-64,,,,,,,,,,,
0,0,0,0,0,"457,445,388",22,550,65,0,1,0,1,0,0,0,0,A-chuisanlianji-2-NEW,Skill_Sweeping,Skill_Swepping,,1000,1,5000, Önünüzdeki geniş bir düşman alanını yenin ve geçici olarak baş dönmesine neden olun.,0,2,0, Sweeping: Süpürme,"4,300,300,27000,0",WarTrampling,1,0,1,,,"1,2,3",,skill-icon-65,,,,,,,,,,,
0,0,0,,0,,,,66,0,1,0,1,0,0,0,0,,,,,,1,-1," %1 şansla çift mahsul elde edin, ekipmanı 1. seviyeye yükseltin.",,1,0, Lv 1 Farmers Mastery: Çiftçilik Ustalığı Seviye 1,,,1,0,,,,,,skill-icon-66,,,,,,"240,242,245,249",,,,,
0,0,0,,0,,,,67,0,1,0,1,0,0,0,0,,,,,,1,-1," %2 şansla çift mahsul elde edin, ekipmanı 2. seviyeye yükseltin.",,1,0, Lv 2 Farmers Mastery: Çiftçilik Ustalığı Seviye 2,,,1,0,,,,,,skill-icon-67,,,,,,"243,242,246,249",,,,,
0,0,0,,0,,,,68,0,1,0,1,0,0,0,0,,,,,,1,-1,"%3 şansla çift ürün, 2. seviye ürünler ve 3. seviye ekipman elde etme şansı.",,1,0,Lv 3 Çiftçilik Ustalığı,,,1,0,,,,,,skill-icon-68,,,,,,"244,242,247,249",,,,,
0,0,0,,0,,,,69,0,1,0,1,0,0,0,0,,,,,,1,-1," %4 şansla çift ürün, ekipmanı 4. seviyeye yükseltme.",,1,0, Lv 4 Çiftçilik Ustalığı,,,1,0,,,,,,skill-icon-69,,,,,,"250,242,253,249",,,,,
0,0,0,,0,,,,70,0,1,0,1,0,0,0,0,,,,,,1,-1," %5 şansla çift ürün, ekipmanı 5. seviyeye yükseltme.",,1,0, Lv 5 Çiftçilik Ustalığı,,,1,0,,,,,,skill-icon-70,,,,,,"251,242,254,249",,,,,
0,0,0,,0,,,,71,0,1,0,1,0,0,0,0,,,,,,1,-1," %6 şansla çift ürün, 3. seviye ürünler ve ekipmanı 6. seviyeye yükseltme.",,1,0, Lv 6 Çiftçilik Ustalığı,,,1,0,,,,,,skill-icon-71,,,,,,"252,242,255,249",,,,,
0,0,0,,0,,,,72,0,1,0,1,0,0,0,0,,,,,,1,-1," %7 şansla çift ürün, ekipmanı 7. seviyeye yükseltme.",,1,0, Lv 7 Çiftçilik Ustalığı,,,1,0,,,,,,skill-icon-72,,,,,,"242,249,271,274",,,,,
0,0,0,,0,,,,73,0,1,0,1,0,0,0,0,,,,,,1,-1," %8 şansla çift ürün, ekipmanı 8. seviyeye yükseltme.",,1,0, Lv 8 Çiftçilik Ustalığı,,,1,0,,,,,,skill-icon-73,,,,,,"242,249,272,275",,,,,
0,0,0,,0,,,,74,0,1,0,1,0,0,0,0,,,,,,1,-1," %9 şansla çift ürün, 4. seviye ürünler ve ekipmanı 9. seviyeye yükseltme.",,1,0, Lv 9 Çiftçilik Ustalığı,,,1,0,,,,,,skill-icon-74,,,,,,"242,249,273,276",,,,,
0,0,0,,0,,,,75,0,1,0,1,0,0,0,0,,,,,,1,-1, Çapa sallama hızını %10 hızlandır.,,1,0, Lv 1 Çapa Uzmanı,,,1,0,,,,,,skill-icon-75,,,,,,72,,,,,
0,0,0,,0,,,,76,0,1,0,1,0,0,0,0,,,,,,1,-1, Çapa sallama hızını %20 hızlandır.,,1,0, Lv 2 Çapa Uzmanı,,,1,0,,,,,,skill-icon-76,,,,,,73,,,,,
0,0,0,,0,,,,77,0,1,0,1,0,0,0,0,,,,,,1,-1, Çapa sallama hızını %30 hızlandır.,,1,0, Lv 3 Çapa Uzmanı,,,1,0,,,,,,skill-icon-77,,,,,,74,,,,,
0,0,0,,0,,,,78,0,1,0,1,0,0,0,0,,Skill_watering,ranged_RPG_attack5_audio,,,1,-1, Sulama ile ürün nemini %5 artır.,,1,0, Lv 1 Sulama Uzmanı,,,1,0,,,,,,skill-icon-78,,,,,,75,,,,,
0,0,0,,0,,,,79,0,1,0,1,0,0,0,0,,Skill_watering,ranged_RPG_attack5_audio,,,1,-1, Senin sulamanla ürün nemini %10 artır.,,1,0, Lv 2 Sulama Uzmanı,,,1,0,,,,,,skill-icon-79,,,,,,76,,,,,
0,0,0,,0,,,,80,0,1,0,1,0,0,0,0,,Skill_watering,ranged_RPG_attack5_audio,,,1,-1, Senin sulamanla ürün nemini %15 artır.,,1,0, Lv 3 Sulama Uzmanı,,,1,0,,,,,,skill-icon-80,,,,,,77,,,,,
0,0,0,,0,,,,81,0,1,0,1,0,0,0,0,,,,,,1,-1," Çift kaynak olasılığı +%1, ekipman seviyesi +1.",,1,0, Lv 1 Toplama Ustalığı,,,1,0,,,,,,skill-icon-81,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,82,0,1,0,1,0,0,0,0,,,,,,1,-1," Çift kaynak olasılığı +%1, ekipman seviyesi +2.",,1,0, Lv 2 Toplama Ustalığı,,,1,0,,,,,,skill-icon-82,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,83,0,1,0,1,0,0,0,0,,,,,,1,-1," Çift kaynak toplama +%1, seviye 2'de daha verimli, seviye 3'e yükselt.",,1,0, Lv 3 Toplama Ustalığı,,,1,0,,,,,,skill-icon-83,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,84,0,1,0,1,0,0,0,0,,,,,,1,-1," Çift kaynak toplama +%1, ekipman seviyesi 4'e yükselt.",,1,0, Lv 4 Toplama Ustalığı,,,1,0,,,,,,skill-icon-84,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,85,0,1,0,1,0,0,0,0,,,,,,1,-1," Çift kaynak toplama +%1, ekipman seviyesi +5.",,1,0, Lv 5 Toplama Ustalığı,,,1,0,,,,,,skill-icon-85,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,86,0,1,0,1,0,0,0,0,,,,,,1,-1," Çift kaynak toplama +%1, verimli seviye 3 toplama, ekipman seviyesi 6'ya yükselt.",,1,0, Lv 6 Toplama Ustalığı,,,1,0,,,,,,skill-icon-86,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,87,0,1,0,1,0,0,0,0,,,,,,1,-1," Çift kaynak olasılığı +%1, ekipman seviyesi 7'ye yükselt.",,1,0, Lv 7 Toplama Ustalığı,,,1,0,,,,,,skill-icon-87,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,88,0,1,0,1,0,0,0,0,,,,,,1,-1," Çift kaynak toplama +%1, ekipman seviyesi 8'e yükselt.",,1,0, Lv 8 Toplama Ustalığı,,,1,0,,,,,,skill-icon-88,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,89,0,1,0,1,0,0,0,0,,,,,,1,-1," Çift kaynak toplama +%1, verimli toplama 4. seviye, ekipman seviyesi +9.",,1,0, Lv 9 Toplama Ustalığı,,,1,0,,,,,,skill-icon-89,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,90,0,1,0,1,0,0,0,0,,,,,,1,-1, Balta sallama hızını %10 hızlandır.,,1,0, Lv 1 Balta Ustalığı,,,1,0,,,,,,skill-icon-90,,,,,,90,,,,,
0,0,0,,0,,,,91,0,1,0,1,0,0,0,0,,,,,,1,-1, Balta sallama hızını %20 hızlandır.,,1,0, Lv 2 Balta Ustalığı,,,1,0,,,,,,skill-icon-91,,,,,,91,,,,,
0,0,0,,0,,,,92,0,1,0,1,0,0,0,0,,,,,,1,-1, Balta sallama hızını %30 hızlandır.,,1,0, Lv 3 Balta Ustalığı,,,1,0,,,,,,skill-icon-92,,,,,,92,,,,,
0,0,0,,0,,,,93,0,1,0,1,0,0,0,0,,,,,,1,-1, Ağaç kesme kritik vuruş oranını %5 artır.,,1,0, Lv 1 Ağaç Kesme Becerileri,,,1,0,,,,,,skill-icon-93,,,,,,93,,,,,
0,0,0,,0,,,,94,0,1,0,1,0,0,0,0,,,,,,1,-1, Ağaç kesme kritik vuruş oranında %10 artış.,,1,0, Lv 2 Ağaç Kesme Becerileri,,,1,0,,,,,,skill-icon-94,,,,,,94,,,,,
0,0,0,,0,,,,95,0,1,0,1,0,0,0,0,,,,,,1,-1, Ağaç kesme kritik vuruş oranında %15 artış.,,1,0, Lv 3 Ağaç Kesme Becerileri,,,1,0,,,,,,skill-icon-95,,,,,,95,,,,,
0,0,0,0,0,,,0,30,0,1,1,1,1,0,0,0,A-fumo-NEW,Skill_touch,A-fumo-NEW_audio,,0,1,-1, Optimal sonuçlar için tek dokunuş yöntemini kullan.,,2,0, Tek Dokunuş,,,1,0,,10,1000,9,,,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,,,330,29,0,1,1,1,1,0,0,0,A-jinai-NEW,Skill_milking,playerroll,,400,1,-1, Bir el sıkışmasıyla ustaca bir inek sağ.,,2,0, Tek Sağım,,,1,0,,12,1000,11,,,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,,,330,28,0,1,1,1,1,0,0,0,A-jianmao-NEW,Skill_cutting,A-jianmao-NEW_audio,,400,1,-1, Tek hareketle hassas ve temiz bir saç kesimi yap.,,2,0, Tek Saç Kesimi,,,1,0,,11,1000,10,,,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,,,280,27,0,1,0,1,0,0,0,0,A-bozhong-NEW,Skill_feeding,playerroll,,400,1,-1, Hayvanları ihtiyaçlarına göre ayrı ayrı besle.,,2,0, Bireysel Besleme,"4,300,150,27000,0",,1,0,,9,,,,,,,,,,,,,,,
1,0,0,,0,"1,730","191,217",667,96,1,1,0,1,0,0,0,0,attack,,Skill_Bee_attack,,1000,1,3000, Arı saldırısı.,450,2,0, Arı Saldırısı,"4,300,200,12000,0",CameraShakeGrade_1,1,0,1,,,,,,,,,,,,,,,,
0,0,0,0,0,,,200,97,0,1,0,1,0,0,0,0,A-bozhong-NEW,Skill_seeding_2,A-bozhong-NEW_audio,,660,1,-1, Daha iyi ekim sonuçları için ekim becerilerini geliştir.,,2,0, Ekim Becerileri,,,1,0,,2,,,,skill-icon-97,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,,,200,98,0,1,0,1,0,0,0,0,A-bozhong-NEW,Skill_fertilize_2,playerroll,,660,1,-1, Daha sağlıklı bitkiler için gübreleme sanatını ustalaştır.,,2,0, Gübreleme Becerisi,,,1,0,,4,,,,skill-icon-98,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,419,,300,99,0,1,1,1,1,0,0,0,A1-jiaoguan-NEW,Skill_watering_2,ranged_RPG_attack5_audio,,660,1,15000, Alan sulama becerisi.,,2,0, Lv 1 Grup Sulama,"2,100,0",,1,0,1,3,700,8,,skill-icon-99,skill_rock_hurt,,,,,,,,,,
