desc-string,duration-int,effectType-int,id-int,isRepeat-bool,maxLayer-int,parameters-int[],showBuffIcon-bool,buffIcon-string,parameters2-int[][],effectInterval-int,effectFlag-int[],effectImmuneFlag-int[],entityEffect-string
 Çift kaynak toplama olasılığı +1% ,-1,7,82,0,20,,0,,"27,1,10;34,1,10",,,,
 Çift kaynak toplama olasılığı +1% ,-1,7,83,0,20,,0,,"27,1,10;34,1,10",,,,
 Çift kaynak toplama olasılığı +1% ,-1,7,84,0,20,,0,,"27,1,10;34,1,10",,,,
 Çift kaynak toplama olasılığı +1% ,-1,7,85,0,20,,0,,"27,1,10;34,1,10",,,,
 Daha yüksek kaynakları toplamak için seviyeyi artırın ,-1,7,86,0,20,,0,,"27,1,10;34,1,10",,,,
 Daha yüksek kaynakları toplamak için seviyeyi artırın ,-1,7,87,0,1,,0,,"28,1,1;35,1,1",,,,
 Daha yüksek kaynakları toplamak için seviyeyi artırın ,-1,7,88,0,1,,0,,"28,1,1;35,1,1",,,,
 Balta sallama hızını %10 artırın ,-1,7,89,0,1,,0,,"28,1,1;35,1,1",,,,
 Balta sallama hızını %20 artırın ,-1,7,90,0,1,,0,,"23,1,100",,,,
 Balta sallama hızını %30 artırın ,-1,7,91,0,1,,0,,"23,1,200",,,,
 Ağaç kesme için eleştiri şansı +5% ,-1,7,92,0,1,,0,,"23,1,300",,,,
 Ağaç kesme kritik vuruş oranında %10 artış ,-1,7,93,0,1,,0,,"24,1,50",,,,
 Ağaç kesme kritik vuruş oranında %15 artış ,-1,7,94,0,1,,0,,"24,1,100",,,,
 Tohum elde etme olasılığı %5 artar ,-1,7,95,0,1,,0,,"24,1,150",,,,
 Tohum elde etme olasılığı %10 artar ,-1,7,96,0,1,,0,,"41,1,50",,,,
 Tohum elde etme olasılığı %15 artar ,-1,7,97,0,1,,0,,"41,1,100",,,,
 Ekstra ev hızı +10% ,-1,7,98,0,1,,0,,"41,1,150",,,,
 Ekstra ev hızı +20% ,-1,7,99,0,1,,0,,"8,1,100",,,,
 Ekstra ev hızı +30% ,-1,7,100,0,1,,0,,"8,1,200",,,,
 Canavarlara karşı eleştiri hasarını %10 artırın ,-1,7,101,0,1,,0,,"8,1,300",,,,
 Canavarlara karşı eleştiri hasarını %20 artırın ,-1,7,102,0,1,,0,,"20,1,100",,,,
 Canavarlara karşı eleştiri hasarını %30 artırın ,-1,7,103,0,1,,0,,"20,1,200",,,,
 Savaşta alınan hasar %1 artar ,-1,7,104,0,1,,0,,"20,1,300",,,,
 Savaşta alınan hasar %2 artar ,5000,7,105,0,5,,1,buff-icon-105,"18,1,10",,,,
 Savaşta alınan hasar %3 artar ,5000,7,106,0,5,,1,buff-icon-106,"18,1,20",,,,
 Sprint becerisi öncesi yer değiştirme ,5000,7,107,0,5,,1,buff-icon-107,"18,1,30",,,,
 Sprint becerisi geri itme mesafesi ,200,2,108,0,,"500,0,1",0,,,,,,
 Sprint becerisi 1 hasar ,200,3,109,0,1,250,0,,,,,,
 Sprint becerisi 2 hasar ,0,1,110,0,,"500,1,2",0,,,,,,
 Sprint becerisi 3 hasar ,0,1,111,0,,"1000,1,2",0,,,,,,
 Sprint becerisi 1 ,0,1,112,0,,"1500,1,2",0,,,,,,
 Sprint becerisi 2 ,300,10,113,0,,"110,109,445",0,,,100,,,
 Sprint becerisi 3 ,300,10,114,0,,"109,111,445",0,,,100,,,
" Hasar yok, daha fazla hasar Lv 1 ",300,10,115,0,,"109,112,445",0,,,100,,,
" Hasar yok, daha fazla hasar Lv 2 ",-1,14,116,0,1,20000,1,buff-icon-116,"21,1,100",,,,
" Hasar yok, daha fazla hasar Lv 3 ",-1,14,117,0,1,10000,1,buff-icon-117,"21,1,100",,,,
 Hızı %10 artırın ,-1,14,118,0,1,5000,1,buff-icon-118,"21,1,100",,,,
 Hızı %20 artırın ,-1,7,119,0,1,,0,,"7,2,100",,,,
 Hızı %30 artırın ,-1,7,120,0,1,,0,,"7,2,200",,,,
 Kaçınma %2 artar ,-1,7,121,0,1,,0,,"7,2,300",,,,
 Kaçınma %4 artar ,-1,7,122,0,1,,0,,"17,4,20",,,,
 Kaçınma %6 artar ,-1,7,123,0,1,,0,,"17,4,40",,,,
 Kan Öfkesi Lv 1 ,-1,7,124,0,1,,0,,"17,4,60",,,,
 Kan Öfkesi Lv 2 ,-1,13,125,0,1,,1,buff-icon-125,"21,1,1",,,,
 Kan Öfkesi Lv 3 ,-1,13,126,0,1,,1,buff-icon-126,"21,1,3",,,,
 Kanama Lv 1 ,-1,13,127,0,1,,1,buff-icon-127,"21,1,5",,,,
 Kanama Lv 2 ,5500,9,128,0,5,"10,1",1,buff-icon-128,,500,,,
 Kanama Lv 3,5500,9,129,0,5,"10,1",1,buff-icon-129,,500,,,
Kanama Seviyesi 3 ,5500,9,130,0,5,"10,1",1,buff-icon-130,,500,,,
 Saldırı hızı 1 ,-1,7,131,0,1,,0,,"14,1,50",,,,
 Saldırı hızı 2 ,-1,7,132,0,1,,0,,"14,1,100",,,,
 Saldırı hızı 3 ,-1,7,133,0,1,,0,,"14,1,150",,,,
 Saldırı ile tetiklenen ekstra saldırı 1 ,-1,11,134,0,1,,0,,"14,15,16,17,18,19,202,203,204;1,50,65",,,,
 Saldırı ile tetiklenen ekstra saldırı 2 ,-1,11,135,0,1,,0,,"14,15,16,17,18,19,202,203,204;1,100,65",,,,
 Saldırı ile tetiklenen ekstra saldırı 3 ,-1,11,136,0,1,,0,,"14,15,16,17,18,19,202,203,204;1,150,65",,,,
 Kılıç dansı 1 ,1000,12,137,0,1,,0,,"1,10;227,385",200,,,
 Kılıç dansı hasarı ,0,1,138,0,,"750,1,2",0,,,,,,
 Kılıç dansı 2 ,1000,12,139,0,1,,0,,"1,10;227,385",150,,,
 Kılıç dansı 3 ,2000,12,140,0,1,,0,,"1,10;227,385",250,,,Skill_Saiyan
 Balta hızlandırma 1 ,-1,7,141,0,1,,0,,"23,1,100",,,,
 Balta hızlandırma 2 ,-1,7,142,0,1,,0,,"23,1,200",,,,
 Balta hızlandırma 3 ,-1,7,143,0,1,,0,,"23,1,300",,,,
 Ağaç eleştiri 1 ,-1,7,144,0,1,,0,,"24,1,50",,,,
 Ağaç eleştiri 2 ,-1,7,145,0,1,,0,,"24,1,100",,,,
 Ağaç eleştiri 3 ,-1,7,146,0,1,,0,,"24,1,150",,,,
 Odun ikiye katlanır 1 ,-1,7,147,0,1,,0,,"27,1,30",,,,
 Odun ikiye katlanır 2 ,-1,7,148,0,1,,0,,"27,1,60",,,,
 Odun ikiye katlanır 3 ,-1,7,149,0,1,,0,,"27,1,90",,,,
 Ağaç kesme hasarı 1 ,-1,7,150,0,1,,0,,"26,1,100",,,,
 Ağaç kesme hasarı 2 ,-1,7,151,0,1,,0,,"26,1,200",,,,
 Ağaç kesme hasarı 3 ,-1,7,152,0,1,,0,,"26,1,300",,,,
 Taş hasarı 1 ,-1,7,153,0,1,,0,,"33,1,100",,,,
 Taş hasarı 2 ,-1,7,154,0,1,,0,,"33,1,200",,,,
 Taş hasarı 3 ,-1,7,155,0,1,,0,,"33,1,300",,,,
 Kazma hızı 1 ,-1,7,156,0,1,,0,,"30,1,100",,,,
 Kazma hızı 2 ,-1,7,157,0,1,,0,,"30,1,200",,,,
 Kazma hızı 3 ,-1,7,158,0,1,,0,,"30,1,300",,,,
 Taş ikiye katlanır 1 ,-1,7,159,0,1,,0,,"34,1,30",,,,
 Taş ikiye katlanır 2 ,-1,7,160,0,1,,0,,"34,1,60",,,,
 Taş ikiye katlanır 3 ,-1,7,161,0,1,,0,,"34,1,90",,,,
 Taş eleştiri 1 ,-1,7,162,0,1,,0,,"31,1,50",,,,
 Taş eleştiri 2 ,-1,7,163,0,1,,0,,"31,1,100",,,,
 Taş eleştiri 3 ,-1,7,164,0,1,,0,,"31,1,150",,,,
 Hook Canavarı Yakalama ,0,16,176,0,1,,0,,,,,,
 Yakalama isabeti ,0,17,177,0,1,,0,,,,,,
 Artan hasar 1 ,-1,15,181,0,1,,1,buff-icon-181,"17,1,3,105;18,1,3,105;19,1,3,105",,,,
 Artan hasar 2 ,-1,15,182,0,1,,1,buff-icon-182,"17,1,3,106;18,1,3,106;19,1,3,106",,,,
 Artan hasar 3 ,-1,15,183,0,1,,1,buff-icon-183,"17,1,3,107;18,1,3,107;19,1,3,107",,,,
 Yırtık yara 1 ,-1,15,184,0,1,,0,buff-icon-184,"17,1,3,128;18,1,3,128;19,1,3,128;205,1,3,128;344,1,3,128;345,1,3,128;202,1,3,128;203,1,3,128;204,1,3,128",,,,
 Yırtık yara 2 ,-1,15,185,0,1,,1,buff-icon-185,"17,1,3,129;18,1,3,129;19,1,3,129;205,1,3,129;344,1,3,129;345,1,3,129;202,1,3,129;203,1,3,129;204,1,3,129",,,,
 Yırtık yara 3 ,-1,15,186,0,1,,1,buff-icon-186,"17,1,3,130;18,1,3,130;19,1,3,130;205,1,3,130;344,1,3,130;345,1,3,130;202,1,3,130;203,1,3,130;204,1,3,130",,,,
 İkincil saldırı iksiri ,60000,7,187,0,1,,1,buff-icon-187,"13,1,20",,,,
 Metal Köpek Ön-animasyon Hiper Zırhı ,730,5,188,0,10,,0,buff-icon-188,,,,,
 Kabak Canavarı Ön-animasyon Hiper Zırhı ,1300,5,189,0,10,,0,buff-icon-189,,,,,
 Kaktüs Savaşçısı Ön-animasyon Hiper Zırhı ,1100,5,190,0,10,,0,buff-icon-190,,,,,
 Kristal Aslan Hiper Zırhı ,416,5,191,0,10,,0,buff-icon-191,,,,,
 Kristal Kertenkele Hiper Zırhı ,400,5,192,0,10,,0,buff-icon-192,,,,,
 Kristal Sırtlı Canavar Hiper Zırhı,300,5,193,0,10,,0,buff-icon-193,,,,,
İkincil hız iksiri ,60000,7,194,0,1,,1,buff-icon-194,"7,1,80",,,,
 İkincil krit iksiri ,60000,7,195,0,1,,1,buff-icon-195,"19,1,30",,,,
 İkincil can iksiri ,60000,7,196,0,1,,1,buff-icon-196,"11,1,80",,,,
 İkincil savunma iksiri ,60000,7,197,0,1,,1,buff-icon-197,"15,1,5",,,,
 Saldırı iksiri ,60000,7,198,0,1,,1,buff-icon-198,"13,1,30",,,,
 Hareket hızı iksiri ,60000,7,199,0,1,,1,buff-icon-199,"7,1,120",,,,
 Kritik vuruş iksiri ,60000,7,200,0,1,,1,buff-icon-200,"19,1,60",,,,
 Can iksiri ,60000,7,201,0,1,,1,buff-icon-201,"11,1,120",,,,
 Savunma iksiri ,60000,7,202,0,1,,1,buff-icon-202,"15,1,10",,,,
 Kristal saldırı iksiri ,60000,7,203,0,1,,1,buff-icon-203,"13,1,40",,,,
 Kristal hız iksiri ,60000,7,204,0,1,,1,buff-icon-204,"7,1,160",,,,
 Kristal krit iksiri ,60000,7,205,0,1,,1,buff-icon-205,"19,1,90",,,,
 Kristal can iksiri ,60000,7,206,0,1,,1,buff-icon-206,"11,1,160",,,,
 Kristal savunma iksiri ,60000,7,207,0,1,,1,buff-icon-207,"15,1,15",,,,
 İkincil iyileştirme iksiri ,0,7,208,0,1,,0,,"10,1,80",,,,
 Tedavi iksiri ,0,7,209,0,1,,0,,"10,1,160",,,,
 Kristal terapi iksiri ,0,7,210,0,1,,0,,"10,1,240",,,,
 İkincil can iksiri - iyileştirme ,0,7,211,0,1,,0,,"10,1,80",,,,
 Can iksiri - iyileştirme ,0,7,212,0,1,,0,,"10,1,120",,,,
 Kristal can iksiri - iyileştirme ,0,7,213,0,1,,0,,"10,1,160",,,,
 Arama yer değiştirme etkisi (küçük) ,150,6,214,0,1,"80,200,0,1,1",0,,,,,,
 Kaktüs Savaşçısı Düşman Tespiti ve Yer Değiştirme ,1100,6,215,0,1,"100,250,900,1,1",0,,,,,,
 Kabak Canavarı Düşman Tespiti ve Yer Değiştirme ,600,6,216,0,1,"100,150,450,1,1",0,,,,,,
 Vızıldayan Arkadaş Düşman Tespiti ve Yer Değiştirme ,416,6,217,0,1,"150,250,300,1,1",0,,,,,,
 Kaos Hayaleti Düşman Tespiti ve Yer Değiştirme ,500,6,218,0,1,"100,200,400,1,1",0,,,,,,
 Kızıl Diş Düşman Tespiti ve Yer Değiştirme ,950,6,219,0,1,"150,400,750,1,1",0,,,,,,
 Buzlu Pati Düşman Tespiti ve Yer Değiştirme ,650,6,220,0,1,"100,150,300,1,1",0,,,,,,
 Kaos Hayaleti Hiper Zırhı ,500,5,221,0,10,,0,buff-icon-221,,,,,
 Kızıl Diş Hiper Zırhı ,1000,5,222,0,10,,0,buff-icon-222,,,,,
 Buzlu Pati Hiper Zırhı ,800,5,223,0,10,,0,buff-icon-223,,,,,
 Metal Köpek Düşman Tespiti ve Yer Değiştirme ,550,6,226,0,1,"100,150,300,1,1",0,,,,,,
 Ağır Darbe Hasar Etkisi Topu ,5000,7,227,0,10,,0,buff-icon-227,"15,2,0",,,,
 Yakın Saldırı Türü Canavar Genel Güçlü Buff ,10000,7,228,0,1,,0,buff-icon-228,"13,2,75",,,,Skill_phaseStrengthen_Atk
 Metal Köpek Yetenek Etkisini Değiştirme ,-1,15,229,0,1,,0,,"31,1,3,11;179,1,3,11",,,,
 Metal Köpek Ekstra Saldırı ,-1,11,230,0,1,,0,,"31,179;1,500,179",,,,
 Yakın Saldırı Türü Canavar Genel Zayıflık Buff ,10000,7,231,0,1,,0,buff-icon-231,"13,2,-200;14,2,-500",,,,Skill_phaseWeaken_Atk
 Savunma Türü Canavar Genel Güçlü Buff ,10000,7,232,0,1,,0,buff-icon-232,"15,2,100",,,,Skill_phaseStrengthen_Def
 Savunma Türü Canavar Genel Zayıflık Buff ,10000,7,233,0,1,,0,buff-icon-233,"15,2,-200",,,,Skill_phaseWeaken_Def
 Çevik Tür Canavar Genel Güçlü Buff ,10000,7,234,0,1,,0,buff-icon-234,"14,2,500",,,,Skill_phaseStrengthen_Ranged
 Çevik Tür Canavar Genel Zayıflık Buff ,10000,7,235,0,1,,0,buff-icon-235,"7,2,-500;14,2,-500",,,,Skill_phaseWeaken_Flex
 Ağır Darbe Yer Değiştirme Düşman Tespiti ,400,6,236,0,1,"150,200,200,1,1",0,,,,,,
 Genel Baş Dönmesi 1s ,1000,8,238,0,1,,1,buff-icon-238,,,,,
 Çevik Tür Canavar Genel Güçlü Tespiti ,6000,14,237,0,3,3000,0,buff-icon-237,"7,2,500",,,,
 Geriye İtiş - Hafif ,100,3,239,0,1,30,0,,,,,,
 Tek Toprak Gübresi Özelliği Artışı - 4 ,-1,7,240,0,10,,0,,"43,1,1",,,,
 Maksimum Verimlilik Özelliği Artışı - 400 ,-1,7,241,0,10,,0,,"44,1,100",,,,
 Mahsul Yetkinliği Özelliği Artışı - 4 ,-1,7,242,0,20,,0,,"49,1,4",,,,
 Tek Toprak Gübresi Özelliği Artışı - 3 ,-1,7,243,0,10,,0,,"43,1,1",,,,
 Tek Pet Mutluluk Özelliği Artışı - 4,-1,7,244,0,10,,0,,"43,1,1",,,,
Tek Evcil Mutluluk Özelliği Artışı - 4,-1,7,245,0,10,,0,,"46,1,1",,,,
Tek Evcil Mutluluk Özelliği Artışı - 3 ,-1,7,246,0,10,,0,,"46,1,1",,,,
Tek Evcil Mutluluk Özelliği Artışı - 3 ,-1,7,247,0,10,,0,,"46,1,1",,,,
Maksimum Mutluluk Özelliği Artışı - 100 ,-1,7,248,0,10,,0,,"47,1,25",,,,
Yetkinlik Özelliği Artışı - 4 ,-1,7,249,0,20,,0,,"50,1,4",,,,
Tek Toprak Gübresi Özelliği Artışı - 3 ,-1,7,250,0,20,,0,,"43,1,1",,,,
Tek Toprak Gübresi Özelliği Artışı - 2 ,-1,7,251,0,20,,0,,"43,1,1",,,,
Tek Toprak Gübresi Özelliği Artışı - 2 ,-1,7,252,0,20,,0,,"43,1,1",,,,
Tek Evcil Mutluluk Özelliği Artışı - 3 ,-1,7,253,0,20,,0,,"46,1,1",,,,
Tek Evcil Mutluluk Özelliği Artışı - 2 ,-1,7,254,0,20,,0,,"46,1,1",,,,
Tek Evcil Mutluluk Özelliği Artışı - 2 ,-1,7,255,0,20,,0,,"46,1,1",,,,
Maksimum Verimlilik Özelliği Artışı - 200 ,-1,7,256,0,20,,0,,"44,1,100",,,,
Mahsul Yetkinlik Özelliği Artışı - 4 ,-1,7,257,0,20,,0,,"49,1,4",,,,
Saldırı Gücü Özelliği Artışı - 20 ,-1,7,262,0,20,,0,,"13,1,5",,,,
Savunma Gücü Özelliği Artışı - 15 ,-1,7,263,0,20,,0,,"15,1,5",,,,
Sağlık Puanları Özelliği Artışı - 50 ,-1,7,264,0,20,,0,,"11,1,20",,,,
Özellik Değişikliği (136 Toplama Ana Dal - 1 Çimen Kesme Saldırı Gücü 20) ,-1,7,265,0,20,,0,,"51,1,5",,,,
Özellik Değişikliği (137 Toplama Ana Dal - 1 Çimen Hasat Yetkinliği 27) ,-1,7,266,0,20,,0,,"54,1,5",,,,
Özellik Değişikliği (138 Toplama Ana Dal - 1 Ağaç Kesme Saldırı Gücü 20) ,-1,7,267,0,20,,0,,"22,1,5",,,,
Özellik Değişikliği (139 Toplama Ana Dal - 1 Ağaç Kesme Yetkinliği 27) ,-1,7,268,0,20,,0,,"55,1,5",,,,
Özellik Değişikliği (140 Toplama Ana Dal - 1 Maden Madenciliği Saldırı Gücü 20) ,-1,7,269,0,20,,0,,"29,1,5",,,,
Özellik Değişikliği (141 Toplama Ana Dal - 1 Maden Yetkinliği 27) ,-1,7,270,0,20,,0,,"56,1,5",,,,
Tek Toprak Verimlilik Özelliği Artışı - 2 ,-1,7,271,0,20,,0,,"43,1,1",,,,
Tek Toprak Verimlilik Özelliği Artışı - 2 ,-1,7,272,0,20,,0,,"43,1,1",,,,
Tek Toprak Verimlilik Özelliği Artışı - 2 ,-1,7,273,0,20,,0,,"43,1,1",,,,
Tek Evcil Mutluluk Özelliği Artışı - 2 ,-1,7,274,0,20,,0,,"46,1,1",,,,
Tek Evcil Mutluluk Özelliği Artışı - 2 ,-1,7,275,0,20,,0,,"46,1,1",,,,
Tek Evcil Mutluluk Özelliği Artışı - 2 ,-1,7,276,0,20,,0,,"46,1,1",,,,
Toplama Ustalığı ,-1,7,277,0,20,,0,,"51,1,5",,,,
Toplama Ustalığı ,-1,7,278,0,20,,0,,"51,1,5",,,,
Toplama Ustalığı ,-1,7,279,0,20,,0,,"51,1,5",,,,
Toplama Ustalığı ,-1,7,280,0,20,,0,,"51,1,5",,,,
Toplama Ustalığı ,-1,7,281,0,20,,0,,"51,1,5",,,,
Toplama Ustalığı ,-1,7,282,0,20,,0,,"51,1,5",,,,
Toplama Ustalığı ,-1,7,283,0,20,,0,,"51,1,5",,,,
Toplama Ustalığı ,-1,7,284,0,20,,0,,"51,1,5",,,,
Toplama Ustalığı ,-1,7,285,0,20,,0,,"51,1,5",,,,
Toplama Ustalığı ,-1,7,286,0,20,,0,,"54,1,5",,,,
Toplama Ustalığı ,-1,7,287,0,20,,0,,"54,1,5",,,,
Toplama Ustalığı ,-1,7,288,0,20,,0,,"54,1,5",,,,
Toplama Ustalığı ,-1,7,289,0,20,,0,,"54,1,5",,,,
Toplama Ustalığı ,-1,7,290,0,20,,0,,"54,1,5",,,,
Toplama Ustalığı ,-1,7,291,0,20,,0,,"54,1,5",,,,
Toplama Ustalığı ,-1,7,292,0,20,,0,,"54,1,5",,,,
Toplama Ustalığı ,-1,7,293,0,20,,0,,"54,1,5",,,,
Toplama Ustalığı ,-1,7,294,0,20,,0,,"54,1,5",,,,
Toplama Ustalığı ,-1,7,295,0,20,,0,,"22,1,5",,,,
