canInvest-bool,extraDropPool-int,id-int,isRanking-bool,level-int[],loadingBg-string,maxDifficulty-int,name-string,refreshRatio-int[],reputationRequaireScore-int,respawnTimes-int,rewardFrequency-int,sceneName-string,sceneSubtype-int,sceneType-int,talentType-int,worldDropProbability-int,functionModule-int[],baseScore-int[],bossCovers-int[],challengeMode-int[],chapterBaseReward-int[],chapterEvents-int[][],chapterLuckyReward-int[],chapterProgress-int[],chapterPunish-int[][],chapterTimeLimit-int[],chapters-string[],desc-string,dropRewardShow-int[],punishDesc-string,randomSeeds-string[][],releaseTime-int[][],tickets-int[][],campLimit-int[],bossSeed-string[],seedMaxLimit-int[],chapterIds-int[]
1,0,22002,0,"4,6",PVPDungeonSceneLoading_4_6.jpg,0,Arène Solo Intermédiaire,,0,0,5,PVPDungeonSceneSoloLv4-6,2,3,2,10000,"1,2","0,10000","37,39,38",1,",",;,",","0,0","3500,13500;3500,13500","120,1200","Matching,Challenging","## Récompenses
- **Vaincre des monstres ou collecter**: Les joueurs recevront des **récompenses Token** investies par les totems.
- **Éliminer d'autres joueurs**: Les joueurs peuvent réclamer les **récompenses LUASUD** non réglées de leurs adversaires vaincus.
- **Vaincre des boss**: Les joueurs peuvent obtenir des **matériaux spéciaux mystérieux** essentiels à la progression du jeu.
## Aperçu des règles
- **Structure des niveaux**: Le donjon se compose de **3 niveaux chaotiques**, chacun présentant ses propres défis.
- **Zones de sécurité**: Il y a des **zones de sécurité** à l'intérieur des niveaux, qui **rétrécissent avec le temps**, obligeant les joueurs à se confronter.
- **Trois types de portes**:
  - **Porte de défi**: Pour les courageux, cette porte mène au niveau suivant de l'aventure.
  - **Porte de sortie**: Quittez le donjon et renoncez à toutes les **récompenses Token** non réglées.
  - **Porte de règlement**: Règlez et collectez les **récompenses Token** selon un certain ratio.
",,"Lorsque vous mourrez, il y a une chance de laisser tomber les objets de votre sac à dos.
",0;0,"0,0","660,1","3,24",,,
1,0,22003,0,"7,9",PVPDungeonSceneLoading_4_6.jpg,0,Arène Solo Avancée,,0,0,5,PVPDungeonSceneSoloLv7-9,2,3,2,10000,"1,2","0,10000","61,71,66",1,",",;,",","0,0","3500,13500;3500,13500","120,1200","Matching,Challenging","## Récompenses
- **Vaincre des monstres ou collecter**: Les joueurs recevront des **récompenses Token** investies par les totems.
- **Éliminer d'autres joueurs**: Les joueurs peuvent réclamer les **récompenses LUASUD** non réglées de leurs adversaires vaincus.
- **Vaincre des boss**: Les joueurs peuvent obtenir des **matériaux spéciaux mystérieux** essentiels à la progression du jeu.
## Aperçu des règles
- **Structure des niveaux**: Le donjon se compose de **3 niveaux chaotiques**, chacun présentant ses propres défis.
- **Zones de sécurité**: Il y a des **zones de sécurité** à l'intérieur des niveaux, qui **rétrécissent avec le temps**, obligeant les joueurs à se confronter.
- **Trois types de portes**:
  - **Porte de défi**: Pour les courageux, cette porte mène au niveau suivant de l'aventure.
  - **Porte de sortie**: Quittez le donjon et renoncez à toutes les **récompenses Token** non réglées.
  - **Porte de règlement**: Règlez et collectez les **récompenses Token** selon un certain ratio.",,"Lorsque vous mourrez, il y a une chance de laisser tomber les objets de votre sac à dos.",0;0,"0,0","661,1","3,24",,,
0,0,23001,0,"1,3",DungeonSceneLoading_7_9.jpg,0,Junior Arena - Mini ,,0,0,0,PVPDungeonSceneSoloLv1-3,2,3,2,10000,"1,2","0,10000","55,0,54",2,",",;,",","0,0","3500,13500;3500,13500","120,1200","Matching,Challenging",,,"Lorsque vous mourrez, il y a une chance de laisser tomber les objets de votre sac à dos.",0;0,"1200,1320;720,840","934,1","5,24",,,
0,0,23002,0,"4,6",PVPDungeonSceneLoading_4_6.jpg,0, Intermediate Arena - Mini ,,0,0,0,PVPDungeonSceneSoloLv4-6,2,3,2,10000,"1,2","0,10000","37,39,38",2,",",;,",","0,0","3500,13500;3500,13500","120,1200","Matching,Challenging",,,"Lorsque vous mourrez, il y a une chance de laisser tomber les objets de votre sac à dos.",0;0,"1200,1320;720,840","935,1","5,24",,,
0,0,23003,0,"7,9",PVPDungeonSceneLoading_4_6.jpg,0, Advanced Arena - Mini,,0,0,0,PVPDungeonSceneSoloLv7-9,2,3,2,10000,"1,2","0,10000","61,71,66",2,",",;,",","0,0","3500,13500;3500,13500","120,1200","Matching,Challenging",,,"Lorsque vous mourrez, il y a une chance de laisser tomber les objets de votre sac à dos.",0;0,"1200,1320;720,840","936,1","5,24",,,
0,0,30001,0,"1,9",DungeonSceneLoading_1_3.jpg,5,Défi quotidien,,4294967295,0,1,DailyDungeon,1,3,2,0,1,"10000,20000,30000,40000,50000,60000,70000,80000,90000","6,7,8",1,"102,103,104,105,106,107,108,109,110",;;;;;;;;,"120,121,122,123,124,125,126,127,128","6,12,24,48,96,192,384,768,1536","0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0","120,90,90,90,90,90,90,90,90","Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8,Level 9",Défi quotidien,,Pas de peine de mort,0;0;0;0;0;0;0;0;0,"0,1440","733,1",,,,
0,0,30002,0,"1,9",PVPDungeonSceneLoading_4_6.jpg,0,Terrain d'entraînement,,0,0,1,PVPTrainingDungeon,2,3,2,1850,"1,2","0,10000","55,0,54",1,",",;,",","0,0","3500,13500;3500,13500","120,1200","Matching,Challenging","Terrain d'entraînement PVEP - Soutient des batailles de 12 à 24 joueurs, la mort n'entraînera aucune perte, tickets obtenus à partir des missions quotidiennes.",, Pas de peine de mort,0;0,"0,1440","733,1","8,24",,,
0,160,40001,1,"0,3",HomeSceneLoading.jpg,5, Défi de collecte junior,,100,0,3,GatherDungeon1-3,1,3,3,10000,1,"10000,20000,30000","123,122,121",2,"159,160,161","22,18,19;18,19;18,19","178,179,180","28,56,112","0,0;0,0;0,0","120,190,400","Gather Challenge Chapter 1/3,Gather Challenge Chapter 2/3,Gather Challenge Chapter 3/3"," Les challengers qui réussissent le défi auront l'opportunité de recevoir une récompense en médaille.
Dans le défi de collecte, la défense des ressources sera augmentée. En conséquence, les joueurs recevront un bonus qui convertit la compétence de collecte en attaque de collecte.
",188, Pas de peine de mort,0;0;0,"0,1440","775,1",,,,
0,40,40002,1,"4,6",HomeSceneLoading.jpg,5, Défi de collecte intermédiaire,,160,0,3,GatherDungeon4-6,1,3,3,10000,1,"10000,20000,30000","123,122,121",2,"162,163,164","22,18,19;18,19;18,19","181,182,183","224,448,896","0,0;0,0;0,0","470,500,770","Gather Challenge Chapter 1/3,Gather Challenge Chapter 2/3,Gather Challenge Chapter 3/3"," Les challengers qui réussissent le défi auront l'opportunité de recevoir une récompense en médaille.
Dans le défi de collecte, la défense des ressources sera augmentée. En conséquence, les joueurs recevront un bonus qui convertit la compétence de collecte en attaque de collecte.
",189, Pas de peine de mort,0;0;0,"0,1440","776,1",,,,
0,10,40003,1,"7,9",HomeSceneLoading.jpg,5, Défi de collecte avancé,,640,0,3,GatherDungeon7-9,1,3,3,10000,1,"10000,20000,30000","123,122,121",2,"165,166,167","22,18,19;18,19;18,19","184,185,186","1792,3584,7168","0,0;0,0;0,0","470,500,760","Gather Challenge Chapter 1/3,Gather Challenge Chapter 2/3,Gather Challenge Chapter 3/3"," Les challengers qui réussissent le défi auront l'opportunité de recevoir une récompense en médaille.
Dans le défi de collecte, la défense des ressources sera augmentée. En conséquence, les joueurs recevront un bonus qui convertit la compétence de collecte en attaque de collecte.
",190, Pas de peine de mort,0;0;0,"0,1440","777,1",,,,
0,160,50001,1,"0,3",HomeSceneLoading.jpg,5, Défi agricole junior,,24,0,3,FarmingDungeon1-3,1,3,1,10000,"1,3","10000,20000,30000","123,122,121",1,"168,169,170",21;21;21,"187,188,189","8,16,32","0,0;0,0;0,0","120,200,630","Farm Challenge Chapter 1/3,Farm Challenge Chapter 2/3,Farm Challenge Chapter 3/3"," Les challengers qui réussissent le défi auront l'opportunité de recevoir une récompense en médaille.
",191, Pas de peine de mort,"146#1000#1000#1000,147#1000#1000#1000,148#1000#1000#1000;149#1000#2000#2000,150#1000#2000#2000,151#1000#2000#2000;152#1000#3000#3000,153#1000#3000#3000,154#1000#3000#3000","0,1440","778,1",,"824#10000#1000#1000,825#10000#2000#2000,826#10000#3000#3000","4,4,4",
0,40,50002,1,"4,6",HomeSceneLoading.jpg,5, Défi agricole intermédiaire,,64,0,3,FarmingDungeon4-6,1,3,1,10000,"1,3","10000,20000,30000","123,122,121",1,"171,172,173",21;21;21,"190,191,192","64,128,256","0,0;0,0;0,0","510,550,1330","Farm Challenge Chapter 1/3,Farm Challenge Chapter 2/3,Farm Challenge Chapter 3/3"," Les challengers qui réussissent le défi auront l'opportunité de recevoir une récompense en médaille.
",192, Pas de peine de mort,"413#1000#4000#4000,414#1000#4000#4000,415#1000#4000#4000;416#1000#5000#5000,417#1000#5000#5000,418#1000#5000#5000;419#1000#6000#6000,420#1000#6000#6000,421#1000#6000#6000","0,1440","779,1",,"827#10000#4000#4000,828#10000#5000#5000,829#10000#6000#6000","4,4,4",
0,10,50003,1,"7,9",HomeSceneLoading.jpg,5, Défi agricole avancé,,512,0,3,FarmingDungeon7-9,1,3,1,10000,"1,3","10000,20000,30000","123,122,121",1,"174,175,176",21;21;21,"193,194,195","512,1024,2048","0,0;0,0;0,0","750,980,1990","Farm Challenge Chapter 1/3,Farm Challenge Chapter 2/3,Farm Challenge Chapter 3/3", Les challengers qui réussissent le défi auront l'opportunité de recevoir une récompense en médaille.,193, Pas de peine de mort,"614#1000#7000#7000,615#1000#7000#7000,616#1000#7000#7000;617#1000#8000#8000,618#1000#8000#8000,619#1000#8000#8000;620#1000#9000#9000,621#1000#9000#9000,622#1000#9000#9000","0,1440","780,1",,"830#10000#7000#7000,831#10000#8000#8000,832#10000#9000#9000","4,4,4",
0,0,24001,0,"1,9",DungeonSceneLoading_1_3.jpg,5,,,4294967295,0,1,TowerDungeon_Combat,1,3,2,0,"1,4","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","61,71,66",1,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","12,12,12,12,20,12,12,12,12,20,24,24,24,24,40,24,24,24,24,40,48,48,48,48,80,48,48,48,48,80,96,96,96,96,160,96,96,96,96,160,192,192,192,192,320,192,192,192,192,320,384,384,384,384,640,384,384,384,384,640,768,768,768,768,1280,768,768,768,768,1280,1536,1536,1536,1536,2560,1536,1536,1536,1536,2560,3072,3072,3072,3072,5120,3072,3072,3072,3072,5120","0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0","120,90,90,90,180,90,90,90,90,180,90,90,90,90,180,90,90,90,90,180,90,90,90,90,180,90,90,90,90,180,90,90,90,90,180,90,90,90,90,180,90,90,90,90,180,90,90,90,90,180,90,90,90,90,180,90,90,90,90,180,90,90,90,90,180,90,90,90,90,180,90,90,90,90,180,90,90,90,90,180,90,90,90,90,180,90,90,90,90,180","Combat Challenge Level 1-1,Combat Challenge Level 1-2,Combat Challenge Level 1-3,Combat Challenge Level 1-4,Combat Challenge Level 1-5,Combat Challenge Level 1-6,Combat Challenge Level 1-7,Combat Challenge Level 1-8,Combat Challenge Level 1-9,Combat Challenge Level 1-10,Combat Challenge Level 2-1,Combat Challenge Level 2-2,Combat Challenge Level 2-3,Combat Challenge Level 2-4,Combat Challenge Level 2-5,Combat Challenge Level 2-6,Combat Challenge Level 2-7,Combat Challenge Level 2-8,Combat Challenge Level 2-9,Combat Challenge Level 2-10,Combat Challenge Level 3-1,Combat Challenge Level 3-2,Combat Challenge Level 3-3,Combat Challenge Level 3-4,Combat Challenge Level 3-5,Combat Challenge Level 3-6,Combat Challenge Level 3-7,Combat Challenge Level 3-8,Combat Challenge Level 3-9,Combat Challenge Level 3-10,Combat Challenge Level 4-1,Combat Challenge Level 4-2,Combat Challenge Level 4-3,Combat Challenge Level 4-4,Combat Challenge Level 4-5,Combat Challenge Level 4-6,Combat Challenge Level 4-7,Combat Challenge Level 4-8,Combat Challenge Level 4-9,Combat Challenge Level 4-10,Combat Challenge Level 5-1,Combat Challenge Level 5-2,Combat Challenge Level 5-3,Combat Challenge Level 5-4,Combat Challenge Level 5-5,Combat Challenge Level 5-6,Combat Challenge Level 5-7,Combat Challenge Level 5-8,Combat Challenge Level 5-9,Combat Challenge Level 5-10,Combat Challenge Level 6-1,Combat Challenge Level 6-2,Combat Challenge Level 6-3,Combat Challenge Level 6-4,Combat Challenge Level 6-5,Combat Challenge Level 6-6,Combat Challenge Level 6-7,Combat Challenge Level 6-8,Combat Challenge Level 6-9,Combat Challenge Level 6-10,Combat Challenge Level 7-1,Combat Challenge Level 7-2,Combat Challenge Level 7-3,Combat Challenge Level 7-4,Combat Challenge Level 7-5,Combat Challenge Level 7-6,Combat Challenge Level 7-7,Combat Challenge Level 7-8,Combat Challenge Level 7-9,Combat Challenge Level 7-10,Combat Challenge Level 8-1,Combat Challenge Level 8-2,Combat Challenge Level 8-3,Combat Challenge Level 8-4,Combat Challenge Level 8-5,Combat Challenge Level 8-6,Combat Challenge Level 8-7,Combat Challenge Level 8-8,Combat Challenge Level 8-9,Combat Challenge Level 8-10,Combat Challenge Level 9-1,Combat Challenge Level 9-2,Combat Challenge Level 9-3,Combat Challenge Level 9-4,Combat Challenge Level 9-5,Combat Challenge Level 9-6,Combat Challenge Level 9-7,Combat Challenge Level 9-8,Combat Challenge Level 9-9,Combat Challenge Level 9-10",,,,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,"0,1440","973,1",,,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185"
