assetRes-string,dropId-int,exp-int,grassDef-int,homeAction-int,icon-string,id-int,initialAttribute-int[][],lv-int,maxActionValue-int,name-string,oreDef-int,progressScore-int,rankScore-int,requiredProficiency-int,tokenTaskLevel-int[],totemScore-int,treeDef-int
homeresource-28,0,0,100,5,homeresource-28,28,"60,100,0;61,0,0;62,0,0;63,150,0;76,750,0",1,750,,0,2,14,150,999,1,0
homeresource-29,0,0,0,6,homeresource-29,29,"60,0,0;61,100,0;62,0,0;63,150,0;76,750,0",1,750,['Lv 1 Bois ordinaire'],0,2,14,150,999,1,100
homeresource-30,0,0,100,5,homeresource-30,30,"60,100,0;61,0,0;62,0,0;63,150,0;76,750,0",1,750,['Lv 1 Fibre végétale'],0,2,14,150,999,1,0
homeresource-31,0,0,100,5,homeresource-31,31,"60,100,0;61,0,0;62,0,0;63,150,0;76,750,0",1,750,['Lv 1 Fibre végétale'],0,2,14,150,999,1,0
homeresource-32,0,0,100,5,homeresource-32,32,"60,100,0;61,0,0;62,0,0;63,150,0;76,750,0",1,750,['Lv 1 Fibre végétale'],0,2,14,150,999,1,0
homeresource-33,32,15,100,5,homeresource-33,33,"60,100,0;61,0,0;62,0,0;63,150,0;76,750,0",1,750,['Lv 1 Fibre végétale'],0,2,14,150,999,1,0
2D_caijiziyuan_shikuai_4,26,15,0,7,2D_caijiziyuan_shikuai_4,34,"60,0,0;61,0,0;62,100,0;63,150,0;76,750,0",1,750,['Lv 1 Minéral'],100,2,14,150,999,1,0
homeresource-35,27,15,0,6,homeresource-35,35,"60,0,0;61,100,0;62,0,0;63,150,0;76,750,0",1,750,['Lv 1 Bois ordinaire'],0,2,14,150,999,1,100
homeresource-36,28,21.21320344,0,6,homeresource-36,36,"60,0,0;61,200,0;62,0,0;63,300,0;76,1500,0",2,1500,"[""Lv 2 Bois d'arbre du désert""]",0,4,20,300,2,2,200
homeresource-37,29,30,0,6,homeresource-37,37,"60,0,0;61,300,0;62,0,0;63,450,0;76,2250,0",3,2250,Lv 3 Lv 3 Bois sombre,0,8,28,450,3,3,300
homeresource-38,31,30,0,7,homeresource-38,38,"60,0,0;61,0,0;62,300,0;63,450,0;76,2250,0",3,2250,Lv 3 Lv 3 Minerai de cristal rouge,300,8,28,450,3,3,0
homeresource-41,30,21.21320344,0,7,homeresource-41,41,"60,0,0;61,0,0;62,200,0;63,300,0;76,1500,0",2,1500,['Lv 2 Fer noir'],200,4,20,300,2,2,0
homeresource-42,26,15,0,7,homeresource-42,42,"60,0,0;61,0,0;62,100,0;63,150,0;76,750,0",1,750,['Lv 1 Minéral'],100,2,14,150,"0, 1",1,0
homeresource-43,33,21.21320344,200,5,homeresource-43,43,"60,200,0;61,0,0;62,0,0;63,300,0;76,1500,0",2,1500,['Lv 2 Champignon gelé'],0,4,20,300,2,2,0
homeresource-44,34,30,300,5,homeresource-44,44,"60,300,0;61,0,0;62,0,0;63,450,0;76,2250,0",3,2250,Lv 3 Lv 3 Maguey,0,8,28,450,3,3,0
homeresource-45,0,0,100,5,homeresource-45,45,"60,100,0;61,0,0;62,0,0;63,150,0;76,750,0",1,750,['Lv 1 Fibre végétale'],0,2,14,150,999,1,0
homeresource-47,9,0,0,16,homeresource-47,47,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",1,0,['Lv 1 Slime vert'],0,2,14,10,999,0,0
homeresource-48,8,0,0,16,homeresource-48,48,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",1,0,['Lv 1 Vignes de citrouille'],0,2,14,10,999,0,0
homeresource-49,7,0,0,16,homeresource-49,49,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",1,0,['Lv 1 Treillis métallique'],0,2,14,10,999,0,0
homeresource-50,26,0,0,16,homeresource-50,50,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",1,0,['Lv 1 Minéral'],0,2,14,10,999,0,0
homeresource-51,32,0,0,16,homeresource-51,51,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",1,0,['Lv 1 Fibre végétale'],0,2,14,10,999,0,0
homeresource-52,27,0,0,16,homeresource-52,52,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",1,0,['Lv 1 Bois ordinaire'],0,2,14,10,999,0,0
homeresource-53,30,0,0,16,homeresource-53,53,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",2,0,['Lv 2 Fer noir'],0,4,20,10,999,0,0
homeresource-54,28,0,0,16,homeresource-54,54,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",2,0,"[""Lv 2 Bois d'arbre du désert""]",0,4,20,10,999,0,0
homeresource-55,33,0,0,16,homeresource-55,55,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",2,0,['Lv 2 Champignon gelé'],0,4,20,10,999,0,0
homeresource-56,10,0,0,16,homeresource-56,56,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",2,0,['Lv 2 Croc tranchant du chat minier'],0,4,20,10,999,0,0
homeresource-57,12,0,0,16,homeresource-57,57,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",2,0,['Lv 2 Film mince et léger'],0,4,20,10,999,0,0
homeresource-58,11,0,0,16,homeresource-58,58,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",2,0,"[""Lv 2 Couronne de démon d'herbe""]",0,4,20,10,999,0,0
homeresource-59,13,0,0,16,homeresource-59,59,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",3,0,Lv 3 Lv 3 Griffe crochue et mince,0,8,28,10,999,0,0
homeresource-60,14,0,0,16,homeresource-60,60,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",3,0,Lv 3 Lv 3 Fourrure cramoisie,0,8,28,10,999,0,0
homeresource-61,15,0,0,16,homeresource-61,61,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",3,0,Lv 3 Lv 3 Flocon de neige glacé,0,8,28,10,999,0,0
homeresource-62,31,0,0,16,homeresource-62,62,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",3,0,Lv 3 Lv 3 Minerai de cristal rouge,0,8,28,10,999,0,0
homeresource-63,34,0,0,16,homeresource-63,63,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",3,0,Lv 3 Lv 3 Maguey,0,8,28,10,999,0,0
homeresource-64,29,0,0,16,homeresource-64,64,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",3,0,Lv 3 Lv 3 Bois sombre,0,8,28,10,999,0,0
homeresource-65,56,42.42640687,400,5,homeresource-65,65,"60,400,0;61,0,0;62,0,0;63,600,0;76,3000,0",4,3000,Lv 4 Pissenlit doré,0,16,40,600,4,4,0
homeresource-66,57,42.42640687,0,6,homeresource-66,66,"60,0,0;61,400,0;62,0,0;63,600,0;76,3000,0",4,3000,Lv 4 Fleur de cactus,0,16,40,600,4,4,400
homeresource-67,58,42.42640687,0,7,homeresource-67,67,"60,0,0;61,0,0;62,400,0;63,600,0;76,3000,0",4,3000,Lv 4 Racso,400,16,40,600,4,4,0
homeresource-68,59,60,500,5,homeresource-68,68,"60,500,0;61,0,0;62,0,0;63,750,0;76,3750,0",5,3750,Lv 5 Diamant en forme de fibre,0,32,56,750,5,5,0
homeresource-69,60,60,0,6,homeresource-69,69,"60,0,0;61,500,0;62,0,0;63,750,0;76,3750,0",5,3750,Lv 5 Diamant en forme de note,0,32,56,750,5,5,500
homeresource-70,61,60,0,7,homeresource-70,70,"60,0,0;61,0,0;62,500,0;63,750,0;76,3750,0",5,3750,Lv 5 Diamant en forme d'ours,500,32,56,750,5,5,0
homeresource-71,62,84.85281374,600,5,homeresource-71,71,"60,600,0;61,0,0;62,0,0;63,900,0;76,4500,0",6,4500,Lv 6 Fleur elfique,0,64,80,900,6,6,0
homeresource-72,63,84.85281374,0,6,homeresource-72,72,"60,0,0;61,600,0;62,0,0;63,900,0;76,4500,0",6,4500,Lv 6 Étoile en conserve,0,64,80,900,6,6,600
homeresource-73,64,84.85281374,0,7,homeresource-73,73,"60,0,0;61,0,0;62,600,0;63,900,0;76,4500,0",6,4500,Lv 6 Météorite,600,64,80,900,6,6,0
homeresource-74,56,42.42640687,400,5,homeresource-74,74,"60,400,0;61,0,0;62,0,0;63,600,0;76,3000,0",4,3000,Lv 4 Pissenlit doré,0,16,40,600,4,4,0
homeresource-75,57,42.42640687,0,6,homeresource-75,75,"60,0,0;61,400,0;62,0,0;63,600,0;76,3000,0",4,3000,Lv 4 Fleur de cactus,0,16,40,600,4,4,400
homeresource-76,58,42.42640687,0,7,homeresource-76,76,"60,0,0;61,0,0;62,400,0;63,600,0;76,3000,0",4,3000,Lv 4 Racso,400,16,40,600,4,4,0
homeresource-77,59,60,500,5,homeresource-77,77,"60,500,0;61,0,0;62,0,0;63,750,0;76,3750,0",5,3750,Lv 5 Diamant en forme de fibre,0,32,56,750,5,5,0
homeresource-78,60,60,0,6,homeresource-78,78,"60,0,0;61,500,0;62,0,0;63,750,0;76,3750,0",5,3750,Lv 5 Diamant en forme de note,0,32,56,750,5,5,500
homeresource-79,61,60,0,7,homeresource-79,79,"60,0,0;61,0,0;62,500,0;63,750,0;76,3750,0",5,3750,Lv 5 Diamant en forme d'ours,500,32,56,750,5,5,0
homeresource-80,62,84.85281374,600,5,homeresource-80,80,"60,600,0;61,0,0;62,0,0;63,900,0;76,4500,0",6,4500,Lv 6 Fleur elfique,0,64,80,900,6,6,0
homeresource-81,63,84.85281374,0,6,homeresource-81,81,"60,0,0;61,600,0;62,0,0;63,900,0;76,4500,0",6,4500,Lv 6 Étoile en conserve,0,64,80,900,6,6,600
homeresource-82,64,84.85281374,0,7,homeresource-82,82,"60,0,0;61,0,0;62,600,0;63,900,0;76,4500,0",6,4500,Lv 6 Météorite,600,64,80,900,6,6,0
homeresource-83,0,0,0,6,homeresource-83,83,"60,0,0;61,100,0;62,0,0;63,150,0;76,750,0",0,750,,0,0,14,150,999,,100
homeresource-84,88,0,0,16,homeresource-84,84,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",1,0,[' [413]LUAG Futur(N)'],0,2,0,10,999,0,0
homeresource-85,92,120,700,5,homeresource-85,85,"60,700,0;61,0,0;62,0,0;63,1050,0;76,5250,0",7,5250,Lv 7 Fleur de lave,0,128,113,1050,7,7,0
homeresource-86,92,120,700,5,homeresource-86,86,"60,700,0;61,0,0;62,0,0;63,1050,0;76,5250,0",7,5250,Lv 7 Fleur de lave,0,128,113,1050,7,7,0
homeresource-87,93,120,0,6,homeresource-87,87,"60,0,0;61,700,0;62,0,0;63,1050,0;76,5250,0",7,5250,Lv 7 Bois de feu,0,128,113,1050,7,7,700
homeresource-88,93,120,0,6,homeresource-88,88,"60,0,0;61,700,0;62,0,0;63,1050,0;76,5250,0",7,5250,Lv 7 Bois de feu,0,128,113,1050,7,7,700
homeresource-89,94,120,0,7,homeresource-89,89,"60,0,0;61,0,0;62,700,0;63,1050,0;76,5250,0",7,5250,Lv 7 Lave,700,128,113,1050,7,7,0
homeresource-90,94,120,0,7,homeresource-90,90,"60,0,0;61,0,0;62,700,0;63,1050,0;76,5250,0",7,5250,Lv 7 Lave,700,128,113,1050,7,7,0
homeresource-91,104,169.7056275,800,5,homeresource-91,91,"60,800,0;61,0,0;62,0,0;63,1200,0;76,6000,0",8,6000,Lv 8 Fibre creuse,0,256,160,1200,8,8,0
homeresource-92,104,169.7056275,800,5,homeresource-92,92,"60,800,0;61,0,0;62,0,0;63,1200,0;76,6000,0",8,6000,Lv 8 Fibre creuse,0,256,160,1200,8,8,0
homeresource-93,105,169.7056275,0,6,homeresource-93,93,"60,0,0;61,800,0;62,0,0;63,1200,0;76,6000,0",8,6000,Lv 8 Bois Creux,0,256,160,1200,8,8,800
homeresource-94,105,169.7056275,0,6,homeresource-94,94,"60,0,0;61,800,0;62,0,0;63,1200,0;76,6000,0",8,6000,Lv 8 Bois Creux,0,256,160,1200,8,8,800
homeresource-95,106,169.7056275,0,7,homeresource-95,95,"60,0,0;61,0,0;62,800,0;63,1200,0;76,6000,0",8,6000,Lv 8 Pierre Creuse,800,256,160,1200,8,8,0
homeresource-96,106,169.7056275,0,7,homeresource-96,96,"60,0,0;61,0,0;62,800,0;63,1200,0;76,6000,0",8,6000,Lv 8 Pierre Creuse,800,256,160,1200,8,8,0
homeresource-97,116,240,900,5,homeresource-97,97,"60,900,0;61,0,0;62,0,0;63,1350,0;76,6750,0",9,6750,Lv 9 Fibre de Bronze,0,512,226,1350,9,9,0
homeresource-98,116,240,900,5,homeresource-98,98,"60,900,0;61,0,0;62,0,0;63,1350,0;76,6750,0",9,6750,Lv 9 Fibre de Bronze,0,512,226,1350,9,9,0
homeresource-99,117,240,0,6,homeresource-99,99,"60,0,0;61,900,0;62,0,0;63,1350,0;76,6750,0",9,6750,Lv 9 Bois de Bronze,0,512,226,1350,9,9,900
homeresource-100,117,240,0,6,homeresource-100,100,"60,0,0;61,900,0;62,0,0;63,1350,0;76,6750,0",9,6750,Lv 9 Bois de Bronze,0,512,226,1350,9,9,900
homeresource-101,118,240,0,7,homeresource-101,101,"60,0,0;61,0,0;62,900,0;63,1350,0;76,6750,0",9,6750,Lv 9 Pierre de Bronze,900,512,226,1350,9,9,0
homeresource-102,118,240,0,7,homeresource-102,102,"60,0,0;61,0,0;62,900,0;63,1350,0;76,6750,0",9,6750,Lv 9 Pierre de Bronze,900,512,226,1350,9,9,0
homeresource-103,0,0,0,16,homeresource-103,103,"60,0,0;61,0,0;62,0,0;63,10,0;76,0,0",1,0,,0,2,0,10,999,0,0
