desc-string,duration-int,effectType-int,id-int,isRepeat-bool,maxLayer-int,parameters-int[],showBuffIcon-bool,buffIcon-string,parameters2-int[][],effectInterval-int,effectFlag-int[],effectImmuneFlag-int[],entityEffect-string
"No damage, more damage Lv 2",-1,14,117,0,1,10000,1,buff-icon-117,"21,1,100",,,,
"No damage, more damage Lv 3",-1,14,118,0,1,5000,1,buff-icon-118,"21,1,100",,,,
Increase speed by 10%,-1,7,119,0,1,,0,,"7,2,100",,,,
Increase speed by 20%,-1,7,120,0,1,,0,,"7,2,200",,,,
Increase speed by 30%,-1,7,121,0,1,,0,,"7,2,300",,,,
Evasion increased by 2%,-1,7,122,0,1,,0,,"17,4,20",,,,
Evasion increased by 4%,-1,7,123,0,1,,0,,"17,4,40",,,,
Evasion increased by 6%,-1,7,124,0,1,,0,,"17,4,60",,,,
Blood Rage Lv 1,-1,13,125,0,1,,1,buff-icon-125,"21,1,1",,,,
Blood rage Lv 2,-1,13,126,0,1,,1,buff-icon-126,"21,1,3",,,,
Blood Rage Lv 3,-1,13,127,0,1,,1,buff-icon-127,"21,1,5",,,,
Bleeding Lv 1,5500,9,128,0,5,"10,1",1,buff-icon-128,,500,,,
Bleeding Lv 2,5500,9,129,0,5,"10,1",1,buff-icon-129,,500,,,
Bleeding Lv 3,5500,9,130,0,5,"10,1",1,buff-icon-130,,500,,,
Attack speed 1,-1,7,131,0,1,,0,,"14,1,50",,,,
Attack speed 2,-1,7,132,0,1,,0,,"14,1,100",,,,
Attack speed 3,-1,7,133,0,1,,0,,"14,1,150",,,,
Extra attack triggered by attack 1,-1,11,134,0,1,,0,,"14,15,16,17,18,19,202,203,204;1,50,65",,,,
Extra attack triggered by attack 2,-1,11,135,0,1,,0,,"14,15,16,17,18,19,202,203,204;1,100,65",,,,
Extra attack triggered by attack 3,-1,11,136,0,1,,0,,"14,15,16,17,18,19,202,203,204;1,150,65",,,,
Sword dance 1,1000,12,137,0,1,,0,,"1,10;227,385",200,,,
Sword dance damage,0,1,138,0,,"750,1,2",0,,,,,,
Sword dance 2,1000,12,139,0,1,,0,,"1,10;227,385",150,,,
Sword dance 3,2000,12,140,0,1,,0,,"1,10;227,385",250,,,Skill_Saiyan
Axe speeds up 1,-1,7,141,0,1,,0,,"23,1,100",,,,
Axe speeds up 2,-1,7,142,0,1,,0,,"23,1,200",,,,
Axe speeds up 3,-1,7,143,0,1,,0,,"23,1,300",,,,
Tree crit 1,-1,7,144,0,1,,0,,"24,1,50",,,,
Tree crit 2,-1,7,145,0,1,,0,,"24,1,100",,,,
Tree crit 3,-1,7,146,0,1,,0,,"24,1,150",,,,
Wood doubles 1,-1,7,147,0,1,,0,,"27,1,30",,,,
Wood doubles 2,-1,7,148,0,1,,0,,"27,1,60",,,,
Wood doubles 3,-1,7,149,0,1,,0,,"27,1,90",,,,
Tree chopping damage 1,-1,7,150,0,1,,0,,"26,1,100",,,,
Tree chopping damage 2,-1,7,151,0,1,,0,,"26,1,200",,,,
Chop tree damage 3,-1,7,152,0,1,,0,,"26,1,300",,,,
Stone damage 1,-1,7,153,0,1,,0,,"33,1,100",,,,
Stone damage 2,-1,7,154,0,1,,0,,"33,1,200",,,,
Stone damage 3,-1,7,155,0,1,,0,,"33,1,300",,,,
Pickaxe speed 1,-1,7,156,0,1,,0,,"30,1,100",,,,
Pickaxe speed 2,-1,7,157,0,1,,0,,"30,1,200",,,,
Pickaxe speed 3,-1,7,158,0,1,,0,,"30,1,300",,,,
Stone doubles 1,-1,7,159,0,1,,0,,"34,1,30",,,,
Stone doubles 2,-1,7,160,0,1,,0,,"34,1,60",,,,
Stone doubles 3,-1,7,161,0,1,,0,,"34,1,90",,,,
Stone crit 1,-1,7,162,0,1,,0,,"31,1,50",,,,
Stone crit 2,-1,7,163,0,1,,0,,"31,1,100",,,,
Stone crit 3,-1,7,164,0,1,,0,,"31,1,150",,,,
Capture Hook Monster,0,16,176,0,1,,0,,,,,,
Capture hit,0,17,177,0,1,,0,,,,,,
Increased damage 1,-1,15,181,0,1,,1,buff-icon-181,"17,1,3,105;18,1,3,105;19,1,3,105",,,,
Increased damage 2,-1,15,182,0,1,,1,buff-icon-182,"17,1,3,106;18,1,3,106;19,1,3,106",,,,
Increased damage 3,-1,15,183,0,1,,1,buff-icon-183,"17,1,3,107;18,1,3,107;19,1,3,107",,,,
Torn wound 1,-1,15,184,0,1,,0,buff-icon-184,"17,1,3,128;18,1,3,128;19,1,3,128;205,1,3,128;344,1,3,128;345,1,3,128;202,1,3,128;203,1,3,128;204,1,3,128",,,,
Torn wound 2,-1,15,185,0,1,,1,buff-icon-185,"17,1,3,129;18,1,3,129;19,1,3,129;205,1,3,129;344,1,3,129;345,1,3,129;202,1,3,129;203,1,3,129;204,1,3,129",,,,
Torn wound 3,-1,15,186,0,1,,1,buff-icon-186,"17,1,3,130;18,1,3,130;19,1,3,130;205,1,3,130;344,1,3,130;345,1,3,130;202,1,3,130;203,1,3,130;204,1,3,130",,,,
Secondary attack potion,60000,7,187,0,1,,1,buff-icon-187,"13,1,20",,,,
Metal Mutt Pre-animation Hyper Armor,730,5,188,0,10,,0,buff-icon-188,,,,,
Pumpkin Fiend Pre-animation Hyper Armor,1300,5,189,0,10,,0,buff-icon-189,,,,,
Cactus Warrior Pre-animation Hyper Armor,1100,5,190,0,10,,0,buff-icon-190,,,,,
Crystal lion Hyper Armor,416,5,191,0,10,,0,buff-icon-191,,,,,
Crystal Lizard Hyper Armor,400,5,192,0,10,,0,buff-icon-192,,,,,
Crystalback Beast  Hyper Armor,300,5,193,0,10,,0,buff-icon-193,,,,,
Secondary speed potion,60000,7,194,0,1,,1,buff-icon-194,"7,1,80",,,,
Secondary crit potion,60000,7,195,0,1,,1,buff-icon-195,"19,1,30",,,,
Secondary life potion,60000,7,196,0,1,,1,buff-icon-196,"11,1,80",,,,
Secondary defense potion,60000,7,197,0,1,,1,buff-icon-197,"15,1,5",,,,
Attack potion,60000,7,198,0,1,,1,buff-icon-198,"13,1,30",,,,
Movement speed potion,60000,7,199,0,1,,1,buff-icon-199,"7,1,120",,,,
Critical hit potion,60000,7,200,0,1,,1,buff-icon-200,"19,1,60",,,,
Life potion,60000,7,201,0,1,,1,buff-icon-201,"11,1,120",,,,
Defense potion,60000,7,202,0,1,,1,buff-icon-202,"15,1,10",,,,
Crystal attack potion,60000,7,203,0,1,,1,buff-icon-203,"13,1,40",,,,
Crystal speed potion,60000,7,204,0,1,,1,buff-icon-204,"7,1,160",,,,
Crystal Crit Potion,60000,7,205,0,1,,1,buff-icon-205,"19,1,90",,,,
Crystal life potion,60000,7,206,0,1,,1,buff-icon-206,"11,1,160",,,,
Crystal defense potion,60000,7,207,0,1,,1,buff-icon-207,"15,1,15",,,,
Secondary healing potion,0,7,208,0,1,,0,,"10,1,80",,,,
Treatment potion,0,7,209,0,1,,0,,"10,1,160",,,,
Crystal therapy potion,0,7,210,0,1,,0,,"10,1,240",,,,
Secondary life potion - heal,0,7,211,0,1,,0,,"10,1,80",,,,
Life potion - heal,0,7,212,0,1,,0,,"10,1,120",,,,
Crystal life potion - heal,0,7,213,0,1,,0,,"10,1,160",,,,
Search displacement effect (small),150,6,214,0,1,"80,200,0,1,1",0,,,,,,
Cactus Warrior Enemy Detection and Displacement,1100,6,215,0,1,"100,250,900,1,1",0,,,,,,
Pumpkin Fiend Enemy Detection and Displacement,600,6,216,0,1,"100,150,450,1,1",0,,,,,,
Buzz Buddy Enemy Detection and Displacement,416,6,217,0,1,"150,250,300,1,1",0,,,,,,
Chaos Wraith Enemy Detection and Displacement,500,6,218,0,1,"100,200,400,1,1",0,,,,,,
Crimson Gnasher Enemy Detection and Displacement,950,6,219,0,1,"150,400,750,1,1",0,,,,,,
Frosty Paw Enemy Detection and Displacement,650,6,220,0,1,"100,150,300,1,1",0,,,,,,
Chaos Wraith Hyper Armor,500,5,221,0,10,,0,buff-icon-221,,,,,
Crimson Gnasher Hyper Armor,1000,5,222,0,10,,0,buff-icon-222,,,,,
Frosty Paw Hyper Armor,800,5,223,0,10,,0,buff-icon-223,,,,,
Metal Mutt Enemy Detection and Displacement,550,6,226,0,1,"100,150,300,1,1",0,,,,,,
Heavy Strike Damage Effect Ball,5000,7,227,0,10,,0,buff-icon-227,"15,2,0",,,,
Melee Attack Type Monster General Strong Buff,10000,7,228,0,1,,0,buff-icon-228,"13,2,75",,,,Skill_phaseStrengthen_Atk
Metal Mutt Modify Skill Effect,-1,15,229,0,1,,0,,"31,1,3,11;179,1,3,11",,,,
Metal Mutt Extra Attack,-1,11,230,0,1,,0,,"31,179;1,500,179",,,,
Melee Attack Type Monster General Weakness Buff,10000,7,231,0,1,,0,buff-icon-231,"13,2,-200;14,2,-500",,,,Skill_phaseWeaken_Atk
Defense Type Monster General Strong Buff,10000,7,232,0,1,,0,buff-icon-232,"15,2,100",,,,Skill_phaseStrengthen_Def
Defense Type Monster General Weakness Buff,10000,7,233,0,1,,0,buff-icon-233,"15,2,-200",,,,Skill_phaseWeaken_Def
Agile Type Monster General Strong Buff,10000,7,234,0,1,,0,buff-icon-234,"14,2,500",,,,Skill_phaseStrengthen_Ranged
Agile Type Monster General Weakness Buff,10000,7,235,0,1,,0,buff-icon-235,"7,2,-500;14,2,-500",,,,Skill_phaseWeaken_Flex
Heavy Strike Displacement Enemy Detection,400,6,236,0,1,"150,200,200,1,1",0,,,,,,
General Dizziness 1s,1000,8,238,0,1,,1,buff-icon-238,,,,,
Agile Type Monster General Strong Detection,6000,14,237,0,3,3000,0,buff-icon-237,"7,2,500",,,,
Backward Knockback - Slight,100,3,239,0,1,30,0,,,,,,
Single Soil Fertilizer Attribute Increase - 4,-1,7,240,0,10,,0,,"43,1,1",,,,
Maximum Fertility Attribute Increase - 400,-1,7,241,0,10,,0,,"44,1,100",,,,
Crop Proficiency Attribute Increase - 4,-1,7,242,0,20,,0,,"49,1,4",,,,
Single Soil Fertilizer Attribute Increase - 3,-1,7,243,0,10,,0,,"43,1,1",,,,
Single Soil Fertilizer Attribute Increase - 3,-1,7,244,0,10,,0,,"43,1,1",,,,
Single Pet Happiness Attribute Increase - 4,-1,7,245,0,10,,0,,"46,1,1",,,,
Single Pet Happiness Attribute Increase - 3,-1,7,246,0,10,,0,,"46,1,1",,,,
Single Pet Happiness Attribute Increase - 3,-1,7,247,0,10,,0,,"46,1,1",,,,
Maximum Happiness Attribute Increase - 100,-1,7,248,0,10,,0,,"47,1,25",,,,
Raising Proficiency Attribute Increase - 4,-1,7,249,0,20,,0,,"50,1,4",,,,
Single Soil Fertilizer Attribute Increase - 3,-1,7,250,0,20,,0,,"43,1,1",,,,
Single Soil Fertilizer Attribute Increase - 2,-1,7,251,0,20,,0,,"43,1,1",,,,
Single Soil Fertilizer Attribute Increase - 2,-1,7,252,0,20,,0,,"43,1,1",,,,
Single Pet Happiness Attribute Increase - 3,-1,7,253,0,20,,0,,"46,1,1",,,,
Single Pet Happiness Attribute Increase - 2,-1,7,254,0,20,,0,,"46,1,1",,,,
Single Pet Happiness Attribute Increase - 2,-1,7,255,0,20,,0,,"46,1,1",,,,
Maximum Fertility Attribute Increase - 200,-1,7,256,0,20,,0,,"44,1,100",,,,
Crop Proficiency Attribute Increase - 4,-1,7,257,0,20,,0,,"49,1,4",,,,
Attack Power Attribute Increase - 20,-1,7,262,0,20,,0,,"13,1,5",,,,
Defense Power Attribute Increase - 15,-1,7,263,0,20,,0,,"15,1,5",,,,
Health Points Attribute Increase - 50,-1,7,264,0,20,,0,,"11,1,20",,,,
Attribute Modification (136 Gathering Main Branch - 1 Grass Cutting Attack Power 20),-1,7,265,0,20,,0,,"51,1,5",,,,
Attribute Modification (137 Gathering Main Branch - 1 Grass Harvesting Proficiency 27),-1,7,266,0,20,,0,,"54,1,5",,,,
Attribute Modification (138 Gathering Main Branch - 1 Tree Cutting Attack Power 20),-1,7,267,0,20,,0,,"22,1,5",,,,
Attribute Modification (139 Gathering Main Branch - 1 Tree Cutting Proficiency 27),-1,7,268,0,20,,0,,"55,1,5",,,,
Attribute Modification (140 Gathering Main Branch - 1 Ore Mining Attack Power 20),-1,7,269,0,20,,0,,"29,1,5",,,,
Attribute Modification (141 Gathering Main Branch - 1 Mining Proficiency 27),-1,7,270,0,20,,0,,"56,1,5",,,,
Increase single soil fertility attribute - 2,-1,7,271,0,20,,0,,"43,1,1",,,,
Increase single soil fertility attribute - 2,-1,7,272,0,20,,0,,"43,1,1",,,,
Increase single soil fertility attribute - 2,-1,7,273,0,20,,0,,"43,1,1",,,,
Increase single pet happiness attribute -2,-1,7,274,0,20,,0,,"46,1,1",,,,
Increase single pet happiness attribute -2,-1,7,275,0,20,,0,,"46,1,1",,,,
Increase single pet happiness attribute -2,-1,7,276,0,20,,0,,"46,1,1",,,,
Collect Mastery,-1,7,277,0,20,,0,,"51,1,5",,,,
Collect Mastery,-1,7,278,0,20,,0,,"51,1,5",,,,
Collect Mastery,-1,7,279,0,20,,0,,"51,1,5",,,,
Collect Mastery,-1,7,280,0,20,,0,,"51,1,5",,,,
Collect Mastery,-1,7,281,0,20,,0,,"51,1,5",,,,
Collect Mastery,-1,7,282,0,20,,0,,"51,1,5",,,,
Collect Mastery,-1,7,283,0,20,,0,,"51,1,5",,,,
Collect Mastery,-1,7,284,0,20,,0,,"51,1,5",,,,
Collect Mastery,-1,7,285,0,20,,0,,"51,1,5",,,,
Collect Mastery,-1,7,286,0,20,,0,,"54,1,5",,,,
Collect Mastery,-1,7,287,0,20,,0,,"54,1,5",,,,
Collect Mastery,-1,7,288,0,20,,0,,"54,1,5",,,,
Collect Mastery,-1,7,289,0,20,,0,,"54,1,5",,,,
Collect Mastery,-1,7,290,0,20,,0,,"54,1,5",,,,
Collect Mastery,-1,7,291,0,20,,0,,"54,1,5",,,,
Collect Mastery,-1,7,292,0,20,,0,,"54,1,5",,,,
Collect Mastery,-1,7,293,0,20,,0,,"54,1,5",,,,
Collect Mastery,-1,7,294,0,20,,0,,"54,1,5",,,,
Collect Mastery,-1,7,295,0,20,,0,,"22,1,5",,,,
Collect Mastery,-1,7,296,0,20,,0,,"22,1,5",,,,
Collect Mastery,-1,7,297,0,20,,0,,"22,1,5",,,,
Collect Mastery,-1,7,298,0,20,,0,,"22,1,5",,,,
Collect Mastery,-1,7,299,0,20,,0,,"22,1,5",,,,
Collect Mastery,-1,7,300,0,20,,0,,"22,1,5",,,,
Collect Mastery,-1,7,301,0,20,,0,,"22,1,5",,,,
Collect Mastery,-1,7,302,0,20,,0,,"22,1,5",,,,
Collect Mastery,-1,7,303,0,20,,0,,"22,1,5",,,,
Collect Mastery,-1,7,304,0,20,,0,,"55,1,5",,,,
Collect Mastery,-1,7,305,0,20,,0,,"55,1,5",,,,
Collect Mastery,-1,7,306,0,20,,0,,"55,1,5",,,,
Collect Mastery,-1,7,307,0,20,,0,,"55,1,5",,,,
Collect Mastery,-1,7,308,0,20,,0,,"55,1,5",,,,
Collect Mastery,-1,7,309,0,20,,0,,"55,1,5",,,,
Collect Mastery,-1,7,310,0,20,,0,,"55,1,5",,,,
Collect Mastery,-1,7,311,0,20,,0,,"55,1,5",,,,
Collect Mastery,-1,7,312,0,20,,0,,"55,1,5",,,,
Collect Mastery,-1,7,313,0,20,,0,,"29,1,5",,,,
Collect Mastery,-1,7,314,0,20,,0,,"29,1,5",,,,
Collect Mastery,-1,7,315,0,20,,0,,"29,1,5",,,,
Collect Mastery,-1,7,316,0,20,,0,,"29,1,5",,,,
Collect Mastery,-1,7,317,0,20,,0,,"29,1,5",,,,
Collect Mastery,-1,7,318,0,20,,0,,"29,1,5",,,,
Collect Mastery,-1,7,319,0,20,,0,,"29,1,5",,,,
Collect Mastery,-1,7,320,0,20,,0,,"29,1,5",,,,
Collect Mastery,-1,7,321,0,20,,0,,"29,1,5",,,,
Collect Mastery,-1,7,322,0,20,,0,,"56,1,5",,,,
Collect Mastery,-1,7,323,0,20,,0,,"56,1,5",,,,
Collect Mastery,-1,7,324,0,20,,0,,"56,1,5",,,,
Collect Mastery,-1,7,325,0,20,,0,,"56,1,5",,,,
Collect Mastery,-1,7,326,0,20,,0,,"56,1,5",,,,
Collect Mastery,-1,7,327,0,20,,0,,"56,1,5",,,,
Collect Mastery,-1,7,328,0,20,,0,,"56,1,5",,,,
Collect Mastery,-1,7,329,0,20,,0,,"56,1,5",,,,
Collect Mastery,-1,7,330,0,20,,0,,"56,1,5",,,,
Increase grass gathering attack power by 5%,5000,7,331,0,,,1,buff-icon-331,"51,2,50",,,,
Increase tree gathering attack power by 10%,5000,7,332,0,,,1,buff-icon-332,"22,2,50",,,,
Increase mine gathering attack power by 20%,5000,7,333,0,,,1,buff-icon-333,"29,2,50",,,,
Increase grass gathering attack power by 5%,5000,7,334,0,,,1,buff-icon-334,"51,2,100",,,,
Increase tree gathering attack power by 10%,5000,7,335,0,,,1,buff-icon-335,"22,2,100",,,,
Increase mine gathering attack power by 20%,5000,7,336,0,,,1,buff-icon-336,"29,2,100",,,,
Increase grass gathering attack power by 5%,5000,7,337,0,,,1,buff-icon-337,"51,2,200",,,,
Increase tree gathering attack power by 10%,5000,7,338,0,,,1,buff-icon-338,"22,2,200",,,,
Increase mine gathering attack power by 20%,5000,7,339,0,,,1,buff-icon-339,"29,2,200",,,,
Increase grass gathering proficiency by 5%,5000,7,340,0,,,1,buff-icon-340,"54,2,50",,,,
Increase tree gathering proficiency by 10%,5000,7,341,0,,,1,buff-icon-341,"55,2,50",,,,
Increase mine gathering proficiency by 20%,5000,7,342,0,,,1,buff-icon-342,"56,2,50",,,,
Increase grass gathering proficiency by 5%,5000,7,343,0,,,1,buff-icon-343,"54,2,100",,,,
Increase tree gathering proficiency by 10%,5000,7,344,0,,,1,buff-icon-344,"55,2,100",,,,
Increase mine gathering proficiency by 20%,5000,7,345,0,,,1,buff-icon-345,"56,2,100",,,,
Increase grass gathering proficiency by 5%,5000,7,346,0,,,1,buff-icon-346,"54,2,200",,,,
