describe-string,id-int,module-string,value-string
,20170005,合成, 충분한 자료를 선택해주세요
,20170006,合成, 이 레시피는 오늘 최대 합성 빈도에 도달했습니다
,20170007,合成, LUAG의 일일 공급 한도에 도달했습니다
,20180001,设置, 25프레임
,20180002,设置, 30프레임
,20180003,设置, 45프레임
,20180004,设置, 60프레임
,20180005,设置, 제한 없음
,20180006,设置, 매우 낮음
,20180007,设置, 낮음
,20180008,设置, 중간
,20180009,设置, 높음
,20180010,设置, 전투 중에는 해제할 수 없습니다.
,20190000,天赋树, 선행 노드를 먼저 해제해야 합니다
,20190001,天赋树, 전체 재능 트리 레벨은 {0}에 도달해야 합니다
,20190002,天赋树, 동일 계층의 중심 노드를 먼저 해제해야 합니다
,20190003,天赋树,재능 트리 레벨이 충분하지 않습니다
,20190004,,{0}[/color] <img src='ui://sulwtp4jo1ifwcm' width='36' height='36'>을(를) 계속 사용하시겠습니까? - 활성화된 스킬이 초기화됩니다. - 레시피가 초기화됩니다. - 경험이 소멸됩니다.
,20200000,活动, 상금을 청구했습니다
,20200001,活动, 상금 청구 실패
,20200002,活动, 티켓 발행 성공
,20200003,活动, 티켓 발행 실패
,20200004,活动, 티켓 판매 성공
,20200005,活动, 티켓 판매 실패
,20210000,钱包相关, 토큰 잔액 요청 실패!
地形杀,20220001,战报名称,지형[/color]
单一目标,20220002,战报名称,{0}[/color]
xx的yy,20220003,战报名称,{0}[/color]의 [color=#F7CE3D]{1}[/color]
家园饥饿杀,20220004,战报名称,배고픔[/color]
离开副本,20220005,战报名称,던전 나가기[/color]
,20220006,战报概要, {att=unknown}에 의해 사망했습니다
,20220007,战报概要, {def=unknown}이(가) {att=unknown}에 의해 사망했습니다
,20220008,战报概要, 당신의 유닛이 {def=unknown}을(를) 처치했습니다
,20220009,战报概要, {def=unknown}을(를) 처치했습니다
,20220010,战报概要, {att=unknown}이(가) {def=unknown}을(를) 처치했습니다
,20220011,战报详情,분실[/color] 아이템
,20220012,战报详情, {att=unknown}이(가) 처치에 참여했습니다
,20220013,战报详情,획득[/color] 아이템
,20220014,战报详情,획득[/color] 아이템
,20220015,战报详情, {att=unknown}이(가) {def=unknown}을(를) 처치했습니다
,20220016,战报概要,{name=심연 협곡}[/color] 도전 성공
,20220017,战报概要,{name=심연 협곡}[/color] 도전 실패
,20220018,战报详情,당신[/color]이 레벨 클리어로 보상을 받았습니다
,20220019,战报详情,"당신[/color]은 <img src='{icon=ui://sulwtp4jo1ifwcm}' width='30' height='30'> [color=#fead2a]{num=8,000}[/color] 토템 보너스를 획득했습니다."
,20220020,战报详情,획득한[/color] 아이템
,20230000,宠物, 애완동물이 따라갑니다
,20230001,宠物, 애완동물이 따르지 않습니다
,20230002,宠物, 애완동물 골수 세척 성공
,20230003,宠物, {0}을 애완동물 알로 변환하시겠습니까? 애완동물 알로 변환 후 재부화할 수 있습니다
,20230004,宠物, 애완동물 알 만들기
,20230005,宠物, {0}을(를) 해제하시겠습니까? 해제하면 애완동물이 손실됩니다
,20230006,宠物, 애완동물을 해제했습니다
,20230007,宠物, 애완동물 이름 변경 완료
,20230008,宠物, {0}의 애완동물
,20230009,宠物, 애완동물이 소환되었습니다.
,20230010,宠物, 애완동물이 사망했습니다!
,20230011,, 애완동물 레벨이 부족합니다.
,20240001,图腾, 성공 달성
,"20240002
",, 투자 성공
,20240003,, 인출 성공
,20240004,, 계산 중입니다. 잠시 기다려주세요.
,20240005,图腾,
,20250000,仓库, 저장하기 전에 저장 공간 임대 갱신해 주세요
,20250001,仓库,보관함을 꺼내기 전에 임대 갱신을 해주세요.
,20250002,, 보관함이 가득 찼습니다.
,20250003,,데이터를 가져오는 중입니다. 잠시 기다려주십시오.
,20260001,精力, 에너지가 부족합니다.
,20260002,精力,{0}[/color]의 에너지가 부족합니다.
,20270001,排行榜, 순위가 없음
,20280001,装备拆解, 장비를 분해한 후에는 복구할 수 없습니다. 확인해주세요.
,20290001,背包, 아이템이 제거되었습니다.
,20290002,背包, 아이템을 변환할 수 없습니다.
,20290003,背包, 모두 변환됨.
,20290004,背包, 이 아이템은 변환할 수 없습니다.
,20290005,背包, 아이템이 정렬되었습니다.
,20290006,背包, 원본 아이템 이름이 복사되었습니다!
,20290007,背包, 아이템을 제거하시겠습니까?
,20290008,背包,{0}[/color]을(를) 제거하시겠습니까?
,20290009,背包, 일일 전환 할당량이 소진되었습니다.
,20290010,背包, 일일 전환 할당량이 부족합니다.
,20290011,背包, 창고 임대 성공.
,20290012,背包, 창고 임대 실패.
,20290013,,{0}[/color]이(가) 제거되었습니다.
,20300000,声望, 평판 작업을 완료하십시오.
,20300001,声望, 한 번 리더보드에 올랐습니다.
,20300002,声望, 창고를 빌립니다.
,20300003,声望, 특정 점수로 던전을 통과하십시오.
,20300004,声望, 게임 내 LUAG(100) 보유.
,20300005,声望, 계정 기간.
,20300006,声望, 추가 점수.
,20300007,声望, 매일 {0} 점 감소.
,20310000,技能, 현재 무기로는 이 스킬을 해제할 수 없습니다.
,20320000,世界图腾,
,20320001,世界图腾,
,20320002,世界图腾,
,20320003,世界图腾,
,20320004,世界图腾,
,20320005,世界图腾,
,20320006,世界图腾,
,20320007,世界图腾,
,20320008,世界图腾,
,20320009,世界图腾,
,20330000,装备强化,
,20330001,装备强化,
,20330002,装备强化,
,20330003,装备强化,
,20330004,装备强化,
,20330005,装备强化,
,20330006,装备强化,
,20330007,装备强化,
,20330008,装备强化,
,20340001,爬塔,
,20340002,爬塔,
,20340003,爬塔,
,20340004,爬塔,
