designateOptions-string,details-string,difficulty-int,expReward-int[][],id-int,isSelfEnd-bool,itemReward-int,name-string,reputation-int,type-int,level-int[][],preTaskReq-int[],chanceOptions-string,unlockDungeon-int[]
, 이것들을 주세요.,0,"2,147",52,1,0, 전투 경험치 과제 - Lv1,0,,,,"{""options"":[{""optionType"":1,""value"":""482,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""482,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""482,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""482,2,100"",""guiderPoint"":0}]}",
, 이것들을 주세요.,0,"2,207",53,1,0, 전투 경험치 과제 - Lv2,0,,,,"{""options"":[{""optionType"":1,""value"":""483,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""483,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""483,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""483,1,200"",""guiderPoint"":0}]}",
, 이것들을 주세요.,0,"2,294",54,1,0, 전투 경험치 과제 - Lv3,0,,,,"{""options"":[{""optionType"":1,""value"":""484,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""484,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""484,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""484,2,200"",""guiderPoint"":0}]}",
, 농사 일.,0,"1,84",55,1,147, 매일-Lv1-농사,0,,,,"{""options"":[{""optionType"":2,""value"":""146,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""147,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""148,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""146,2,200"",""guiderPoint"":0},{""optionType"":2,""value"":""147,2,200"",""guiderPoint"":0},{""optionType"":2,""value"":""148,2,200"",""guiderPoint"":0}]}",
, 농사 일하고 제출하세요.,0,"1,84",56,1,147, 매일-Lv1-농사,0,,,,"{""options"":[{""optionType"":2,""value"":""146,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""147,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""148,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""146,2,200"",""guiderPoint"":0},{""optionType"":2,""value"":""147,2,200"",""guiderPoint"":0},{""optionType"":2,""value"":""148,2,200"",""guiderPoint"":0}]}",
, 이것들을 주세요.,0,"1,84",57,1,147, 매일-Lv1-농사,0,,,,"{""options"":[{""optionType"":2,""value"":""146,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""147,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""148,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""146,2,200"",""guiderPoint"":0},{""optionType"":2,""value"":""147,2,200"",""guiderPoint"":0},{""optionType"":2,""value"":""148,2,200"",""guiderPoint"":0}]}",
, 농사 일.,0,"1,118",58,1,148, 매일-Lv2-농사,0,,,,"{""options"":[{""optionType"":2,""value"":""149,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""150,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""151,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""149,2,200"",""guiderPoint"":0},{""optionType"":2,""value"":""150,2,200"",""guiderPoint"":0},{""optionType"":2,""value"":""151,2,200"",""guiderPoint"":0}]}",
, 농사 일하고 제출하세요.,0,"1,118",59,1,148, 매일-Lv2-농사,0,,,,"{""options"":[{""optionType"":2,""value"":""149,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""150,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""151,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""149,2,200"",""guiderPoint"":0},{""optionType"":2,""value"":""150,2,200"",""guiderPoint"":0},{""optionType"":2,""value"":""151,2,200"",""guiderPoint"":0}]}",
, 이것들을 주세요.,0,"1,118",60,1,148, 매일-Lv2-농사,0,,,,"{""options"":[{""optionType"":2,""value"":""149,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""150,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""151,1,200"",""guiderPoint"":0},{""optionType"":2,""value"":""149,2,200"",""guiderPoint"":0},{""optionType"":2,""value"":""150,2,200"",""guiderPoint"":0},{""optionType"":2,""value"":""151,2,200"",""guiderPoint"":0}]}",
, 농사 일.,0,"1,168",61,1,149, 매일-Lv3-농사,0,,,,"{""options"":[{""optionType"":1,""value"":""78,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""76,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""77,2,200"",""guiderPoint"":0}]}",
, 농사 일하고 제출하세요.,0,"1,168",62,1,149, 매일-Lv3-농사,0,,,,"{""options"":[{""optionType"":1,""value"":""78,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""76,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""77,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""78,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""76,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""77,1,200"",""guiderPoint"":0}]}",
, 이것들을 주세요.,0,"1,168",63,1,149, 매일-Lv3-농사,0,,,,"{""options"":[{""optionType"":1,""value"":""78,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""76,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""77,2,200"",""guiderPoint"":0}]}",
, 이것들을 주세요.,0,"1,147",64,1,0, 농사 경험치 과제 - Lv1,0,,,,"{""options"":[{""optionType"":1,""value"":""482,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""482,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""482,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""482,2,200"",""guiderPoint"":0}]}",
, 이것들을 주세요.,0,"1,207",65,1,0, 농사 경험치 과제 - Lv2,0,,,,"{""options"":[{""optionType"":1,""value"":""483,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""483,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""483,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""483,1,200"",""guiderPoint"":0}]}",
, 이것들을 주세요.,0,"1,294",66,1,0, 농사 경험치 과제 - Lv3,0,,,,"{""options"":[{""optionType"":1,""value"":""484,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""484,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""484,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""484,2,200"",""guiderPoint"":0}]}",
, 채집 일.,0,"3,84",67,1,129, 매일-Lv1-채집,0,,,,"{""options"":[{""optionType"":3,""value"":""58,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""58,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""62,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""62,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""66,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""66,2,200"",""guiderPoint"":0}]}",
, 채집 일하고 제출하세요.,0,"3,84",68,1,129, 매일-Lv1-채집,0,,,,"{""options"":[{""optionType"":1,""value"":""58,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""58,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""62,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""62,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""66,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""66,2,200"",""guiderPoint"":0}]}",
, 이것들을 주세요.,0,"3,84",69,1,129, 매일-Lv1-채집,0,,,,"{""options"":[{""optionType"":3,""value"":""58,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""58,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""62,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""62,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""66,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""66,2,200"",""guiderPoint"":0}]}",
, 채집 일.,0,"3,118",70,1,130, 매일-Lv2-채집,0,,,,"{""options"":[{""optionType"":3,""value"":""59,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""59,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""63,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""63,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""67,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""67,2,200"",""guiderPoint"":0}]}",
, 채집 일하고 제출하세요.,0,"3,118",71,1,130, 매일-Lv2-채집,0,,,,"{""options"":[{""optionType"":1,""value"":""59,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""59,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""63,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""63,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""67,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""67,2,200"",""guiderPoint"":0}]}",
, 이것들을 주세요.,0,"3,118",72,1,130, 매일-Lv2-채집,0,,,,"{""options"":[{""optionType"":3,""value"":""59,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""59,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""63,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""63,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""67,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""67,2,200"",""guiderPoint"":0}]}",
, 채집 일.,0,"3,168",73,1,131, 매일-Lv3-채집,0,,,,"{""options"":[{""optionType"":3,""value"":""68,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""68,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""64,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""64,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""60,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""60,2,200"",""guiderPoint"":0}]}",
, 채집 일하고 제출하세요.,0,"3,168",74,1,131, 매일-Lv3-채집,0,,,,"{""options"":[{""optionType"":1,""value"":""68,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""68,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""64,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""64,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""60,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""60,2,200"",""guiderPoint"":0}]}",
, 이것들을 주세요.,0,"3,168",75,1,131, 매일-Lv3-채집,0,,,,"{""options"":[{""optionType"":3,""value"":""68,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""68,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""64,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""64,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""60,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""60,2,200"",""guiderPoint"":0}]}",
, 이것들을 주세요.,0,"3,147",76,1,0, 채집 경험치 과제 - lv1,0,,,,"{""options"":[{""optionType"":1,""value"":""482,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""482,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""482,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""482,2,200"",""guiderPoint"":0}]}",
, 이것들을 주세요.,0,"3,207",77,1,0, 채집 경험치 과제 - lv2,0,,,,"{""options"":[{""optionType"":1,""value"":""483,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""483,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""483,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""483,1,200"",""guiderPoint"":0}]}",
, 이것들을 주세요.,0,"3,294",78,1,0, 채집 경험치 과제 - lv3,0,,,,"{""options"":[{""optionType"":1,""value"":""484,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""484,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""484,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""484,2,200"",""guiderPoint"":0}]}",
"{""options"":[{""optionType"":4,""value"":""6,10"",""guiderPoint"":2101}]}", 금속 머트 10마리 처치. 이 임무를 완료하기 위해 퀸시를 찾으세요. 가끔 마을 근처에서 그를 볼 수 있으니 찾아가 보세요.,0,"2,314",80,0,0, 금속 머트 10마리 처치,0,2,,217,,
"{""options"":[{""optionType"":4,""value"":""8,10"",""guiderPoint"":3501}]}", 선인장 전사 10마리 처치. 이 임무를 완료하기 위해 퀸시를 찾으세요. 가끔 마을 근처에서 그를 볼 수 있으니 찾아가 보세요.,0,"2,314",81,0,0, 선인장 전사 10마리 처치,0,2,,89,,
