describe-string,id-int,module-string,value-string
,20090005,任务,Sử dụng {0}  
,20090006,任务,Nộp {0}  
,20090007,任务,Giết {0}  
,20090008,任务,"Nhìn xung quanh tọa độ bản đồ ({0}, {1})  "
,20090009,任务,Nâng cấp nhân vật của bạn  
,20090010,任务,Thu được {0}  
,20090011,任务,Nâng cấp khe {0}  
,20090012,任务,Nâng cấp nút {0} lên cấp {1} 
,20090013,任务,{0} Vật phẩm được chọn
,20090014,任务,{0} Vật phẩm được chọn
,20090015,任务,Không rõ
,20090016,任务,Hàng ngày
,20090017,任务,Nhiệm vụ thưởng
,"20100000
",专精,Chung 
,20100001,专精,Nông nghiệp 
,20100002,专精,Chiến đấu 
,20100003,专精,Thu thập 
,20100004,,Thú cưng
,20100005,,Cấp độ tối đa 
,20100006,,Thiếu kinh nghiệm {0} 
,20100007,nft 关键字,Thiếu Token 
,20110000,nft 关键字,Khôi phục HP 
,20110001,nft 关键字,Thêm Buff 
,20110002,nft 关键字,Học công thức 
,20110003,nft 关键字,Mũ bảo hộ 
,20110004,nft 关键字,Áo giáp ngực 
,20110005,nft 关键字,Quần giáp 
,20110006,nft 关键字,Giày giáp 
,20110007,nft 关键字,Găng tay giáp 
,20110008,nft 关键字,Kiếm 
,20110009,nft 关键字,Cung 
,20110010,nft 关键字,Dao găm 
,20110011,nft 关键字,Giáo 
,20110012,nft 关键字,Vật phẩm tiêu thụ 
,20110013,nft 关键字,Nguyên liệu 
,20110014,nft 关键字,Có thể đặt 
,20110015,nft 关键字,Đồ có thể mặc
,20110016,nft 关键字,Hộp bí ẩn
,20110017,nft 关键字 在配置中的类型,Trang bị
,20110018,nft 关键字 在配置中的类型,Vật phẩm tiêu dùng
,20110019,nft 关键字 在配置中的类型,Nguyên liệu
,20110020,nft 关键字 在配置中的类型,Công trình
,20110021,nft 关键字 在配置中的类型,Trứng thú cưng
,20110022,,Trụ
,20120005,登录,Bắt đầu kết nối ví
,20120006,登录,Cập nhật kết nối ví
,20120007,登录,Hoàn thành kết nối ví
,20120008,登录,Kết nối ví thất bại
,20120009,登录,Kết nối ví đã sẵn sàng
,20120010,登录,Bắt đầu đăng nhập ví
,20120011,登录,Mở trang đăng nhập ví
,20120012,登录,Đăng nhập ví thành công
,20120013,登录,Đăng nhập ví thất bại
,20120014,登录,Khởi tạo ví
,20120015,登录,Thời gian khởi tạo ví đã hết
,20120016,登录,Mất kết nối với ví
,20130000,组队, Đội của {0}
,20130001,组队,Yêu cầu đã được gửi đi
,20130002,组队,"Bạn đã tham gia vào nhóm, vui lòng rời nhóm trước"
,20130003,组队,Yêu cầu đã hết hạn
,20130004,组队,Định dạng tên không hợp lệ
,20130005,组队,Định dạng mô tả không hợp lệ
,20130006,组队,Bạn đã ở đây rồi
,20130007,组队,{0} mời bạn tham gia nhóm
,20140001,网络," Lỗi mạng, vui lòng thử lại"
弱网提示标题,20140002,网络, Mạng
,20150001,副本,"Nếu bạn bỏ chạy, sẽ bị phạt vì thất bại. Bạn có chắc chắn muốn thoát không?"
,20150002,副本,Có khả năng {0} mảnh trang bị bạn đang mặc có thể bị hỏng nếu bạn thất bại. Bạn có chắc chắn muốn tiếp tục thử thách không?
场景服务启动失败,20150003,副本,"Không thể khởi động phiên bản, vui lòng thử lại sau "
切换场景超时,20150004,副本,"Hết thời gian vào phiên bản, vui lòng thử lại sau "
门票不足,20150005,副本,Số vé không đủ
门票扣除失败,20150006,副本,Không trừ được số vé
副本未解锁,20150007,副本,Chưa mở khóa thể loại
已在当前场景,20150008,副本,Bạn đã ở đây rồi 
重复申请,20150009,副本,Đơn xin trùng lặp 
没有权限进入场景,20150010,副本,Bạn không có quyền vào 
无效地图类型 参数错误(地图id or subtype信息错误),20150011,副本,"Không thể vào bản đồ, vui lòng liên hệ quản trị viên "
地图不支持当前的挑战类型(单人多人挑战类型),20150012,副本,Không thể vào solo 
玩家在队伍中(单人挑战不能有队伍),20150013,副本,Vui lòng thoát khỏi nhóm hiện tại 
玩家队伍不存在(非单人挑战类型必须有队伍),20150014,副本,Vui lòng tham gia một nhóm 
成员不在附近  （成员不在npc附近） （成员不在队长附近）已经离线(member entity 离开当前服务器),20150015,副本,Quá xa
地图需要XX级才能进入,20150016,副本,"Cấp độ nhân vật không đủ, yêu cầu cấp độ"
角色数据错误,20150017,副本,"Lỗi dữ liệu nhân vật, vui lòng liên hệ quản trị viên "
NPC 不存在,20150018,副本,"Không tìm thấy NPC, vui lòng liên hệ quản trị viên "
,20150019,副本,từ chối nhập hầm
,20160000,副本,Thiếu vé
,20160001,副本,Vui lòng thoát khỏi nhóm hiện tại
,20160002,副本,Cần có một nhóm để thách đấu
,20160003,副本,Chỉ có người đứng đầu nhóm mới có thể bắt đầu thách thức nhóm
,20160004,副本,Chưa mở khóa
,20160005,副本,Lỗi hệ thống
,20160006,副本,Thế giới mở
,20160007,副本,Nhà của
,20160008,副本,Hang động
,20160009,副本,Khu vực không xác định
,20160010,副本,Chỉ người đứng đầu nhóm mới có thể thao tác.
,20160011,副本,Không khớp cấp độ.
,20160012,副本,Chưa mở.
,20160013,副本,Không khớp.
,20160014,副本,Vui lòng thử lại sau hoặc thách thức các hang động khác.
,20170000,合成,Vào hàng chờ
,20170001,合成,Hàng chế tạo đã đầy.
,20170002,合成,Công thức chế tạo chưa được mở khóa.
,20170003,合成,Nguyên liệu không đủ.
,20170004,合成,Token không đủ.
,20170005,合成,Vui lòng chọn đủ vật liệu
,20170006,合成,Hôm nay đã đạt đến giới hạn tổng hợp hàng ngày.
,20170007,合成,Đã đạt đến giới hạn cung cấp hàng ngày cho LUAG.
,20180001,设置,25 khung
,20180002,设置,30 khung
,20180003,设置,45 khung
,20180004,设置,60 khung
,20180005,设置,Không giới hạn
,20180006,设置,Rất thấp
,20180007,设置,Thấp
,20180008,设置,Trung bình
,20180009,设置,Cao
,20180010,设置,Không thể rời khỏi trong khi đang chiến đấu.
,20190000,天赋树,Phải mở khóa nút trước đó.
,20190001,天赋树,Tổng cấp độ của cây tài năng cần đạt đến {0}.
,20190002,天赋树,Phải mở khóa nút gốc cùng tầng trước.
,20190003,,Không đủ cấp độ cây tài năng
,20200000,活动,Nhận giải thưởng thành công
,20200001,活动,Nhận giải thưởng không thành công
,20200002,活动,Tạo vé thành công
,20200003,活动,Tạo vé không thành công
,20200004,活动,Bán vé thành công
,20200005,活动,Bán vé không thành công
,20210000,钱包相关, Yêu cầu cân bằng Token thất bại!
地形杀,20220001,战报名称,[color=#FF9F2F]Địa hình[/color]
单一目标,20220002,战报名称,[color=#F7CE3D]{0}[/color]
xx的yy,20220003,战报名称,[color=#F7CE3D]{0}[/color] của [color=#F7CE3D]{1}[/color]
家园饥饿杀,20220004,战报名称,[color=#FF9F2F]Đói[/color]
,20220005,战报名称,Đã đặt trước
,20220006,战报概要,Bạn đã bị {att=unknown} giết
,20220007,战报概要,{def=unknown} của bạn đã bị {att=unknown} giết
,20220008,战报概要,Đơn vị của bạn tham gia vào việc giết {def=unknown}
,20220009,战报概要,Bạn đã giết {def=unknown}
,20220010,战报概要,{att=unknown} của bạn đã giết {def=unknown}
,20220011,战报详情,[color=#F24F4F]Mất[/color] vật phẩm
,20220012,战报详情,{att=unknown} tham gia vào việc giết
,20220013,战报详情,[color=#35F883]Thắng[/color] vật phẩm
,20220014,战报详情,{att=unknown} [color=#35F883]thắng[/color] vật phẩm
,20220015,战报详情,{att=unknown} đã giết {def=unknown}
,20220016,战报概要,Thách thức [color=#FF9F2F]{name=Abyss canyon}[/color] thành công
,20220017,战报概要,Thách thức [color=#FF9F2F]{name=Abyss canyon}[/color] thất bại
,20220018,战报详情,[color=#F7CE3D]Bạn[/color] đã nhận được phần thưởng sau khi hoàn thành cấp độ
,20220019,战报详情,"[color=#F7CE3D]Bạn[/color] nhận được <img src='{icon=ui://sulwtp4jjhrfwa6}' width='30' height='30'> [color=#fead2a]{num=8,000}[/color] Phần thưởng Tượng thần"
,20230000,宠物,Thú cưng đã theo sau.
,20230001,宠物,Thú cưng đã ngừng theo sau.
,20230002,宠物,Rửa tủy thú cưng thành công.
,20230003,宠物,Bạn có chắc chắn muốn chuyển đổi {0} thành quả trứng thú cưng? Nó có thể được ấp lại sau khi chuyển đổi thành quả trứng thú cưng.
,20230004,宠物,Tạo quả trứng thú cưng
,20230005,宠物,Bạn có chắc chắn muốn thả {0}? Bạn sẽ mất thú cưng sau khi thả.
,20230006,宠物,Bạn đã thả thú cưng của bạn.
,20230007,宠物,Đổi tên thú cưng thành công.
,20230008,宠物,Thú cưng của {0}
,20230009,宠物,
,20230010,宠物,
,20240001,图腾,Đạt được thành công
,"20240002
",,Đầu tư thành công
,20240003,,Rút tiền thành công
,20240004,,"Đang tính toán, vui lòng đợi"
,20250000,仓库,Vui lòng gia hạn thuê kho trước khi lưu trữ.
,20250001,仓库,Vui lòng gia hạn thuê kho trước khi lấy ra.
,20250002,,Kho đã đầy.
,20260001,精力,Năng lượng không đủ.
,20260002,精力,Năng lượng của [color=#F7CE3D]{0}[/color] không đủ.
