IsBeHitBreakable-bool,IsIndependentLogic-bool,accuBreakable-bool,accuTime-int,attackCanMove-bool,effectEnemy-int[],effectForward-int[],forwardReleaseTime-int,id-int,isAutoUse-bool,isCheckHit-bool,isHoldSkill-bool,isReleaseEffFollow-bool,isReleastActLoop-bool,isRemote-bool,playProgress-bool,rangeTips-bool,releaseAct-string,releaseEff-string,releaseSound-string[],releaseSpd-int,releaseTime-int,searchTarget-int[][],skillCD-int,skillDesc-string,skillDistance-int,skillFlag-int[],skillFlyerId-int,skillName-string,skillRange-int[],skillShake-string[],targetFlag-int[],targetLock-bool,targetType-int[],homeAction-int[],homeAttRate-int,effectSelf-int[],skillIcon-string,hitEff-string,animRotate-int,skillAlertEffect-string,skillFlyerNum-int,accuEff-int,effectInit-int[],composeSkill-int[],costPropType-int[],maxAccuTime-int,itemCost-int[][],accuTab-string
1,0,0,0,0,"15,29",28,1000,37,1,1,0,1,0,0,0,1,attack,,Dryad_Attack,,1860,1,20000,"Đập xuống mặt đất, làm choáng kẻ thù gần đó bằng sức mạnh sói. ",,2,0,tiếng gầm của vua sói,"4,800,600,36000,0",CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,
1,0,0,0,0,"15,29",28,0,38,1,1,0,1,0,0,0,1,attack,,Dryad_Attack,,1860,1,30000,Phóng một tiếng hú kinh hoàng để gieo sợ hãi vào kẻ thù của bạn. ,,2,0,Vua sói Yinyue,"2,900,0",CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,
1,0,0,0,0,29,28,1860,39,1,1,0,1,0,0,0,1,attack,,Dryad_Attack,,1860,1,60000,Hiển thị Shadow Dance của Wolf King để vượt qua đối thủ. ,1000,2,0,Ông bí ngô từ xa,,CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,
1,0,1,0,0,15,,400,40,0,1,0,1,0,1,0,1,attack_far,,Skill_Pumpkin_atkar_Basic,,767,1,2000,Sử dụng cuộc tấn công tầm xa của Pumpkin Man để giữ kẻ thù ở khoảng cách. ,2000,2,2,Kỹ năng kiểm tra nhóm kỹ năng,"2,200,0",,1,1,1,,,,skill-icon-40,,0,top_down_bomb_1,1,,,,,,,
0,0,0,0,0,21,,1500,41,1,1,1,1,0,0,0,0,attack,,monsterattack,,2000,1,5000,Kiểm tra và phân tích phạm vi các kỹ năng có sẵn của nhân vật của bạn. ,500,,0,kiểm tra kỹ năng thụ động,"2,900,0",,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,,,0,42,0,1,0,1,0,0,0,0,,,,,100,1,-1,"Đánh giá hiệu quả của các kỹ năng bị động, sử dụng chiến lược tốt hơn. ",,1,0,kiểm tra kỹ năng thụ động,,,1,0,,,,,,,,,,0,32,,,,,
0,0,0,0,0,,,0,43,0,1,0,1,0,0,0,0,,,,,100,1,-1,Đánh giá khả năng chồng chất của các buff nhân vật khác nhau. ,,1,0,Kiểm tra lớp buff,,,1,0,,,,,,,,,,0,33,,,,,
0,0,0,0,0,,,0,44,0,1,0,1,0,0,0,0,,,,,100,1,-1,Xây dựng sự kháng cự với chói mắt và tránh những rủi ro chiến đấu tiềm ẩn. ,,2,0,kiểm tra chóng mặt,,,1,0,,,,34,,,,,,0,,,,,,
0,0,0,0,0,23,,0,45,0,1,0,1,0,0,0,0,attack,,,,0,1,1000,Xem xét và tối ưu hóa các kỹ năng liên quan đến máu trong bộ sưu tập của bạn. ,1,2,0,Kiểm tra kỹ năng chảy máu,,,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,36,,150,46,0,1,0,1,0,0,0,0,skill_sword_attack1,skill_sword_attack1,knife01,14,670,1,-1,Nâng cao khả năng chạy nhanh của bạn thông qua đánh giá kỹ năng tinh vi. ,45,2,0,Kiểm tra kỹ năng chạy nước rút,"4,300,300,27000,0",,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,,"41,42",0,47,0,1,0,1,0,0,0,0,A-skill-chongci,,playerroll,,400,1,-1,Luyện tập và cải thiện khả năng chạy nhanh của bạn trong quá trình chơi game. ,,2,0,Tấn công không vũ trang Kích hoạt tấn công bằng kiếm Bị động,"1,200,500,100,0",,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,,,0,48,0,1,0,1,0,0,0,0,,,,,0,1,-1,Thực hiện một cuộc tấn công tay không có thể kích hoạt các kỹ năng bị động liên quan đến kiếm. ,,1,0,Kiểm tra kỹ năng cá nhân liên tục,,,1,0,,,,,,,,,,,43,,,,,
0,0,0,0,0,,,180,49,0,1,0,1,0,0,0,0,skill_attack1,,Punch,,670,1,-1,Phát triển và hoàn thiện một loạt các khả năng cá nhân trong bộ kỹ năng của nhân vật của bạn. ,,2,0,Kiểm tra kỹ năng nhóm liên tục,"4,800,600,36000,0",,1,0,,,,44,,,,,,,,,,,,
0,0,0,0,0,,,180,50,0,1,0,1,0,0,0,0,skill_attack1,,Punch,,670,1,-1,Mài dũng khí và khả năng hợp tác của bạn bằng cách kiểm tra một chuỗi các kỹ năng liên quan đến nhóm. ,,2,0,Hòm chiến đấu cấp 1,"4,800,600,36000,0",,1,0,,,,45,,,,,,,,,,,,
0,0,0,,0,,,,51,0,1,0,1,0,0,0,0,,,,,,1,-1,Đạt đến sự thành thạo trong chiến đấu và mở rộng khả năng chiến đấu của bạn ở các cấp độ chuyên môn khác nhau. ,,1,0,Hòm chiến đấu cấp 2,,,1,0,,,,,skill-icon-51,,,,,,46,,,,,
0,0,0,,0,,,,52,0,1,0,1,0,0,0,0,,,,,,1,-1,Đạt đến sự thành thạo trong chiến đấu và mở rộng khả năng chiến đấu của bạn ở các cấp độ chuyên môn khác nhau. ,,1,0,Hòm chiến đấu cấp 3,,,1,0,,,,,skill-icon-52,,,,,,47,,,,,
0,0,0,,0,,,,53,0,1,0,1,0,0,0,0,,,,,,1,-1,Đạt đến sự thành thạo trong chiến đấu và mở rộng khả năng chiến đấu của bạn ở các cấp độ chuyên môn khác nhau. ,,1,0,Hòm chiến đấu cấp 4,,,1,0,,,,,skill-icon-53,,,,,,48,,,,,
0,0,0,,0,,,,54,0,1,0,1,0,0,0,0,,,,,,1,-1,Đạt đến sự thành thạo trong chiến đấu và mở rộng khả năng chiến đấu của bạn ở các cấp độ chuyên môn khác nhau. ,,1,0,Hòm chiến đấu cấp 5,,,1,0,,,,,skill-icon-54,,,,,,49,,,,,
0,0,0,,0,,,,55,0,1,0,1,0,0,0,0,,,,,,1,-1,Đạt đến sự thành thạo trong chiến đấu và mở rộng khả năng chiến đấu của bạn ở các cấp độ chuyên môn khác nhau. ,,1,0,Hòm chiến đấu cấp 6,,,1,0,,,,,skill-icon-55,,,,,,50,,,,,
0,0,0,,0,,,,56,0,1,0,1,0,0,0,0,,,,,,1,-1,Đạt đến sự thành thạo trong chiến đấu và mở rộng khả năng chiến đấu của bạn ở các cấp độ chuyên môn khác nhau. ,,1,0,Hòm chiến đấu cấp 7,,,1,0,,,,,skill-icon-56,,,,,,51,,,,,
0,0,0,,0,,,,57,0,1,0,1,0,0,0,0,,,,,,1,-1,Đạt đến sự thành thạo trong chiến đấu và mở rộng khả năng chiến đấu của bạn ở các cấp độ chuyên môn khác nhau. ,,1,0,Hòm chiến đấu cấp 8,,,1,0,,,,,skill-icon-57,,,,,,52,,,,,
0,0,0,,0,,,,58,0,1,0,1,0,0,0,0,,,,,,1,-1,Đạt đến sự thành thạo trong chiến đấu và mở rộng khả năng chiến đấu của bạn ở các cấp độ chuyên môn khác nhau. ,,1,0,Hòm chiến đấu cấp 9,,,1,0,,,,,skill-icon-58,,,,,,53,,,,,
0,0,0,,0,,,,59,0,1,0,1,0,0,0,0,,,,,,1,-1,Đạt đến sự thành thạo trong chiến đấu và mở rộng khả năng chiến đấu của bạn ở các cấp độ chuyên môn khác nhau. ,,1,0,Chí mạng chiến đấu cấp 1,,,1,0,,,,,skill-icon-59,,,,,,54,,,,,
0,0,0,,0,,,,60,0,1,0,1,0,0,0,0,,,,,,1,-1,Nâng cao đầu ra sát thương của bạn với một cú đánh chí mạng cấp độ 1 trong chiến đấu. ,,1,0,Chí mạng chiến đấu cấp 2,,,1,0,,,,,skill-icon-60,,,,,,55,,,,,
0,0,0,,0,,,,61,0,1,0,1,0,0,0,0,,,,,,1,-1,Sử dụng một cú đánh chí mạng cấp độ 2 mạnh mẽ hơn. ,,1,0,Chí mạng chiến đấu cấp 3,,,1,0,,,,,skill-icon-61,,,,,,56,,,,,
0,0,0,,0,,,,62,0,1,0,1,0,0,0,0,,,,,,1,-1,Thống trị nghệ thuật đánh với một cú đánh chí mạng cấp độ 3 chết người. ,,1,0,chà đạp,,,1,0,,,,,skill-icon-62,,,,,,57,,,,,
0,0,0,0,0,"58,238",22,350,63,0,1,0,1,0,0,0,0,A-skill-zhanzhengjianta,Skill_warTrampling,Skill_trampling,,665,1,5000," Làm cho kẻ thù chóng mặt trong một khoảng cách nhất định.
",0,2,0,"Đạp nát
","2,200,0",WarTrampling,1,0,1,,,,skill-icon-63,,,,,,,,,,,
0,0,0,0,0,"495,238,386,227","483,22",350,64,0,1,0,1,0,0,0,0,A-skill-zhanzhengjianta,Skill_warTrampling_3,Skill_trampling,,665,1,8000," Làm cho kẻ thù chóng mặt trong một khoảng cách nhất định, không thể đánh trúng trong quá trình sử dụng kỹ năng.
",0,2,0,"Đạp chiến tranh
","2,300,0",WarTrampling,1,0,1,,,,skill-icon-64,,,,,,,,,,,
0,0,0,0,0,"457,445,388",22,550,65,0,1,0,1,0,0,0,0,A-chuisanlianji-2-NEW,Skill_Sweeping,Skill_Swepping,,1000,1,5000," Đánh bại một khu vực lớn kẻ thù phía trước bạn và gây chóng mặt tạm thời.
",0,2,0,"Quét
","4,300,300,27000,0",WarTrampling,1,0,1,,,,skill-icon-65,,,,,,,,,,,
0,0,0,,0,,,,66,0,1,0,1,0,0,0,0,,,,,,1,-1,"Có 1% cơ hội nhân đôi mùa màng, nâng cấp thiết bị lên cấp 1. ",,1,0,Cấp 2 Nông nghiệp và chăn nuôi,,,1,0,,,,,skill-icon-66,,,,,,"240,242,245,249",,,,,
0,0,0,,0,,,,67,0,1,0,1,0,0,0,0,,,,,,1,-1,"Có 2% cơ hội nhân đôi mùa màng, nâng cấp thiết bị lên cấp 2. ",,1,0,Cấp 3 Nông nghiệp và chăn nuôi,,,1,0,,,,,skill-icon-67,,,,,,"243,242,246,249",,,,,
0,0,0,,0,,,,68,0,1,0,1,0,0,0,0,,,,,,1,-1,"Có 3% cơ hội nhân đôi mùa màng, mùa màng cấp 2 và thiết bị cấp 3. ",,1,0,Cấp 4 Nông nghiệp và chăn nuôi,,,1,0,,,,,skill-icon-68,,,,,,"244,242,247,249",,,,,
0,0,0,,0,,,,69,0,1,0,1,0,0,0,0,,,,,,1,-1,"Có 4% cơ hội nhân đôi mùa màng, nâng cấp thiết bị lên cấp 4. ",,1,0,Cấp 5 Nông nghiệp và chăn nuôi,,,1,0,,,,,skill-icon-69,,,,,,"250,242,253,249",,,,,
0,0,0,,0,,,,70,0,1,0,1,0,0,0,0,,,,,,1,-1,"Có 5% cơ hội nhân đôi mùa màng, nâng cấp thiết bị lên cấp 5. ",,1,0,Cấp 6 Nông nghiệp và chăn nuôi,,,1,0,,,,,skill-icon-70,,,,,,"251,242,254,249",,,,,
0,0,0,,0,,,,71,0,1,0,1,0,0,0,0,,,,,,1,-1,"Có 6% cơ hội nhân đôi mùa màng, mùa màng cấp 3, nâng cấp thiết bị lên cấp 6. ",,1,0,Cấp 7 Nông nghiệp và chăn nuôi,,,1,0,,,,,skill-icon-71,,,,,,"252,242,255,249",,,,,
0,0,0,,0,,,,72,0,1,0,1,0,0,0,0,,,,,,1,-1,"Có 7% cơ hội nhân đôi mùa màng, nâng cấp thiết bị lên cấp 7. ",,1,0,Cấp 8 Nông nghiệp và chăn nuôi,,,1,0,,,,,skill-icon-72,,,,,,"242,249,271,274",,,,,
0,0,0,,0,,,,73,0,1,0,1,0,0,0,0,,,,,,1,-1,"Có 8% cơ hội nhân đôi mùa màng, nâng cấp thiết bị lên cấp 8. ",,1,0,Cấp 9 Nông nghiệp và chăn nuôi,,,1,0,,,,,skill-icon-73,,,,,,"242,249,272,275",,,,,
0,0,0,,0,,,,74,0,1,0,1,0,0,0,0,,,,,,1,-1,"Có 9% cơ hội nhân đôi mùa màng, mùa màng cấp 4, nâng cấp thiết bị lên cấp 9. ",,1,0,Thông Thạo Cuốc Lv 1,,,1,0,,,,,skill-icon-74,,,,,,"242,249,273,276",,,,,
0,0,0,,0,,,,75,0,1,0,1,0,0,0,0,,,,,,1,-1,Tăng tốc độ cuốc 10%. ,,1,0,Thông Thạo Cuốc Lv 2,,,1,0,,,,,skill-icon-75,,,,,,72,,,,,
0,0,0,,0,,,,76,0,1,0,1,0,0,0,0,,,,,,1,-1,Tăng tốc độ cuốc 20%. ,,1,0,Thông Thạo Cuốc Lv 3,,,1,0,,,,,skill-icon-76,,,,,,73,,,,,
0,0,0,,0,,,,77,0,1,0,1,0,0,0,0,,,,,,1,-1,Tăng tốc độ cuốc 30%. ,,1,0,Kỹ năng tưới nước cấp 1,,,1,0,,,,,skill-icon-77,,,,,,74,,,,,
0,0,0,,0,,,,78,0,1,0,1,0,0,0,0,,Skill_watering,ranged_RPG_attack5_audio,,,1,-1,Độ ẩm cây trồng +5% với việc tưới nước của bạn. ,,1,0,Kỹ năng tưới nước cấp 2,,,1,0,,,,,skill-icon-78,,,,,,75,,,,,
0,0,0,,0,,,,79,0,1,0,1,0,0,0,0,,Skill_watering,ranged_RPG_attack5_audio,,,1,-1,Tưới nước bởi bạn tăng độ ẩm cây trồng lên 10%. ,,1,0,Kỹ năng tưới nước cấp 3,,,1,0,,,,,skill-icon-79,,,,,,76,,,,,
0,0,0,,0,,,,80,0,1,0,1,0,0,0,0,,Skill_watering,ranged_RPG_attack5_audio,,,1,-1,Tưới nước bởi bạn tăng độ ẩm cây trồng lên 15%. ,,1,0,Hòm sưu tập Lv 1,,,1,0,,,,,skill-icon-80,,,,,,77,,,,,
0,0,0,,0,,,,81,0,1,0,1,0,0,0,0,,,,,,1,-1,"Xác suất thu thập tài nguyên gấp đôi +1%, nâng cấp thiết bị lên cấp 1. ",,1,0,Cốp sưu tập Lv 2,,,1,0,,,,,skill-icon-81,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,82,0,1,0,1,0,0,0,0,,,,,,1,-1,"Xác suất thu thập tài nguyên gấp đôi +1%, nâng cấp thiết bị lên cấp 2. ",,1,0,Hòm sưu tập Lv 3,,,1,0,,,,,skill-icon-82,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,83,0,1,0,1,0,0,0,0,,,,,,1,-1,"Xác suất thu thập tài nguyên gấp đôi +1%, thu thập hiệu quả hơn ở cấp 2, nâng cấp lên cấp 3. ",,1,0,Hòm sưu tập Lv 4,,,1,0,,,,,skill-icon-83,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,84,0,1,0,1,0,0,0,0,,,,,,1,-1,"Xác suất thu thập tài nguyên gấp đôi +1%, nâng cấp thiết bị lên cấp 4. ",,1,0,Rương thu thập Lv 5,,,1,0,,,,,skill-icon-84,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,85,0,1,0,1,0,0,0,0,,,,,,1,-1,"Xác suất thu thập tài nguyên gấp đôi +1%, nâng cấp thiết bị lên cấp 5. ",,1,0,Rương thu thập Lv 6,,,1,0,,,,,skill-icon-85,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,86,0,1,0,1,0,0,0,0,,,,,,1,-1,"Xác suất thu thập tài nguyên gấp đôi +1%, thu thập hiệu quả cấp 3, nâng cấp thiết bị lên cấp 6. ",,1,0,Hòm sưu tập Lv 7,,,1,0,,,,,skill-icon-86,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,87,0,1,0,1,0,0,0,0,,,,,,1,-1,"Xác suất thu thập tài nguyên gấp đôi +1%, nâng cấp thiết bị lên cấp 7. ",,1,0,Rương thu thập Lv 8,,,1,0,,,,,skill-icon-87,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,88,0,1,0,1,0,0,0,0,,,,,,1,-1,"Xác suất thu thập tài nguyên gấp đôi +1%, nâng cấp thiết bị lên cấp 8. ",,1,0,Hòm sưu tập Lv 9,,,1,0,,,,,skill-icon-88,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,89,0,1,0,1,0,0,0,0,,,,,,1,-1,"Xác suất thu thập tài nguyên gấp đôi +1%, thu thập hiệu quả cấp 4, nâng cấp thiết bị lên cấp 9. ",,1,0,Thông Thạo Rìu Cấp 1,,,1,0,,,,,skill-icon-89,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,90,0,1,0,1,0,0,0,0,,,,,,1,-1,Tốc độ đánh búa nhanh hơn 10%. ,,1,0,Thông thạo rìu cấp 2,,,1,0,,,,,skill-icon-90,,,,,,90,,,,,
0,0,0,,0,,,,91,0,1,0,1,0,0,0,0,,,,,,1,-1,Tăng tốc độ đánh búa 20%. ,,1,0,Thông thạo rìu cấp 3,,,1,0,,,,,skill-icon-91,,,,,,91,,,,,
0,0,0,,0,,,,92,0,1,0,1,0,0,0,0,,,,,,1,-1,Tăng tốc độ đánh búa 30%. ,,1,0,Kỹ năng ghi nhật ký cấp 1,,,1,0,,,,,skill-icon-92,,,,,,92,,,,,
0,0,0,,0,,,,93,0,1,0,1,0,0,0,0,,,,,,1,-1,Tăng tỷ lệ chí mạng chặt cây lên 5%. ,,1,0,Kỹ năng ghi nhật ký cấp 2,,,1,0,,,,,skill-icon-93,,,,,,93,,,,,
0,0,0,,0,,,,94,0,1,0,1,0,0,0,0,,,,,,1,-1,Tăng tỷ lệ chí mạng chặt cây lên 10%. ,,1,0,Kỹ năng ghi nhật ký cấp 3,,,1,0,,,,,skill-icon-94,,,,,,94,,,,,
0,0,0,,0,,,,95,0,1,0,1,0,0,0,0,,,,,,1,-1,Tăng tỷ lệ chí mạng chặt cây lên 15%. ,,1,0,cuộc tấn công của ong,,,1,0,,,,,skill-icon-95,,,,,,95,,,,,
0,0,0,0,0,,,0,30,0,1,1,1,1,0,0,0,A-fumo-NEW,Skill_touch,A-fumo-NEW_audio,,0,1,-1,Sử dụng phương pháp một chạm để đạt được kết quả tối ưu. ,,2,0,hỗn chiến chó đóng hộp,,,1,0,,10,1000,,,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,,,330,29,0,1,1,1,1,0,0,0,A-jinai-NEW,Skill_milking,playerroll,,400,1,-1,Vắt sữa từ một con bò một cách khéo léo với một cú nắm tay duy nhất. ,,2,0,vuốt ve một mình,,,1,0,,12,1000,,,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,,,330,28,0,1,1,1,1,0,0,0,A-jianmao-NEW,Skill_cutting,A-jianmao-NEW_audio,,400,1,-1,Cắt tóc một cách chính xác và sạch sẽ với một cú đánh duy nhất. ,,2,0,vắt sữa đơn,,,1,0,,11,1000,,,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,,,280,27,0,1,0,1,0,0,0,0,A-bozhong-NEW,Skill_feeding,playerroll,,400,1,-1,Cho ăn động vật một cách riêng lẻ theo nhu cầu của chúng. ,,2,0,Cắt riêng lẻ,"4,300,150,27000,0",,1,0,,9,,,,,,,,,,,,,,
1,0,0,,0,1,"191,217",667,96,1,1,0,1,0,0,0,0,attack,,Skill_Bee_attack,,1000,1,0,Cuộc tấn công của ong. ,450,2,0,kỹ năng gieo hạt,"4,300,200,12000,0",CameraShakeGrade_1,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,,,200,97,0,1,0,1,0,0,0,0,A-bozhong-NEW,Skill_seeding_2,A-bozhong-NEW_audio,,660,1,-1,Phát triển kỹ năng gieo trồng của bạn để có kết quả trồng trọt tốt hơn. ,,2,0,Tưới nước nhóm cấp 3,,,1,0,,2,,,skill-icon-97,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,,,200,98,0,1,0,1,0,0,0,0,A-bozhong-NEW,Skill_fertilize_2,playerroll,,660,1,-1,Thống trị nghệ thuật phân bón để có vụ mùa mạnh mẽ hơn. ,,2,0,thụ tinh monome,,,1,0,,4,,,skill-icon-98,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,419,,300,99,0,1,1,1,1,0,0,0,A1-jiaoguan-NEW,Skill_watering_2,ranged_RPG_attack5_audio,,660,1,15000,Kỹ năng tưới nước tầm xa. ,,2,0,kỹ năng bón phân,"2,100,0",,1,0,1,3,700,,skill-icon-99,skill_rock_hurt,,,,,,,,,,
