col-int,desc-string,gainsArgs-string,gainsType-int[],icon-string,id-int,isTrunk-bool,layer-int,lvLimit-int,name-string,preNode-int[],type-int,upgradeEXP-int[],upgradeRequireTreeLv-int,resetCost-int,upgradeToken-int[]
0,"Tăng sức tấn công cỏ +5
Tăng sức tấn công cây +5
Tăng sức tấn công quặng +5
Tăng trình độ nhặt cỏ +5
Tăng trình độ chặt cây +5
Tăng trình độ khai thác quặng +5
Tăng năng lượng tối đa +10
Mở khóa công thức năng lượng","85,383#609#1272,10000","1,2,3",talentTree-28,28,1,5,1, Thu thập - Thạo nghiệp 5,27,3,7200,4,0,2000
0,"GrassAtt + 5
TreeAtt + 5
OreAtt + 5
GrassProficiency + 5
TreeProficiency + 5
OreProficiency + 5: Tăng sức tấn công và trình độ cây cỏ, cây cối, và quặng + 5
MaxEnergy + 10: Tăng năng lượng tối đa + 10
Unlock Energy Recipes: Mở khóa công thức năng lượng","86,384#610#1273,10000","1,2,3",talentTree-29,29,1,6,1,Tập hợp chiến đấu 6,28,3,14400,5,0,3200
0,"Sức tấn công cỏ +5
Sức tấn công cây +5
Sức tấn công quặng +5
Trình độ cắt cỏ +5
Trình độ chặt cây +5
Trình độ khai thác quặng +5
Năng lượng tối đa +10
Mở khóa công thức năng lượng","87,623#611#1274,10000","1,2,3",talentTree-30,30,1,7,1,Tập hợp chiến đấu 7,29,3,28800,6,0,4600
0,"Sức tấn công cỏ + 5
Sức tấn công cây cối + 5
Sức tấn công quặng + 5
Trình độ thu thập cỏ + 5
Trình độ thu thập cây cối + 5
Trình độ thu thập quặng + 5
Năng lượng tối đa + 10
Mở khóa công thức năng lượng","88,618#612#1275,10000","1,2,3",talentTree-31,31,1,8,1,Tập hợp chiến đấu 8,30,3,57600,7,0,6200
0,"Sức tấn công cỏ + 5
Sức tấn công cây cối + 5
Sức tấn công quặng + 5
Kỹ năng nhặt cỏ + 5
Kỹ năng chặt cây + 5
Trình độ khai thác quặng + 5
Năng lượng tối đa + 10
Mở khóa công thức năng lượng","89,622#613#1276,10000","1,2,3",talentTree-32,32,1,9,1,Tập hợp chiến đấu 9,31,3,115200,8,0,8000
-3," Mở khóa công thức bộ trang bị LV 1, mở khóa công thức tái chế và công thức chế tạo mảnh khi đạt cấp độ tối đa.",70#74#201;111#178;177#179#180,2,talentTree-33,33,0,1,3,Tập hợp các công thức nấu ăn,0,3,"131,131,131",0,0,"0,0,0"
-3,"Mở khóa công thức bộ trang bị LV 2, mở khóa công thức tái chế và công thức chế tạo mảnh khi đạt cấp độ tối đa.",71#75#203;112#182;181#183#184#480#468#477#461#478#465#476#474#956#960#963#969#971#972#973#975,2,talentTree-34,34,0,2,3,Tập hợp các công thức nấu ăn,33,3,"262,262,262",0,0,"0,0,0"
-1,"Chạm nhẹ đáng yêu
",415,0,talentTree-45,45,0,3,1,Chạm đáng yêu,23,1,420,0,0,0
-1,"Kỹ năng Hiệu suất - Cuốc nhóm
",103,0,talentTree-46,46,0,4,1, Chia cắt trái đất,45,1,840,0,0,600
2,"PlantingProficiency + 4
",246,1,talentTree-48,48,0,3,1,Trang trại - Thành thạo thu hoạch,81,1,420,0,0,0
-2,"Mở khóa Công thức Tinh chất Thú cưng Lv 2
",156,2,talentTree-49,49,0,2,1,Công thức tinh chất thú cưng,72,1,210,0,0,0
2,"PlantingProficiency + 4
",249,1,talentTree-50,50,0,4,1, Nông nghiệp - Chuyên môn thu hoạch,48,1,840,0,0,600
-1,"Tăng thời gian choáng của kẻ địch.
",333,1,talentTree-52,52,0,3,1,Chà đạp - Tăng cường,10,2,323,0,0,0
-2,"Tấn công, đẩy kẻ địch lại, gây 50% sát thương
",122,0,talentTree-54,54,0,2,1,Cuộc đua bò,0,2,175,0,0,0
-2,"Giảm tốc độ di chuyển của kẻ địch.
",336,1,talentTree-55,55,0,3,1,Bull Rush - Tăng cường,54,2,323,0,0,0
-2,"Giảm tốc độ di chuyển của kẻ địch.
",337,1,talentTree-56,56,0,4,1, Cuồng phong - Tăng cường,55,2,646,0,0,600
-2,"Đẩy lùi kẻ địch trong một khu vực nhỏ phía trước bạn và lật ngược lại
",123,0,talentTree-57,57,0,5,1,Trốn thoát,56,2,1292,0,0,800
-3,"Gây sát thương cao cho 5 con quái vật xung quanh
",137,0,talentTree-60,60,0,3,1,rung chuyển nhẹ,0,2,323,0,0,0
-1,"Làm cho kẻ địch hoa mắt trong một khoảng cách nhất định, không thể đánh trúng trong khi kỹ năng được phát hành
",485,0,talentTree-61,61,0,4,1, Đạp nát chiến tranh,52,2,646,0,0,600
-3,"Mở khóa công thức bộ trang bị LV 3, mở khóa công thức tái chế và công thức chế tạo mảnh khi đạt cấp độ tối đa.",72#76#204;113#186;185#187#188#483#485#491#486#503#484#504#978#979#980#981#986#997#998#982#487,2,talentTree-62,62,0,3,3,Tập hợp các công thức nấu ăn,34,3,"525,525,525",0,0,"600,600,600"
-1,Mở khóa công thức Thuốc.  ,95#902,2,talentTree-65,65,0,1,1,Nhà sưu tập điên cấp 1,0,3,131,0,0,0
-1,Mở khóa công thức Thuốc.,96#903,2,talentTree-66,66,0,2,1,Người được chọn cấp 1,65,3,262,0,0,0
-1,Mở khóa công thức thuốc.,132#904,2,talentTree-67,67,0,3,1,Bí quyết đạo cụ ma thuật,66,3,525,0,0,600
-1, Unlock Potion Recipe: Mở khóa công thức Thuốc,346#905,2,talentTree-68,68,0,4,1, Các công thức phụ kiện ma thuật,67,3,1050,0,0,600
-1,Mở khóa công thức thuốc.,347#906,2,talentTree-69,69,0,5,1,Người được chọn cấp 2,68,3,2100,0,0,800
-3,"Giảm tốc độ di chuyển của kẻ địch.
",340,1,talentTree-70,70,0,4,1, Nhẹ nhàng - Tăng cường,60,2,646,0,0,600
-1,"Tăng thời gian choáng đối thủ.
",334,1,talentTree-71,71,0,5,1, Đạp nát chiến tranh - Tăng cường,61,2,1292,0,0,800
-2,"Mở khóa Công thức Tinh chất Thú cưng Lv 1
",155,2,talentTree-72,72,0,1,1,Công thức tinh chất thú cưng,0,1,95,0,0,0
2,"PlantingProficiency + 4
",230,1,talentTree-73,73,0,1,1,Trang trại - Thành thạo thu hoạch,0,1,95,0,0,0
3,Dung lượng hạnh phúc thú cưng +1,231,1,talentTree-74,74,0,1,1,Trang trại - Chỉ số Hạnh phúc Chiến đấu của Thú cưng,0,1,95,0,0,0
4,"Trình độ chăn nuôi + 4 
",233,1,talentTree-76,76,0,1,1,Trang trại - Thành thạo thu hoạch,0,1,95,0,0,0
-1,"Kỹ năng Hiệu suất - Cuốc nhóm
",102,0,talentTree-77,77,0,1,1,Bộ chia đất,0,1,95,0,0,0
-4," Mở khóa công thức bộ trang bị LV 1, mở khóa công thức tái chế và công thức chế tạo mảnh khi đạt cấp độ tối đa.",62#376#66#123#125#124#205;108#165;166#167#168,2,talentTree-78,78,0,1,3,Bộ công thức trồng trọt,0,1,"95,95,95",0,0,"0,0,0"
-4," Mở khóa công thức bộ trang bị LV 2, mở khóa công thức tái chế và công thức chế tạo mảnh khi đạt cấp độ tối đa.",63#377#67#127#128#126#206;109#169;170#171#172#462#460#463#472#466#481#475#473#955#957#958#961#967#968#970#976,2,talentTree-79,79,0,2,3,Bộ công thức trồng trọt,78,1,"210,210,210",0,0,"0,0,0"
1,"FertilityCapacity + 1
",229,1,talentTree-80,80,0,2,1,Trang trại - Sản lượng sinh sản trên một đơn vị đất đai,22,1,210,0,0,0
2,PlantingProficiency + 4,245,1,talentTree-81,81,0,2,1,Trang trại - Thành thạo thu hoạch,73,1,210,0,0,0
3,Dung lượng hạnh phúc thú cưng +1,232,1,talentTree-82,82,0,2,1,Trang trại - Chỉ số Hạnh phúc Chiến đấu của Thú cưng,74,1,210,0,0,0
4,"Trình độ chăn nuôi + 4 
",247,1,talentTree-83,83,0,2,1,Trang trại - Thành thạo thu hoạch,76,1,210,0,0,0
1,"FertilityCapacity + 1
",236,1,talentTree-84,84,0,4,1, Giá trị nông trại - Sản lượng sinh sản trên mỗi đơn vị đất,93,1,840,0,0,600
4,"Trình độ chăn nuôi + 4 
",289,1,talentTree-85,85,0,5,1,Trang trại - Thành thạo thu hoạch,90,1,1680,0,0,800
-4,"Mở khóa công thức bộ trang bị LV 3, mở khóa công thức tái chế và công thức chế tạo mảnh khi đạt cấp độ tối đa.",64#378#68#131#130#129#920;110#173;174#175#176#506#505#501#490#499#500#580#488#983#985#994#995#996#999#1000#1071,2,talentTree-88,88,0,3,3,Bộ công thức trồng trọt,79,1,"420,420,420",0,0,"600,600,600"
3,Dung lượng hạnh phúc thú cưng +1,282,1,talentTree-89,89,0,4,1, Nông nghiệp - Chỉ số hạnh phúc chiến đấu của thú cưng,92,1,840,0,0,600
4,"Trình độ chăn nuôi + 4 
",288,1,talentTree-90,90,0,4,1, Nông nghiệp - Chuyên môn thu hoạch,91,1,840,0,0,600
4,"Trình độ chăn nuôi + 4 
",248,1,talentTree-91,91,0,3,1,Trang trại - Thành thạo thu hoạch,83,1,420,0,0,0
3,Dung lượng hạnh phúc thú cưng +1,244,1,talentTree-92,92,0,3,1,Trang trại - Chỉ số Hạnh phúc Chiến đấu của Thú cưng,82,1,420,0,0,0
1,"FertilityCapacity + 1
",235,1,talentTree-93,93,0,3,1,Trang trại - Sản lượng sinh sản trên một đơn vị đất đai,80,1,420,0,0,0
-2,"Mở khóa Công thức Tinh chất Thú cưng Lv 3
",157,2,talentTree-94,94,0,3,1,Công thức tinh chất thú cưng,49,1,420,0,0,300
-5," Mở khóa công thức bộ trang bị LV 1, mở khóa công thức tái chế và công thức chế tạo mảnh khi đạt cấp độ tối đa.",44#364#370;133#136;139#142#145,2,talentTree-95,95,0,1,3,Bí quyết chiến đấu,0,2,"95,95,95",0,0,"0,0,0"
4," Chiến đấu MaxHP +20
",264,1,talentTree-96,96,0,1,1,Chiến đấu - HP,0,2,95,0,0,0
3," Chiến đấu DEF +5
",258,1,talentTree-97,97,0,1,1,Chiến đấu - Phòng thủ,0,2,95,0,0,0
2," Chiến đấu ATK +5
",252,1,talentTree-98,98,0,1,1,Chiến đấu - Sức mạnh tấn công,0,2,95,0,0,0
1,"Tăng tốc độ di chuyển 10%/20%/30%.
",116;117;118,1,talentTree-99,99,0,1,3,Chuyên gia,0,2,"95,95,95",0,0,"0,0,0"
4," Chiến đấu MaxHP +20
",265,1,talentTree-100,100,0,2,1,Chiến đấu - HP,96,2,175,0,0,0
-5," Mở khóa công thức bộ trang bị LV 2, mở khóa công thức tái chế và công thức chế tạo mảnh khi đạt cấp độ tối đa.",45#365#371;134#137;140#143#146#479#469#470#464#471#482#467#579#959#962#964#965#966#974#977#1070,2,talentTree-101,101,0,2,3,Bí quyết chiến đấu,95,2,"175,175,175",0,0,"0,0,0"
3," Chiến đấu DEF +5
",259,1,talentTree-102,102,0,2,1,Chiến đấu - Phòng thủ,97,2,175,0,0,0
2," Chiến đấu ATK +5
",253,1,talentTree-103,103,0,2,1,Chiến đấu - Sức mạnh tấn công,98,2,175,0,0,0
1,Tăng +2/4/6% tỷ lệ trúng đòn chiến đấu,134;135;136,1,talentTree-104,104,0,2,3,Chuyên gia,99,2,"175,175,175",0,0,"0,0,0"
-5,"Mở khóa công thức bộ trang bị LV 3, mở khóa công thức tái chế và công thức chế tạo mảnh khi đạt cấp độ tối đa.",46#366#372;135#138;141#144#147#497#495#494#498#489#496#492#493#984#987#988#989#990#991#992#993,2,talentTree-105,105,0,3,3,Bí quyết chiến đấu,101,2,"323,323,323",0,0,"600,600,600"
3," Chiến đấu DEF +5
",260,1,talentTree-106,106,0,3,1,Chiến đấu - Phòng thủ,102,2,323,0,0,0
2," Chiến đấu ATK +5
",254,1,talentTree-107,107,0,3,1,Chiến đấu - Sức mạnh tấn công,103,2,323,0,0,0
1,"Tăng tỷ lệ né tránh 2/4/6%
",125;126;127,1,talentTree-108,108,0,3,3,Chuyên gia,104,2,"323,323,323",0,0,"0,0,0"
4," Chiến đấu MaxHP +20
",266,1,talentTree-109,109,0,3,1,Chiến đấu - HP,100,2,323,0,0,0
3," Chiến đấu DEF +5
",261,1,talentTree-111,111,0,4,1, Chiến đấu - Phòng thủ,106,2,646,0,0,600
1,"Mỗi 20/10/5 giây, nếu bạn không nhận sát thương, bạn sẽ nhận được tăng sát thương 10%.
",119;120;121,1,talentTree-112,112,0,4,3, Chuyên gia,108,2,"646,646,646",0,0,"600,600,600"
2," Chiến đấu ATK +5
",255,1,talentTree-113,113,0,4,1, Chiến đấu - Sức mạnh tấn công,107,2,646,0,0,600
4," Chiến đấu MaxHP +20
",267,1,talentTree-114,114,0,4,1, Chiến đấu - Máu,109,2,646,0,0,600
3," Chiến đấu DEF +5
",262,1,talentTree-116,116,0,5,1,Chiến đấu - Phòng thủ,111,2,1292,0,0,800
2," Chiến đấu ATK +5
",256,1,talentTree-117,117,0,5,1,Chiến đấu - Sức mạnh tấn công,113,2,1292,0,0,800
1,"Tăng xác suất đánh chí mạng lên 5/10/15%
",60;61;62,1,talentTree-118,118,0,5,3,Chuyên gia,112,2,"1292,1292,1292",0,0,"800,800,800"
-3,"Giảm tốc độ di chuyển của kẻ địch.
",341,1,talentTree-119,119,0,5,1,Nhẹ nhàng - Tăng cường,70,2,1292,0,0,800
4," Chiến đấu MaxHP +20
",268,1,talentTree-120,120,0,5,1,Chiến đấu - HP,114,2,1292,0,0,800
-1,"Giảm tốc độ di chuyển của kẻ địch.
",335,1,talentTree-122,122,0,6,1,Sự đạp nát chiến tranh - Tăng cường,71,2,2584,0,0,1000
-2,"Giảm tốc độ di chuyển của kẻ địch.
",338,1,talentTree-123,123,0,6,1,Trốn thoát - Nâng cao,57,2,2584,0,0,1000
1,"Tăng sát thương chí mạng lên quái vật 10/20/30%.
",113;114;115,1,talentTree-124,124,0,6,3,Chuyên gia,118,2,"2584,2584,2584",0,0,"1000,1000,1000"
-3,"Ném bom và gây sát thương cao cho kẻ địch trong phạm vi vụ nổ
",487,0,talentTree-125,125,0,6,1, Nghệ thuật nổ,119,2,2584,0,0,1000
-1,"Đánh bại một khu vực lớn của kẻ địch phía trước bạn và gây choáng tạm thời
",459,0,talentTree-127,127,0,7,1, Quét sạch,122,2,5169,0,0,1200
-2, Giảm tốc độ di chuyển của kẻ địch,339,1,talentTree-128,128,0,7,1, Nâng cấp - Trốn thoát ,123,2,5169,0,0,1200
-3, Giảm tốc độ di chuyển của kẻ địch,342,1,talentTree-129,129,0,7,1, Nâng cấp - Nghệ thuật nổ ,125,2,5169,0,0,1200
1, Tăng tốc độ tấn công lên 10/20/30%,131;132;133,1,talentTree-130,130,0,7,3,Chuyên gia,124,2,"5169,5169,5169",0,0,"1200,1200,1200"
2," Chiến đấu ATK +5
",257,1,talentTree-131,131,0,6,1,Chiến đấu - Sức mạnh tấn công,117,2,2584,0,0,1000
3," Chiến đấu DEF +5
",263,1,talentTree-132,132,0,6,1,Chiến đấu - Phòng thủ,116,2,2584,0,0,1000
4," Chiến đấu MaxHP +20
",269,1,talentTree-133,133,0,6,1,Chiến đấu - HP,120,2,2584,0,0,1000
2," Chiến đấu ATK +5
",270,1,talentTree-134,134,0,7,1,Chiến đấu - Sức mạnh tấn công,131,2,5169,0,0,1200
3," Chiến đấu DEF +5
",273,1,talentTree-135,135,0,7,1,Chiến đấu - Phòng thủ,132,2,5169,0,0,1200
4," Chiến đấu MaxHP +20
",276,1,talentTree-136,136,0,7,1,Chiến đấu - HP,133,2,5169,0,0,1200
-2,"Nhảy về phía một kẻ địch gần và gây choáng và sát thương trong phạm vi đáp xuống
",558,0,talentTree-139,139,0,8,1,Theo đuổi ,128,2,11200,0,0,1400
-3, Giảm tốc độ di chuyển của kẻ địch,343,1,talentTree-140,140,0,8,1,Nghệ thuật nổ - Tăng cường ,129,2,11200,0,0,1400
1, Tăng 0.1/0.2/0.3% sát thương cho mỗi 1% máu mất,128;129;130,1,talentTree-141,141,0,8,3,Chuyên gia,130,2,"11200,11200,11200",0,0,"1400,1400,1400"
2," Chiến đấu ATK +5
",271,1,talentTree-142,142,0,8,1,Chiến đấu - Sức mạnh tấn công,134,2,11200,0,0,1400
3," Chiến đấu DEF +5
",274,1,talentTree-143,143,0,8,1,Chiến đấu - Phòng thủ,135,2,11200,0,0,1400
4," Chiến đấu MaxHP +20
",277,1,talentTree-144,144,0,8,1,Chiến đấu - Sức khỏe,136,2,11200,0,0,1400
-3,"Sau một thời gian ngắn tích lũy năng lượng, phóng năng lượng bên trong cơ thể, gây sát thương cao liên tục cho kẻ địch trong một khoảng cách nhất định. Trong quá trình phát hành kỹ năng, vẫn ở trạng thái không thể đánh trúng.
",432,0,talentTree-149,149,0,9,1, Truyền cảm hứng,140,2,24436,0,0,1600
2," Chiến đấu ATK +5
",272,1,talentTree-150,150,0,9,1,Chiến đấu - Sức mạnh tấn công,142,2,24436,0,0,1600
1," Vũ khí tấn công để lại vết thương, gây 1%/2%/3% sát thương tấn công mỗi 0.5 giây trong 5 giây, và có thể chồng lên đến 5 lớp",172;173;174,1,talentTree-151,151,0,9,3,Chuyên gia,141,2,"24436,24436,24436",0,0,"1600,1600,1600"
3," Chiến đấu DEF +5
",275,1,talentTree-152,152,0,9,1,Chiến đấu - Phòng thủ,143,2,24436,0,0,1600
4," Chiến đấu MaxHP +20
",278,1,talentTree-153,153,0,9,1,Chiến đấu - HP,144,2,24436,0,0,1600
-1,"Tưới nước cho các cánh đồng nhỏ xung quanh bạn.
",100,0,talentTree-157,157,0,5,1,Làm chủ bình tưới nước,46,1,1680,0,0,800
1,"FertilityCapacity + 1
",237,1,talentTree-158,158,0,5,1,Trang trại - Sản lượng sinh sản trên một đơn vị đất đai,84,1,1680,0,0,800
2,Trình độ trồng trọt +4,250,1,talentTree-159,159,0,5,1,Trang trại - Thu thập thành thạo,50,1,1680,0,0,800
3,Dung lượng hạnh phúc thú cưng +1,283,1,talentTree-160,160,0,5,1,Trang trại - Chỉ số hạnh phúc đầu ra của thú cưng,89,1,1680,0,0,800
1,"FertilityCapacity + 1
",238,1,talentTree-163,163,0,6,1,Trang trại - Sản lượng sinh sản trên một đơn vị đất đai,158,1,3360,0,0,1000
3,Dung lượng hạnh phúc thú cưng +1,284,1,talentTree-164,164,0,6,1,Trang trại - Chỉ số hạnh phúc đầu ra của thú cưng,160,1,3360,0,0,1000
2,Trình độ trồng trọt +4,251,1,talentTree-165,165,0,6,1,Trang trại - Thu thập thành thạo,159,1,3360,0,0,1000
4,"Trình độ chăn nuôi + 4 
",290,1,talentTree-166,166,0,6,1,Trang trại - Thành thạo thu hoạch,85,1,3360,0,0,1000
-1, Kỹ năng hiệu quả - Cuốc nhóm,104,0,talentTree-169,169,0,6,1,Bộ chia đất,157,1,3360,0,0,1000
1,"FertilityCapacity + 1
",239,1,talentTree-170,170,0,7,1,Trang trại - Sản lượng sinh sản trên một đơn vị đất đai,163,1,6720,0,0,1200
