id-int,name-string,pageIds-int[]
112,Plantar,409
113,Plantar,410
114,Ganado,356
115,Ganado,357
116,Ganado,358
117,Ganado,359
118,Ganado,360
119,Ganado,361
120,Ganado,362
121,Ganado,363
122,Ganado,365
123,Ganado,366
124,Ganado,367
125,Ganado,368
126,Ganado,369
127,Ganado,370
128,Ganado,371
129,Ganado,372
130,Ganado,373
131,Ganado,374
132,Ganado,375
133,Ganado,376
134,Ganado,377
135,Ganado,378
136,Ganado,379
137,Ganado,380
138,Ganado,381
139,Ganado,382
140,Ganado,383
141,Artesanía,91
142,Artesanía,92
143,Artesanía,93
144,Artesanía,94
145,Artesanía,95
146,Artesanía,96
147,Artesanía,97
148,Artesanía,98
149,Artesanía,99
150,Artesanía,100
151,Artesanía,101
152,Artesanía,102
153,Artesanía,103
154,Artesanía,104
155,Artesanía,105
156,Artesanía,106
157,Artesanía,107
158,Artesanía,108
159,Artesanía,109
160,Artesanía,110
161,Artesanía,111
162,Artesanía,112
163,Artesanía,113
164,Artesanía,114
165,Artesanía,115
166,Artesanía,116
167,Artesanía,117
168,Artesanía,118
169,Artesanía,119
170,Artesanía,120
171,Artesanía,121
172,Artesanía,122
173,Artesanía,123
174,Artesanía,124
175,Artesanía,125
176,Artesanía,126
177,Artesanía,127
178,Artesanía,128
179,Artesanía,129
180,Artesanía,130
181,Artesanía,131
182,Artesanía,132
183,Artesanía,133
184,Artesanía,134
185,Artesanía,135
186,Artesanía,136
187,Artesanía,137
188,Artesanía,138
189,Artesanía,139
190,Artesanía,140
191,Artesanía,141
192,Artesanía,142
193,Artesanía,143
194,Artesanía,144
195,Artesanía,145
196,Artesanía,146
197,Artesanía,147
198,Artesanía,148
199,Artesanía,149
200,Artesanía,150
201,Artesanía,151
202,Artesanía,152
203,Artesanía,153
204,Artesanía,154
205,Artesanía,155
206,Artesanía,156
207,Artesanía,157
208,Artesanía,158
209,Artesanía,159
210,Artesanía,160
211,Artesanía,161
212,Artesanía,162
213,Artesanía,163
214,Artesanía,164
215,Artesanía,165
216,Artesanía,166
217,Artesanía,167
218,Artesanía,168
219,Artesanía,169
220,Artesanía,170
221,Artesanía,171
222,Artesanía,172
223,Artesanía,173
224,Artesanía,174
225,Artesanía,175
226,Artesanía,176
227,Artesanía,177
228,Artesanía,178
229,Artesanía,179
230,Artesanía,180
231,Artesanía,181
232,Artesanía,182
233,Artesanía,183
234,Artesanía,184
235,Artesanía,185
236,Artesanía,186
237,Artesanía,187
238,Artesanía,188
239,Artesanía,189
240,Artesanía,190
241,Artesanía,191
242,Artesanía,192
243,Artesanía,193
244,Artesanía,194
245,Artesanía,195
246,Artesanía,196
247,Artesanía,197
248,Artesanía,198
249,Artesanía,199
250,Artesanía,200
251,Artesanía,201
252,Artesanía,202
253,Artesanía,203
254,Artesanía,204
255,Artesanía,205
256,Artesanía,206
257,Artesanía,207
258,Artesanía,208
259,Artesanía,209
260,Artesanía,210
261,Artesanía,211
262,Artesanía,212
263,Artesanía,213
264,Artesanía,214
265,Artesanía,215
266,Artesanía,216
267,Artesanía,217
268,Artesanía,218
269,Artesanía,219
270,Artesanía,220
271,Artesanía,221
272,Artesanía,222
273,Artesanía,223
274,Artesanía,224
275,Artesanía,225
276,Artesanía,226
277,Artesanía,227
278,Artesanía,228
279,Artesanía,229
280,Artesanía,230
281,Artesanía,231
282,Artesanía,232
283,Artesanía,233
284,Artesanía,234
285,Artesanía,235
286,Artesanía,236
287,Artesanía,237
288,Artesanía,238
289,Artesanía,239
290,Artesanía,240
291,Artesanía,241
292,Artesanía,242
293,Artesanía,243
294,Artesanía,244
295,Artesanía,245
296,Artesanía,246
297,Artesanía,247
298,Artesanía,248
299,Artesanía,249
300,Artesanía,250
301,Artesanía,251
302,Artesanía,252
303,Artesanía,253
304,Artesanía,254
305,Artesanía,255
306,Artesanía,256
307,Artesanía,257
308,Artesanía,258
309,Artesanía,259
310,Artesanía,260
311,Artesanía,261
312,Artesanía,262
313,Artesanía,263
314,Artesanía,264
315,Artesanía,265
316,Artesanía,266
317,Artesanía,267
318,Artesanía,268
319,Artesanía,269
320,Artesanía,270
321,Artesanía,271
322,Artesanía,272
323,Artesanía,273
324,Artesanía,274
325,Artesanía,275
326,Artesanía,276
327,Artesanía,277
328,Artesanía,278
329,Artesanía,280
330,Artesanía,281
331,Artesanía,282
332,Artesanía,283
333,Artesanía,284
334,Artesanía,285
335,Artesanía,286
336,Artesanía,287
337,Artesanía,288
338,Artesanía,289
339,Artesanía,290
340,Artesanía,291
341,Artesanía,292
342,Artesanía,293
343,Artesanía,294
344,Artesanía,295
345,Artesanía,296
346,Artesanía,297
347,Artesanía,298
348,Artesanía,299
349,Artesanía,300
350,Artesanía,301
351,Artesanía,302
352,Artesanía,303
353,Artesanía,304
354,Artesanía,305
355,Artesanía,306
356,Artesanía,307
357,Artesanía,308
358,Artesanía,309
359,Artesanía,310
360,Artesanía,311
361,Artesanía,312
362,Artesanía,313
363,Artesanía,314
364,Artesanía,315
365,Artesanía,316
366,Artesanía,317
367,Artesanía,318
368,Artesanía,319
369,Artesanía,320
370,Artesanía,321
371,Artesanía,322
372,Artesanía,323
373,Artesanía,324
374,Artesanía,325
375,Artesanía,326
376,Artesanía,327
377,Artesanía,328
378,Artesanía,329
379,Artesanía,330
380,Artesanía,331
381,Artesanía,332
382,Artesanía,333
383,Artesanía,334
384,Artesanía,335
385,Artesanía,336
386,Artesanía,337
387,Artesanía,338
388,Artesanía,339
389,Artesanía,340
390,Artesanía,341
391,Artesanía,342
392,Artesanía,343
393,Artesanía,344
394,Artesanía,345
395,Artesanía,346
396,Artesanía,347
397,Artesanía,348
398,Artesanía,349
399,Artesanía,350
400,Artesanía,351
401,Artesanía,352
402,Artesanía,353
403,Artesanía,354
404,Clasificación de agricultura,417
405,Clasificación de agricultura,418
406,Clasificación de agricultura,419
407,Clasificación de combate,420
408,Clasificación de combate,421
409,Clasificación de combate,422
410,Clasificación de recolección,423
411,Clasificación de recolección,424
412,Clasificación de recolección,425
413,Tarea diaria,426
414,Artesanía,449
415,Artesanía,450
416,Artesanía,"451,460,469,478"
417,Artesanía,"452,461,470,479"
418,Artesanía,"453,462,471,480"
419,Artesanía,"454,463,472,481"
420,Artesanía,"455,464,473,482"
421,Artesanía,"456,465,474,483"
422,Artesanía,"457,466,475,484"
423,Artesanía,"458,467,476,485"
424,Artesanía,"459,468,477,486"
425,Artesanía,487
426,Artesanía,488
427,Artesanía,489
428,Artesanía,490
429,Artesanía,491
430,Artesanía,492
431,Artesanía,493
432,Artesanía,494
433,Artesanía,495
434,Artesanía,496
435,Artesanía,497
436,Artesanía,498
437,Artesanía,499
438,Artesanía,500
439,Artesanía,501
440,Artesanía,502
441,Artesanía,503
442,Artesanía,504
443,Capturar,505
444,Capturar,506
445,Capturar,507
446,Capturar,508
447,Capturar,509
448,Capturar,510
449,Capturar,511
450,Capturar,512
451,Capturar,513
452,Capturar,514
453,Capturar,515
454,Capturar,516
455,Capturar,517
456,Capturar,518
457,Capturar,519
458,Capturar,520
459,Capturar,521
460,Capturar,522
461,Capturar,523
462,Capturar,524
463,Capturar,525
464,Capturar,526
465,Capturar,527
466,Capturar,528
467,Capturar,529
468,Capturar,530
469,Capturar,531
470,Desafío de mazmorra PvEP,532
471,Desafío de mazmorra PvEP,533
472,Desafío de mazmorra PvEP,534
473,Artesanía,"535,536,537,538,539,540,541,542,543"
474,Artesanía,"544,545,546"
475,Matar al jefe del mundo,
476,Matar al jefe del mundo,
477,,
478,,
479,,
480,,
481,,
482,Botín del jefe en el evento de botín extra,"552,553,554"
483,Botín del jefe en el evento de botín extra,"555,556,557"
484,Botín del jefe en el evento de botín extra,"558,559,560"
485,Gran botín de recolector en evento de botín extra,"561,562,563"
486,Gran botín de recolector en evento de botín extra,"564,565,566"
487,Gran botín de recolector en evento de botín extra,"567,568,569"
488,Gran cosecha en el evento Extra Drop,"570,571,572"
489,Gran cosecha en el evento Extra Drop,"573,574,575"
490,Gran cosecha en el evento Extra Drop,"576,577,578"
491,,
492,,
493,,
494,,
495,,
496,,
497,,
498,,
499,,
500,,
501,,
502,,
503,,
504,,
505,,
506,,
507,,
508,,
510,Reglas de caída adicionales,"579,580,581"
511,Matar monstruo,547
512,Ganado,548
513,Reunir,549
514,Reunir,550
515,Reunir,551
516,Minería tótem,582
517,Artesanía,585
518,Artesanía,586
519,Artesanía,587
520,Ser más fuerte,"588,589,590"
521,Moco protector,591
522,Artesanía,592
523,Minería tótem,583
524,Minería tótem,584
