boothFees-int[][],canDropScene-int[],canMint-int,desc-string,destructible-bool,givenSkillId-int,icon-string,id-int,name-string,onChainDelay-int,quality-int[],resourceInstructions-int[],sellable-bool,subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int
"794,1","1,3,4",1," Alguém viu uma vez este material na Montanha da Neve.
Pode ser usado para criar equipamentos ou itens.
-------
Este é um material bruto raro que pode ser obtido em batalhas. Tem uma aparência como gelo e neve, com uma textura peluda que faz as pessoas quererem tocá-lo.",0,0,item-icon-38,38, Flocos de Neve de Gelo,0,1,12,1,0,2,3,1,4,3,1
"792,1",0,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Uma arma de madeira resistente projetada para golpes rápidos e precisos, perfeita para iniciantes aprimorarem suas habilidades de combate. Seu design leve permite movimentos ágeis, tornando-a uma escolha ideal para aqueles que buscam uma arma versátil e confiável.",1,0,item-icon-39,39, Espada de Madeira,1440,1,256,0,0,2,999,0,1,0,1
"792,1",0,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Uma arma afiada e resistente feita de pedra sólida, perfeita para combate corpo a corpo. Seu peso e equilíbrio facilitam o manuseio, proporcionando golpes poderosos com precisão.",0,0,item-icon-40,40, Espada de Pedra,1,1,264,1,0,2,999,0,1,1,1
"793,1",0,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Uma arma afiada e resistente forjada em ferro, capaz de fatiar inimigos com facilidade. Seu peso proporciona uma sensação satisfatória, permitindo golpes poderosos que deixam os oponentes atordoados.",0,0,item-icon-41,41, Espada de Ferro,1440,"1,2",271,1,0,2,999,0,1,2,1
"794,1",0,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Uma poderosa arma feita de cristal puro, capaz de fatiar inimigos com facilidade. Sua lâmina cintilante reflete a luz, deslumbrando os oponentes e causando medo em seus corações. A cada golpe, a Espada de Cristal desencadeia uma combinação mortal de velocidade e precisão.",0,0,item-icon-42,42, Espada de Cristal,1440,"1,2,3",280,1,0,2,999,0,1,3,1
"792,1",4,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Um acessório elegante que adiciona um toque de elegância a qualquer roupa. Fabricado com detalhes intricados, este anel exala sofisticação e charme. Seu design único certamente chamará a atenção dos entusiastas da moda.",0,0,item-icon-43,43, Anel de Cabeça de Chip,1440,1,257,1,0,2,999,0,1,1,1
"793,1",4,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Este chapéu é feito de um material único que é incrivelmente macio contra a pele. Ele proporciona um ajuste luxuoso e confortável, tornando-o perfeito para longas sessões de jogo.",0,0,item-icon-44,44, Chapéu Macio de Pele de Cristal,1440,"1,2",269,1,0,2,999,0,1,2,1
"794,1",4,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Um capacete resistente feito de cristais cintilantes, proporcionando proteção excepcional sem comprometer a agilidade. Seu brilho encantador concede ao usuário uma visão aprimorada em masmorras escuras.",0,0,item-icon-45,45, Capacete de Pedra de Cristal,1440,"1,2,3",278,1,0,2,999,0,1,3,1
"792,1",4,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Esta armadura, com seu design de cristal rachado, exala uma aura de resiliência e poder. Sua superfície cintilante reflete a luz, cativando todos que a veem. Um símbolo de força e resistência, é um item indispensável para qualquer guerreiro experiente.",0,0,item-icon-46,46, Armadura de Cristal Rachada,1440,1,259,1,0,2,999,0,1,1,1
"793,1",4,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Esta armadura é fabricada com um material semelhante a cristal único, proporcionando proteção excepcional sem sacrificar a mobilidade. Seu design elegante e superfície cintilante a tornam uma verdadeira obra-prima de artesanato. Com a Armadura de Pele de Cristal, você se sentirá invencível no campo de batalha.",0,0,item-icon-47,47, Armadura de Pele de Cristal,1440,"1,2",265,1,0,2,999,0,1,2,1
"794,1",4,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Uma armadura formidável forjada a partir de cristais encantados, proporcionando proteção incomparável contra ataques físicos e mágicos. Sua superfície cintilante reflete a luz, deslumbrando inimigos e instilando medo em seus corações. Usar esta armadura concede ao usuário uma aura de invencibilidade, tornando-os uma força imparável no campo de batalha.",0,0,item-icon-48,48, Armadura de Pedra de Cristal,1440,"1,2,3",276,1,0,2,999,0,1,3,1
"792,1",4,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Uma peça de roupa única feita de cristais delicados, esta saia de grama adiciona um toque de elegância a qualquer roupa. Sua textura rachada lhe confere um ar misterioso e encantador, tornando-a um item indispensável para aventureiros antenados na moda.",0,0,item-icon-49,49, Saia de Grama de Cristal Rachada,1440,1,262,1,0,2,999,0,1,1,1
"793,1",4,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Estas calças têm uma textura única semelhante a cristal, conferindo-lhes uma aparência elegante e futurística. O tecido suave é fresco contra a pele, proporcionando máximo conforto durante batalhas intensas. Com seu design chamativo, estas calças com certeza farão você se destacar no campo de batalha.",0,0,item-icon-50,50, Calça de Pele de Cristal,1440,"1,2",268,1,0,2,999,0,1,2,1
"794,1",4,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Estas leggings são fabricadas a partir de um raro cristal de pedra, proporcionando proteção e durabilidade incomparáveis. Sua superfície cintilante reflete a luz, fazendo com que o usuário pareça etéreo e misterioso.",0,0,item-icon-51,51, Armadura de Perna de Cristal,1440,"1,2,3",275,1,0,2,999,0,1,3,1
"792,1",4,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Um acessório cintilante com rachaduras delicadas, exalando um ar de mistério e resiliência. Sua superfície fraturada reflete a força e determinação do usuário, tornando-o um símbolo de resiliência e perseverança.",0,0,item-icon-52,52, Pulseira de Cristal Rachada,1440,1,260,1,0,2,999,0,1,1,1
"793,1",4,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Esta luva é fabricada com um material único semelhante a cristal, proporcionando uma textura suave e lisa que melhora a aderência e destreza. Seu design leve permite movimentos sem esforço, sendo um favorito entre os jogadores em busca de precisão e conforto.",0,0,item-icon-53,53, Luva de Pele de Cristal,1440,"1,2",267,1,0,2,999,0,1,2,1
"794,1",4,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Uma manopla poderosa infundida com a energia de cristais, concedendo ao usuário força aprimorada e a capacidade de manipular forças elementares. Domine o poder bruto da natureza e desencadeie ataques devastadores contra seus inimigos. Domine o campo de batalha com a Manopla de Pedra de Cristal!",0,0,item-icon-54,54, Manopla de Pedra de Cristal,1440,"1,2,3",277,1,0,2,999,0,1,3,1
"792,1",4,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Estes sapatos são feitos de um material único que proporciona excelente aderência e tração, tornando-os perfeitos para atravessar superfícies escorregadias. O design de cristal rachado adiciona um toque de elegância e mistério ao seu traje. Calce-os e sinta a confiança ao pisar em qualquer terreno.",0,0,item-icon-55,55, Sapatos de Grama de Cristal Rachados,1440,1,261,1,0,2,999,0,1,1,1
"793,1",4,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Estas botas são fabricadas com um material único que melhora a agilidade e proporciona excelente proteção. Seu design elegante permite movimentos rápidos, tornando-as favoritas entre os aventureiros. As Botas de Pele de Cristal são um item indispensável para qualquer jogador que busca estilo e funcionalidade.",0,0,item-icon-56,56, Botas de Pele de Cristal,1440,"1,2",266,1,0,2,999,0,1,2,1
"794,1",4,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Aumente sua probabilidade de sobrevivência em batalhas
-------
Estes sapatos são fabricados com um design único de cristal, adicionando um toque de elegância a cada passo. As pedras cintilantes embutidas nos sapatos criam um efeito hipnotizante, fazendo de você o centro das atenções onde quer que vá. Calce estes sapatos requintados e sinta o encantamento que eles trazem ao seu traje.",0,0,item-icon-57,57, Sapatos de Pedra de Cristal,1440,"1,2,3",279,1,0,2,999,0,1,3,1
"792,1","1,3,4",1," Alguém viu uma vez este material à beira-mar.
Pode ser usado para criar equipamentos ou itens.
-------
Esta pedra é de primeira qualidade e pode ser usada para coletar matérias-primas como árvores.",0,0,item-icon-58,58, Mineral,0,1,69,1,0,3,"1,0",1,4,1,1
"793,1","1,3,4",1," Alguém viu uma vez este material no desfiladeiro.
Pode ser usado para criar equipamentos ou itens.
-------
O minério de ferro negro é um material bruto secundário que pode ser obtido através da mineração. Possui uma cor preta, uma textura dura e contém abundantes elementos de ferro.",0,0,item-icon-59,59, Ferro Negro,0,1,71,1,0,3,2,1,4,2,1
"794,1","1,3,4",1," Alguém viu uma vez este material na Montanha da Neve.
Pode ser usado para criar equipamentos ou itens.
-------
Este é um minério de cristal vermelho de terceiro nível que pode ser coletado na floresta. É um material bruto importante que pode ser usado para criar vários equipamentos e itens.",0,0,item-icon-60,60, Minério de Cristal Vermelho,0,1,73,1,0,3,3,1,4,3,1
"792,1","1,3,4",1," Alguém viu este material uma vez à beira-mar. Pode ser usado para criar equipamentos ou itens.

Argila é um solo altamente maleável comumente usado para fazer cerâmica, tijolos e outros materiais de construção. Geralmente vem em tons de cinza-marrom ou vermelho-marrom e tem uma textura fina com alta concentração de matéria orgânica e minerais. Ao coletar argila, é importante manter o solo úmido para melhor moldagem e processamento.",0,0,item-icon-61,61, Argila,0,1,,1,0,3,999,0,4,1,1
"792,1","1,3,4",1," Alguém viu uma vez este material à beira-mar.
Pode ser usado para criar equipamentos ou itens.
-------
Este tipo de madeira é geralmente usada para fazer móveis simples ou materiais de construção. Sua textura é relativamente macia, facilitando o processamento e a escultura.",0,0,item-icon-62,62, Madeira Comum,0,1,"49,51",1,0,3,"1,0",1,4,1,1
"793,1","1,3,4",1," Alguém viu uma vez este material no deserto.
Pode ser usado para criar equipamentos ou itens.
-------
As árvores do deserto são um tipo de árvore que cresce no deserto. Geralmente são de baixa estatura, com troncos grossos e folhas verdes claras. Podem ser usadas para coletar matérias-primas e são adequadas para fazer alguns itens especiais.",0,0,item-icon-63,63, Madeira de Árvore do Deserto,0,1,53,1,0,3,2,1,4,2,1
"794,1","1,3,4",1," Alguém viu uma vez este material na Floresta Vermelha.
Pode ser usado para criar equipamentos ou itens.
-------
A madeira escura é um tipo premium de madeira com texturas pretas e uma textura dura, adequada para fazer móveis e artesanato de alta qualidade. Só pode ser colhida em pontos de coleta específicos, o que é difícil, mas também muito lucrativo.",0,0,item-icon-64,64, Madeira Escura,0,1,55,1,0,3,3,1,4,3,1
"792,1","1,3,4",1," Alguém viu este material à beira-mar. Pode ser usado para criar equipamentos ou itens.

Esta resina é um líquido altamente viscoso que pode ser usado para fazer adesivos, revestimentos e selantes, entre outras coisas. Geralmente é coletado de árvores e requer ferramentas especiais para coleta.",0,0,item-icon-65,65, Resina,0,1,,1,0,3,999,1,4,1,1
"792,1","1,3,4",1," Alguém viu este material à beira-mar. Pode ser usado para criar equipamentos ou itens.

Esta fibra vegetal é uma matéria-prima coletada que geralmente é obtida de árvores. Pode ser usada para fazer uma variedade de itens diferentes, como cordas, tecidos e papel.",0,0,item-icon-66,66, Fibra Vegetal,0,1,31,1,0,3,"1,0",1,4,1,1
"793,1","1,3,4",1," Alguém viu este material na Montanha da Neve. Pode ser usado para criar equipamentos ou itens.

Esses cogumelos crescem nas regiões polares frias e têm uma cor azul clara. Eles têm um sabor delicioso e são adequados para cozinhar.",0,0,item-icon-67,67, Fungo Congelado,0,1,33,1,0,3,2,1,4,2,1
"794,1","1,3,4",1," Alguém viu este material no desfiladeiro. Pode ser usado para criar equipamentos ou itens.

Uma planta herbácea perene que cresce na natureza, com forte resistência à seca. Suas folhas grossas contêm água e nutrientes abundantes, tornando-a uma matéria-prima importante para fazer bebidas alcoólicas e medicamentos.",0,0,item-icon-68,68, Maguey,0,1,35,1,0,3,3,1,4,3,1
"792,1","1,3,4",1," Alguém viu este material à beira-mar. Pode ser usado para criar equipamentos ou itens.

Esta teia de aranha é de nível 1 e pode ser coletada na floresta. É uma matéria-prima que pode ser usada para fazer vários itens.",0,0,item-icon-69,69, Teia de Aranha,0,1,,1,0,3,999,0,4,1,1
"792,1","1,3,4",1," Você pode obter este tipo de material através de plantio.
Pode ser usado para criar equipamentos ou itens.
-------
Este tipo de bambu é uma produção agrícola e uma planta usada para fazer várias matérias-primas agrícolas. É muito comum na agricultura e pode crescer muito rapidamente.",0,0,item-icon-70,70, Bambu,0,1,87,1,0,1,"1,0",1,4,1,1
"792,1","1,3,4",1," Você pode obter este tipo de material através de plantio.
Pode ser usado para criar equipamentos ou itens.
-------
Este item é um material bruto produzido na agricultura, geralmente colhível no Lv 1. Sua forma se assemelha a três folhas, por isso é chamado de trevo. Pode ser usado para fazer muitos itens diferentes e é um recurso muito útil.",0,0,item-icon-71,71, Trifolium,0,1,88,1,0,1,"1,0",1,4,1,1
"792,1","1,3,4",1," Você pode obter este tipo de material através de plantio.
Pode ser usado para criar equipamentos ou itens.
-------
Esta cenoura é uma produção agrícola de nível 1 que pode ser obtida no campo agrícola. É um material bruto importante.",0,0,item-icon-72,72, Cenoura,0,1,89,1,0,1,"1,0",1,4,1,1
"793,1","1,3,4",1," Você pode obter este tipo de material através de plantio.
Pode ser usado para criar equipamentos ou itens.
-------
As plantas jarro são um tipo único de planta que pode atrair e capturar insetos como fonte de alimento. São consideradas uma das produções agrícolas e podem ser usadas como matérias-primas no campo agrícola.",0,0,item-icon-73,73, Planta Jarro,0,1,90,1,0,1,2,1,4,2,1
"793,1","1,3,4",1," Você pode obter este tipo de material através de plantio.
Pode ser usado para criar equipamentos ou itens.
-------
Este algodão é de qualidade de segundo grau e é adequado para a fabricação de têxteis.",0,0,item-icon-74,74, Algodão,0,1,91,1,0,1,2,1,4,2,1
"793,1","1,3,4",1," Você pode obter este tipo de material através de plantio.
Pode ser usado para criar equipamentos ou itens.
-------
Esta fruta da paciência é um material bruto produzido na agricultura, que pode ser plantado em uma fazenda de nível 2 e rende 2-3 frutas a cada vez. Possui as características de forte durabilidade e longo tempo de conservação, sendo um material importante para fazer vários alimentos e medicamentos.",0,0,item-icon-75,75, Fruta de Resistência,0,1,92,1,0,1,2,1,4,2,1
"794,1","1,3,4",1," Você pode obter este tipo de material através de plantio.
Pode ser usado para criar equipamentos ou itens.
-------
Esta pimenta ardente é de nível 3 e extremamente picante, adequada para aqueles que amam comida apimentada. É produzida pela agricultura e pode ser cultivada em campos. Como material bruto agrícola, pode ser usado para fazer vários produtos de pimenta, como molho de pimenta e óleo de pimenta.",0,0,item-icon-76,76, Pimenta Malagueta,0,1,93,1,0,1,3,1,4,3,1
"794,1","1,3,4",1," Você pode obter este tipo de material através de plantio.
Pode ser usado para criar equipamentos ou itens.
-------
Esta fruta dura é um material bruto agrícola de alto rendimento que pode ser usado para fazer vários alimentos e medicamentos. Possui uma textura dura e rica em componentes nutricionais, tornando-se uma parte indispensável da produção agrícola.",0,0,item-icon-77,77, Fruta Dura,0,1,94,1,0,1,3,1,4,3,1
"794,1","1,3,4",1," Você pode obter este tipo de material através de plantio.
Pode ser usado para criar equipamentos ou itens.
-------
Este cogumelo azul é uma espécie premium de cogumelo que geralmente é produzida no setor agrícola. É um material bruto altamente valioso que pode ser usado para fazer medicamentos e comida gourmet.",0,0,item-icon-78,78, Cogumelo Azul,0,1,95,1,0,1,3,1,4,3,1
"792,1",0,1," Você pode obter este item através de síntese.
Quando equipado, pode melhorar atributos. Faça suas colheitas menos propensas a murchar
-------
Esta é uma ferramenta para agricultura que pode ajudá-lo a arar o solo e arrancar ervas daninhas facilmente. É adequada para inici",1,0,item-icon-79,79, Enxada de Madeira,1440,1,180,0,0,1,999,0,1,0,1
"792,1",0,1," Você pode obter este item através de síntese. Quando equipado, ele pode melhorar atributos. Faça suas colheitas menos propensas a murchar.

A Enxada de Ferro é uma ferramenta de agricultura durável feita de ferro resistente. É essencial para arar o solo e cultivar colheitas de forma eficiente no jogo.",0,0,item-icon-80,80, Enxada de Ferro,1440,1,187,1,0,1,999,0,1,1,1
"793,1",0,1," Você pode obter este item através de síntese. Quando equipado, ele pode melhorar atributos. Faça suas colheitas menos propensas a murchar.

Esta enxada pode ajudar os agricultores a cultivar a terra mais facilmente, mas ao mesmo tempo também traz algumas maldições misteriosas.",0,0,item-icon-81,81, Enxada Amaldiçoada,1440,"1,2",190,1,0,1,999,0,1,2,1
"794,1",0,1," Você pode obter este item através de síntese. Quando equipado, ele pode melhorar atributos. Faça suas colheitas menos propensas a murchar.

A Enxada Abençoada é uma ferramenta poderosa que aumenta a eficiência agrícola e aumenta os rendimentos das colheitas. Ela irradia uma aura divina, infundindo cada golpe com bênçãos que promovem um crescimento saudável e colheitas abundantes. Com esta enxada encantada em mãos, os jogadores podem cultivar sua terra com facilidade e experimentar a alegria de colher as recompensas de seu trabalho árduo.",0,0,item-icon-82,82, Enxada Abençoada,1440,"1,2,3",198,1,0,1,999,0,1,3,1
"792,1",0,1," Você pode obter este item através de síntese. Quando equipado, ele pode melhorar atributos. Faça suas colheitas menos propensas a murchar.

Este pote de água de madeira é um equipamento adequado para uso agrícola, que pode ser usado para armazenar água limpa ou água de irrigação.",0,0,item-icon-83,83, Chaleira de Madeira,1440,1,181,0,0,1,999,0,1,0,1
"792,1",0,1," Você pode obter este item através de síntese. Quando equipado, ele pode melhorar atributos. Faça suas colheitas menos propensas a murchar.

Um utensílio de cozinha resistente e confiável feito de ferro durável. Ele aquece rapidamente e uniformemente, permitindo cozinhar de forma eficiente. Sua alça ergonômica garante uma pegada confortável ao despejar.",0,0,item-icon-84,84, Chaleira de Ferro,1440,1,188,1,0,1,999,0,1,1,1
"793,1",0,1," Você pode obter este item através de síntese. Quando equipado, ele pode melhorar atributos. Faça suas colheitas menos propensas a murchar.

Uma chaleira misteriosa que traz má sorte para aqueles que a possuem, causando caos e desespero. Sua aura sombria emana uma presença sinistra, tentando o destino a cada preparo. Tenha cautela, pois seu poder amaldiçoado pode transformar até os mais afortunados em vítimas de sua própria ruína.",0,0,item-icon-85,85, Chaleira Amaldiçoada,1440,"1,2",191,1,0,1,999,0,1,2,1
"794,1",0,1,"Você pode obter este item através de síntese.
Quando equipado, ele pode melhorar atributos. Faça suas colheitas menos propensas a murchar
-------
Um artefato sagrado que traz bênçãos e boa sorte ao seu dono, aumentando sua sorte e concedendo oportunidades inesperadas. Esta chaleira mística é dita irradiar energia positiva, atraindo prosperidade e felicidade por onde passa. Uma posse querida para aqueles que buscam um toque de intervenção divina em suas vidas.",0,0,item-icon-86,86,Bênção Chaleira,1440,"1,2,3",199,1,0,1,999,0,1,3,1
"792,1",0,1," Você pode obter este item através de síntese.
Quando equipado, ele pode melhorar atributos. Aumentar a probabilidade de coleta de recursos de nível superior
-------
Uma ferramenta resistente feita de madeira, perfeita para mineração e coleta de recursos de forma eficiente. Sua durabilidade garante que não quebrará facilmente, tornando-a uma escolha confiável para qualquer aventureiro.",1,0,item-icon-87,87, Picareta de Madeira,1440,1,331,0,0,3,999,0,1,0,1
"792,1",0,1," Você pode obter este item através de síntese.
Quando equipado, ele pode melhorar atributos. Aumentar a probabilidade de coleta de recursos de nível superior
-------
Uma ferramenta resistente feita de ferro, perfeita para mineração e escavação de recursos valiosos. Sua borda afiada e construção durável a tornam um item essencial para qualquer aventureiro. Com esta picareta em mãos, você poderá cavar mais fundo e descobrir tesouros escondidos.",0,0,item-icon-88,88, Picareta de Ferro,1440,1,339,1,0,3,999,0,1,1,1
"793,1",0,1," Você pode obter este item através de síntese.
Quando equipado, ele pode melhorar atributos. Aumentar a probabilidade de coleta de recursos de nível superior
-------
Esta picareta amaldiçoada pode ajudá-lo a coletar árvores e minérios mais rapidamente. É um equipamento de nível 2 com poderosas habilidades de coleta.",0,0,item-icon-89,89, Picareta Amaldiçoada,1440,"1,2",341,1,0,3,999,0,1,2,1
"794,1",0,1," Você pode obter este item através de síntese.
Quando equipado, ele pode melhorar atributos. Aumentar a probabilidade de coleta de recursos de nível superior
-------
A Picareta da Bênção, uma ferramenta sagrada dotada de poder divino, corta sem esforço as rochas mais duras, deixando para trás um rastro de fragmentos cintilantes. Sua lâmina encantada brilha com uma luz radiante, guiando os mineiros para tesouros escondidos nas profundezas da terra. A cada golpe, ela concede bênçãos de fortuna e prosperidade, tornando-se uma companheira essencial para qualquer aventureiro.",0,0,item-icon-90,90, Picareta Abençoada,1440,"1,2,3",349,1,0,3,999,0,1,3,1
"792,1",0,1," Você pode obter este item através de síntese.
Quando equipado, ele pode melhorar atributos. Aumentar a probabilidade de coleta de recursos de nível superior
-------
Este machado é uma ferramenta de madeira, adequada para trabalhos de coleta ao ar livre. É um tipo de equipamento que pode ajudá-lo a completar tarefas de coleta de forma mais eficiente.",1,0,item-icon-91,91, Machado de Madeira,1440,1,330,0,0,3,999,0,1,0,1
"792,1",0,1," Você pode obter este item através de síntese.
Quando equipado, ele pode melhorar atributos. Aumentar a probabilidade de coleta de recursos de nível superior
-------
Este machado de ferro pode ser usado para derrubar árvores e é uma ferramenta essencial para coletar madeira. Também pode ser usado como equipamento para aumentar a eficácia em combate.",0,0,item-icon-92,92, Machado de Ferro,1440,1,338,1,0,3,999,0,1,1,1
"793,1",0,1," Você pode obter este item através de síntese.
Quando equipado, ele pode melhorar atributos. Aumentar a probabilidade de coleta de recursos de nível superior
-------
A afiação deste machado atingiu o nível 2, facilitando a coleta de árvores. No entanto, ele também foi amaldiçoado, então cautela é necessária ao usá-lo.",0,0,item-icon-93,93, Machado Amaldiçoado,1440,"1,2",340,1,0,3,999,0,1,2,1
"794,1",0,1," Você pode obter este item através de síntese.
Quando equipado, ele pode melhorar atributos. Aumentar a probabilidade de coleta de recursos de nível superior
-------
Uma arma poderosa dotada de bênçãos divinas, capaz de cortar qualquer obstáculo com facilidade. Sua lâmina afiada brilha com uma luz sagrada, instilando medo nos corações dos inimigos. O Machado Abençoado é um verdadeiro símbolo de força e retidão no campo de batalha.",0,0,item-icon-94,94, Machado Abençoado,1440,"1,2,3",348,1,0,3,999,0,1,3,1
"792,1",0,1," Você pode obter este item através de síntese. Quando equipado, ele pode melhorar atributos. Faça suas colheitas menos propensas a murchar.

Esta escova é uma ferramenta especificamente projetada para agricultura, que pode limpar facilmente colheitas e terrenos.",1,0,item-icon-95,95, Escova,1440,1,177,0,0,1,999,0,1,0,1
"792,1",0,1," Você pode obter este item através de síntese. Quando equipado, ele pode melhorar atributos. Faça suas colheitas menos propensas a murchar.

Este cortador pode ajudar os agricultores a cortar rapidamente e facilmente a lã, melhorando a eficiência de corte. É adequado para diferentes tipos de ovelhas.",0,0,item-icon-96,96, Máquina de Cortar Cabelo,1440,1,178,0,0,1,999,0,1,0,1
