col-int,desc-string,gainsArgs-string,gainsType-int[],icon-string,id-int,isTrunk-bool,layer-int,lvLimit-int,name-string,resetCost-int,type-int,upgradeEXP-int[],upgradeRequireTreeLv-int,preNode-int[],upgradeToken-int[]
0," Ataque de Grama + 5
Ataque de Árvore + 5
Ataque de Minério + 5
Proficiência em Grama + 5
Proficiência em Árvore + 5
Proficiência em Minério + 5
MaxEnergy + 10
Desbloquear Receitas de Energia","81#530,267#605#1268,10000","1,2,3",talentTree-24,24,1,1,1, Maestria em Coleta 1 ,0,3,450,0,,0
0," Ataque de Grama + 5
Ataque de Árvore + 5
Ataque de Minério + 5
Proficiência em Grama + 5
Proficiência em Árvore + 5
Proficiência em Minério + 5
MaxEnergy + 10
Desbloquear Receitas de Energia","82,268#606#1269,10000","1,2,3",talentTree-25,25,1,2,1, Maestria em Coleta 2 ,0,3,900,1,24,0
0," Ataque de Grama + 5
Ataque de Árvore + 5
Ataque de Minério + 5
Proficiência em Grama + 5
Proficiência em Árvore + 5
Proficiência em Minério + 5
MaxEnergy + 10
Desbloquear Receitas de Energia","83,269#607#1270,10000","1,2,3",talentTree-26,26,1,3,1, Maestria em Coleta 3 ,10000,3,1800,2,25,200
0," Ataque de Grama + 5
Ataque de Árvore + 5
Ataque de Minério + 5
Proficiência em Grama + 5
Proficiência em Árvore + 5
Proficiência em Minério + 5
MaxEnergy + 10
Desbloquear Receitas de Energia","84,382#608#1271,10000","1,2,3",talentTree-27,27,1,4,1, Maestria em Coleta 4 ,20000,3,3600,3,26,1000
0," Ataque de Grama + 5
Ataque de Árvore + 5
Ataque de Minério + 5
Proficiência em Grama + 5
Proficiência em Árvore + 5
Proficiência em Minério + 5
MaxEnergy + 10
Desbloquear Receitas de Energia","85,383#609#1272,10000","1,2,3",talentTree-28,28,1,5,1, Maestria em Coleta 5 ,30000,3,7200,4,27,2000
0," Ataque de Grama + 5
Ataque de Árvore + 5
Ataque de Minério + 5
Proficiência em Grama + 5
Proficiência em Árvore + 5
Proficiência em Minério + 5
MaxEnergy + 10
Desbloquear Receitas de Energia","86,384#610#1273,10000","1,2,3",talentTree-29,29,1,6,1, Maestria em Coleta 6 ,40000,3,14400,5,28,3200
0, Desbloquear Receitas de Conjunto de Equipamentos LV 1,"87,623#611#1274,10000","1,2,3",talentTree-30,30,1,7,1, Maestria em Coleta 7 ,50000,3,28800,6,29,4600
0," Desbloquear Receitas de Conjunto de Equipamentos LV 2, desbloquear receitas de reciclagem e fragmentação ao atingir o nível máximo.","88,618#612#1275,10000","1,2,3",talentTree-31,31,1,8,1, Maestria em Coleta 8 ,60000,3,57600,7,30,6200
0, Vazio,"89,622#613#1276,10000","1,2,3",talentTree-32,32,1,9,1, Maestria em Coleta 9 ,70000,3,115200,8,31,8000
-3, Habilidades de Eficiência - Enxada em Grupo,70#74#201;111#178;177#179#180,2,talentTree-33,33,0,1,3, Receitas de Conjunto de Coleta ,0,3,"131,131,131",0,,"0,0,0"
-3, Proficiência em Plantio + 4,71#75#203;112#182;181#183#184#480#468#477#461#478#465#476#474#956#960#963#969#971#972#973#975,2,talentTree-34,34,0,2,3, Receitas de Conjunto de Coleta ,0,3,"262,262,262",0,33,"0,0,0"
-1, Desbloquear Receitas de Essência de Criação de Gado LV 2,415,0,talentTree-45,45,0,3,1, Vazio ,0,1,420,0,23,0
-1, Proficiência em Plantio + 4,103,0,talentTree-46,46,0,4,1, Divisor de Terra ,0,1,840,0,45,600
2, Aumentar a duração do atordoamento do inimigo.,246,1,talentTree-48,48,0,3,1, Fazenda - Proficiência em Plantio ,0,1,420,0,81,0
-2," Carregar, empurrar inimigos para trás, 50% de dano.",156,2,talentTree-49,49,0,2,1, Receitas de Essência de Criação de Gado ,0,1,210,0,72,0
2, Reduzir a velocidade de movimento do inimigo.,249,1,talentTree-50,50,0,4,1, Fazenda - Proficiência em Plantio ,0,1,840,0,48,600
-1, Reduzir a velocidade de movimento do inimigo.,333,1,talentTree-52,52,0,3,1, Atropelamento - Aprimoramento ,0,2,323,0,10,0
-2, Repelir o inimigo em uma pequena área à sua frente e dar um salto para trás,122,0,talentTree-54,54,0,2,1, Investida de Touro ,0,2,175,0,,0
-2, Causar alto dano a 5 monstros ao redor,336,1,talentTree-55,55,0,3,1, Investida de Touro - Aprimoramento ,0,2,323,0,54,0
-2, Aumentar temporariamente a recuperação de HP da batalha com base na porcentagem de MaxHP,337,1,talentTree-56,56,0,4,1, Investida de Touro - Aprimoramento ,0,2,646,0,55,600
-2," Desbloquear Receitas de Conjunto de Equipamentos LV 3, desbloquear receitas de reciclagem e fragmentação ao atingir o nível máximo.",123,0,talentTree-57,57,0,5,1, Fuga ,0,2,1292,0,56,800
-3, Desbloquear Receita de Poção,137,0,talentTree-60,60,0,3,1, Rajada Leve ,0,2,323,0,,0
-1, Desbloquear Receita de Poção,485,0,talentTree-61,61,0,4,1, Onda de Cura ,0,2,646,0,52,600
-3, Desbloquear Receita de Poção,72#76#204;113#186;185#187#188#483#485#491#486#503#484#504#978#979#980#981#986#997#998#982#487,2,talentTree-62,62,0,3,3, Receitas de Conjunto de Coleta ,0,3,"525,525,525",0,34,"600,600,600"
-1, Desbloquear Receita de Poção,95#902,2,talentTree-65,65,0,1,1, Receitas de Acessórios Mágicos ,0,3,131,0,,0
-1,,96#903,2,talentTree-66,66,0,2,1, Receitas de Acessórios Mágicos ,0,3,262,0,65,0
-1,,132#904,2,talentTree-67,67,0,3,1, Receitas de Acessórios Mágicos ,0,3,525,0,66,600
-1,,346#905,2,talentTree-68,68,0,4,1, Receitas de Acessórios Mágicos,0,3,1050,0,67,600
-1,Desbloquear Receita de Poção.  ,347#906,2,talentTree-69,69,0,5,1,Receitas de Adereços Mágicos,0,3,2100,0,68,800
-3, Reduzir a velocidade de movimento do inimigo.  ,340,1,talentTree-70,70,0,4,1, Rajada Leve - Aprimoramento,0,2,646,0,60,600
-1, Aumentar a duração do atordoamento do inimigo.  ,334,1,talentTree-71,71,0,5,1, Pisoteio de Guerra - Aprimoramento,0,2,1292,0,61,800
-2, Desbloquear Receitas de Essência de Criação de Gado Nv 1  ,155,2,talentTree-72,72,0,1,1, Receitas de Essência de Criação de Gado,0,1,95,0,,0
2, Proficiência em Plantio + 4  ,230,1,talentTree-73,73,0,1,1, Fazenda - Proficiência em Plantio,0,1,95,0,,0
3, Capacidade de Felicidade do Animal de Estimação + 1  ,231,1,talentTree-74,74,0,1,1, Fazenda - Capacidade de Felicidade do Animal de Estimação,0,1,95,0,,0
4, Proficiência em Reprodução + 4  ,233,1,talentTree-76,76,0,1,1, Fazenda - Proficiência em Reprodução,0,1,95,0,,0
-1, Habilidade de Eficiência - Enxada em Grupo  ,102,0,talentTree-77,77,0,1,1, Separador de Terra,0,1,95,0,,0
-4, Desbloquear Receitas de Conjunto de Equipamentos Nv 1  ,62#376#66#123#125#124#205;108#165;166#167#168,2,talentTree-78,78,0,1,3, Receitas de Conjunto de Agricultura,0,1,"95,95,95",0,,"0,0,0"
-4," Desbloquear Receitas de Conjunto de Equipamentos Nv 2, desbloquear receitas de Recasting e fragmentos ao atingir o nível máximo.  ",63#377#67#127#128#126#206;109#169;170#171#172#462#460#463#472#466#481#475#473#955#957#958#961#967#968#970#976,2,talentTree-79,79,0,2,3, Receitas de Conjunto de Agricultura,0,1,"210,210,210",0,78,"0,0,0"
1, Capacidade de Fertilidade + 1  ,229,1,talentTree-80,80,0,2,1, Fazenda - Produção de Fertilidade por unidade de terra,0,1,210,0,22,0
2, Proficiência em Plantio + 4  ,245,1,talentTree-81,81,0,2,1, Fazenda - Proficiência em Plantio,0,1,210,0,73,0
3, Capacidade de Felicidade do Animal de Estimação + 1  ,232,1,talentTree-82,82,0,2,1, Fazenda - Proficiência em Colheita,0,1,210,0,74,0
4, Proficiência em Reprodução + 4  ,247,1,talentTree-83,83,0,2,1, Fazenda - Índice de Felicidade da Unidade de Animal de Estimação,0,1,210,0,76,0
1, Capacidade de Fertilidade + 1  ,236,1,talentTree-84,84,0,4,1, Fazenda - Capacidade de Fertilidade,0,1,840,0,93,600
4, Proficiência em Reprodução + 4  ,289,1,talentTree-85,85,0,5,1, Fazenda - Proficiência em Reprodução,0,1,1680,0,90,800
-4," Desbloquear Receitas de Conjunto de Equipamentos Nv 3, desbloquear receitas de Recasting e fragmentos ao atingir o nível máximo.  ",64#378#68#131#130#129#920;110#173;174#175#176#506#505#501#490#499#500#580#488#983#985#994#995#996#999#1000#1071,2,talentTree-88,88,0,3,3, Receitas de Conjunto de Agricultura,0,1,"420,420,420",0,79,"600,600,600"
3, Capacidade de Felicidade do Animal de Estimação + 1  ,282,1,talentTree-89,89,0,4,1, Fazenda - Capacidade de Felicidade do Animal de Estimação,0,1,840,0,92,600
4, Proficiência em Reprodução + 4  ,288,1,talentTree-90,90,0,4,1, Fazenda - Proficiência em Reprodução,0,1,840,0,91,600
4, Proficiência em Reprodução + 4  ,248,1,talentTree-91,91,0,3,1, Fazenda - Proficiência em Reprodução,0,1,420,0,83,0
3, Capacidade de Felicidade do Animal de Estimação + 1  ,244,1,talentTree-92,92,0,3,1, Fazenda - Capacidade de Felicidade do Animal de Estimação,0,1,420,0,82,0
1, Capacidade de Fertilidade + 1  ,235,1,talentTree-93,93,0,3,1, Fazenda - Capacidade de Fertilidade,0,1,420,0,80,0
-2, Desbloquear Receitas de Essência de Criação de Gado Nv 3  ,157,2,talentTree-94,94,0,3,1, Receitas de Essência de Criação de Gado,0,1,420,0,49,300
-5, Desbloquear Receitas de Conjunto de Equipamentos Nv 1  ,44#364#370;133#136;139#142#145,2,talentTree-95,95,0,1,3, Receitas de Conjunto de Combate,0,2,"95,95,95",0,,"0,0,0"
4, MaxHP de Combate +20  ,264,1,talentTree-96,96,0,1,1, Combate - Pontos de Vida,0,2,95,0,,0
3, DEF de Combate +5  ,258,1,talentTree-97,97,0,1,1, Combate - Defesa,0,2,95,0,,0
2, ATK de Combate +5  ,252,1,talentTree-98,98,0,1,1, Combate - Poder de Ataque,0,2,95,0,,0
1, Aumentar a velocidade em 10%/20%/30%.  ,116;117;118,1,talentTree-99,99,0,1,3, Especialista,0,2,"95,95,95",0,,"0,0,0"
4, MaxHP de Combate +20  ,265,1,talentTree-100,100,0,2,1, Combate - Pontos de Vida,0,2,175,0,96,0
-5," Desbloquear Receitas de Conjunto de Equipamentos Nv 2, desbloquear receitas de Recasting e fragmentos ao atingir o nível máximo.  ",45#365#371;134#137;140#143#146#479#469#470#464#471#482#467#579#959#962#964#965#966#974#977#1070,2,talentTree-101,101,0,2,3, Receitas de Conjunto de Combate,0,2,"175,175,175",0,95,"0,0,0"
3, DEF de Combate +5  ,259,1,talentTree-102,102,0,2,1, Combate - Defesa,0,2,175,0,97,0
2, ATK de Combate +5  ,253,1,talentTree-103,103,0,2,1, Combate - Poder de Ataque,0,2,175,0,98,0
1, Precisão de Combate + 2/4/6%  ,134;135;136,1,talentTree-104,104,0,2,3, Especialista,0,2,"175,175,175",0,99,"0,0,0"
-5," Desbloquear Receitas de Conjunto de Equipamentos Nv 3, desbloquear receitas de Recasting e fragmentos ao atingir o nível máximo.  ",46#366#372;135#138;141#144#147#497#495#494#498#489#496#492#493#984#987#988#989#990#991#992#993,2,talentTree-105,105,0,3,3, Receitas de Conjunto de Combate,0,2,"323,323,323",0,101,"600,600,600"
3, DEF de Combate +5  ,260,1,talentTree-106,106,0,3,1, Combate - Defesa,0,2,323,0,102,0
2, ATK de Combate +5  ,254,1,talentTree-107,107,0,3,1, Combate - Poder de Ataque,0,2,323,0,103,0
1, Ganhar uma taxa de esquiva de 2/4/6%  ,125;126;127,1,talentTree-108,108,0,3,3, Especialista,0,2,"323,323,323",0,104,"0,0,0"
4, MaxHP de Combate +20  ,266,1,talentTree-109,109,0,3,1, Combate - Pontos de Vida,0,2,323,0,100,0
3, DEF de Combate +5  ,261,1,talentTree-111,111,0,4,1, Combate - Defesa,0,2,646,0,106,600
1," A cada 20/10/5 segundos, se você não sofrer nenhum dano, você ganha um aumento de dano de 10%.  ",119;120;121,1,talentTree-112,112,0,4,3, Especialista,0,2,"646,646,646",0,108,"600,600,600"
2, ATK de Combate +5  ,255,1,talentTree-113,113,0,4,1, Combate - Poder de Ataque,0,2,646,0,107,600
4, MaxHP de Combate +20  ,267,1,talentTree-114,114,0,4,1, Combate - Pontos de Vida,0,2,646,0,109,600
3, DEF de Combate +5  ,262,1,talentTree-116,116,0,5,1, Combate - Defesa,0,2,1292,0,111,800
2, ATK de Combate +5  ,256,1,talentTree-117,117,0,5,1, Combate - Poder de Ataque,0,2,1292,0,113,800
1, Aumentar a Probabilidade de Acerto Crítico em 5/10/15%  ,60;61;62,1,talentTree-118,118,0,5,3, Especialista,0,2,"1292,1292,1292",0,112,"800,800,800"
-3, Reduzir a velocidade de movimento do inimigo.  ,341,1,talentTree-119,119,0,5,1, Rajada Leve - Aprimoramento,0,2,1292,0,70,800
4, MaxHP de Combate +20  ,268,1,talentTree-120,120,0,5,1, Combate - Pontos de Vida,0,2,1292,0,114,800
-1, Reduzir a velocidade de movimento do inimigo.  ,335,1,talentTree-122,122,0,6,1, Pisoteio de Guerra - Aprimoramento,0,2,2584,0,71,1000
-2, Reduzir a velocidade de movimento do inimigo.  ,338,1,talentTree-123,123,0,6,1, Fuga - Aprimoramento,0,2,2584,0,57,1000
1, Aumentar o dano crítico aos monstros em 10/20/30%.,113;114;115,1,talentTree-124,124,0,6,3, Especialista,0,2,"2584,2584,2584",0,118,"1000,1000,1000"
-3,Avanço à frente,487,0,talentTree-125,125,0,6,1,Linear impact ,0,2,2584,0,119,1000
-1, Derrote uma grande área de inimigos à sua frente e cause tontura temporária,459,0,talentTree-127,127,0,7,1, Varredura ,0,2,5169,0,122,1200
-2, Reduza a velocidade de movimento do inimigo.,339,1,talentTree-128,128,0,7,1, Fuga - Aprimorar ,0,2,5169,0,123,1200
-3, Reduza a velocidade de movimento do inimigo.,342,1,talentTree-129,129,0,7,1, Linear impact - Aprimorar ,0,2,5169,0,125,1200
1, Aumento de 10/20/30% na velocidade de ataque.,131;132;133,1,talentTree-130,130,0,7,3, Especialista ,0,2,"5169,5169,5169",0,124,"1200,1200,1200"
2, ATK de Combate +5,257,1,talentTree-131,131,0,6,1, Combate - Poder de Ataque ,0,2,2584,0,117,1000
3, DEF de Combate +5,263,1,talentTree-132,132,0,6,1, Combate - Defesa ,0,2,2584,0,116,1000
4, MaxHP de Combate +20,269,1,talentTree-133,133,0,6,1, Combate - HP ,0,2,2584,0,120,1000
2, ATK de Combate +5,270,1,talentTree-134,134,0,7,1, Combate - Poder de Ataque ,0,2,5169,0,131,1200
3, DEF de Combate +5,273,1,talentTree-135,135,0,7,1, Combate - Defesa ,0,2,5169,0,132,1200
4, MaxHP de Combate +20,276,1,talentTree-136,136,0,7,1, Combate - HP ,0,2,5169,0,133,1200
-2, Causa dano múltiplo aos inimigos próximos,558,0,talentTree-139,139,0,8,1, Tempestade ,0,2,11200,0,128,1400
-3, Reduza a velocidade de movimento do inimigo.,343,1,talentTree-140,140,0,8,1, Linear impact - Aprimorar ,0,2,11200,0,129,1400
1," Bônus de dano de 0,1/0,2/0,3% por 1% de vida perdida.",128;129;130,1,talentTree-141,141,0,8,3, Especialista ,0,2,"11200,11200,11200",0,130,"1400,1400,1400"
2, ATK de Combate +5,271,1,talentTree-142,142,0,8,1, Combate - Poder de Ataque ,0,2,11200,0,134,1400
3, DEF de Combate +5,274,1,talentTree-143,143,0,8,1, Combate - Defesa ,0,2,11200,0,135,1400
4, MaxHP de Combate +20,277,1,talentTree-144,144,0,8,1, Combate - Saúde ,0,2,11200,0,136,1400
-3, Vazio,432,0,talentTree-149,149,0,9,1, Inspirar ,0,2,24436,0,140,1600
2, ATK de Combate +5,272,1,talentTree-150,150,0,9,1, Combate - Poder de Ataque ,0,2,24436,0,142,1600
1," O ataque da arma deixa feridas, causando 1%/2%/3% de dano de ataque a cada 0,5 segundos por 5 segundos.",172;173;174,1,talentTree-151,151,0,9,3, Especialista ,0,2,"24436,24436,24436",0,141,"1600,1600,1600"
3, DEF de Combate +5,275,1,talentTree-152,152,0,9,1, Combate - Defesa ,0,2,24436,0,143,1600
4, MaxHP de Combate +20,278,1,talentTree-153,153,0,9,1, Combate - HP ,0,2,24436,0,144,1600
-1, Rega pequenos campos ao seu redor.,100,0,talentTree-157,157,0,5,1, Maestria em Regador ,0,1,1680,0,46,800
1, Capacidade de Fertilidade +1,237,1,talentTree-158,158,0,5,1, Fazenda - Capacidade de Fertilidade ,0,1,1680,0,84,800
2, Proficiência em Plantio +4,250,1,talentTree-159,159,0,5,1, Fazenda - Proficiência em Plantio ,0,1,1680,0,50,800
3, Capacidade de Felicidade do Animal de Estimação +1,283,1,talentTree-160,160,0,5,1, Fazenda - Capacidade de Felicidade do Animal de Estimação ,0,1,1680,0,89,800
1, Capacidade de Fertilidade +1,238,1,talentTree-163,163,0,6,1, Fazenda - Capacidade de Fertilidade ,0,1,3360,0,158,1000
3, Capacidade de Felicidade do Animal de Estimação +1,284,1,talentTree-164,164,0,6,1, Fazenda - Capacidade de Felicidade do Animal de Estimação ,0,1,3360,0,160,1000
2, Proficiência em Plantio +4,251,1,talentTree-165,165,0,6,1, Fazenda - Proficiência em Plantio ,0,1,3360,0,159,1000
4, Proficiência em Reprodução +4,290,1,talentTree-166,166,0,6,1, Fazenda - Proficiência em Reprodução ,0,1,3360,0,85,1000
-1, Habilidade de Eficiência - Grupo de Enxada,104,0,talentTree-169,169,0,6,1, Divisor de Terra ,0,1,3360,0,157,1000
1, Capacidade de Fertilidade +1,239,1,talentTree-170,170,0,7,1, Fazenda - Capacidade de Fertilidade ,0,1,6720,0,163,1200
2, Proficiência em Plantio +4,279,1,talentTree-171,171,0,7,1, Fazenda - Proficiência em Plantio ,0,1,6720,0,165,1200
3, Capacidade de Felicidade do Animal de Estimação +1,285,1,talentTree-172,172,0,7,1, Fazenda - Capacidade de Felicidade do Animal de Estimação ,0,1,6720,0,164,1200
4, Proficiência em Reprodução +4,291,1,talentTree-173,173,0,7,1, Fazenda - Proficiência em Reprodução ,0,1,6720,0,166,1200
-1, Rega pequenos campos ao seu redor.,101,0,talentTree-176,176,0,8,1, Maestria em Regador ,0,1,13440,0,298,1400
2, Proficiência em Plantio +4,280,1,talentTree-177,177,0,8,1, Fazenda - Proficiência em Plantio ,0,1,13440,0,171,1400
1, Capacidade de Fertilidade +1,240,1,talentTree-178,178,0,8,1, Fazenda - Capacidade de Fertilidade ,0,1,13440,0,170,1400
3, Capacidade de Felicidade do Animal de Estimação +1,286,1,talentTree-179,179,0,8,1, Fazenda - Capacidade de Felicidade do Animal de Estimação ,0,1,13440,0,172,1400
4, Proficiência em Reprodução +4,292,1,talentTree-180,180,0,8,1, Fazenda - Proficiência em Reprodução ,0,1,13440,0,173,1400
1, Capacidade de Fertilidade +1,241,1,talentTree-184,184,0,9,1, Fazenda - Capacidade de Fertilidade ,0,1,26880,0,178,1600
2, Proficiência em Plantio +4,281,1,talentTree-185,185,0,9,1, Fazenda - Proficiência em Plantio ,0,1,26880,0,177,1600
3, Capacidade de Felicidade do Animal de Estimação +1,287,1,talentTree-186,186,0,9,1, Fazenda - Capacidade de Felicidade do Animal de Estimação ,0,1,26880,0,179,1600
4, Proficiência em Reprodução +4,293,1,talentTree-187,187,0,9,1, Fazenda - Proficiência em Reprodução ,0,1,26880,0,180,1600
1, Coleta de Ataque de Grama ++ Proficiência ++,294,1,talentTree-188,188,0,1,1, Coletar - Grama ,0,3,131,0,,0
2, Coleta de Ataque de Árvore ++ Proficiência ++,303,1,talentTree-189,189,0,1,1, Valor de Coleta - Árvores ,0,3,131,0,,0
3, Coleta de Ataque de Minério ++ Proficiência ++,312,1,talentTree-190,190,0,1,1, Valor de Coleta - Mineração ,0,3,131,0,,0
1, Coleta de Ataque de Grama ++ Proficiência ++,295,1,talentTree-191,191,0,2,1, Coletar - Grama ,0,3,262,0,188,0
2, Coleta de Ataque de Árvore ++ Proficiência ++,304,1,talentTree-192,192,0,2,1, Coletar - Árvores ,0,3,262,0,189,0
3, Coleta de Ataque de Minério ++ Proficiência ++,313,1,talentTree-193,193,0,2,1, Valor de Coleta - Mineração,0,3,262,0,190,0
1,Recolher Ataque de Grama ++ Proficiência ++ ,296,1,talentTree-194,194,0,3,1,Recolher - Grama,0,3,525,0,191,0
2, Recolher Ataque de Árvore ++ Proficiência ++ ,305,1,talentTree-195,195,0,3,1, Recolher - Árvores,0,3,525,0,192,0
3, Recolher Ataque de Minério ++ Proficiência ++ ,314,1,talentTree-196,196,0,3,1, Recolher - Mineração,0,3,525,0,193,0
1, Recolher Ataque de Grama ++ Proficiência ++ ,297,1,talentTree-197,197,0,4,1, Recolher - Grama,0,3,1050,0,194,600
2, Recolher Ataque de Árvore ++ Proficiência ++ ,306,1,talentTree-198,198,0,4,1, Recolher - Árvores,0,3,1050,0,195,600
3, Recolher Ataque de Minério ++ Proficiência ++ ,315,1,talentTree-199,199,0,4,1, Valor de Recolha - Mineração,0,3,1050,0,196,600
1, Recolher Ataque de Grama ++ Proficiência ++ ,298,1,talentTree-200,200,0,5,1, Recolher - Grama,0,3,2100,0,197,800
2, Recolher Ataque de Árvore ++ Proficiência ++ ,307,1,talentTree-201,201,0,5,1, Valor de Recolha - Árvores,0,3,2100,0,198,800
3, Recolher Ataque de Minério ++ Proficiência ++ ,316,1,talentTree-202,202,0,5,1, Recolher - Mineração,0,3,2100,0,199,800
