desc-string,duration-int,effectType-int,id-int,isRepeat-bool,maxLayer-int,parameters-int[],showBuffIcon-bool,buffIcon-string,parameters2-int[][],effectInterval-int,effectFlag-int[],effectImmuneFlag-int[],entityEffect-string
 Aumenta a velocidade em 20%,-1,7,120,0,1,,0,,"7,2,200",,,,
 Aumenta a velocidade em 30%,-1,7,121,0,1,,0,,"7,2,300",,,,
 Evasão aumentada em 2%,-1,7,122,0,1,,0,,"17,4,20",,,,
 Evasão aumentada em 4%,-1,7,123,0,1,,0,,"17,4,40",,,,
 Evasão aumentada em 6%,-1,7,124,0,1,,0,,"17,4,60",,,,
 Fúria Sanguinária Nível 1,-1,13,125,0,1,,1,buff-icon-125,"21,1,1",,,,
 Fúria Sanguinária Nível 2,-1,13,126,0,1,,1,buff-icon-126,"21,1,3",,,,
 Fúria Sanguinária Nível 3,-1,13,127,0,1,,1,buff-icon-127,"21,1,5",,,,
 Sangramento Nível 1,5500,9,128,0,5,"10,1",1,buff-icon-128,,500,,,
 Sangramento Nível 2,5500,9,129,0,5,"10,1",1,buff-icon-129,,500,,,
 Sangramento Nível 3,5500,9,130,0,5,"10,1",1,buff-icon-130,,500,,,
 Velocidade de ataque 1,-1,7,131,0,1,,0,,"14,1,50",,,,
 Velocidade de ataque 2,-1,7,132,0,1,,0,,"14,1,100",,,,
 Velocidade de ataque 3,-1,7,133,0,1,,0,,"14,1,150",,,,
 Ataque extra acionado pelo ataque 1,-1,11,134,0,1,,0,,"14,15,16,17,18,19,202,203,204;1,50,65",,,,
 Ataque extra acionado pelo ataque 2,-1,11,135,0,1,,0,,"14,15,16,17,18,19,202,203,204;1,100,65",,,,
 Ataque extra acionado pelo ataque 3,-1,11,136,0,1,,0,,"14,15,16,17,18,19,202,203,204;1,150,65",,,,
 Dança da espada 1,1000,12,137,0,1,,0,,"1,10;227,385",200,,,
 Dano da dança da espada,0,1,138,0,,"750,1,2",0,,,,,,
 Dança da espada 2,1000,12,139,0,1,,0,,"1,10;227,385",150,,,
 Dança da espada 3,2000,12,140,0,1,,0,,"1,10;227,385",250,,,Skill_Saiyan
 Machado acelera 1,-1,7,141,0,1,,0,,"23,1,100",,,,
 Machado acelera 2,-1,7,142,0,1,,0,,"23,1,200",,,,
 Machado acelera 3,-1,7,143,0,1,,0,,"23,1,300",,,,
 Crítica de árvore 1,-1,7,144,0,1,,0,,"24,1,50",,,,
 Crítica de árvore 2,-1,7,145,0,1,,0,,"24,1,100",,,,
 Crítica de árvore 3,-1,7,146,0,1,,0,,"24,1,150",,,,
 Dobra de madeira 1,-1,7,147,0,1,,0,,"27,1,30",,,,
 Dobra de madeira 2,-1,7,148,0,1,,0,,"27,1,60",,,,
 Dobra de madeira 3,-1,7,149,0,1,,0,,"27,1,90",,,,
 Dano ao cortar árvores 1,-1,7,150,0,1,,0,,"26,1,100",,,,
Árvore cortando dano 2,-1,7,151,0,1,,0,,"26,1,200",,,,
 Cortar árvore dano 3,-1,7,152,0,1,,0,,"26,1,300",,,,
 Dano de pedra 1,-1,7,153,0,1,,0,,"33,1,100",,,,
 Dano de pedra 2,-1,7,154,0,1,,0,,"33,1,200",,,,
 Dano de pedra 3,-1,7,155,0,1,,0,,"33,1,300",,,,
 Velocidade da picareta 1,-1,7,156,0,1,,0,,"30,1,100",,,,
 Velocidade da picareta 2,-1,7,157,0,1,,0,,"30,1,200",,,,
 Velocidade da picareta 3,-1,7,158,0,1,,0,,"30,1,300",,,,
 Pedra dobra 1,-1,7,159,0,1,,0,,"34,1,30",,,,
 Pedra dobra 2,-1,7,160,0,1,,0,,"34,1,60",,,,
 Pedra dobra 3,-1,7,161,0,1,,0,,"34,1,90",,,,
 Crítico de pedra 1,-1,7,162,0,1,,0,,"31,1,50",,,,
 Crítico de pedra 2,-1,7,163,0,1,,0,,"31,1,100",,,,
 Crítico de pedra 3,-1,7,164,0,1,,0,,"31,1,150",,,,
 Capturar Monstro Gancho,0,16,176,0,1,,0,,,,,,
 Acerto de captura,0,17,177,0,1,,0,,,,,,
 Dano aumentado 1,-1,15,181,0,1,,1,buff-icon-181,"17,1,3,105;18,1,3,105;19,1,3,105",,,,
 Dano aumentado 2,-1,15,182,0,1,,1,buff-icon-182,"17,1,3,106;18,1,3,106;19,1,3,106",,,,
 Dano aumentado 3,-1,15,183,0,1,,1,buff-icon-183,"17,1,3,107;18,1,3,107;19,1,3,107",,,,
 Ferida rasgada 1,-1,15,184,0,1,,0,buff-icon-184,"17,1,3,128;18,1,3,128;19,1,3,128;205,1,3,128;344,1,3,128;345,1,3,128;202,1,3,128;203,1,3,128;204,1,3,128",,,,
 Ferida rasgada 2,-1,15,185,0,1,,1,buff-icon-185,"17,1,3,129;18,1,3,129;19,1,3,129;205,1,3,129;344,1,3,129;345,1,3,129;202,1,3,129;203,1,3,129;204,1,3,129",,,,
 Ferida rasgada 3,-1,15,186,0,1,,1,buff-icon-186,"17,1,3,130;18,1,3,130;19,1,3,130;205,1,3,130;344,1,3,130;345,1,3,130;202,1,3,130;203,1,3,130;204,1,3,130",,,,
 Poção de ataque secundária,60000,7,187,0,1,,1,buff-icon-187,"13,1,20",,,,
 Hiper Armadura Pré-Animada do Cão de Metal,730,5,188,0,10,,0,buff-icon-188,,,,,
 Hiper Armadura Pré-Animada do Monstro Abóbora,1300,5,189,0,10,,0,buff-icon-189,,,,,
 Hiper Armadura Pré-Animada do Guerreiro Cacto,1100,5,190,0,10,,0,buff-icon-190,,,,,
 Hiper Armadura do Leão de Cristal,416,5,191,0,10,,0,buff-icon-191,,,,,
 Hiper Armadura do Lagarto de Cristal,400,5,192,0,10,,0,buff-icon-192,,,,,
 Hiper Armadura da Besta de Cristal,300,5,193,0,10,,0,buff-icon-193,,,,,
 Poção de velocidade secundária,60000,7,194,0,1,,1,buff-icon-194,"7,1,80",,,,
 Poção de crítico secundária,60000,7,195,0,1,,1,buff-icon-195,"19,1,30",,,,
 Poção de vida secundária,60000,7,196,0,1,,1,buff-icon-196,"11,1,80",,,,
 Poção de defesa secundária,60000,7,197,0,1,,1,buff-icon-197,"15,1,5",,,,
 Poção de ataque,60000,7,198,0,1,,1,buff-icon-198,"13,1,30",,,,
 Poção de velocidade de movimento,60000,7,199,0,1,,1,buff-icon-199,"7,1,120",,,,
 Poção de golpe crítico,60000,7,200,0,1,,1,buff-icon-200,"19,1,60",,,,
 Poção de vida,60000,7,201,0,1,,1,buff-icon-201,"11,1,120",,,,
 Poção de defesa,60000,7,202,0,1,,1,buff-icon-202,"15,1,10",,,,
 Poção de ataque de cristal,60000,7,203,0,1,,1,buff-icon-203,"13,1,40",,,,
 Poção de velocidade de cristal,60000,7,204,0,1,,1,buff-icon-204,"7,1,160",,,,
 Poção de crítico de cristal,60000,7,205,0,1,,1,buff-icon-205,"19,1,90",,,,
 Poção de vida de cristal,60000,7,206,0,1,,1,buff-icon-206,"11,1,160",,,,
 Poção de defesa de cristal,60000,7,207,0,1,,1,buff-icon-207,"15,1,15",,,,
 Poção de cura secundária,0,7,208,0,1,,0,,"10,1,80",,,,
 Poção de tratamento,0,7,209,0,1,,0,,"10,1,160",,,,
 Poção de terapia de cristal,0,7,210,0,1,,0,,"10,1,240",,,,
 Poção de vida secundária - cura,0,7,211,0,1,,0,,"10,1,80",,,,
 Poção de vida - cura,0,7,212,0,1,,0,,"10,1,120",,,,
 Poção de vida de cristal - cura,0,7,213,0,1,,0,,"10,1,160",,,,
 Efeito de deslocamento de busca (pequeno),150,6,214,0,1,"80,200,0,1,1",0,,,,,,
Guerreiro Cacto Detecção e Deslocamento de Inimigos,1100,6,215,0,1,"100,250,900,1,1",0,,,,,,
 Monstro Abóbora Detecção e Deslocamento de Inimigos,600,6,216,0,1,"100,150,450,1,1",0,,,,,,
 Amigo Zumbido Detecção e Deslocamento de Inimigos,416,6,217,0,1,"150,250,300,1,1",0,,,,,,
 Espectro do Caos Detecção e Deslocamento de Inimigos,500,6,218,0,1,"100,200,400,1,1",0,,,,,,
 Esmagador Carmesim Detecção e Deslocamento de Inimigos,950,6,219,0,1,"150,400,750,1,1",0,,,,,,
 Pata Gelada Detecção e Deslocamento de Inimigos,650,6,220,0,1,"100,150,300,1,1",0,,,,,,
 Espectro do Caos Hiper Armadura,500,5,221,0,10,,0,buff-icon-221,,,,,
 Esmagador Carmesim Hiper Armadura,1000,5,222,0,10,,0,buff-icon-222,,,,,
 Pata Gelada Hiper Armadura,800,5,223,0,10,,0,buff-icon-223,,,,,
 Cão de Metal Detecção e Deslocamento de Inimigos,550,6,226,0,1,"100,150,300,1,1",0,,,,,,
 Bola de Efeito de Dano de Ataque Pesado,5000,7,227,0,10,,0,buff-icon-227,"15,2,0",,,,
 Tipo de Ataque Corpo a Corpo Monstro Forte Buff Geral,10000,7,228,0,1,,0,buff-icon-228,"13,2,75",,,,Skill_phaseStrengthen_Atk
 Modificar Efeito de Habilidade do Cão de Metal,-1,15,229,0,1,,0,,"31,1,3,11;179,1,3,11",,,,
 Ataque Extra do Cão de Metal,-1,11,230,0,1,,0,,"31,179;1,500,179",,,,
 Tipo de Ataque Corpo a Corpo Monstro Fraqueza Buff Geral,10000,7,231,0,1,,0,buff-icon-231,"13,2,-200;14,2,-500",,,,Skill_phaseWeaken_Atk
 Tipo de Defesa Monstro Forte Buff Geral,10000,7,232,0,1,,0,buff-icon-232,"15,2,100",,,,Skill_phaseStrengthen_Def
 Tipo de Defesa Monstro Fraqueza Buff Geral,10000,7,233,0,1,,0,buff-icon-233,"15,2,-200",,,,Skill_phaseWeaken_Def
 Tipo Ágil Monstro Forte Buff Geral,10000,7,234,0,1,,0,buff-icon-234,"14,2,500",,,,Skill_phaseStrengthen_Ranged
 Tipo Ágil Monstro Fraqueza Buff Geral,10000,7,235,0,1,,0,buff-icon-235,"7,2,-500;14,2,-500",,,,Skill_phaseWeaken_Flex
 Ataque Pesado Deslocamento Detecção de Inimigos,400,6,236,0,1,"150,200,200,1,1",0,,,,,,
 Tontura Geral 1s,1000,8,238,0,1,,1,buff-icon-238,,,,,
 Tipo Ágil Monstro Detecção Forte Geral,6000,14,237,0,3,3000,0,buff-icon-237,"7,2,500",,,,
 Empurrão para Trás - Leve,100,3,239,0,1,30,0,,,,,,
 Aumento de Atributo de Fertilizante de Solo Único - 4,-1,7,240,0,10,,0,,"43,1,1",,,,
 Aumento de Atributo de Fertilidade Máxima - 400,-1,7,241,0,10,,0,,"44,1,100",,,,
 Aumento de Atributo de Proficiência em Cultivo - 4,-1,7,242,0,20,,0,,"49,1,4",,,,
 Aumento de Atributo de Fertilizante de Solo Único - 3,-1,7,243,0,10,,0,,"43,1,1",,,,
 Aumento de Atributo de Fertilizante de Solo Único - 3,-1,7,244,0,10,,0,,"43,1,1",,,,
 Aumento de Atributo de Felicidade do Animal de Estimação Único - 4,-1,7,245,0,10,,0,,"46,1,1",,,,
 Aumento de Atributo de Felicidade do Animal de Estimação Único - 3,-1,7,246,0,10,,0,,"46,1,1",,,,
 Aumento de Atributo de Felicidade do Animal de Estimação Único - 3,-1,7,247,0,10,,0,,"46,1,1",,,,
 Aumento de Atributo de Felicidade Máxima - 100,-1,7,248,0,10,,0,,"47,1,25",,,,
 Aumento de Atributo de Proficiência em Criação - 4,-1,7,249,0,20,,0,,"50,1,4",,,,
 Aumento de Atributo de Fertilizante de Solo Único - 3,-1,7,250,0,20,,0,,"43,1,1",,,,
 Aumento de Atributo de Fertilizante de Solo Único - 2,-1,7,251,0,20,,0,,"43,1,1",,,,
 Aumento de Atributo de Fertilizante de Solo Único - 2,-1,7,252,0,20,,0,,"43,1,1",,,,
 Aumento de Atributo de Felicidade do Animal de Estimação Único - 3,-1,7,253,0,20,,0,,"46,1,1",,,,
 Aumento de Atributo de Felicidade do Animal de Estimação Único - 2,-1,7,254,0,20,,0,,"46,1,1",,,,
 Aumento de Atributo de Felicidade do Animal de Estimação Único - 2,-1,7,255,0,20,,0,,"46,1,1",,,,
 Aumento de Atributo de Fertilidade Máxima - 200,-1,7,256,0,20,,0,,"44,1,100",,,,
 Aumento de Atributo de Proficiência em Cultivo - 4,-1,7,257,0,20,,0,,"49,1,4",,,,
 Aumento de Atributo de Poder de Ataque - 20,-1,7,262,0,20,,0,,"13,1,5",,,,
 Aumento de Atributo de Poder de Defesa - 15,-1,7,263,0,20,,0,,"15,1,5",,,,
 Aumento de Atributo de Pontos de Vida - 50,-1,7,264,0,20,,0,,"11,1,20",,,,
 Modificação de Atributo (136 Ramo Principal de Coleta - 1 Poder de Ataque de Corte de Grama 20),-1,7,265,0,20,,0,,"51,1,5",,,,
 Modificação de Atributo (137 Ramo Principal de Coleta - 1 Proficiência em Colheita de Grama 27),-1,7,266,0,20,,0,,"54,1,5",,,,
 Modificação de Atributo (138 Ramo Principal de Coleta - 1 Poder de Ataque de Corte de Árvore 20),-1,7,267,0,20,,0,,"22,1,5",,,,
 Modificação de Atributo (139 Ramo Principal de Coleta - 1 Proficiência em Corte de Árvore 27),-1,7,268,0,20,,0,,"55,1,5",,,,
 Modificação de Atributo (140 Ramo Principal de Coleta - 1 Poder de Ataque de Mineração de Minério 20),-1,7,269,0,20,,0,,"29,1,5",,,,
 Modificação de Atributo (141 Ramo Principal de Coleta - 1 Proficiência em Mineração 27),-1,7,270,0,20,,0,,"56,1,5",,,,
Aumentar o atributo de fertilidade do solo único - 2,-1,7,271,0,20,,0,,"43,1,1",,,,
 Aumentar o atributo de fertilidade do solo único - 2,-1,7,272,0,20,,0,,"43,1,1",,,,
 Aumentar o atributo de fertilidade do solo único - 2,-1,7,273,0,20,,0,,"43,1,1",,,,
 Aumentar o atributo de felicidade do animal de estimação único - 2,-1,7,274,0,20,,0,,"46,1,1",,,,
 Aumentar o atributo de felicidade do animal de estimação único - 2,-1,7,275,0,20,,0,,"46,1,1",,,,
 Aumentar o atributo de felicidade do animal de estimação único - 2,-1,7,276,0,20,,0,,"46,1,1",,,,
 Coletar Maestria,-1,7,277,0,20,,0,,"51,1,5",,,,
 Coletar Maestria,-1,7,278,0,20,,0,,"51,1,5",,,,
 Coletar Maestria,-1,7,279,0,20,,0,,"51,1,5",,,,
 Coletar Maestria,-1,7,280,0,20,,0,,"51,1,5",,,,
 Coletar Maestria,-1,7,281,0,20,,0,,"51,1,5",,,,
 Coletar Maestria,-1,7,282,0,20,,0,,"51,1,5",,,,
 Coletar Maestria,-1,7,283,0,20,,0,,"51,1,5",,,,
 Coletar Maestria,-1,7,284,0,20,,0,,"51,1,5",,,,
 Coletar Maestria,-1,7,285,0,20,,0,,"51,1,5",,,,
 Coletar Maestria,-1,7,286,0,20,,0,,"54,1,5",,,,
 Coletar Maestria,-1,7,287,0,20,,0,,"54,1,5",,,,
 Coletar Maestria,-1,7,288,0,20,,0,,"54,1,5",,,,
 Coletar Maestria,-1,7,289,0,20,,0,,"54,1,5",,,,
 Coletar Maestria,-1,7,290,0,20,,0,,"54,1,5",,,,
 Coletar Maestria,-1,7,291,0,20,,0,,"54,1,5",,,,
 Coletar Maestria,-1,7,292,0,20,,0,,"54,1,5",,,,
 Coletar Maestria,-1,7,293,0,20,,0,,"54,1,5",,,,
 Coletar Maestria,-1,7,294,0,20,,0,,"54,1,5",,,,
 Coletar Maestria,-1,7,295,0,20,,0,,"22,1,5",,,,
 Coletar Maestria,-1,7,296,0,20,,0,,"22,1,5",,,,
 Coletar Maestria,-1,7,297,0,20,,0,,"22,1,5",,,,
 Coletar Maestria,-1,7,298,0,20,,0,,"22,1,5",,,,
 Coletar Maestria,-1,7,299,0,20,,0,,"22,1,5",,,,
 Coletar Maestria,-1,7,300,0,20,,0,,"22,1,5",,,,
 Coletar Maestria,-1,7,301,0,20,,0,,"22,1,5",,,,
 Coletar Maestria,-1,7,302,0,20,,0,,"22,1,5",,,,
 Coletar Maestria,-1,7,303,0,20,,0,,"22,1,5",,,,
 Coletar Maestria,-1,7,304,0,20,,0,,"55,1,5",,,,
 Coletar Maestria,-1,7,305,0,20,,0,,"55,1,5",,,,
 Coletar Maestria,-1,7,306,0,20,,0,,"55,1,5",,,,
 Coletar Maestria,-1,7,307,0,20,,0,,"55,1,5",,,,
