col-int,desc-string,gainsArgs-string,gainsType-int[],icon-string,id-int,isTrunk-bool,layer-int,lvLimit-int,name-string,resetCost-int,type-int,upgradeEXP-int[],upgradeRequireTreeLv-int,preNode-int[],upgradeToken-int[]
-3," Membuka Resep Set Peralatan LV 3, membuka resep Pengecoran dan resep kerajinan fragmen saat mencapai level maksimum.",72#76#204;113#186;185#187#188#483#485#491#486#503#484#504#978#979#980#981#986#997#998#982#487,2,talentTree-62,62,0,3,3,Gather Set Recipes,0,3,"525,525,525",0,34,"1500,1500,1500"
-1,Buka Resep Ramuan.,95#902,2,talentTree-65,65,0,1,1,Lv 1 Crazy Collector,0,3,131,0,,0
-1,Buka Resep Ramuan.,96#903,2,talentTree-66,66,0,2,1,Lv 1 Chosen Person,0,3,262,0,65,0
-1,Buka Resep Ramuan.,132#904,2,talentTree-67,67,0,3,1,Magic Props Recipes,0,3,525,0,66,1500
-1,Unlock Potion Recipe: Membuka Resep Ramuan,346#905,2,talentTree-68,68,0,4,1,Lv 2 Crazy Collector,0,3,1050,0,67,1500
-1, Membuka Resep Ramuan.  ,347#906,2,talentTree-69,69,0,5,1,Lv 2 Chosen Person,0,3,2100,0,68,2000
-3,"Mengurangi kecepatan gerakan musuh
",340,1,talentTree-70,70,0,4,1,Slight Flurry - Enhance,0,2,646,0,60,1500
-1,"Meningkatkan durasi pingsan musuh.
",334,1,talentTree-71,71,0,5,1,War Trampling - Enhance,0,2,1292,0,61,2000
-2," Buka Resep Esensi Hewan Peliharaan Tingkat 1
",155,2,talentTree-72,72,0,1,1,Pet Essence Recipes,0,1,95,0,,0
2,"Kemahiran Penanaman + 4
",230,1,talentTree-73,73,0,1,1,Farm - Profisi panen,0,1,95,0,,0
3,Kapasitas Kebahagiaan Hewan Peliharaan +1,231,1,talentTree-74,74,0,1,1,Farm - Indeks Kebahagiaan Pet dalam Pertempuran,0,1,95,0,,0
4,"Kemahiran Berkembang Biak + 4
",233,1,talentTree-76,76,0,1,1,Farm - Profisi Panen,0,1,95,0,,0
-1," Keterampilan Efisiensi - Cangkul Kelompok
",102,0,talentTree-77,77,0,1,1,Earth Splitter,0,1,95,0,,0
-4,"Membuka Resep Set Peralatan LV 1, membuka resep Pengecoran dan resep kerajinan fragmen saat mencapai level maksimum.",62#376#66#123#125#124#205;108#165;166#167#168,2,talentTree-78,78,0,1,3,Farming Set Recipes,0,1,"95,95,95",0,,"0,0,0"
-4,"Membuka Resep Set Peralatan LV 2, membuka resep Pengecoran dan resep kerajinan fragmen saat mencapai level maksimum.",63#377#67#127#128#126#206;109#169;170#171#172#462#460#463#472#466#481#475#473#955#957#958#961#967#968#970#976,2,talentTree-79,79,0,2,3,Farming Set Recipes,0,1,"210,210,210",0,78,"0,0,0"
1,"FertilityCapacity + 1
",229,1,talentTree-80,80,0,2,1,Farm - Output kesuburan per unit lahan,0,1,210,0,22,0
2,Kemahiran Penanaman + 4,245,1,talentTree-81,81,0,2,1,Farm - Profisi panen,0,1,210,0,73,0
3,Kapasitas Kebahagiaan Hewan Peliharaan +1,232,1,talentTree-82,82,0,2,1,Farm - Indeks Kebahagiaan Pet dalam Pertempuran,0,1,210,0,74,0
4,"Kemahiran Berkembang Biak + 4
",247,1,talentTree-83,83,0,2,1,Farm - Profisi Panen,0,1,210,0,76,0
1,"FertilityCapacity + 1
",236,1,talentTree-84,84,0,4,1,Nilai pertanian - Output kesuburan per unit lahan,0,1,840,0,93,1500
4,"Kemahiran Berkembang Biak + 4
",289,1,talentTree-85,85,0,5,1,Farm - Profisi Panen,0,1,1680,0,90,2000
-4," Membuka Resep Set Peralatan LV 3, membuka resep Pengecoran dan resep kerajinan fragmen saat mencapai level maksimum.",64#378#68#131#130#129#920;110#173;174#175#176#506#505#501#490#499#500#580#488#983#985#994#995#996#999#1000#1071,2,talentTree-88,88,0,3,3,Farming Set Recipes,0,1,"420,420,420",0,79,"1500,1500,1500"
3,Kapasitas Kebahagiaan Hewan Peliharaan +1,282,1,talentTree-89,89,0,4,1,Farm - Indeks Kebahagiaan Pet dalam Pertempuran,0,1,840,0,92,1500
4,"Kemahiran Berkembang Biak + 4
",288,1,talentTree-90,90,0,4,1,Farm - Profisi Panen,0,1,840,0,91,1500
4,"Kemahiran Berkembang Biak + 4
",248,1,talentTree-91,91,0,3,1,Farm - Profisi Panen,0,1,420,0,83,0
3,Kapasitas Kebahagiaan Hewan Peliharaan +1,244,1,talentTree-92,92,0,3,1,Farm - Indeks Kebahagiaan Pet dalam Pertempuran,0,1,420,0,82,0
1,"FertilityCapacity + 1
",235,1,talentTree-93,93,0,3,1,Farm - Output kesuburan per unit lahan,0,1,420,0,80,0
-2,"Buka Resep Esensi Hewan Peliharaan Tingkat 3
",157,2,talentTree-94,94,0,3,1,Pet Essence Recipes,0,1,420,0,49,750
-5,"Membuka Resep Set Peralatan LV 1, membuka resep Pengecoran dan resep kerajinan fragmen saat mencapai level maksimum.",44#364#370;133#136;139#142#145,2,talentTree-95,95,0,1,3,Combat Set Recipes,0,2,"95,95,95",0,,"0,0,0"
4," MaxHP Tempur +20
",264,1,talentTree-96,96,0,1,1,Combat - HP,0,2,95,0,,0
3," Pertahanan Tempur +5
",258,1,talentTree-97,97,0,1,1,Combat - Pertahanan,0,2,95,0,,0
2," Serangan Tempur +5
",252,1,talentTree-98,98,0,1,1,Combat - Kekuatan Serangan,0,2,95,0,,0
1," Tingkatkan kecepatan sebesar 10%/20%/30%
",116;117;118,1,talentTree-99,99,0,1,3,Ahli,0,2,"95,95,95",0,,"0,0,0"
4," MaxHP Tempur +20
",265,1,talentTree-100,100,0,2,1,Combat - HP,0,2,175,0,96,0
-5,"Membuka Resep Set Peralatan LV 2, membuka resep Pengecoran dan resep kerajinan fragmen saat mencapai level maksimum.",45#365#371;134#137;140#143#146#479#469#470#464#471#482#467#579#959#962#964#965#966#974#977#1070,2,talentTree-101,101,0,2,3,Combat Set Recipes,0,2,"175,175,175",0,95,"0,0,0"
3," Pertahanan Tempur +5
",259,1,talentTree-102,102,0,2,1,Combat - Pertahanan,0,2,175,0,97,0
2," Serangan Tempur +5
",253,1,talentTree-103,103,0,2,1,Combat - Kekuatan Serangan,0,2,175,0,98,0
1,Tingkat Pukulan Tempur + 2/4/6%,134;135;136,1,talentTree-104,104,0,2,3,Ahli,0,2,"175,175,175",0,99,"0,0,0"
-5," Membuka Resep Set Peralatan LV 3, membuka resep Pengecoran dan resep kerajinan fragmen saat mencapai level maksimum.",46#366#372;135#138;141#144#147#497#495#494#498#489#496#492#493#984#987#988#989#990#991#992#993,2,talentTree-105,105,0,3,3,Combat Set Recipes,0,2,"323,323,323",0,101,"1500,1500,1500"
3," Pertahanan Tempur +5
",260,1,talentTree-106,106,0,3,1,Combat - Pertahanan,0,2,323,0,102,0
2," Serangan Tempur +5
",254,1,talentTree-107,107,0,3,1,Combat - Kekuatan Serangan,0,2,323,0,103,0
1,"Mendapatkan tingkat menghindar sebesar 2/4/6%
",125;126;127,1,talentTree-108,108,0,3,3,Ahli,0,2,"323,323,323",0,104,"0,0,0"
4," MaxHP Tempur +20
",266,1,talentTree-109,109,0,3,1,Combat - HP,0,2,323,0,100,0
3," Pertahanan Tempur +5
",261,1,talentTree-111,111,0,4,1,Combat - Pertahanan,0,2,646,0,106,1500
1," Setiap 20/10/5 detik, jika kamu tidak menerima kerusakan, kamu mendapatkan peningkatan kerusakan sebesar 10%
",119;120;121,1,talentTree-112,112,0,4,3,Ahli,0,2,"646,646,646",0,108,"1500,1500,1500"
2," Serangan Tempur +5
",255,1,talentTree-113,113,0,4,1,Combat - Kekuatan Serangan,0,2,646,0,107,1500
4," MaxHP Tempur +20
",267,1,talentTree-114,114,0,4,1,Combat - HP,0,2,646,0,109,1500
3," Pertahanan Tempur +5
",262,1,talentTree-116,116,0,5,1,Combat - Pertahanan,0,2,1292,0,111,2000
2," Serangan Tempur +5
",256,1,talentTree-117,117,0,5,1,Combat - Kekuatan Serangan,0,2,1292,0,113,2000
1,"Meningkatkan Kemungkinan Serangan Kritis sebesar 5/10/15%
",60;61;62,1,talentTree-118,118,0,5,3,Ahli,0,2,"1292,1292,1292",0,112,"2000,2000,2000"
-3,"Mengurangi kecepatan gerakan musuh.
",341,1,talentTree-119,119,0,5,1,Slight Flurry - Enhance,0,2,1292,0,70,2000
4," MaxHP Tempur +20
",268,1,talentTree-120,120,0,5,1,Combat - HP,0,2,1292,0,114,2000
-1,"Mengurangi kecepatan gerakan musuh.
",335,1,talentTree-122,122,0,6,1,War Trampling - Enhance: Peningkatan Perang Menginjak,0,2,2584,0,71,2500
-2,"Mengurangi kecepatan gerakan musuh.
",338,1,talentTree-123,123,0,6,1, Melarikan Diri - Tingkatkan,0,2,2584,0,57,2500
1,"Meningkatkan kerusakan kritis pada monster sebesar 10/20/30%.
",113;114;115,1,talentTree-124,124,0,6,3,Ahli,0,2,"2584,2584,2584",0,118,"2500,2500,2500"
-3,"Melempar bom dan memberikan kerusakan tinggi pada musuh dalam jangkauan ledakan.
",487,0,talentTree-125,125,0,6,1, Seni Ledakan,0,2,2584,0,119,2500
-1,"Mengalahkan sejumlah besar musuh di depan Anda dan menyebabkan pusing sementara.
",459,0,talentTree-127,127,0,7,1, Menyapu,0,2,5169,0,122,3000
-2," Mengurangi kecepatan gerakan musuh
",339,1,talentTree-128,128,0,7,1,Pelarian - Tingkatkan,0,2,5169,0,123,3000
-3," Mengurangi kecepatan gerakan musuh
",342,1,talentTree-129,129,0,7,1,Seni Ledakan - Tingkatkan,0,2,5169,0,125,3000
1," Kecepatan serangan meningkat sebesar 10/20/30%
",131;132;133,1,talentTree-130,130,0,7,3,Ahli,0,2,"5169,5169,5169",0,124,"3000,3000,3000"
2," Serangan Tempur +5
",257,1,talentTree-131,131,0,6,1,Combat - Kekuatan Serangan,0,2,2584,0,117,2500
3," Pertahanan Tempur +5
",263,1,talentTree-132,132,0,6,1,Combat - Pertahanan,0,2,2584,0,116,2500
4," MaxHP Tempur +20
",269,1,talentTree-133,133,0,6,1,Combat - HP,0,2,2584,0,120,2500
2," Serangan Tempur +5
",270,1,talentTree-134,134,0,7,1,Combat - Kekuatan Serangan,0,2,5169,0,131,3000
3," Pertahanan Tempur +5
",273,1,talentTree-135,135,0,7,1,Combat - Pertahanan,0,2,5169,0,132,3000
4," MaxHP Tempur +20
",276,1,talentTree-136,136,0,7,1,Combat - HP,0,2,5169,0,133,3000
-2,"Melompat ke arah musuh terdekat dan menyebabkan pusing dan kerusakan dalam jangkauan pendaratan.
",558,0,talentTree-139,139,0,8,1,Pengejaran,0,2,11200,0,128,3500
-3," Mengurangi kecepatan gerakan musuh
",343,1,talentTree-140,140,0,8,1,Seni Ledakan - Tingkatkan,0,2,11200,0,129,3500
1," Bonus kerusakan sebesar 0,1/0,2/0,3% per 1% darah yang hilang
",128;129;130,1,talentTree-141,141,0,8,3,Ahli,0,2,"11200,11200,11200",0,130,"3500,3500,3500"
2," Serangan Tempur +5
",271,1,talentTree-142,142,0,8,1,Combat - Kekuatan Serangan,0,2,11200,0,134,3500
3," Pertahanan Tempur +5
",274,1,talentTree-143,143,0,8,1,Combat - Pertahanan,0,2,11200,0,135,3500
4," MaxHP Tempur +20
",277,1,talentTree-144,144,0,8,1,Combat - Kesehatan,0,2,11200,0,136,3500
-3,"Setelah periode akumulasi energi singkat, melepaskan energi di dalam tubuh, menyebabkan kerusakan tinggi berkelanjutan pada musuh dalam jangkauan tertentu. Selama melepaskan skill, tetap dalam keadaan tidak dapat mengenai.
",432,0,talentTree-149,149,0,9,1,Menginspirasi,0,2,24436,0,140,4000
2," Serangan Tempur +5
",272,1,talentTree-150,150,0,9,1,Combat - Kekuatan Serangan,0,2,24436,0,142,4000
1," Serangan senjata meninggalkan luka, memberikan kerusakan sebesar 1%/2%/3% dari serangan setiap 0,5 detik selama 5 detik, dan dapat menumpuk hingga 5 lapisan
",172;173;174,1,talentTree-151,151,0,9,3,Ahli,0,2,"24436,24436,24436",0,141,"4000,4000,4000"
3," Pertahanan Tempur +5
",275,1,talentTree-152,152,0,9,1,Combat - Pertahanan,0,2,24436,0,143,4000
4," MaxHP Tempur +20
",278,1,talentTree-153,153,0,9,1,Combat - HP,0,2,24436,0,144,4000
-1,"Menyiram ladang kecil di sekitarmu.
",100,0,talentTree-157,157,0,5,1,Watering Can Mastery,0,1,1680,0,46,2000
1,"FertilityCapacity + 1
",237,1,talentTree-158,158,0,5,1,Farm - Output kesuburan per unit lahan,0,1,1680,0,84,2000
2,Kemahiran Menanam +4,250,1,talentTree-159,159,0,5,1,Farm - Profisi mengumpulkan,0,1,1680,0,50,2000
3,Kapasitas Kebahagiaan Hewan Peliharaan +1,283,1,talentTree-160,160,0,5,1,Farm - Indeks Kebahagiaan Output Pet,0,1,1680,0,89,2000
1,"FertilityCapacity + 1
",238,1,talentTree-163,163,0,6,1,Farm - Output kesuburan per unit lahan,0,1,3360,0,158,2500
3,Kapasitas Kebahagiaan Hewan Peliharaan +1,284,1,talentTree-164,164,0,6,1,Farm - Indeks Kebahagiaan Output Pet,0,1,3360,0,160,2500
2,Kemahiran Menanam +4,251,1,talentTree-165,165,0,6,1,Farm - Profisi mengumpulkan,0,1,3360,0,159,2500
4,"Kemahiran Berkembang Biak + 4
",290,1,talentTree-166,166,0,6,1,Farm - Profisi Panen,0,1,3360,0,85,2500
-1," Kemahiran Efisiensi - Cangkul Kelompok
",104,0,talentTree-169,169,0,6,1,Earth Splitter,0,1,3360,0,157,2500
1,"FertilityCapacity + 1
",239,1,talentTree-170,170,0,7,1,Farm - Output kesuburan per unit lahan,0,1,6720,0,163,3000
2,Kemahiran Menanam +4,279,1,talentTree-171,171,0,7,1,Farm - Profisi mengumpulkan,0,1,6720,0,165,3000
3,Kapasitas Kebahagiaan Hewan Peliharaan +1,285,1,talentTree-172,172,0,7,1,Farm - Indeks Kebahagiaan Output Unit Pet,0,1,6720,0,164,3000
4,"Kemahiran Berkembang Biak + 4
",291,1,talentTree-173,173,0,7,1,Farm - Profisi Panen,0,1,6720,0,166,3000
-1," Menyiram ladang kecil di sekitarmu
",101,0,talentTree-176,176,0,8,1,Watering Can Mastery,0,1,13440,0,298,3500
2,Kemahiran Menanam +4,280,1,talentTree-177,177,0,8,1,Farm - Profisi panen,0,1,13440,0,171,3500
1,"FertilityCapacity + 1
",240,1,talentTree-178,178,0,8,1,Farm - Output kesuburan per unit lahan,0,1,13440,0,170,3500
3,Kapasitas Kebahagiaan Hewan Peliharaan +1,286,1,talentTree-179,179,0,8,1,Farm - Indeks Kebahagiaan Output Unit Pet,0,1,13440,0,172,3500
4,"Kemahiran Berkembang Biak + 4
",292,1,talentTree-180,180,0,8,1,Farm - Profisi Panen,0,1,13440,0,173,3500
1,"FertilityCapacity + 1
",241,1,talentTree-184,184,0,9,1,Farm - Output kesuburan per unit lahan,0,1,26880,0,178,4000
2,Kemahiran Menanam +4,281,1,talentTree-185,185,0,9,1,Farm - Profisi panen,0,1,26880,0,177,4000
3,Kapasitas Kebahagiaan Hewan Peliharaan +1,287,1,talentTree-186,186,0,9,1,Farm - Indeks Kebahagiaan Output Pet,0,1,26880,0,179,4000
4,"Kemahiran Berkembang Biak + 4
",293,1,talentTree-187,187,0,9,1,Farm - Profisi Panen,0,1,26880,0,180,4000
1," Serangan Rumput ++ Kemahiran ++
",294,1,talentTree-188,188,0,1,1,Gather - Rumput,0,3,131,0,,0
2," Serangan Pohon ++ Kemahiran ++
",303,1,talentTree-189,189,0,1,1,Nilai Gather - Pohon,0,3,131,0,,0
3," Serangan Bijih ++ Kemahiran ++
",312,1,talentTree-190,190,0,1,1,Nilai Gather - Pertambangan,0,3,131,0,,0
1," Serangan Rumput ++ Kemahiran ++
",295,1,talentTree-191,191,0,2,1,Gather - Rumput,0,3,262,0,188,0
2," Serangan Pohon ++ Kemahiran ++
",304,1,talentTree-192,192,0,2,1,Gather - Pohon,0,3,262,0,189,0
3," Serangan Bijih ++ Kemahiran ++
",313,1,talentTree-193,193,0,2,1,Nilai Gather - Pertambangan,0,3,262,0,190,0
1,"Serangan Rumput Mengumpulkan ++ Kemahiran ++
",296,1,talentTree-194,194,0,3,1,Gather - Rumput,0,3,525,0,191,0
