classifyLevel-int,desc-string,displayType-int,icon-string,id-int,level-int,matItemId-int[][],name-string,productId-int[][],productTypes-int[],proficiency-int,recipesSort-int,sourceText-int,timeCost-int,timesLimit-int,type-int,unlockCondition-int,unlockType-int,useDitamin-int,useToken-int
1, Рецепт удобрения для увеличения урожайности на уровне 0,2,recipe-icon-93,93,1,"61,1", Уровень 0 Рецепт Удобрения для Повышения Урожайности,"129,1,1,10000",3,0,40900093,1,10,-,1,0,4,0,0
1, Рецепт увлажняющего удобрения на уровне 0,2,recipe-icon-94,94,1,"69,1", Уровень 0 Рецепт Увлажняющего Удобрения,"130,1,1,10000",3,0,40900094,1,10,-,1,0,4,0,0
1, Рецепт вторичного зелья исцеления на уровне 0,2,recipe-icon-95,95,1,"66,5;32,5", Уровень 1 Рецепт Зелья,"134,1,1,5031;135,1,1,993;136,1,1,993;137,1,1,993;139,1,1,993;138,1,1,993",3,0,50900095,1,10,-,3,0,4,0,0
2, Рецепт зелья исцеления на уровне 1,2,recipe-icon-96,96,2,"67,2;75,2;35,2", Уровень 2 Рецепт Зелья,"140,1,1,5031;142,1,1,993;141,1,1,993;143,1,1,993;145,1,1,993;144,1,1,993",3,0,50800096,1,10,-,3,0,4,0,0
2, Рецепт усовершенствованного увлажняющего удобрения на уровне 0,2,recipe-icon-101,101,2,"69,2;35,2", Уровень 0 Рецепт Усовершенствованного Увлажняющего Удобрения,"133,1,1,10000",3,0,40800101,1,10,-,1,0,4,0,0
2, Рецепт усовершенствованного удобрения для увеличения урожайности на уровне 0,2,recipe-icon-102,102,2,"61,2;35,2", Уровень 0 Рецепт Усовершенствованного Удобрения для Повышения Урожайности,"132,1,1,10000",3,0,40800102,1,10,-,1,0,4,0,0
2, Рецепт усовершенствованного ускоренного удобрения на уровне 0,2,recipe-icon-103,103,2,"65,2;35,2", Уровень 0 Рецепт Усовершенствованного Ускоренного Удобрения,"131,1,1,10000",3,0,40800103,1,10,-,1,0,4,0,0
1, Рецепт талисмана на уровне 0,2,recipe-icon-104,104,1,"32,20;71,40;58,40;62,40;66,40", Уровень 0 Рецепт Талисмана,",1,1,4736;,2,1,3157;,3,1,2105",,0,50900104,1,10,-,0,0,4,0,20000
1, Рецепт талисмана на уровне 0,2,recipe-icon-106,106,1,"38,20;77,40;60,40;64,40;68,40", Уровень 0 Рецепт Талисмана,",2,1,4426;,3,1,2950;,4,1,1967;,5,1,655",,0,50900106,1,10,-,0,0,4,0,40000
1, Lv 1-Рецепт шапки с удачным клевером,2,recipe-icon-108,108,1,"207,2", Уровень 1 Рецепт Шапки Счастливого Клевера,"98,1,1,9310;241,5,1,344;262,5,1,344",1,0,50900108,1,10,-,1,0,4,0,0
2, Lv 2-Рецепт шапки из удачного хлопка,2,recipe-icon-109,109,2,"216,2;208,2", Уровень 2 Рецепт Шапки из Хлопка,"99,1,1,9310;267,5,1,344;272,5,1,344",1,0,50800109,1,10,-,1,0,4,0,0
3, Lv 3-Рецепт шлема из удачного материала,2,recipe-icon-110,110,3,"217,2;209,2", Уровень 3 Рецепт Шапки из Твердого Материала,"100,1,1,5744;100,2,1,3829;246,5,1,212;251,5,1,212",1,0,50700110,1,10,-,1,0,4,0,0
1, Lv 1-Рецепт шапки для сбора,2,recipe-icon-111,111,1,"216,2", Уровень 1 Рецепт Шапки для Сбора,"116,1,1,9310;241,5,1,344;262,5,1,344",1,0,50900111,1,10,-,3,0,4,0,0
2, Lv 2-Рецепт шапки для сбора,2,recipe-icon-112,112,2,"210,1;213,1;217,2", Уровень 2 Рецепт Шапки для Сбора,"117,1,1,9310;267,5,1,344;272,5,1,344",1,0,50800112,1,10,-,3,0,4,0,0
3, Lv 3-Рецепт шапки для сбора,2,recipe-icon-113,113,3,"211,1;214,1;218,2", Уровень 3 Рецепт Шапки для Сбора,"118,1,1,5744;118,2,1,3829;246,5,1,212;251,5,1,212",1,0,50700113,1,10,-,3,0,4,0,0
1, Рецепт семян бамбука на уровне 1,2,recipe-icon-123,123,1,"70,1", Уровень 1 Рецепт Семян Бамбука,"146,1,1,8350;150,1,1,1649",3,0,50900123,1,10,-,1,0,4,0,0
1, Рецепт семян клевера на уровне 1,2,recipe-icon-124,124,1,"71,1", Уровень 1 Рецепт Семян Клевера,"147,1,1,8350;149,1,1,1649",3,0,50900124,1,10,-,1,0,4,0,0
1, Рецепт семян моркови на уровне 1,2,recipe-icon-125,125,1,"72,1", Уровень 1 Рецепт Семян Моркови,"148,1,1,8350;151,1,1,1649",3,0,50900125,1,10,-,1,0,4,0,0
2, Рецепт семян кувшинчика на уровне 2,2,recipe-icon-126,126,2,"73,1", Уровень 2 Рецепт Семян Кувшинчика,"149,1,1,8350;154,1,1,1649",3,0,50800126,1,10,-,1,0,4,0,0
2, Рецепт семян хлопка на уровне 2,2,recipe-icon-127,127,2,"74,1", Уровень 2 Рецепт Семян Хлопка,"150,1,1,8350;152,1,1,1649",3,0,50800127,1,10,-,1,0,4,0,0
2, Рецепт семян кактуса на уровне 2,2,recipe-icon-128,128,2,"75,1", Уровень 2 Рецепт Семян Кактуса,"151,1,1,8350;153,1,1,1649",3,0,50800128,1,10,-,1,0,4,0,0
3, Рецепт семян острого перца на уровне 3,2,recipe-icon-129,129,3,"76,1", Уровень 3 Рецепт Острого Перца,"152,1,1,8350;413,1,1,1649",3,0,50700129,1,10,-,1,0,4,0,0
3, Рецепт семян твердого фрукта на уровне 3,2,recipe-icon-130,130,3,"77,1", Уровень 3 Рецепт Твердого Фрукта,"153,1,1,8350;414,1,1,1649",3,0,50700130,1,10,-,1,0,4,0,0
3, Рецепт семян голубого фантомного гриба на уровне 3,2,recipe-icon-131,131,3,"78,1", Уровень 3 Рецепт Семян Синего Гриба,"154,1,1,8350;415,1,1,1649",3,0,50700131,1,10,-,1,0,4,0,0
3, Рецепт кристаллизованного зелья исцеления на уровне 2,2,recipe-icon-132,132,3,"68,2;78,2;38,2", Уровень 3 Рецепт Зелья,"191,1,1,5031;192,1,1,993;194,1,1,993;195,1,1,993;196,1,1,993;197,1,1,993",3,0,50700132,1,10,-,3,0,4,0,0
1, Lv 1-Рецепт кольца с чипом на голове,2,recipe-icon-133,133,1,"210,1;213,1", Уровень 1 Рецепт Кольца с Чипом на Голове,"43,1,1,9310;241,5,1,344;262,5,1,344",1,0,50900133,1,10,-,2,0,4,0,0
2, Lv 2-Рецепт мягкой шапки из кристальной кожи,2,recipe-icon-134,134,2,"207,2;211,1;214,1", Уровень 2 Рецепт Мягкой Шапки из Кристальной Кожи,"44,1,1,9310;267,5,1,344;272,5,1,344",1,0,50800134,1,10,-,2,0,4,0,0
3, Lv 3-Рецепт шлема из кристаллического камня,2,recipe-icon-135,135,3,"208,2;212,1;215,1", Уровень 3 Рецепт Шлема из Кристаллического Камня,"45,1,1,5744;45,2,1,3829;246,5,1,212;251,5,1,212",1,0,50700135,1,10,-,2,0,4,0,0
1, Lv 1-Рецепт разбитой кристальной брони,2,recipe-icon-136,136,1,"210,1;213,1", Уровень 1 Рецепт Разбитой Кристальной Брони,"46,1,1,9310;242,5,1,344;263,5,1,344",1,0,50900136,1,10,-,2,0,4,0,0
2, Lv 2-Рецепт кожаной кристальной брони,2,recipe-icon-137,137,2,"207,2;211,1;214,1", Уровень 2 Рецепт Кожаной Кристальной Брони,"47,1,1,9310;268,5,1,344;273,5,1,344",1,0,50800137,1,10,-,2,0,4,0,0
3, Lv 3-Рецепт каменной кристальной брони,2,recipe-icon-138,138,3,"208,2;212,1;215,1", Уровень 3 Рецепт Каменной Кристальной Брони,"48,1,1,5744;48,2,1,3829;247,5,1,212;252,5,1,212",1,0,50700138,1,10,-,2,0,4,0,0
1, Lv 1-Рецепт разбитой травяной юбки из кристалла,2,recipe-icon-139,139,1,"210,1;213,1", Уровень 1 Рецепт Разбитой Травяной Юбки из Кристалла,"49,1,1,9310;265,5,1,344;244,5,1,344",1,0,50900139,1,10,-,2,0,4,0,0
2, Lv 2-Рецепт кожаных кристальных штанов,2,recipe-icon-140,140,2,"207,2;211,1;214,1", Уровень 2 Рецепт Кожаных Кристальных Штанов,"50,1,1,9310;270,5,1,344;275,5,1,344",1,0,50800140,1,10,-,2,0,4,0,0
3, Lv 3-Рецепт кристальной ноги,2,recipe-icon-141,141,3,"208,2;212,1;215,1", Уровень 3 Рецепт Кристальной Ноги,"51,1,1,5744;51,2,1,3829;249,5,1,212;254,5,1,212",1,0,50700141,1,10,-,2,0,4,0,0
1, Рецепт Разбитых Кристальных Травяных Туфель,2,recipe-icon-142,142,1,"210,1;213,1",Уровень 1 Рецепт Разбитые кристальные туфли,"55,1,1,9310;245,5,1,344;266,5,1,344",1,0,50900142,1,10,-,2,0,4,0,0
2, Рецепт Кожаных Кристальных Сапог,2,recipe-icon-143,143,2,"207,2;211,1;214,1", Уровень 2 Рецепт Кожаные кристальные сапоги,"56,1,1,9310;271,5,1,344;276,5,1,344",1,0,50800143,1,10,-,2,0,4,0,0
3, Рецепт Каменных Кристальных Ботинок,2,recipe-icon-144,144,3,"208,2;212,1;215,1", Уровень 3 Рецепт Каменные кристальные ботинки,"57,1,1,5744;57,2,1,3829;250,5,1,212;255,5,1,212",1,0,50700144,1,10,-,2,0,4,0,0
1, Рецепт Разбитого Кристального Браслета,2,recipe-icon-145,145,1,"210,1;213,1", Уровень 1 Рецепт Разбитый кристальный браслет,"52,1,1,9310;243,5,1,344;264,5,1,344",1,0,50900145,1,10,-,2,0,4,0,0
2, Рецепт Кожаной Кристальной Перчатки,2,recipe-icon-146,146,2,"207,2;211,1;214,1", Уровень 2 Рецепт Кожаная кристальная перчатка,"53,1,1,9310;274,5,1,344;269,5,1,344",1,0,50800146,1,10,-,2,0,4,0,0
3, Рецепт Каменного Кристального Наруча,2,recipe-icon-147,147,3,"208,2;212,1;215,1", Уровень 3 Рецепт Каменный кристальный наруч,"54,1,1,5869;54,2,1,3913;253,5,1,217",1,0,50700147,1,10,-,2,0,4,0,0
1, Рецепт Боевой Эссенции 1 уровня,2,recipe-icon-149,149,1,"30,5;31,5;32,5", Уровень 1 Рецепт Боевая Эссенция,"216,1,1,10000",4,0,20900149,1,10,-,2,0,4,0,0
2, Рецепт Боевой Эссенции 2 уровня,2,recipe-icon-150,150,2,"33,5;35,5;34,5;216,2", Уровень 2 Рецепт Боевая Эссенция,"217,1,1,10000",4,0,20800150,1,10,-,2,0,4,0,0
3, Рецепт Боевой Эссенции 3 уровня,2,recipe-icon-151,151,3,"36,5;37,5;38,5;217,2", Уровень 3 Рецепт Боевая Эссенция,"218,1,1,10000",4,0,20700151,1,10,-,2,0,4,0,40
1, Рецепт Фермерской Эссенции 1 уровня,2,recipe-icon-152,152,1,"70,5;71,5;72,5", Уровень 1 Рецепт Сельскохозяйственная Посадочная Эссенция,"210,1,1,10000",4,0,20900152,1,10,-,1,0,4,0,0
2, Рецепт Фермерской Эссенции 2 уровня,2,recipe-icon-153,153,2,"74,5;73,5;75,5;210,2", Уровень 2 Рецепт Сельскохозяйственная Посадочная Эссенция,"211,1,1,10000",4,0,20800153,1,10,-,1,0,4,0,0
3, Рецепт Фермерской Эссенции 3 уровня,2,recipe-icon-154,154,3,"76,5;77,5;78,5;211,2", Уровень 3 Рецепт Сельскохозяйственная Посадочная Эссенция,"212,1,1,10000",4,0,20700154,1,10,-,1,0,4,0,40
1, Рецепт Сельскохозяйственной Животноводческой Эссенции 1 уровня,2,recipe-icon-155,155,1,"178,5;179,5;177,5", Уровень 1 Рецепт Сельскохозяйственная Животноводческая Эссенция,"213,1,1,10000",4,0,20900155,1,10,-,1,0,4,0,0
2, Рецепт Сельскохозяйственной Животноводческой Эссенции 2 уровня,2,recipe-icon-156,156,2,"182,5;180,5;181,5;213,2", Уровень 2 Рецепт Сельскохозяйственная Животноводческая Эссенция,"214,1,1,10000",4,0,20800156,1,10,-,1,0,4,0,0
3, Рецепт Сельскохозяйственной Животноводческой Эссенции 3 уровня,2,recipe-icon-157,157,3,"184,5;185,5;183,5;214,2", Уровень 3 Рецепт Сельскохозяйственная Животноводческая Эссенция,"215,1,1,10000",4,0,20700157,1,10,-,1,0,4,0,40
1, Рецепт Собирательной Эссенции 1 уровня,2,recipe-icon-158,158,1,"62,5;58,5;66,5", Уровень 1 Рецепт Собрать Эссенцию,"207,1,1,10000",4,0,20900158,1,10,-,3,0,4,0,0
2, Рецепт Собирательной Эссенции 2 уровня,2,recipe-icon-159,159,2,"63,5;67,5;59,5;207,2", Уровень 2 Рецепт Собрать Эссенцию,"208,1,1,10000",4,0,20800159,1,10,-,3,0,4,0,0
3, Рецепт Собирательной Эссенции 3 уровня,2,recipe-icon-160,160,3,"64,5;60,5;68,5;208,2", Уровень 3 Рецепт Собрать Эссенцию,"209,1,1,10000",4,0,20700160,1,10,-,3,0,4,0,40
1, Рецепт Фермерской Куртки,2,recipe-icon-165,165,1,"207,2", Уровень 1 Рецепт Фермерская куртка,"101,1,1,9310;242,5,1,344;263,5,1,344",1,0,50900165,1,10,-,1,0,4,0,0
1, Рецепт Фермерских Штанов,2,recipe-icon-166,166,1,"207,2", Уровень 1 Рецепт Фермерские брюки,"104,1,1,9310;265,5,1,344;244,5,1,344",1,0,50900166,1,10,-,1,0,4,0,0
1, Рецепт Фермерских Перчаток,2,recipe-icon-167,167,1,"207,2", Уровень 1 Рецепт Фермерские перчатки,"107,1,1,9310;243,5,1,344;264,5,1,344",1,0,50900167,1,10,-,1,0,4,0,0
1, Рецепт Фермерских Ботинок,2,recipe-icon-168,168,1,"207,2", Уровень 1 Рецепт Фермерские ботинки,"110,1,1,9310;245,5,1,344;266,5,1,344",1,0,50900168,1,10,-,1,0,4,0,0
2, Рецепт Фермерской Куртки,2,recipe-icon-169,169,2,"216,2;208,2", Уровень 2 Рецепт Фермерская куртка,"102,1,1,9310;268,5,1,344;273,5,1,344",1,0,50800169,1,10,-,1,0,4,0,0
2, Рецепт Фермерских Штанов,2,recipe-icon-170,170,2,"216,2;208,2", Уровень 2 Рецепт Фермерские брюки,"105,1,1,9310;270,5,1,344;275,5,1,344",1,0,50800170,1,10,-,1,0,4,0,0
2, Рецепт Фермерских Перчаток,2,recipe-icon-171,171,2,"216,2;208,2", Уровень 2 Рецепт Фермерские перчатки,"108,1,1,9310;274,5,1,344;269,5,1,344",1,0,50800171,1,10,-,1,0,4,0,0
2, Рецепт Фермерских Ботинок,2,recipe-icon-172,172,2,"216,2;208,2", Уровень 2 Рецепт Фермерские ботинки,"111,1,1,9310;271,5,1,344;276,5,1,344",1,0,50800172,1,10,-,1,0,4,0,0
3, Рецепт Фермерской Куртки,2,recipe-icon-173,173,3,"217,2;209,2", Уровень 3 Рецепт Фермерская куртка,"103,1,1,5744;103,2,1,3829;247,5,1,212;252,5,1,212",1,0,50700173,1,10,-,1,0,4,0,0
3, Рецепт Фермерских Штанов,2,recipe-icon-174,174,3,"217,2;209,2", Уровень 3 Рецепт Фермерские брюки,"106,1,1,5744;106,2,1,3829;249,5,1,212;254,5,1,212",1,0,50700174,1,10,-,1,0,4,0,0
3, Рецепт Фермерских Перчаток,2,recipe-icon-175,175,3,"217,2;209,2", Уровень 3 Рецепт Фермерские перчатки,"109,2,1,3913;109,1,1,5869;253,5,1,217",1,0,50700175,1,10,-,1,0,4,0,0
3, Рецепт Фермерских Ботинок,2,recipe-icon-176,176,3,"217,2;209,2", Уровень 3 Рецепт Фермерские ботинки,"112,1,1,5744;112,2,1,3829;250,5,1,212;255,5,1,212",1,0,50700176,1,10,-,1,0,4,0,0
1, Рецепт Сборочных Ботинок,2,recipe-icon-177,177,1,"216,2", Уровень 1 Рецепт Обувь для сбора,"113,1,1,9310;245,5,1,344;266,5,1,344",1,0,50900177,1,10,-,3,0,4,0,0
1, Рецепт Сборочной Куртки,2,recipe-icon-178,178,1,"216,2", Уровень 1 Рецепт Куртка для сбора,"119,1,1,9310;242,5,1,344;263,5,1,344",1,0,50900178,1,10,-,3,0,4,0,0
1, Рецепт Сборочных Штанов,2,recipe-icon-179,179,1,"216,2", Уровень 1 Рецепт Брюки для сбора,"122,1,1,9310;265,5,1,344;244,5,1,344",1,0,50900179,1,10,-,3,0,4,0,0
1, Рецепт Сборочных Перчаток,2,recipe-icon-180,180,1,"216,2", Уровень 1 Рецепт Перчатки для сбора,"125,1,1,9310;243,5,1,344;264,5,1,344",1,0,50900180,1,10,-,3,0,4,0,0
2, Рецепт Сборочных Ботинок,2,recipe-icon-181,181,2,"210,1;213,1;217,2", Уровень 2 Рецепт Обувь для сбора,"114,1,1,9310;271,5,1,344;276,5,1,344",1,0,50800181,1,10,-,3,0,4,0,0
2, Рецепт Сборочной Куртки,2,recipe-icon-182,182,2,"210,1;213,1;217,2", Уровень 2 Рецепт Куртка для сбора,"120,1,1,9310;268,5,1,344;273,5,1,344",1,0,50800182,1,10,-,3,0,4,0,0
2, Рецепт Сборочных Штанов,2,recipe-icon-183,183,2,"210,1;213,1;217,2", Уровень 2 Рецепт Брюки для сбора,"123,1,1,9310;270,5,1,344;275,5,1,344",1,0,50800183,1,10,-,3,0,4,0,0
2, Рецепт Сборочных Перчаток,2,recipe-icon-184,184,2,"210,1;213,1;217,2", Уровень 2 Рецепт Перчатки для сбора,"126,1,1,9310;274,5,1,344;269,5,1,344",1,0,50800184,1,10,-,3,0,4,0,0
3, Рецепт Сборочных Ботинок,2,recipe-icon-185,185,3,"211,1;214,1;218,2", Уровень 3 Рецепт Обувь для сбора,"115,1,1,5744;115,2,1,3829;250,5,1,212;255,5,1,212",1,0,50700185,1,10,-,3,0,4,0,0
3, Рецепт Сборочной Куртки,2,recipe-icon-186,186,3,"211,1;214,1;218,2", Уровень 3 Рецепт Куртка для сбора,"121,1,1,5744;121,2,1,3829;247,5,1,212;252,5,1,212",1,0,50700186,1,10,-,3,0,4,0,0
3, Рецепт Сборочных Штанов,2,recipe-icon-187,187,3,"211,1;214,1;218,2", Уровень 3 Рецепт Брюки для сбора,"124,1,1,5744;124,2,1,3829;249,5,1,212;254,5,1,212",1,0,50700187,1,10,-,3,0,4,0,0
3, Рецепт Сборочных Перчаток,2,recipe-icon-188,188,3,"211,1;214,1;218,2", Уровень 3 Рецепт Перчатки для сбора,"127,1,1,5869;127,2,1,3913;253,5,1,217",1,0,50700188,1,10,-,3,0,4,0,0
0, Рецепт Деревянного Меча,2,recipe-icon-189,189,0,"842,2", Уровень 0 Рецепт Деревянный меч,"39,1,1,10000",1,0,11000189,1,6,-,2,1,1,0,0
0, Рецепт Деревянной Мотыги,2,recipe-icon-190,190,0,"844,1;845,1", Уровень 0 Рецепт Деревянная мотыга,"79,1,1,10000",1,0,11000190,1,6,-,1,1,1,0,0
0, Рецепт Щетки,2,recipe-icon-191,191,0,"844,1;845,1", Уровень 0 Рецепт Щетка,"95,1,1,10000",1,0,11000191,1,6,-,1,1,1,0,0
0, Рецепт Машинки для Стрижки Волос,2,recipe-icon-192,192,0,"844,1;845,1", Уровень 0 Рецепт Машинка для стрижки волос,"96,1,1,10000",1,0,11000192,1,6,-,1,1,1,0,0
0, Рецепт Доильного Аппарата,2,recipe-icon-193,193,0,"844,1;845,1", Уровень 0 Рецепт Доильный аппарат,"97,1,1,10000",1,0,11000193,1,6,-,1,1,1,0,0
0, Рецепт Деревянного Чайника,2,recipe-icon-194,194,0,"844,1;845,1", Уровень 0 Рецепт Деревянный чайник,"83,1,1,10000",1,0,11000194,1,6,-,1,1,1,0,0
0, Рецепт Деревянного Топора,2,recipe-icon-195,195,0,"843,2", Уровень 0 Рецепт Деревянный топор,"91,1,1,10000",1,0,11000195,1,6,-,3,1,1,0,0
0, Рецепт Деревянной Кирки,2,recipe-icon-196,196,0,"843,2", Уровень 0 Рецепт Деревянная кирка,"87,1,1,10000",1,0,11000196,1,6,-,3,1,1,0,0
2,Крафтинг Ур. 0 Лучшее Ускоренное Удобрение,2,recipe-icon-197,197,2,"69,2;35,2",Уровень 0 Рецепт Улучшенного Ускоренного Удобрения,"219,1,1,10000",3,0,40800197,1,10,-,1,0,4,0,0
2,Крафтинг Ур. 0 Лучшее Увеличивающее Урожай Удобрение,2,recipe-icon-198,198,2,"61,2;35,2", Уровень 0 Рецепт Улучшенного Удобрения для Повышения Урожайности,"220,1,1,10000",3,0,40800198,1,10,-,1,0,4,0,0
2,Крафтинг Ур. 0 Лучшее Увлажняющее Удобрение,2,recipe-icon-199,199,2,"65,2;35,2", Уровень 0 Рецепт Улучшенного Увлажняющего Удобрения,"221,1,1,10000",3,0,40800199,1,10,-,1,0,4,0,0
1,Ур. 1-Рецепт Медной Косы,2,recipe-icon-201,201,1,"216,2", Уровень 1 Рецепт Медной Косы,"226,1,1,10000",1,0,10900201,1,10,-,3,0,4,0,0
2,Ур. 2-Рецепт Железной Косы,2,recipe-icon-203,203,2,"217,2;210,1;213,1", Уровень 2 Рецепт Железной Косы,"227,1,1,10000",1,0,10800203,1,10,-,3,0,4,0,0
3,Ур. 3-Рецепт Кристальной Косы,2,recipe-icon-204,204,3,"211,1;214,1;218,2", Уровень 3 Рецепт Кристальной Косы,"228,1,1,6000;228,2,1,4000",1,0,50700204,1,10,-,3,0,4,0,0
1,Крафтинг Ур. 0 Маленький Корм,2,recipe-icon-205,205,1,"482,1", Уровень 0 Рецепт Маленького Корма,"28,1,1,10000",3,0,40900205,1,10,-,1,0,4,0,0
2,Изготовление Ур. 0 Большой Корм,2,recipe-icon-206,206,2,"483,1", Уровень 0 Рецепт Большого Корма,"29,1,1,10000",3,0,40800206,1,10,-,1,0,4,0,0
0,Ур. 0-Рецепт Деревянного Лука,2,recipe-icon-207,207,0,"842,2", Уровень 0 Рецепт Деревянного Лука,"223,1,1,10000",1,0,11000207,1,6,-,2,1,1,0,0
0,Ур. 0-Рецепт Каменного Молота,2,recipe-icon-208,208,0,"842,2", Уровень 0 Рецепт Каменного Молота,"222,1,1,10000",1,0,11000208,1,6,-,2,1,1,0,0
0,Рецепт Бомбы,2,recipe-icon-212,212,0,"62,3", Рецепт Бомбы,"232,1,1,10000",3,0,41000212,1,10,-,3,0,4,0,0
0,Рецепт Зелья Оглушения,2,recipe-icon-213,213,0,"58,3", Рецепт Зелья Оглушения,"233,1,1,10000",3,0,41000213,1,10,-,3,0,4,0,0
0,Рецепт Умеренного Зелья,2,recipe-icon-214,214,0,"66,3", Рецепт Умеренного Зелья,"234,1,1,10000",3,0,41000214,1,10,-,3,0,4,0,0
0,Рецепт Зелья Горения,2,recipe-icon-215,215,0,"65,1;61,1;69,1", Рецепт Зелья Горения,"235,1,3,10000",3,0,41000215,1,10,-,3,1,1,0,0
0,Рецепт Желтой Вспышки,2,recipe-icon-216,216,0,"32,3;70,3", Рецепт Желтой Вспышки,"236,1,1,10000",3,0,41000216,1,10,-,3,1,1,0,0
0,Рецепт Зелья Комбо Промаха,2,recipe-icon-217,217,0,"31,3;71,3", Рецепт Зелья Комбо Промаха,"237,1,1,10000",3,0,41000217,1,10,-,3,1,1,0,0
0,Рецепт Зелья Очистки Баффа,2,recipe-icon-218,218,0,"30,3;72,3", Рецепт Зелья Очистки Баффа,"238,1,1,10000",3,0,41000218,1,10,-,3,1,1,0,0
1,Ур. 1 Рецепт Энергетического Слизня Фермерства,2,recipe-icon-267,267,1,"58,4;62,4;66,4", Уровень 1 Рецепт Слизи Собирательной Энергии,"482,1,1,10000",4,0,20900267,1,6,-,3,0,4,0,0
2,Ур. 2 Рецепт Энергетического Слизня Фермерства,2,recipe-icon-268,268,2,"482,1;63,4;59,4;67,4", Уровень 2 Рецепт Слизи Собирательной Энергии,"483,1,1,10000",4,0,20800268,1,6,-,3,0,4,0,0
3,Ур. 3 Рецепт Энергетического Слизня Фермерства,2,recipe-icon-269,269,3,"483,1;60,4;68,4;64,4", Уровень 3 Рецепт Слизи Собирательной Энергии,"484,1,1,10000",4,0,20700269,1,6,-,3,0,4,0,0
4,Ур. 4-Рецепт Золотого Меча,2,recipe-icon-270,270,4,"209,2;407,1;410,1", Уровень 4 Рецепт Золотого Меча,"317,1,1,4736;317,2,1,3157;317,3,1,2105",1,0,50600270,1,60,-,2,0,4,0,2000
