areaSort-int,deathDrop-int[],deathEXPDrop-int,deathTaxation-int[][],desc-string,id-int,lockBackpack-bool,name-string,type-int
0,"0,0,0",2,"0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0", Нет смертной казни,29,0,Matchmaking Camp,1
0,"0,0,0",2,"0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0", Нет смертной казни,30,0,Respawn Altar,1
0,"30,20,10",3,"100,20,10;100,15,5;80,15,5;80,15,5;30,15,5;30,15,5", Небольшая смертная казнь (процент предметов в рюкзаке),31,0,Challenge,2
0,"30,20,10",3,"100,20,10;100,15,5;80,15,5;80,15,5;30,15,5;30,15,5", Небольшая смертная казнь (процент предметов в рюкзаке),32,0,Ancient Domain - Volcano,2
0,"30,20,10",3,"100,20,10;100,15,5;80,15,5;80,15,5;30,15,5;30,15,5", Небольшая смертная казнь (процент предметов в рюкзаке),33,0,Ancient Domain - Hollow,2
0,"30,20,10",3,"100,20,10;100,15,5;80,15,5;80,15,5;30,15,5;30,15,5", Небольшая смертная казнь (процент предметов в рюкзаке),34,0,Ancient Domain - Relic,2
0,"30,20,10",3,"100,20,10;100,15,5;80,15,5;80,15,5;30,15,5;30,15,5", Небольшая смертная казнь (процент предметов в рюкзаке),35,0,Wild,2
0,"0,0,0",2,"0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0", Нет смертной казни,36,0,The Bridge,1
0,"30,20,15",5,"100,20,15;100,15,10;80,15,10;80,15,10;30,15,10;30,15,10", Умеренная смертная казнь (процент предметов в рюкзаке),37,1,Colosseum,3
0,"0,0,0",2,"0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0", Нет смертной казни,38,0,Daily Challenge,1
1,"0,0,0",2,"0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0", Нет смертной казни,39,1,Training Ground 1/3,3
2,"0,0,0",2,"0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0", Нет смертной казни,40,1,Training Ground 2/3,3
3,"0,0,0",2,"0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0", Нет смертной казни,41,1,Training Ground 3/3,3
0,"0,0,0",2,"0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0", Нет смертной казни,42,0,Land of Departure,1
