IsBeHitBreakable-bool,IsIndependentLogic-bool,accuBreakable-bool,accuTime-int,attackCanMove-bool,effectEnemy-int[],effectForward-int[],forwardReleaseTime-int,id-int,isAutoUse-bool,isCheckHit-bool,isHoldSkill-bool,isReleaseEffFollow-bool,isReleastActLoop-bool,isRemote-bool,playProgress-bool,rangeTips-bool,releaseAct-string,releaseEff-string,releaseSound-string[],releaseSpd-int,releaseTime-int,searchTarget-int[][],skillCD-int,skillDesc-string,skillDistance-int,skillFlag-int[],skillFlyerId-int,skillName-string,skillRange-int[],skillShake-string[],targetFlag-int[],targetLock-bool,targetType-int[],homeAction-int[],homeAttRate-int,effectSelf-int[],skillIcon-string,hitEff-string,animRotate-int,skillAlertEffect-string,skillFlyerNum-int,accuEff-int,effectInit-int[],composeSkill-int[],costPropType-int[],maxAccuTime-int,itemCost-int[][],accuTab-string
1,0,1,0,0,"227,1","188,226",730,31,1,1,0,1,0,0,0,1,attack,,Dog_Attack,,1430,1,0," Сражайтесь в яростной схватке с собачьими противниками, чтобы защитить свою территорию.",300,2,0, Ближний бой металлического пса,"4,300,200,12000,0",,1,0,1,,,,,,,,,,,,,,,
1,0,1,0,0,15,"216,189",700,32,1,1,0,1,0,0,0,1,attack,,SKill_Pumpkin_attkar_rush,,1333,1,0, Сражайтесь с Тыквенным Демоном в ближнем бою.,400,2,0, Ближний бой тыквенного демона,"4,300,200,12000,0",,1,0,1,,,,,,,,,,,,,,,
1,0,1,0,0,15,"190,215",1100,33,1,1,0,1,0,0,0,1,attack,,Catus_Attack,,1660,1,0, Сразитесь с Кактусовым Воином в яркой схватке.,450,2,0, Ближний бой кактусового воина,"4,300,300,9000,0",,1,0,1,,,,,,,,,,,,,,,
1,0,1,0,0,15,,1000,34,1,1,0,1,0,0,0,1,attack,,Dryad_Attack,,1860,1,1000, Боритесь с Могучей Дриадой с помощью мощных атак в ближнем бою.,,2,0, Ближний бой большой дриады,"2,300,0",,1,0,1,,,,,,,,,,,,,,,
1,0,0,0,0,"15,29",28,1000,35,1,1,0,1,0,0,0,1,attack,,Dryad_Attack,,1860,1,5000," Не бойтесь, столкнувшись с опасным Волчьим Королем вплотную.",,2,0, Ближний бой короля волков,"4,800,700,36000,0",CameraShakeGrade_2,1,0,1,,,,,,,,,,,,,,,
1,0,0,0,0,"15,29",28,300,36,1,1,0,1,0,0,0,1,attack,,Dryad_Attack,,1860,1,10000, Выполните мощную атаку зарядом в качестве Волчьего Короля.,,2,0, Атака короля волков,"1,500,100,1,0",CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,
1,0,0,0,0,"15,29",28,1000,37,1,1,0,1,0,0,0,1,attack,,Dryad_Attack,,1860,1,20000," Ударьте по земле, оглушая ближайших врагов своей силой волка.",,2,0, Удар короля волков о землю,"4,800,700,36000,0",CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,
1,0,0,0,0,"15,29",28,0,38,1,1,0,1,0,0,0,1,attack,,Dryad_Attack,,1860,1,30000," Издайте ужасающий вой, чтобы внушить страх своим врагам.",,2,0, Вой короля волков,"2,750,0",CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,
1,0,0,0,0,29,28,1860,39,1,1,0,1,0,0,0,1,attack,,Dryad_Attack,,1860,1,60000," Покажите Танец Теней Волчьего Короля, чтобы обойти противников.",1000,2,0, Инь Юэ короля волков,,CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,
1,0,1,0,0,15,,400,40,0,1,0,1,0,1,0,1,attack_far,,Skill_Pumpkin_atkar_Basic,,767,1,2000," Используйте дальнюю атаку Тыквенного Человека, чтобы держать врагов на расстоянии.",2000,2,2, Удаленная атака тыквенного человека,"2,200,0",,1,1,1,,,,skill-icon-40,,0,top_down_bomb_1,1,,,,,,,
0,0,0,0,0,21,,1500,41,1,1,1,1,0,0,0,0,attack,,monsterattack,,2000,1,5000, Исследуйте и анализируйте диапазон доступных навыков вашего персонажа.,500,,0, Тестирование навыков из пула умений,"2,750,0",,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,,,0,42,0,1,0,1,0,0,0,0,,,,,100,1,-1," Оцените эффективность пассивных навыков, используя превосходную стратегию.",,1,0, Тестирование пассивного навыка,,,1,0,,,,,,,,,,0,32,,,,,
0,0,0,0,0,,,0,43,0,1,0,1,0,0,0,0,,,,,100,1,-1, Оцените потенциал накопления различных баффов персонажа.,,1,0, Тестирование пассивного навыка,,,1,0,,,,,,,,,,0,33,,,,,
0,0,0,0,0,,,0,44,0,1,0,1,0,0,0,0,,,,,100,1,-1, Постройте сопротивление головокружению и избегайте потенциальных ловушек в бою.,,2,0, Тестирование стаков баффов,,,1,0,,,,34,,,,,,0,,,,,,
0,0,0,0,0,23,,0,45,0,1,0,1,0,0,0,0,attack,,,,0,1,1000," Изучите и оптимизируйте навыки, связанные с кровью, в вашем арсенале.",1,2,0, Тестирование головокружения,,,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,36,,150,46,0,1,0,1,0,0,0,0,skill_sword_attack1,skill_sword_attack1,knife01,14,670,1,-1, Повысьте свои способности к спринту с помощью улучшенной оценки навыков.,45,2,0, Тестирование кровавого навыка,"4,300,300,27000,0",,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,,"41,42",0,47,0,1,0,1,0,0,0,0,A-skill-chongci,,playerroll,,400,1,-1, Тренируйтесь и улучшайте свои способности к спринту во время игры.,,2,0, Тестирование навыка спринта,"1,200,500,100,0",,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,,,0,48,0,1,0,1,0,0,0,0,,,,,0,1,-1," Выполните безоружную атаку, которая также может активировать пассивные навыки, связанные с мечом.",,1,0, Безоружные атаки вызывают пассивный навык атаки мечом,,,1,0,,,,,,,,,,,43,,,,,
0,0,0,0,0,,,180,49,0,1,0,1,0,0,0,0,skill_attack1,,Punch,,670,1,-1, Разработайте и совершенствуйте серию индивидуальных способностей в наборе навыков вашего персонажа.,,2,0, Тестирование непрерывного индивидуального навыка,"4,800,700,36000,0",,1,0,,,,44,,,,,,,,,,,,
0,0,0,0,0,,,180,50,0,1,0,1,0,0,0,0,skill_attack1,,Punch,,670,1,-1," Совершенствуйте свои навыки работы в команде и сотрудничества, тестируя последовательность навыков, связанных с группой.",,2,0, Тестирование непрерывного группового навыка,"4,800,700,36000,0",,1,0,,,,45,,,,,,,,,,,,
0,0,0,,0,,,,51,0,1,0,1,0,0,0,0,,,,,,1,-1, Достигните мастерства в бою и расширьте свои боевые возможности на разных уровнях опыта.,,1,0, Уровень 1 мастерства боя,,,1,0,,,,,skill-icon-51,,,,,,46,,,,,
0,0,0,,0,,,,52,0,1,0,1,0,0,0,0,,,,,,1,-1, Достигните мастерства в бою и расширьте свои боевые возможности на разных уровнях опыта.,,1,0, Уровень 2 мастерства боя,,,1,0,,,,,skill-icon-52,,,,,,47,,,,,
0,0,0,,0,,,,53,0,1,0,1,0,0,0,0,,,,,,1,-1, Достигните мастерства в бою и расширьте свои боевые возможности на разных уровнях опыта.,,1,0, Уровень 3 мастерства боя,,,1,0,,,,,skill-icon-53,,,,,,48,,,,,
0,0,0,,0,,,,54,0,1,0,1,0,0,0,0,,,,,,1,-1, Достигните мастерства в бою и расширьте свои боевые возможности на разных уровнях опыта.,,1,0, Уровень 4 мастерства боя,,,1,0,,,,,skill-icon-54,,,,,,49,,,,,
0,0,0,,0,,,,55,0,1,0,1,0,0,0,0,,,,,,1,-1, Достигните мастерства в бою и расширьте свои боевые возможности на разных уровнях опыта.,,1,0, Уровень 5 мастерства боя,,,1,0,,,,,skill-icon-55,,,,,,50,,,,,
0,0,0,,0,,,,56,0,1,0,1,0,0,0,0,,,,,,1,-1, Достигните мастерства в бою и расширьте свои боевые возможности на разных уровнях опыта.,,1,0, Уровень 6 мастерства боя,,,1,0,,,,,skill-icon-56,,,,,,51,,,,,
0,0,0,,0,,,,57,0,1,0,1,0,0,0,0,,,,,,1,-1, Достигните мастерства в бою и расширьте свои боевые возможности на разных уровнях опыта.,,1,0, Уровень 7 мастерства боя,,,1,0,,,,,skill-icon-57,,,,,,52,,,,,
0,0,0,,0,,,,58,0,1,0,1,0,0,0,0,,,,,,1,-1, Достигните мастерства в бою и расширьте свои боевые возможности на разных уровнях опыта.,,1,0, Уровень 8 мастерства боя,,,1,0,,,,,skill-icon-58,,,,,,53,,,,,
0,0,0,,0,,,,59,0,1,0,1,0,0,0,0,,,,,,1,-1, Достигните мастерства в бою и расширьте свои боевые возможности на разных уровнях опыта.,,1,0, Уровень 9 мастерства боя,,,1,0,,,,,skill-icon-59,,,,,,54,,,,,
0,0,0,,0,,,,60,0,1,0,1,0,0,0,0,,,,,,1,-1, Увеличьте свой урон с помощью критического удара 1-го уровня во время боя.,,1,0, Уровень 1 критического удара,,,1,0,,,,,skill-icon-60,,,,,,55,,,,,
0,0,0,,0,,,,61,0,1,0,1,0,0,0,0,,,,,,1,-1, Используйте еще более мощный критический удар 2-го уровня.,,1,0, Уровень 2 критического удара,,,1,0,,,,,skill-icon-61,,,,,,56,,,,,
0,0,0,,0,,,,62,0,1,0,1,0,0,0,0,,,,,,1,-1, Овладейте искусством нанесения смертельного критического удара 3-го уровня.,,1,0, Уровень 3 критического удара,,,1,0,,,,,skill-icon-62,,,,,,57,,,,,
0,0,0,0,0,"58,238",22,350,63,0,1,0,1,0,0,0,0,A-skill-zhanzhengjianta,Skill_warTrampling,Skill_trampling,,665,1,5000, Оглушайте врагов в определенном радиусе.,0,2,0, Трамплинг,"2,200,0",WarTrampling,1,0,1,,,,skill-icon-63,,,,,,,,,,,
0,0,0,0,0,"495,238,386,227","483,22",350,64,0,1,0,1,0,0,0,0,A-skill-zhanzhengjianta,Skill_warTrampling_3,Skill_trampling,,665,1,8000," Оглушайте врагов в определенном радиусе, неспособных нанести удар во время использования навыка.",0,2,0, Военный трамплинг,"2,300,0",WarTrampling,1,0,1,,,,skill-icon-64,,,,,,,,,,,
0,0,0,0,0,"457,445,388",22,550,65,0,1,0,1,0,0,0,0,A-chuisanlianji-2-NEW,Skill_Sweeping,Skill_Swepping,,1000,1,5000, Победите большую группу врагов перед вами и вызовите временное головокружение.,0,2,0, Подметание,"4,300,300,27000,0",WarTrampling,1,0,1,,,,skill-icon-65,,,,,,,,,,,
0,0,0,,0,,,,66,0,1,0,1,0,0,0,0,,,,,,1,-1," 1% шанс на удвоение урожая, улучшите экипировку до уровня 1.",,1,0, Уровень 1 мастерства фермера,,,1,0,,,,,skill-icon-66,,,,,,"240,242,245,249",,,,,
0,0,0,,0,,,,67,0,1,0,1,0,0,0,0,,,,,,1,-1," 2% шанс на удвоение урожая, улучшите экипировку до уровня 2.",,1,0, Уровень 2 мастерства фермера,,,1,0,,,,,skill-icon-67,,,,,,"243,242,246,249",,,,,
0,0,0,,0,,,,68,0,1,0,1,0,0,0,0,,,,,,1,-1,"3% шанс на удвоение урожая, уровень 2 урожая и экипировки 3 уровня.",,1,0,Уровень 3 Мастерство фермера,,,1,0,,,,,skill-icon-68,,,,,,"244,242,247,249",,,,,
0,0,0,,0,,,,69,0,1,0,1,0,0,0,0,,,,,,1,-1," 4% шанс на удвоение урожая, улучшение экипировки до 4 уровня.",,1,0, Уровень 4 Мастерство фермера,,,1,0,,,,,skill-icon-69,,,,,,"250,242,253,249",,,,,
0,0,0,,0,,,,70,0,1,0,1,0,0,0,0,,,,,,1,-1," 5% шанс на удвоение урожая, повышение уровня экипировки до 5.",,1,0, Уровень 5 Мастерство фермера,,,1,0,,,,,skill-icon-70,,,,,,"251,242,254,249",,,,,
0,0,0,,0,,,,71,0,1,0,1,0,0,0,0,,,,,,1,-1," 6% шанс на удвоение урожая, урожай 3 уровня, повышение уровня экипировки до 6.",,1,0, Уровень 6 Мастерство фермера,,,1,0,,,,,skill-icon-71,,,,,,"252,242,255,249",,,,,
0,0,0,,0,,,,72,0,1,0,1,0,0,0,0,,,,,,1,-1," 7% шанс на удвоение урожая, повышение уровня экипировки до 7.",,1,0, Уровень 7 Мастерство фермера,,,1,0,,,,,skill-icon-72,,,,,,"242,249,271,274",,,,,
0,0,0,,0,,,,73,0,1,0,1,0,0,0,0,,,,,,1,-1," 8% шанс на удвоение урожая, повышение уровня экипировки до 8.",,1,0, Уровень 8 Мастерство фермера,,,1,0,,,,,skill-icon-73,,,,,,"242,249,272,275",,,,,
0,0,0,,0,,,,74,0,1,0,1,0,0,0,0,,,,,,1,-1," 9% шанс на удвоение урожая, урожай 4 уровня, повышение уровня экипировки до 9.",,1,0, Уровень 9 Мастерство фермера,,,1,0,,,,,skill-icon-74,,,,,,"242,249,273,276",,,,,
0,0,0,,0,,,,75,0,1,0,1,0,0,0,0,,,,,,1,-1, Ускорение работы мотыги на 10%.,,1,0, Уровень 1 Эксперт по мотыге,,,1,0,,,,,skill-icon-75,,,,,,72,,,,,
0,0,0,,0,,,,76,0,1,0,1,0,0,0,0,,,,,,1,-1, Ускорение работы мотыги на 20%.,,1,0, Уровень 2 Эксперт по мотыге,,,1,0,,,,,skill-icon-76,,,,,,73,,,,,
0,0,0,,0,,,,77,0,1,0,1,0,0,0,0,,,,,,1,-1, Ускорение работы мотыги на 30%.,,1,0, Уровень 3 Эксперт по мотыге,,,1,0,,,,,skill-icon-77,,,,,,74,,,,,
0,0,0,,0,,,,78,0,1,0,1,0,0,0,0,,Skill_watering,ranged_RPG_attack5_audio,,,1,-1, Увлажнение урожая +5% при поливе.,,1,0, Уровень 1 Эксперт по поливу,,,1,0,,,,,skill-icon-78,,,,,,75,,,,,
0,0,0,,0,,,,79,0,1,0,1,0,0,0,0,,Skill_watering,ranged_RPG_attack5_audio,,,1,-1," Полив, выполненный вами, увеличивает влажность урожая на 10%.",,1,0, Уровень 2 Эксперт по поливу,,,1,0,,,,,skill-icon-79,,,,,,76,,,,,
0,0,0,,0,,,,80,0,1,0,1,0,0,0,0,,Skill_watering,ranged_RPG_attack5_audio,,,1,-1," Полив, выполненный вами, увеличивает влажность урожая на 15%.",,1,0, Уровень 3 Эксперт по поливу,,,1,0,,,,,skill-icon-80,,,,,,77,,,,,
0,0,0,,0,,,,81,0,1,0,1,0,0,0,0,,,,,,1,-1," Удвоение вероятности получения ресурсов +1%, повышение уровня экипировки +1.",,1,0, Уровень 1 Мастерство сбора,,,1,0,,,,,skill-icon-81,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,82,0,1,0,1,0,0,0,0,,,,,,1,-1," Удвоение вероятности получения ресурсов +1%, повышение уровня экипировки +2.",,1,0, Уровень 2 Мастерство сбора,,,1,0,,,,,skill-icon-82,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,83,0,1,0,1,0,0,0,0,,,,,,1,-1," Удвоение сбора ресурсов +1%, более эффективный на 2 уровне, улучшение до 3 уровня.",,1,0, Уровень 3 Мастерство сбора,,,1,0,,,,,skill-icon-83,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,84,0,1,0,1,0,0,0,0,,,,,,1,-1," Удвоение сбора ресурсов +1%, повышение уровня экипировки до 4.",,1,0, Уровень 4 Мастерство сбора,,,1,0,,,,,skill-icon-84,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,85,0,1,0,1,0,0,0,0,,,,,,1,-1," Удвоение сбора ресурсов +1%, повышение уровня экипировки до 5.",,1,0, Уровень 5 Мастерство сбора,,,1,0,,,,,skill-icon-85,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,86,0,1,0,1,0,0,0,0,,,,,,1,-1," Удвоение сбора ресурсов +1%, эффективный сбор на 3 уровне, повышение уровня экипировки до 6.",,1,0, Уровень 6 Мастерство сбора,,,1,0,,,,,skill-icon-86,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,87,0,1,0,1,0,0,0,0,,,,,,1,-1," Удвоение вероятности получения ресурсов +1%, повышение уровня экипировки до 7.",,1,0, Уровень 7 Мастерство сбора,,,1,0,,,,,skill-icon-87,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,88,0,1,0,1,0,0,0,0,,,,,,1,-1," Удвоение сбора ресурсов +1%, повышение уровня экипировки до 8.",,1,0, Уровень 8 Мастерство сбора,,,1,0,,,,,skill-icon-88,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,89,0,1,0,1,0,0,0,0,,,,,,1,-1," Удвоение сбора ресурсов +1%, эффективный сбор на 4 уровне, повышение уровня экипировки до 9.",,1,0, Уровень 9 Мастерство сбора,,,1,0,,,,,skill-icon-89,,,,,,"265,266,267,268,269,270",,,,,
0,0,0,,0,,,,90,0,1,0,1,0,0,0,0,,,,,,1,-1, Ускорение работы топора на 10%.,,1,0, Уровень 1 Мастерство топора,,,1,0,,,,,skill-icon-90,,,,,,90,,,,,
0,0,0,,0,,,,91,0,1,0,1,0,0,0,0,,,,,,1,-1, Ускорение работы топора на 20%.,,1,0, Уровень 2 Мастерство топора,,,1,0,,,,,skill-icon-91,,,,,,91,,,,,
0,0,0,,0,,,,92,0,1,0,1,0,0,0,0,,,,,,1,-1, Ускорение работы топора на 30%.,,1,0, Уровень 3 Мастерство топора,,,1,0,,,,,skill-icon-92,,,,,,92,,,,,
0,0,0,,0,,,,93,0,1,0,1,0,0,0,0,,,,,,1,-1, Увеличение шанса критического удара при рубке деревьев на 5%.,,1,0, Уровень 1 Навыки лесоруба,,,1,0,,,,,skill-icon-93,,,,,,93,,,,,
0,0,0,,0,,,,94,0,1,0,1,0,0,0,0,,,,,,1,-1, Увеличение шанса критического удара при рубке деревьев на 10%.,,1,0, Уровень 2 Навыки лесоруба,,,1,0,,,,,skill-icon-94,,,,,,94,,,,,
0,0,0,,0,,,,95,0,1,0,1,0,0,0,0,,,,,,1,-1, Увеличение шанса критического удара при рубке деревьев на 15%.,,1,0, Уровень 3 Навыки лесоруба,,,1,0,,,,,skill-icon-95,,,,,,95,,,,,
0,0,0,0,0,,,0,30,0,1,1,1,1,0,0,0,A-fumo-NEW,Skill_touch,A-fumo-NEW_audio,,0,1,-1, Используйте одно касание для оптимальных результатов.,,2,0, Одиночное касание,,,1,0,,10,1000,,,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,,,330,29,0,1,1,1,1,0,0,0,A-jinai-NEW,Skill_milking,playerroll,,400,1,-1, Умело доите корову одним сжатием руки.,,2,0, Одиночное доение,,,1,0,,12,1000,,,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,,,330,28,0,1,1,1,1,0,0,0,A-jianmao-NEW,Skill_cutting,A-jianmao-NEW_audio,,400,1,-1, Делайте точные и чистые стрижки волос одним движением.,,2,0, Одиночная стрижка,,,1,0,,11,1000,,,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,,,280,27,0,1,0,1,0,0,0,0,A-bozhong-NEW,Skill_feeding,playerroll,,400,1,-1, Кормите животных индивидуально в соответствии с их потребностями.,,2,0, Индивидуальное кормление,"4,300,150,27000,0",,1,0,,9,,,,,,,,,,,,,,
1,0,0,,0,1,"191,217",667,96,1,1,0,1,0,0,0,0,attack,,Skill_Bee_attack,,1000,1,0, Атака пчел.,450,2,0, Атака пчел,"4,300,200,12000,0",CameraShakeGrade_1,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,,,200,97,0,1,0,1,0,0,0,0,A-bozhong-NEW,Skill_seeding_2,A-bozhong-NEW_audio,,660,1,-1, Развивайте свои навыки посева для лучших результатов посадки.,,2,0, Навыки посева,,,1,0,,2,,,skill-icon-97,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,,,200,98,0,1,0,1,0,0,0,0,A-bozhong-NEW,Skill_fertilize_2,playerroll,,660,1,-1, Овладейте искусством удобрения для более здорового урожая.,,2,0, Навык удобрения,,,1,0,,4,,,skill-icon-98,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,419,,300,99,0,1,1,1,1,0,0,0,A1-jiaoguan-NEW,Skill_watering_2,ranged_RPG_attack5_audio,,660,1,15000, Навык полива в дальнем радиусе.,,2,0, Уровень 1 Групповой полив,"2,100,0",,1,0,1,3,700,,skill-icon-99,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,419,,300,100,0,1,1,1,1,0,0,0,A1-jiaoguan-NEW,Skill_watering_2,ranged_RPG_attack5_audio,,660,1,15000, Навык полива в дальнем радиусе.,,2,0, Уровень 2 Групповой полив,"2,200,0",,1,0,1,3,800,,skill-icon-100,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,419,,300,101,0,1,1,1,1,0,0,0,A1-jiaoguan-NEW,Skill_watering_2,ranged_RPG_attack5_audio,,660,1,15000, Навык полива в дальнем радиусе.,,2,0, Уровень 3 Групповой полив,"2,300,0",,1,0,1,3,900,,skill-icon-101,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,15,,300,102,0,1,0,1,0,0,0,0,A1-chutouzhongji-NEW,Skill_dig,ranged_RPG_attack2_audio,,660,1,10000, Прямой навык работы с мотыгой.,,2,0, Уровень 1 Разделитель земли,"1,200,200,50,0",CameraShakeGrade_1,1,0,1,1,1000,,skill-icon-102,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,15,,300,103,0,1,0,1,0,0,0,0,A1-chutouzhongji-NEW,Skill_dig,ranged_RPG_attack2_audio,,660,1,10000, Прямой навык работы с мотыгой.,,2,0, Уровень 2 Разделитель земли,"1,400,200,50,0",CameraShakeGrade_1,1,0,1,1,1000,,skill-icon-103,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,15,,300,104,0,1,0,1,0,0,0,0,A1-chutouzhongji-NEW,Skill_dig,ranged_RPG_attack2_audio,,660,1,10000, Прямой навык работы с мотыгой.,,2,0, Уровень 3 Разделитель земли,"1,600,200,50,0",CameraShakeGrade_1,1,0,1,1,1000,,skill-icon-104,skill_rock_hurt,,,,,,,,,,
0,0,0,,0,,,,105,0,1,0,1,0,0,0,0,,,,,,1,-1, 5% шанс получить семена при сборе урожая.,,1,0, Уровень 1 Осторожный сборщик,,,1,0,,,,,skill-icon-105,,,,,,96,,,,,
0,0,0,,0,,,,106,0,1,0,1,0,0,0,0,,,,,,1,-1, 10% шанс получить семена при сборе урожая.,,1,0, Уровень 2 Осторожные сборщики,,,1,0,,,,,skill-icon-106,,,,,,97,,,,,
0,0,0,,0,,,,107,0,1,0,1,0,0,0,0,,,,,,1,-1, 15% шанс получить семена при сборе урожая.,,1,0, Уровень 3 Осторожные сборщики,,,1,0,,,,,skill-icon-107,,,,,,98,,,,,
0,0,0,,0,,,,108,0,1,0,1,0,0,0,0,,,,,,1,-1, Увеличение скорости передвижения в доме на 10%.,,1,0, Уровень 1 Радостные шаги,,,1,0,,,,,skill-icon-108,,,,,,99,,,,,
0,0,0,,0,,,,109,0,1,0,1,0,0,0,0,,,,,,1,-1, Увеличение скорости передвижения в доме на 20%.,,1,0, Уровень 2 Радостные шаги,,,1,0,,,,,skill-icon-109,,,,,,100,,,,,
0,0,0,,0,,,,110,0,1,0,1,0,0,0,0,,,,,,1,-1, Увеличение скорости передвижения в доме на 30%.,,1,0, Уровень 3 Радостные шаги,,,1,0,,,,,skill-icon-110,,,,,,101,,,,,
