boothFees-int[][],canDropScene-int[],canMint-int,desc-string,destructible-bool,givenSkillId-int,icon-string,id-int,name-string,onChainDelay-int,quality-int[],resourceInstructions-int[],sellable-bool,subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int
"793,1",0,1," Вы можете получить этот предмет через синтез.
При ношении он может улучшить атрибуты. Увеличьте вероятность выживания в битвах
-------
Острое и прочное оружие, выкованное из железа, способное легко прорезать врагов. Его вес обеспечивает удовлетворительную тяжесть, позволяя наносить мощные удары, оставляя противников в шоке. ",0,0,item-icon-41,41, Железный меч,1440,"1,2",271,1,0,2,999,0,1,2,1
"794,1",0,1," Вы можете получить этот предмет через синтез.
При ношении он может улучшить атрибуты. Увеличьте вероятность выживания в битвах
-------
Мощное оружие, выкованное из чистого кристалла, способное легко прорезать врагов. Его мерцающее лезвие отражает свет, ослепляя противников и наводя на них страх. С каждым ударом Кристальный Меч выпускает смертоносную комбинацию скорости и точности. ",0,0,item-icon-42,42, Кристальный меч,1440,"1,2,3",280,1,0,2,999,0,1,3,1
"792,1",4,1," Вы можете получить этот предмет через синтез.
При ношении он может улучшить атрибуты. Увеличьте вероятность выживания в битвах
-------
Стильное украшение, добавляющее штрих элегантности к любому наряду. Изготовленное с тщательными деталями, это кольцо излучает изысканность и очарование. Его уникальный дизайн обязательно привлечет внимание единомышленников в моде. ",0,0,item-icon-43,43, Кольцо с чипом на голове,1440,1,257,1,0,2,999,0,1,1,1
"793,1",4,1," Вы можете получить этот предмет через синтез.
При ношении он может улучшить атрибуты. Увеличьте вероятность выживания в битвах
-------
Эта шапка изготовлена из уникального материала, который приятно ложится на кожу. Она обеспечивает роскошную и комфортную посадку, идеально подходя для длительных игровых сессий. ",0,0,item-icon-44,44, Мягкая шапка из кристальной кожи,1440,"1,2",269,1,0,2,999,0,1,2,1
"794,1",4,1," Вы можете получить этот предмет через синтез.
При ношении он может улучшить атрибуты. Увеличьте вероятность выживания в битвах
-------
Прочный шлем, изготовленный из мерцающих кристаллов, обеспечивающий исключительную защиту без ущерба для подвижности. Его очаровательное сияние дарит носителю улучшенное зрение в темных подземельях. ",0,0,item-icon-45,45, Шлем из кристаллического камня,1440,"1,2,3",278,1,0,2,999,0,1,3,1
"792,1",4,1," Вы можете получить этот предмет через синтез.
При ношении он может улучшить атрибуты. Увеличьте вероятность выживания в битвах
-------
Эта броня с разбитым кристаллом излучает ауру упорства и силы. Ее мерцающая поверхность отражает свет, пленяя всех, кто взглянет на нее. Символ силы и стойкости, это необходимо для любого опытного воина. ",0,0,item-icon-46,46, Разбитая кристальная броня,1440,1,259,1,0,2,999,0,1,1,1
"793,1",4,1," Вы можете получить этот предмет через синтез.
При ношении он может улучшить атрибуты. Увеличьте вероятность выживания в битвах
-------
Эта броня изготовлена из уникального кристаллоподобного материала, обеспечивающего исключительную защиту без ущерба для подвижности. Ее гладкий дизайн и мерцающая поверхность делают ее настоящим шедевром мастерства. С Кожаной Кристальной Броней вы почувствуете себя непобедимым на поле боя. ",0,0,item-icon-47,47, Кожаная кристальная броня,1440,"1,2",265,1,0,2,999,0,1,2,1
"794,1",4,1," Вы можете получить этот предмет через синтез.
При ношении он может улучшить атрибуты. Увеличьте вероятность выживания в битвах
-------
Мощная броня, выкованная из зачарованных кристаллов, обеспечивающая беспрецедентную защиту как от физических, так и от магических атак. Ее мерцающая поверхность отражает свет, ослепляя врагов и наводя на них страх. Ношение этой брони придает носителю ауру непобедимости, делая его непобедимой силой на поле боя. ",0,0,item-icon-48,48, Каменная кристальная броня,1440,"1,2,3",276,1,0,2,999,0,1,3,1
"792,1",4,1," Вы можете получить этот предмет через синтез.
При ношении он может улучшить атрибуты. Увеличьте вероятность выживания в битвах
-------
Уникальная одежда из изящных кристаллов, эта травяная юбка добавляет штрих элегантности к любому наряду. Ее треснутая текстура придает ей таинственное и очаровательное очарование, делая ее неотъемлемым атрибутом для модных искателей приключений. ",0,0,item-icon-49,49, Разбитая травяная юбка из кристалла,1440,1,262,1,0,2,999,0,1,1,1
"793,1",4,1," Вы можете получить этот предмет через синтез.
При ношении он может улучшить атрибуты. Увеличьте вероятность выживания в битвах
-------
Эти штаны имеют уникальную кристаллоподобную текстуру, придающую им элегантный и футуристический вид. Гладкая ткань приятно ощущается на коже, обеспечивая максимальный комфорт во время интенсивных боев. С их привлекательным дизайном эти штаны обязательно выделят вас на поле боя. ",0,0,item-icon-50,50, Кожаные кристальные штаны,1440,"1,2",268,1,0,2,999,0,1,2,1
"794,1",4,1," Вы можете получить этот предмет через синтез.
При ношении он может улучшить атрибуты. Увеличьте вероятность выживания в битвах
-------
Эти поножи изготовлены",0,0,item-icon-51,51, Кристальная нога,1440,"1,2,3",275,1,0,2,999,0,1,3,1
"792,1",4,1," Вы можете получить этот предмет через синтез.
При надевании он может усилить атрибуты. Увеличьте свои шансы на выживание в боях
-------
Мерцающий аксессуар с тонкими трещинами, излучающий ауру тайны и устойчивости. Его треснутая поверхность отражает силу и решимость носителя, делая его символом устойчивости и настойчивости.",0,0,item-icon-52,52, Разбитый кристальный браслет,1440,1,260,1,0,2,999,0,1,1,1
"793,1",4,1," Вы можете получить этот предмет через синтез.
При надевании он может усилить атрибуты. Увеличьте свои шансы на выживание в боях
-------
Эта перчатка изготовлена из уникального кристаллоподобного материала, обеспечивающего гладкую и мягкую текстуру, улучшающую сцепление и ловкость. Его легкий дизайн позволяет легкое движение, что делает его излюбленным среди геймеров, стремящихся к точности и комфорту.",0,0,item-icon-53,53, Кожаная кристальная перчатка,1440,"1,2",267,1,0,2,999,0,1,2,1
"794,1",4,1," Вы можете получить этот предмет через синтез.
При надевании он может усил",0,0,item-icon-54,54, Каменный кристальный наруч,1440,"1,2,3",277,1,0,2,999,0,1,3,1
"792,1",4,1,"Вы можете получить этот предмет через синтез.
Когда надет, он может улучшить атрибуты. Увеличьте вероятность выживания в битвах
-------
Эти ботинки изготовлены из уникального материала, обеспечивающего отличное сцепление и сцепление, что делает их идеальными для передвижения по скользким поверхностям. Дизайн разбитого кристалла добавляет штрих элегантности и мистики вашему наряду. Наденьте их и почувствуйте уверенность, когда ступите на любую местность.",0,0,item-icon-55,55, Разбитые кристальные туфли из травы,1440,1,261,1,0,2,999,0,1,1,1
"793,1",4,1," Вы можете получить этот предмет через синтез.
Когда надет, он может улучшить атрибуты. Увеличьте вероятность выживания в битвах
-------
Эти ботинки изготовлены из уникального материала, улучшающего ловкость и обеспечивающего отличную защиту. Их изящный дизайн позволяет быстро двигаться, что делает их любимыми среди искателей приключений. Ботинки из кристальной кожи - необходимый предмет для любого игрока, стремящегося к стилю и функциональности.",0,0,item-icon-56,56, Кожаные кристальные сапоги,1440,"1,2",266,1,0,2,999,0,1,2,1
"794,1",4,1," Вы можете получить этот предмет через синтез.
Когда надет, он может улучшить атрибуты. Увеличьте вероятность выживания в битвах
-------
Эти ботинки изготовлены с уникальным дизайном из кристаллического камня, добавляя штрих элегантности к каждому вашему шагу. Мерцающие камни, встроенные в обувь, создают завораживающий эффект, делая вас центром внимания, куда бы вы ни пошли. Скользите в эти изысканные ботинки и почувствуйте волшебство, которое они приносят вашему наряду.",0,0,item-icon-57,57, Каменные кристальные ботинки,1440,"1,2,3",279,1,0,2,999,0,1,3,1
"792,1","1,3,4",1," Кто-то однажды увидел этот материал у моря.
Его можно использовать для изготовления оборудования или предметов.
-------
Этот камень первого класса и может использоваться для сбора сырья, такого как деревья.",0,0,item-icon-58,58, Минерал,0,1,69,1,0,3,"1,0",1,4,1,1
"793,1","1,3,4",1," Кто-то однажды увидел этот материал в каньоне.
Его можно использовать для изготовления оборудования или предметов.
-------
Черная железная руда - это вторичное сырье, которое можно получить при добыче. Она имеет черный цвет, твердую текстуру и содержит обильные железные элементы.",0,0,item-icon-59,59, Темное железо,0,1,71,1,0,3,2,1,4,2,1
"794,1","1,3,4",1," Кто-то однажды увидел этот материал на Снежной горе.
Его можно использовать для изготовления оборудования или предметов.
-------
Это красная кристаллическая руда третьего уровня, которую можно собрать в лесу. Это важное сырье, которое можно использовать для изготовления различного оборудования и предметов.",0,0,item-icon-60,60, Красная кристальная руда,0,1,73,1,0,3,3,1,4,3,1
"792,1","1,3,4",1," Кто-то однажды увидел этот материал у моря.
Его можно использовать для создания снаряжения или предметов.
-------
Эта смола - это очень вязкая жидкость, которую можно использовать для изготовления клеев, покрытий, герметиков и других вещей. Обычно ее собирают с деревьев и для сбора требуются специальные инструменты.",0,0,item-icon-61,61, Глина,0,1,,1,0,3,999,0,4,1,1
"792,1","1,3,4",1," Кто-то однажды увидел этот материал у моря.
Его можно использовать для изготовления оборудования или предметов.
-------
Этот тип дерева обычно используется для изготовления простой мебели или строительных материалов. Его текстура относительно мягкая, что облегчает его обработку и резьбу.",0,0,item-icon-62,62, Обычное дерево,0,1,"49,51",1,0,3,"1,0",1,4,1,1
"793,1","1,3,4",1,"Кто-то однажды увидел этот материал в пустыне.
Его можно использовать для создания снаряжения или предметов.
-------
Пустынные деревья - это тип деревьев, которые растут в пустыне. Они обычно невысокие, с толстыми стволами и светло-зелеными листьями. Их можно использовать для сбора сырья и создания некоторых особых предметов.",0,0,item-icon-63,63, Дерево пустыни,0,1,53,1,0,3,2,1,4,2,1
"794,1","1,3,4",1," Кто-то однажды увидел этот материал в Красном Лесу.
Его можно использовать для создания снаряжения или предметов.
-------
Темное дерево - это премиальный вид дерева с черными текстурами и твердой текстурой, подходящий для изготовления высококачественной мебели и ремесел. Его можно добывать только в определенных точках сбора, что сложно, но также очень прибыльно.",0,0,item-icon-64,64, Темное дерево,0,1,55,1,0,3,3,1,4,3,1
"792,1","1,3,4",1," Кто-то однажды увидел этот материал в каньоне.
Его можно использовать для создания снаряжения или предметов.
-------
Многолетнее травянистое растение, растущее в дикой местности, с сильной устойчивостью к засухе. Его толстые листья содержат обильную влагу и питательные вещества, что делает его важным сырьем для производства алкогольных напитков и лекарств.",0,0,item-icon-65,65, Смола,0,1,,1,0,3,999,1,4,1,1
"792,1","1,3,4",1," Кто-то однажды увидел этот материал на Снежной горе.
Его можно использовать для создания снаряжения или предметов.
-------
Эти грибы растут в холодных полярных регионах и имеют светло-голубой цвет. Они имеют вкусный вкус и подходят для приготовления пищи.",0,0,item-icon-66,66, Растительное волокно,0,1,31,1,0,3,"1,0",1,4,1,1
"793,1","1,3,4",1," Кто-то однажды увидел этот материал у моря.
Его можно использовать для создания снаряжения или предметов.
-------
Эта паутина уровня 1 и может быть собрана в лесу. Это сырье, которое можно использовать для изготовления различных предметов.",0,0,item-icon-67,67, Замороженный гриб,0,1,33,1,0,3,2,1,4,2,1
"794,1","1,3,4",1," Кто-то однажды увидел этот материал у моря.
Его можно использовать для создания снаряжения или предметов.
-------
Это растительное волокно - собираемое сырье, обычно получаемое из деревьев. Его можно использовать для изготовления различных предметов, таких как веревки, ткани и бумага.",0,0,item-icon-68,68, Магей,0,1,35,1,0,3,3,1,4,3,1
"792,1","1,3,4",1," Этот билет дает вам доступ к эксклюзивному мероприятию, наполненному захватывающими приключениями и незабываемыми впечатлениями. Приготовьтесь отправиться в путешествие, как никогда прежде, и создать воспоминания, которые останутся на всю жизнь.",0,0,item-icon-69,69, Паутина,0,1,,1,0,3,999,0,4,1,1
"792,1","1,3,4",1," Вы можете получить этот тип материала через посадку.
Его можно использовать для создания снаряжения или предметов.
-------
Этот вид бамбука - сельскохозяйственная продукция и растение, используемое для создания различных сельскохозяйственных сырьев. Он очень распространен в сельском хозяйстве и может очень быстро расти.",0,0,item-icon-70,70, Бамбук,0,1,87,1,0,1,"1,0",1,4,1,1
"792,1","1,3,4",1," Вы можете получить этот тип материала через посадку.
Его можно использовать для создания снаряжения или предметов.
-------
Этот предмет - сырье, произведенное в сельском хозяйстве, обычно собираемое на уровне 1. Его форма напоминает три листа, поэтому его называют клевером. Его можно использовать для создания множества различных предметов и он является очень полезным ресурсом.",0,0,item-icon-71,71, Трифолиум,0,1,88,1,0,1,"1,0",1,4,1,1
"792,1","1,3,4",1," Вы можете получить этот тип материала через посадку.
Его можно использовать для создания снаряжения или предметов.
-------
Эта морковь - это сельскохозяйственная продукция 1 уровня, которую можно получить на сельскохозяйственном поле. Это важное сырье.",0,0,item-icon-72,72, Морковь,0,1,89,1,0,1,"1,0",1,4,1,1
"793,1","1,3,4",1," Вы можете получить этот тип материала через посадку.
Его можно использовать для создания снаряжения или предметов.
-------
Кувшинчики - это уникальный тип растений, способных привлекать и захватывать насекомых в качестве источника пищи. Их считают одним из сельскохозяйственных продуктов и их можно использовать в качестве сырья в сельском хозяйстве.",0,0,item-icon-73,73, Кувшинчик,0,1,90,1,0,1,2,1,4,2,1
"793,1","1,3,4",1," Вы можете получить этот тип материала через посадку.
Его можно использовать для создания снаряжения или предметов.
-------
Этот хлопок второго сорта подходит для производства текстиля.",0,0,item-icon-74,74, Хлопок,0,1,91,1,0,1,2,1,4,2,1
"793,1","1,3,4",1," Вы можете получить этот тип материала через посадку.
Его можно использовать для создания снаряжения или предметов.
-------
Этот плод терпения - это сырье, произведенное в сельском хозяйстве, которое можно посадить на ферме 2 уровня и получить 2-3 плода каждый раз. Он обладает характеристиками прочности и длительного срока хранения, и является важным материалом для создания различных продуктов и лекарств.",0,0,item-icon-75,75, Фрукт выносливости,0,1,92,1,0,1,2,1,4,2,1
"794,1","1,3,4",1," Вы можете получить этот тип материала через посадку.
Его можно использовать для создания снаряжения или предметов.
-------
Этот огненный перец 3 уровня и чрезвычайно острый, подходит для любителей острой пищи. Он производится сельским хозяйством и может выращиваться на полях. Как сельскохозяйственное сырье, его можно использовать для создания различных продуктов из перца, таких как перчатка и перчатка.",0,0,item-icon-76,76, Острый перец чили,0,1,93,1,0,1,3,1,4,3,1
"794,1","1,3,4",1," Вы можете получить этот тип материала через посадку.
Его можно использовать для создания снаряжения или предметов.
-------
Этот твердый фрукт - это высокоурожайное сельскохозяйственное сырье, которое можно использовать для создания различных продуктов и лекарств. Он имеет твердую текстуру и богатые питательные компоненты, что делает его неотъемлемой частью сельскохозяйственного производства.",0,0,item-icon-77,77, Твердый фрукт,0,1,94,1,0,1,3,1,4,3,1
"794,1","1,3,4",1," Вы можете получить этот тип материала через посадку.
Его можно использовать для создания снаряжения или предметов.
-------
Этот синий гриб - это премиальный вид грибов, который обычно производится в сельском хозяйстве. Это очень ценное сырье, которое можно использовать для создания лекарств и изысканной пищи.",0,0,item-icon-78,78,Голубой гриб,0,1,95,1,0,1,3,1,4,3,1
"792,1",0,1," Вы можете получить этот предмет через синтез.
Когда он надет, он может улучшить атрибуты. Сделайте ваши урожаи менее подверженными засыханию
-------
Это инструмент для сельского хозяйства, который поможет вам легко вспахивать почву и пропалывать сорняки. Он подходит для начинающих.",1,0,item-icon-79,79, Деревянная мотыга,1440,1,180,0,0,1,999,0,1,0,1
"792,1",0,1," Вы можете получить этот предмет через синтез.
Когда он надет, он может улучшить атрибуты. Сделайте ваши урожаи менее подверженными засыханию
-------
Железная мотыга - это прочный сельскохозяйственный инструмент из прочного железа. Он необходим для вспашки почвы и эффективного выращивания культур в игре.",0,0,item-icon-80,80, Железная мотыга,1440,1,187,1,0,1,999,0,1,1,1
"793,1",0,1," Вы можете получить этот предмет через синтез.
Когда он надет, он может улучшить атрибуты. Сделайте ваши урожаи менее подверженными засыханию
-------
Эта мотыга может помочь фермерам более легко обрабатывать землю, но в то же время она также приносит некоторые таинственные проклятия.",0,0,item-icon-81,81, Проклятая мотыга,1440,"1,2",190,1,0,1,999,0,1,2,1
"794,1",0,1," Вы можете получить этот предмет через синтез.
Когда он надет, он может улучшить атрибуты. Сделайте ваши урожаи менее подверженными засыханию
-------
Благословенная мотыга - это мощный инструмент, повышающий эффективность сельского хозяйства и увеличивающий урожай. Он излучает божественную ауру, наполняя каждый удар благословениями, способствующими здоровому росту и богатому урожаю. С этой волшебной мотыгой в руке игроки могут легко обрабатывать свою землю и испытывать радость от сбора плодов своего труда.",0,0,item-icon-82,82, Благословенная мотыга,1440,"1,2,3",198,1,0,1,999,0,1,3,1
"792,1",0,1," Вы можете получить этот предмет через синтез.
Когда он надет, он может улучшить атрибуты. Сделайте ваши урожаи менее подверженными засыханию
-------
Этот деревянный водяной котел - это снаряжение, подходящее для сельскохозяйственного использования, которое можно использовать для хранения чистой воды или воды для орошения.",0,0,item-icon-83,83, Деревянный чайник,1440,1,181,0,0,1,999,0,1,0,1
"792,1",0,1," Вы можете получить этот предмет через синтез.
Когда он надет, он может улучшить атрибуты. Сделайте ваши урожаи менее подверженными засыханию
-------
Надежный и надежный кулинарный инструмент из прочного железа. Он быстро и равномерно нагревается, обеспечивая эффективное приготовление пищи. Его эргономичная ручка обеспечивает комфортное удержание при наливании.",0,0,item-icon-84,84, Железный чайник,1440,1,188,1,0,1,999,0,1,1,1
"793,1",0,1," Вы можете получить этот предмет через синтез.
Когда он надет, он может улучшить атрибуты. Сделайте ваши урожаи менее подверженными засыханию
-------
Таинственный чайник, который приносит несчастье тем, кто владеет им, вызывая хаос и отчаяние. Его темная аура излучает жуткое присутствие, искушая судьбу с каждым завариванием. Будьте осторожны, потому что его проклятая сила может превратить даже самых удачливых в жертвы своего собственного конца.",0,0,item-icon-85,85, Проклятый чайник,1440,"1,2",191,1,0,1,999,0,1,2,1
"794,1",0,1," Вы можете получить этот предмет через синтез.
Когда он надет, он может улучшить атрибуты. Сделайте ваши урожаи менее подверженными засыханию
-------
Священный артефакт, приносящий благословения и удачу своему владельцу, увеличивая его удачу и предоставляя неожиданные возможности. Этот мистический чайник, как говорят, излучает положительную энергию, привлекая процветание и счастье куда бы он ни пошел. Ценное владение для тех, кто ищет прикосновения божественного вмешательства в свою жизнь.",0,0,item-icon-86,86, Благословенный чайник,1440,"1,2,3",199,1,0,1,999,0,1,3,1
"792,1",0,1," Вы можете получить этот предмет через синтез.
Когда он надет, он может улучшить атрибуты. Увеличьте вероятность сбора более высокоуровневых ресурсов
-------
Надежный инструмент из дерева, идеально подходящий для добычи и сбора ресурсов эффективно. Его прочность гарантирует, что он не сломается легко, что делает его надежным выбором для любого искателя приключений.",1,0,item-icon-87,87, Деревянная кирка,1440,1,331,0,0,3,999,0,1,0,1
"792,1",0,1," Вы можете получить этот предмет через синтез.
Когда он надет, он может улучшить атрибуты. Увеличьте вероятность сбора более высокоуровневых ресурсов
-------
Надежный инструмент из железа, идеально подходящий для добычи и добычи ценных ресурсов. Его острая кромка и прочная конструкция делают его неотъемлемым предметом для любого искателя приключений. С этой киркой в руке вы сможете копать глубже и обнаруживать скрытые сокровища.",0,0,item-icon-88,88, Железная кирка,1440,1,339,1,0,3,999,0,1,1,1
"793,1",0,1," Вы можете получить этот предмет через синтез.
Когда он надет, он может улучшить атрибуты. Увеличьте вероятность сбора более высокоуровневых ресурсов
-------
Эта проклятая кирка может помочь вам собирать деревья и руду быстрее. Это снаряжение 2 уровня с мощными способностями сбора.",0,0,item-icon-89,89, Проклятая кирка,1440,"1,2",341,1,0,3,999,0,1,2,1
"794,1",0,1," Вы можете получить этот предмет через синтез.
Когда он надет, он может улучшить атрибуты. Увеличьте вероятность сбора более высокоуровневых ресурсов
-------
Благословенная кирка - это мощный инструмент, наделенный божественной силой, легко раскалывающий самые твердые породы, оставляя за собой след мерцающих осколков. Его волшебное лезвие светится излучающим светом, направляя горняков к скрытым сокровищам глубоко в земле. С каждым ударом он дарует благословения удачи и процветания, делая его неотъемлемым спутником для любого искателя приключений.",0,0,item-icon-90,90, Благословенная кирка,1440,"1,2,3",349,1,0,3,999,0,1,3,1
